model,best_params,KF_Acc,KF_Prec,KF_Rec,KF_F1,KF_AUC,LOO_Acc,LOO_Prec,LOO_Rec,LOO_F1,LOO_AUC,csv,threshold,n_features,n_pos,n_neg
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_alpha': 1.0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 5}",0.8282828282828283,0.8289473684210527,0.9402985074626866,0.8811188811188811,0.8768656716417911,0.797979797979798,0.8051948051948052,0.9253731343283582,0.8611111111111112,0.8684701492537313,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.25,5,67,32
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_alpha': 1.0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 5}",0.8282828282828283,0.8289473684210527,0.9402985074626866,0.8811188811188811,0.8768656716417911,0.797979797979798,0.8051948051948052,0.9253731343283582,0.8611111111111112,0.8684701492537313,best_combo_1_w10_radius_mean_max_mass_max_Z,1.25,5,67,32
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_alpha': 1.0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 5}",0.8282828282828283,0.8289473684210527,0.9402985074626866,0.8811188811188811,0.8768656716417911,0.797979797979798,0.8051948051948052,0.9253731343283582,0.8611111111111112,0.8684701492537313,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.25,5,67,32
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 5, 'clf__n_estimators': 50, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 5}",0.8282828282828283,0.8289473684210527,0.9402985074626866,0.8811188811188811,0.8705690298507464,0.797979797979798,0.8133333333333334,0.9104477611940298,0.8591549295774648,0.8712686567164178,best_combo_4_w10_radius_mean_max_mass,1.25,4,67,32
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 2}",0.8282828282828283,0.8676470588235294,0.8805970149253731,0.8740740740740741,0.7961753731343283,0.797979797979798,0.8309859154929577,0.8805970149253731,0.855072463768116,0.6263992537313433,best_combo_5_w10_radius_mean_radius_diff,1.25,4,67,32
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 5, 'clf__n_estimators': 100, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 5}",0.797979797979798,0.7777777777777778,0.84,0.8076923076923077,0.883265306122449,0.8383838383838383,0.8035714285714286,0.9,0.8490566037735849,0.9065306122448978,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.5,5,50,49
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 100}",0.7777777777777778,0.8,0.8955223880597015,0.8450704225352113,0.8087686567164178,0.7878787878787878,0.8194444444444444,0.8805970149253731,0.8489208633093526,0.833955223880597,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.25,5,67,32
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 100}",0.7777777777777778,0.8,0.8955223880597015,0.8450704225352113,0.8087686567164178,0.7878787878787878,0.8194444444444444,0.8805970149253731,0.8489208633093526,0.833955223880597,best_combo_1_w10_radius_mean_max_mass_max_Z,1.25,5,67,32
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': None, 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.8080808080808081,0.803921568627451,0.82,0.8118811881188119,0.8514285714285715,0.8484848484848485,0.8571428571428571,0.84,0.8484848484848485,0.8975510204081633,best_combo_4_w10_radius_mean_max_mass,1.5,4,50,49
AdaBoost,"{'clf__learning_rate': 0.5, 'clf__n_estimators': 200}",0.8383838383838383,0.8695652173913043,0.8955223880597015,0.8823529411764706,0.8283582089552238,0.797979797979798,0.8615384615384616,0.835820895522388,0.8484848484848485,0.8180970149253731,best_combo_5_w10_radius_mean_radius_diff,1.25,4,67,32
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.8383838383838383,0.8148148148148148,0.88,0.8461538461538461,0.863673469387755,0.8383838383838383,0.8148148148148148,0.88,0.8461538461538461,0.9077551020408163,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.5,5,50,49
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.8181818181818182,0.8888888888888888,0.835820895522388,0.8615384615384616,0.8689365671641791,0.7878787878787878,0.8382352941176471,0.8507462686567164,0.8444444444444444,0.8763992537313433,best_combo_0_w10_radius_mean,1.25,3,67,32
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 2}",0.8282828282828283,0.8472222222222222,0.9104477611940298,0.8776978417266187,0.7611940298507462,0.7777777777777778,0.8082191780821918,0.8805970149253731,0.8428571428571429,0.6459888059701493,best_combo_4_w10_radius_mean_max_mass,1.25,4,67,32
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 100}",0.8080808080808081,0.7924528301886793,0.84,0.8155339805825242,0.8795918367346939,0.8383838383838383,0.84,0.84,0.84,0.8759183673469387,best_combo_1_w10_radius_mean_max_mass_max_Z,1.5,5,50,49
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 100}",0.8080808080808081,0.7924528301886793,0.84,0.8155339805825242,0.8795918367346939,0.8383838383838383,0.84,0.84,0.84,0.8759183673469387,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.5,5,50,49
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 100}",0.8080808080808081,0.7924528301886793,0.84,0.8155339805825242,0.8795918367346939,0.8383838383838383,0.84,0.84,0.84,0.8759183673469387,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.5,5,50,49
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 100}",0.8080808080808081,0.7924528301886793,0.84,0.8155339805825242,0.8795918367346939,0.8383838383838383,0.84,0.84,0.84,0.8759183673469387,best_combo_4_w10_radius_mean_max_mass,1.5,4,50,49
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.8383838383838383,0.8148148148148148,0.88,0.8461538461538461,0.8618367346938776,0.8282828282828283,0.8,0.88,0.8380952380952381,0.9089795918367347,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.5,5,50,49
XGBoost,"{'clf__learning_rate': 0.01, 'clf__max_depth': 5, 'clf__n_estimators': 200, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 3}",0.8080808080808081,0.7627118644067796,0.9,0.8256880733944955,0.8785714285714286,0.8282828282828283,0.8,0.88,0.8380952380952381,0.8853061224489795,best_combo_0_w10_radius_mean,1.5,3,50,49
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.8383838383838383,0.8148148148148148,0.88,0.8461538461538461,0.8618367346938776,0.8282828282828283,0.8,0.88,0.8380952380952381,0.9081632653061225,best_combo_1_w10_radius_mean_max_mass_max_Z,1.5,5,50,49
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 2, 'clf__n_estimators': 100}",0.797979797979798,0.8,0.8,0.8,0.866938775510204,0.8282828282828283,0.8113207547169812,0.86,0.8349514563106796,0.8873469387755103,best_combo_0_w10_radius_mean,1.5,3,50,49
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}",0.7777777777777778,0.8169014084507042,0.8656716417910447,0.8405797101449275,0.8199626865671642,0.7676767676767676,0.8055555555555556,0.8656716417910447,0.8345323741007195,0.8386194029850746,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.25,5,67,32
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.797979797979798,0.8309859154929577,0.8805970149253731,0.855072463768116,0.8479477611940298,0.7676767676767676,0.8142857142857143,0.8507462686567164,0.8321167883211679,0.8381529850746268,best_combo_4_w10_radius_mean_max_mass,1.25,4,67,32
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 5, 'clf__n_estimators': 100, 'clf__reg_alpha': 1.0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 5}",0.7878787878787878,0.7457627118644068,0.88,0.8073394495412844,0.876938775510204,0.8181818181818182,0.7857142857142857,0.88,0.8301886792452831,0.8922448979591837,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.5,5,50,49
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 5, 'clf__n_estimators': 100, 'clf__reg_alpha': 1.0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 5}",0.7878787878787878,0.7457627118644068,0.88,0.8073394495412844,0.876938775510204,0.8181818181818182,0.7857142857142857,0.88,0.8301886792452831,0.8918367346938776,best_combo_4_w10_radius_mean_max_mass,1.5,4,50,49
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 5, 'clf__n_estimators': 100, 'clf__reg_alpha': 1.0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 5}",0.7878787878787878,0.7457627118644068,0.88,0.8073394495412844,0.876938775510204,0.8181818181818182,0.7857142857142857,0.88,0.8301886792452831,0.8922448979591837,best_combo_1_w10_radius_mean_max_mass_max_Z,1.5,5,50,49
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 2}",0.8181818181818182,0.855072463768116,0.8805970149253731,0.8676470588235294,0.7616604477611941,0.7575757575757576,0.8115942028985508,0.835820895522388,0.8235294117647058,0.6007462686567164,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.25,5,67,32
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 2}",0.8181818181818182,0.855072463768116,0.8805970149253731,0.8676470588235294,0.7616604477611941,0.7575757575757576,0.8115942028985508,0.835820895522388,0.8235294117647058,0.6007462686567164,best_combo_1_w10_radius_mean_max_mass_max_Z,1.25,5,67,32
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 2}",0.8181818181818182,0.855072463768116,0.8805970149253731,0.8676470588235294,0.7616604477611941,0.7575757575757576,0.8115942028985508,0.835820895522388,0.8235294117647058,0.6007462686567164,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.25,5,67,32
AdaBoost,"{'clf__learning_rate': 0.5, 'clf__n_estimators': 200}",0.8181818181818182,0.8076923076923077,0.84,0.8235294117647058,0.8755102040816326,0.8181818181818182,0.82,0.82,0.82,0.8555102040816327,best_combo_0_w10_radius_mean,1.5,3,50,49
AdaBoost,"{'clf__learning_rate': 0.5, 'clf__n_estimators': 200}",0.8181818181818182,0.8076923076923077,0.84,0.8235294117647058,0.8722448979591837,0.8181818181818182,0.82,0.82,0.82,0.8526530612244897,best_combo_5_w10_radius_mean_radius_diff,1.5,4,50,49
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.8080808080808081,0.8428571428571429,0.8805970149253731,0.8613138686131386,0.853544776119403,0.7575757575757576,0.8307692307692308,0.8059701492537313,0.8181818181818182,0.8516791044776119,best_combo_5_w10_radius_mean_radius_diff,1.25,4,67,32
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 5}",0.8383838383838383,0.8805970149253731,0.8805970149253731,0.8805970149253731,0.8311567164179103,0.7575757575757576,0.8307692307692308,0.8059701492537313,0.8181818181818182,0.7642257462686567,best_combo_0_w10_radius_mean,1.25,3,67,32
GradientBoosting,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 50, 'clf__subsample': 0.8}",0.8181818181818182,0.8076923076923077,0.84,0.8235294117647058,0.8704081632653061,0.8181818181818182,0.8333333333333334,0.8,0.8163265306122449,0.8722448979591837,best_combo_4_w10_radius_mean_max_mass,1.5,4,50,49
GradientBoosting,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 50, 'clf__subsample': 0.8}",0.8080808080808081,0.7924528301886793,0.84,0.8155339805825242,0.8691836734693877,0.8181818181818182,0.8333333333333334,0.8,0.8163265306122449,0.8685714285714284,best_combo_1_w10_radius_mean_max_mass_max_Z,1.5,5,50,49
GradientBoosting,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 50, 'clf__subsample': 0.8}",0.8080808080808081,0.7924528301886793,0.84,0.8155339805825242,0.8691836734693877,0.8181818181818182,0.8333333333333334,0.8,0.8163265306122449,0.8685714285714284,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.5,5,50,49
GradientBoosting,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 50, 'clf__subsample': 0.8}",0.8080808080808081,0.7924528301886793,0.84,0.8155339805825242,0.8691836734693877,0.8181818181818182,0.8333333333333334,0.8,0.8163265306122449,0.8685714285714284,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.5,5,50,49
XGBoost,"{'clf__learning_rate': 0.01, 'clf__max_depth': 5, 'clf__n_estimators': 200, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 5}",0.8080808080808081,0.7719298245614035,0.88,0.822429906542056,0.8802040816326531,0.797979797979798,0.7586206896551724,0.88,0.8148148148148148,0.8820408163265305,best_combo_5_w10_radius_mean_radius_diff,1.5,4,50,49
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 9, 'clf__weights': 'distance'}",0.7171717171717171,0.76,0.8507462686567164,0.8028169014084507,0.7434701492537313,0.7272727272727273,0.7631578947368421,0.8656716417910447,0.8111888111888111,0.7868470149253731,best_combo_0_w10_radius_mean,1.25,3,67,32
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 5}",0.7676767676767676,0.7755102040816326,0.76,0.7676767676767676,0.7669387755102042,0.797979797979798,0.7777777777777778,0.84,0.8076923076923077,0.8075510204081633,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.5,5,50,49
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 5}",0.7676767676767676,0.7755102040816326,0.76,0.7676767676767676,0.7669387755102042,0.797979797979798,0.7777777777777778,0.84,0.8076923076923077,0.8075510204081633,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.5,5,50,49
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 5}",0.7676767676767676,0.7755102040816326,0.76,0.7676767676767676,0.7669387755102042,0.797979797979798,0.7777777777777778,0.84,0.8076923076923077,0.8075510204081633,best_combo_1_w10_radius_mean_max_mass_max_Z,1.5,5,50,49
LogisticRegression,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.49393656716417905,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.4319029850746268,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.25,5,67,32
SVM_RBF,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.3838619402985074,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.13152985074626866,best_combo_4_w10_radius_mean_max_mass,1.25,4,67,32
SVM_Linear,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__kernel': 'linear'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.46222014925373134,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.06343283582089553,best_combo_1_w10_radius_mean_max_mass_max_Z,1.25,5,67,32
SVM_RBF,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.35914179104477617,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.11240671641791045,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.25,5,67,32
SVM_Linear,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__kernel': 'linear'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.47901119402985076,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.02798507462686567,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.25,5,67,32
SVM_RBF,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.36380597014925375,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.1273320895522388,best_combo_1_w10_radius_mean_max_mass_max_Z,1.25,5,67,32
LogisticRegression,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.49393656716417905,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.4230410447761195,best_combo_1_w10_radius_mean_max_mass_max_Z,1.25,5,67,32
LogisticRegression,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.49393656716417905,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.43097014925373134,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.25,5,67,32
SVM_Linear,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__kernel': 'linear'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.4720149253731343,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.14225746268656717,best_combo_5_w10_radius_mean_radius_diff,1.25,4,67,32
SVM_Linear,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__kernel': 'linear'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.4556902985074627,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.06343283582089553,best_combo_4_w10_radius_mean_max_mass,1.25,4,67,32
SVM_RBF,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.39155783582089554,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.13059701492537312,best_combo_5_w10_radius_mean_radius_diff,1.25,4,67,32
SVM_Linear,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__kernel': 'linear'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.5074626865671642,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.1669776119402985,best_combo_0_w10_radius_mean,1.25,3,67,32
LogisticRegression,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.49393656716417905,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.4375,best_combo_4_w10_radius_mean_max_mass,1.25,4,67,32
SVM_RBF,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.3521455223880597,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.1044776119402985,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.25,5,67,32
SVM_Linear,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__kernel': 'linear'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.4444962686567164,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.12220149253731344,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.25,5,67,32
SVM_RBF,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.4337686567164179,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.4780783582089552,best_combo_0_w10_radius_mean,1.25,3,67,32
LogisticRegression,"{'clf__C': 0.01, 'clf__class_weight': None, 'clf__penalty': 'l1', 'clf__solver': 'saga'}",0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.49673507462686567,0.6767676767676768,0.6767676767676768,1.0,0.8072289156626506,0.44029850746268656,best_combo_0_w10_radius_mean,1.25,3,67,32
DecisionTree,"{'clf__class_weight': 'balanced', 'clf__max_depth': 5, 'clf__min_samples_split': 2}",0.7777777777777778,0.78,0.78,0.78,0.8093877551020409,0.7878787878787878,0.7636363636363637,0.84,0.8,0.8595918367346937,best_combo_0_w10_radius_mean,1.5,3,50,49
GradientBoosting,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 50, 'clf__subsample': 1.0}",0.8181818181818182,0.8333333333333334,0.8,0.8163265306122449,0.8806122448979591,0.797979797979798,0.8,0.8,0.8,0.8673469387755103,best_combo_0_w10_radius_mean,1.5,3,50,49
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 2, 'clf__n_estimators': 200}",0.7878787878787878,0.7843137254901961,0.8,0.7920792079207921,0.8444897959183674,0.797979797979798,0.8,0.8,0.8,0.8771428571428571,best_combo_5_w10_radius_mean_radius_diff,1.5,4,50,49
GradientBoosting,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 50, 'clf__subsample': 1.0}",0.8181818181818182,0.8333333333333334,0.8,0.8163265306122449,0.8781632653061224,0.797979797979798,0.8,0.8,0.8,0.8661224489795918,best_combo_5_w10_radius_mean_radius_diff,1.5,4,50,49
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 2}",0.7878787878787878,0.7843137254901961,0.8,0.7920792079207921,0.7877551020408163,0.7878787878787878,0.7735849056603774,0.82,0.7961165048543689,0.7922448979591836,best_combo_4_w10_radius_mean_max_mass,1.5,4,50,49
LogisticRegression,"{'clf__C': 0.1, 'clf__class_weight': None, 'clf__penalty': 'l2', 'clf__solver': 'saga'}",0.6868686868686869,0.6836734693877551,1.0,0.8121212121212121,0.5578358208955223,0.6565656565656566,0.6701030927835051,0.9701492537313433,0.7926829268292683,0.5317164179104478,best_combo_5_w10_radius_mean_radius_diff,1.25,4,67,32
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 11, 'clf__weights': 'distance'}",0.7070707070707071,0.75,0.8507462686567164,0.7972027972027972,0.7024253731343283,0.6868686868686869,0.7307692307692307,0.8507462686567164,0.7862068965517242,0.710820895522388,best_combo_5_w10_radius_mean_radius_diff,1.25,4,67,32
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 5}",0.797979797979798,0.8125,0.78,0.7959183673469388,0.8036734693877551,0.7878787878787878,0.8085106382978723,0.76,0.7835051546391752,0.8244897959183672,best_combo_5_w10_radius_mean_radius_diff,1.5,4,50,49
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7373737373737373,0.7727272727272727,0.68,0.723404255319149,0.7787755102040816,0.7777777777777778,0.78,0.78,0.78,0.8587755102040817,best_combo_4_w10_radius_mean_max_mass,1.5,4,50,49
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7474747474747475,0.7777777777777778,0.7,0.7368421052631579,0.7593877551020409,0.7676767676767676,0.7647058823529411,0.78,0.7722772277227723,0.843265306122449,best_combo_1_w10_radius_mean_max_mass_max_Z,1.5,5,50,49
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.6363636363636364,0.6741573033707865,0.8955223880597015,0.7692307692307693,0.5804570895522388,0.6363636363636364,0.6703296703296703,0.9104477611940298,0.7721518987341772,0.5652985074626865,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.25,5,67,32
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.6666666666666666,0.6931818181818182,0.9104477611940298,0.7870967741935484,0.5839552238805971,0.6262626262626263,0.6630434782608695,0.9104477611940298,0.7672955974842768,0.5454757462686567,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.25,5,67,32
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.6363636363636364,0.6781609195402298,0.8805970149253731,0.7662337662337663,0.5631996268656717,0.6262626262626263,0.6630434782608695,0.9104477611940298,0.7672955974842768,0.5466417910447761,best_combo_4_w10_radius_mean_max_mass,1.25,4,67,32
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 11, 'clf__weights': 'uniform'}",0.6464646464646465,0.6818181818181818,0.8955223880597015,0.7741935483870968,0.5823227611940298,0.6262626262626263,0.6630434782608695,0.9104477611940298,0.7672955974842768,0.5382462686567164,best_combo_1_w10_radius_mean_max_mass_max_Z,1.25,5,67,32
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7373737373737373,0.7727272727272727,0.68,0.723404255319149,0.7651020408163265,0.7575757575757576,0.76,0.76,0.76,0.8424489795918367,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.5,5,50,49
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7272727272727273,0.7346938775510204,0.72,0.7272727272727273,0.7536734693877551,0.7575757575757576,0.7708333333333334,0.74,0.7551020408163265,0.7728571428571428,best_combo_5_w10_radius_mean_radius_diff,1.5,4,50,49
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8787878787878788,0.875,0.7,0.7777777777777778,0.8826086956521739,0.8686868686868687,0.8695652173913043,0.6666666666666666,0.7547169811320755,0.8710144927536232,best_combo_3_w10_radius_mean_max_Z4_max_Z,2.0,5,30,69
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 100, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 5}",0.8686868686868687,0.7575757575757576,0.8333333333333334,0.7936507936507936,0.8608695652173913,0.8484848484848485,0.7419354838709677,0.7666666666666667,0.7540983606557377,0.8222222222222221,best_combo_0_w10_radius_mean,2.0,3,30,69
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7272727272727273,0.7555555555555555,0.68,0.7157894736842105,0.7616326530612245,0.7474747474747475,0.7450980392156863,0.76,0.7524752475247525,0.8412244897959184,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.5,5,50,49
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 200}",0.9090909090909091,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.8864468864468863,0.898989898989899,0.7894736842105263,0.7142857142857143,0.75,0.8760683760683761,best_combo_4_w10_radius_mean_max_mass,2.5,4,21,78
