model,best_params,KF_Acc,KF_Prec,KF_Rec,KF_F1,KF_AUC,LOO_Acc,LOO_Prec,LOO_Rec,LOO_F1,LOO_AUC,csv,threshold,n_features,n_pos,n_neg
GradientBoosting,"{'clf__learning_rate': 0.2, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.8686868686868687,0.84,0.7,0.7636363636363637,0.8797101449275362,0.8484848484848485,0.7586206896551724,0.7333333333333333,0.7457627118644068,0.8782608695652174,best_combo_4_w10_radius_mean_max_mass,2.0,4,30,69
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.8282828282828283,0.8421052631578947,0.5333333333333333,0.6530612244897959,0.8516908212560387,0.8686868686868687,0.9047619047619048,0.6333333333333333,0.7450980392156863,0.8681159420289855,best_combo_0_w10_radius_mean,2.0,3,30,69
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.8686868686868687,0.84,0.7,0.7636363636363637,0.863768115942029,0.8585858585858586,0.8333333333333334,0.6666666666666666,0.7407407407407407,0.87487922705314,best_combo_1_w10_radius_mean_max_mass_max_Z,2.0,5,30,69
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'distance'}",0.7070707070707071,0.7142857142857143,0.7,0.7070707070707071,0.7371428571428571,0.7373737373737373,0.74,0.74,0.74,0.8048979591836735,best_combo_0_w10_radius_mean,1.5,3,50,49
GradientBoosting,"{'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.9191919191919192,0.8421052631578947,0.7619047619047619,0.8,0.9358974358974359,0.898989898989899,0.8235294117647058,0.6666666666666666,0.7368421052631579,0.9236874236874236,best_combo_4_w10_radius_mean_max_mass,2.5,4,21,78
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 200}",0.8484848484848485,0.7586206896551724,0.7333333333333333,0.7457627118644068,0.8806763285024155,0.8484848484848485,0.7777777777777778,0.7,0.7368421052631579,0.8821256038647343,best_combo_5_w10_radius_mean_radius_diff,2.0,4,30,69
GradientBoosting,"{'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.9191919191919192,0.8421052631578947,0.7619047619047619,0.8,0.9242979242979242,0.898989898989899,0.8235294117647058,0.6666666666666666,0.7368421052631579,0.9261294261294262,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.5,5,21,78
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 1}",0.898989898989899,0.8235294117647058,0.6666666666666666,0.7368421052631579,0.8956043956043956,0.898989898989899,0.8235294117647058,0.6666666666666666,0.7368421052631579,0.8974358974358974,best_combo_5_w10_radius_mean_radius_diff,2.5,4,21,78
RandomForest,"{'clf__class_weight': 'balanced', 'clf__max_depth': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 100}",0.8181818181818182,0.75,0.6,0.6666666666666666,0.8531400966183575,0.8484848484848485,0.7777777777777778,0.7,0.7368421052631579,0.8647342995169082,best_combo_4_w10_radius_mean_max_mass,2.0,4,30,69
GradientBoosting,"{'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.9191919191919192,0.8421052631578947,0.7619047619047619,0.8,0.9242979242979242,0.898989898989899,0.8235294117647058,0.6666666666666666,0.7368421052631579,0.9255189255189256,best_combo_1_w10_radius_mean_max_mass_max_Z,2.5,5,21,78
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.7575757575757576,0.7954545454545454,0.7,0.7446808510638298,0.8314285714285714,0.7373737373737373,0.75,0.72,0.7346938775510204,0.8587755102040816,best_combo_0_w10_radius_mean,1.5,3,50,49
XGBoost,"{'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 50, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 3}",0.8686868686868687,0.7741935483870968,0.8,0.7868852459016393,0.8647342995169083,0.8383838383838383,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.8342995169082126,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.0,5,30,69
XGBoost,"{'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 50, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 3}",0.8686868686868687,0.7741935483870968,0.8,0.7868852459016393,0.8657004830917875,0.8383838383838383,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.8342995169082126,best_combo_4_w10_radius_mean_max_mass,2.0,4,30,69
XGBoost,"{'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 50, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 3}",0.8686868686868687,0.7741935483870968,0.8,0.7868852459016393,0.8647342995169083,0.8383838383838383,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.8342995169082126,best_combo_1_w10_radius_mean_max_mass_max_Z,2.0,5,30,69
XGBoost,"{'clf__learning_rate': 0.2, 'clf__max_depth': 3, 'clf__n_estimators': 50, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 3}",0.8686868686868687,0.7741935483870968,0.8,0.7868852459016393,0.8647342995169083,0.8383838383838383,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.8342995169082126,best_combo_3_w10_radius_mean_max_Z4_max_Z,2.0,5,30,69
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 200}",0.9090909090909091,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.887057387057387,0.8888888888888888,0.75,0.7142857142857143,0.7317073170731707,0.8748473748473748,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.5,5,21,78
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 200}",0.9090909090909091,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.887057387057387,0.8888888888888888,0.75,0.7142857142857143,0.7317073170731707,0.8748473748473748,best_combo_1_w10_radius_mean_max_mass_max_Z,2.5,5,21,78
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.8686868686868687,0.84,0.7,0.7636363636363637,0.8657004830917875,0.8484848484848485,0.8,0.6666666666666666,0.7272727272727273,0.8705314009661835,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.0,5,30,69
RandomForest,"{'clf__class_weight': None, 'clf__max_depth': 7, 'clf__min_samples_split': 5, 'clf__n_estimators': 200}",0.8383838383838383,0.8181818181818182,0.6,0.6923076923076923,0.8608695652173913,0.8484848484848485,0.8,0.6666666666666666,0.7272727272727273,0.8685990338164252,best_combo_3_w10_radius_mean_max_Z4_max_Z,2.0,5,30,69
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 200}",0.8383838383838383,0.75,0.7,0.7241379310344828,0.8690821256038648,0.8282828282828283,0.7096774193548387,0.7333333333333333,0.7213114754098361,0.87487922705314,best_combo_4_w10_radius_mean_max_mass,2.0,4,30,69
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 200}",0.8383838383838383,0.75,0.7,0.7241379310344828,0.8690821256038648,0.8282828282828283,0.7096774193548387,0.7333333333333333,0.7213114754098361,0.8792270531400966,best_combo_1_w10_radius_mean_max_mass_max_Z,2.0,5,30,69
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 200}",0.8383838383838383,0.75,0.7,0.7241379310344828,0.8690821256038648,0.8282828282828283,0.7096774193548387,0.7333333333333333,0.7213114754098361,0.8792270531400966,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.0,5,30,69
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 50, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 5}",0.8484848484848485,0.7272727272727273,0.8,0.7619047619047619,0.8589371980676329,0.8181818181818182,0.6764705882352942,0.7666666666666667,0.71875,0.8323671497584543,best_combo_5_w10_radius_mean_radius_diff,2.0,4,30,69
XGBoost,"{'clf__learning_rate': 0.2, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 1}",0.9191919191919192,0.9333333333333333,0.6666666666666666,0.7777777777777778,0.9075091575091575,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.717948717948718,0.913919413919414,best_combo_0_w10_radius_mean,2.5,3,21,78
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8585858585858586,0.8333333333333334,0.6666666666666666,0.7407407407407407,0.8797101449275362,0.8484848484848485,0.8260869565217391,0.6333333333333333,0.7169811320754716,0.8681159420289855,best_combo_4_w10_radius_mean_max_mass,2.0,4,30,69
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform'}",0.6464646464646465,0.6415094339622641,0.68,0.6601941747572816,0.6475510204081634,0.7272727272727273,0.7555555555555555,0.68,0.7157894736842105,0.7275510204081632,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.5,5,50,49
RandomForest,"{'clf__class_weight': 'balanced', 'clf__max_depth': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.898989898989899,0.7894736842105263,0.7142857142857143,0.75,0.8843101343101343,0.8787878787878788,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.9035409035409034,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.5,5,21,78
RandomForest,"{'clf__class_weight': 'balanced', 'clf__max_depth': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.898989898989899,0.7894736842105263,0.7142857142857143,0.75,0.8843101343101343,0.8787878787878788,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.9035409035409034,best_combo_1_w10_radius_mean_max_mass_max_Z,2.5,5,21,78
GradientBoosting,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__subsample': 0.8}",0.8484848484848485,0.7777777777777778,0.7,0.7368421052631579,0.8864734299516909,0.8383838383838383,0.7692307692307693,0.6666666666666666,0.7142857142857143,0.8946859903381643,best_combo_5_w10_radius_mean_radius_diff,2.0,4,30,69
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': 'balanced', 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8686868686868687,0.6538461538461539,0.8095238095238095,0.723404255319149,0.873015873015873,0.8686868686868687,0.6666666666666666,0.7619047619047619,0.7111111111111111,0.8833943833943834,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.5,5,21,78
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': 'balanced', 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8686868686868687,0.6538461538461539,0.8095238095238095,0.723404255319149,0.8754578754578755,0.8686868686868687,0.6666666666666666,0.7619047619047619,0.7111111111111111,0.8852258852258852,best_combo_1_w10_radius_mean_max_mass_max_Z,2.5,5,21,78
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': 'balanced', 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.8686868686868687,0.6818181818181818,0.7142857142857143,0.6976744186046512,0.8901098901098901,0.8686868686868687,0.6666666666666666,0.7619047619047619,0.7111111111111111,0.8608058608058607,best_combo_4_w10_radius_mean_max_mass,2.5,4,21,78
RandomForest,"{'clf__class_weight': 'balanced', 'clf__max_depth': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 100}",0.8383838383838383,0.85,0.5666666666666667,0.68,0.8420289855072465,0.8282828282828283,0.7407407407407407,0.6666666666666666,0.7017543859649122,0.8434782608695652,best_combo_5_w10_radius_mean_radius_diff,2.0,4,30,69
AdaBoost,"{'clf__learning_rate': 0.5, 'clf__n_estimators': 200}",0.8282828282828283,0.7096774193548387,0.7333333333333333,0.7213114754098361,0.8591787439613526,0.8181818181818182,0.7,0.7,0.7,0.8608695652173913,best_combo_3_w10_radius_mean_max_Z4_max_Z,2.0,5,30,69
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 3, 'clf__n_estimators': 200, 'clf__reg_alpha': 1.0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 3}",0.898989898989899,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.9072039072039072,0.8787878787878788,0.7368421052631579,0.6666666666666666,0.7,0.9035409035409034,best_combo_3_w10_radius_mean_max_Z4_max_Z,2.5,5,21,78
AdaBoost,"{'clf__learning_rate': 0.5, 'clf__n_estimators': 200}",0.8282828282828283,0.7096774193548387,0.7333333333333333,0.7213114754098361,0.8579710144927536,0.8181818181818182,0.7,0.7,0.7,0.8608695652173913,best_combo_0_w10_radius_mean,2.0,3,30,69
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform'}",0.6565656565656566,0.6481481481481481,0.7,0.6730769230769231,0.6504081632653061,0.7171717171717171,0.7619047619047619,0.64,0.6956521739130435,0.7379591836734695,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.5,5,50,49
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance'}",0.6565656565656566,0.6428571428571429,0.72,0.6792452830188679,0.6404081632653061,0.6868686868686869,0.6862745098039216,0.7,0.693069306930693,0.7412244897959184,best_combo_5_w10_radius_mean_radius_diff,1.5,4,50,49
RandomForest,"{'clf__class_weight': 'balanced', 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__n_estimators': 100}",0.8080808080808081,0.7037037037037037,0.6333333333333333,0.6666666666666666,0.8410628019323672,0.8080808080808081,0.6774193548387096,0.7,0.6885245901639344,0.8381642512077295,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.0,5,30,69
RandomForest,"{'clf__class_weight': 'balanced', 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__n_estimators': 100}",0.8080808080808081,0.7037037037037037,0.6333333333333333,0.6666666666666666,0.8410628019323672,0.8080808080808081,0.6774193548387096,0.7,0.6885245901639344,0.8381642512077295,best_combo_1_w10_radius_mean_max_mass_max_Z,2.0,5,30,69
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform'}",0.6363636363636364,0.6346153846153846,0.66,0.6470588235294118,0.633265306122449,0.7070707070707071,0.7441860465116279,0.64,0.6881720430107527,0.7293877551020409,best_combo_1_w10_radius_mean_max_mass_max_Z,1.5,5,50,49
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': 'balanced', 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8080808080808081,0.6666666666666666,0.7333333333333333,0.6984126984126984,0.8884057971014492,0.797979797979798,0.6470588235294118,0.7333333333333333,0.6875,0.8705314009661836,best_combo_0_w10_radius_mean,2.0,3,30,69
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 1}",0.9191919191919192,0.9333333333333333,0.6666666666666666,0.7777777777777778,0.9120879120879121,0.8787878787878788,0.7647058823529411,0.6190476190476191,0.6842105263157895,0.909035409035409,best_combo_4_w10_radius_mean_max_mass,2.5,4,21,78
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 1}",0.9191919191919192,0.9333333333333333,0.6666666666666666,0.7777777777777778,0.9120879120879121,0.8787878787878788,0.7647058823529411,0.6190476190476191,0.6842105263157895,0.9084249084249084,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.5,5,21,78
XGBoost,"{'clf__learning_rate': 0.1, 'clf__max_depth': 2, 'clf__n_estimators': 200, 'clf__reg_alpha': 0, 'clf__reg_lambda': 1.0, 'clf__scale_pos_weight': 1}",0.9191919191919192,0.9333333333333333,0.6666666666666666,0.7777777777777778,0.9120879120879121,0.8787878787878788,0.7647058823529411,0.6190476190476191,0.6842105263157895,0.9084249084249084,best_combo_1_w10_radius_mean_max_mass_max_Z,2.5,5,21,78
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 2}",0.8787878787878788,0.6956521739130435,0.7619047619047619,0.7272727272727273,0.8641636141636141,0.8686868686868687,0.7,0.6666666666666666,0.6829268292682927,0.7921245421245421,best_combo_4_w10_radius_mean_max_mass,2.5,4,21,78
RandomForest,"{'clf__class_weight': 'balanced', 'clf__max_depth': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 50}",0.898989898989899,0.7894736842105263,0.7142857142857143,0.75,0.8846153846153846,0.8686868686868687,0.7,0.6666666666666666,0.6829268292682927,0.9041514041514042,best_combo_3_w10_radius_mean_max_Z4_max_Z,2.5,5,21,78
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 10}",0.8787878787878788,0.6956521739130435,0.7619047619047619,0.7272727272727273,0.8696581196581197,0.8686868686868687,0.7,0.6666666666666666,0.6829268292682927,0.852869352869353,best_combo_3_w10_radius_mean_max_Z4_max_Z,2.5,5,21,78
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 10}",0.8787878787878788,0.6956521739130435,0.7619047619047619,0.7272727272727273,0.8696581196581197,0.8686868686868687,0.7,0.6666666666666666,0.6829268292682927,0.852869352869353,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.5,5,21,78
DecisionTree,"{'clf__class_weight': None, 'clf__max_depth': 5, 'clf__min_samples_split': 10}",0.8787878787878788,0.6956521739130435,0.7619047619047619,0.7272727272727273,0.8696581196581197,0.8686868686868687,0.7,0.6666666666666666,0.6829268292682927,0.852869352869353,best_combo_1_w10_radius_mean_max_mass_max_Z,2.5,5,21,78
RandomForest,"{'clf__class_weight': 'balanced', 'clf__max_depth': 3, 'clf__min_samples_split': 2, 'clf__n_estimators': 100}",0.8888888888888888,0.7272727272727273,0.7619047619047619,0.7441860465116279,0.9120879120879121,0.8585858585858586,0.6521739130434783,0.7142857142857143,0.6818181818181818,0.9102564102564102,best_combo_5_w10_radius_mean_radius_diff,2.5,4,21,78
GradientBoosting,"{'clf__learning_rate': 0.2, 'clf__max_depth': 2, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.8585858585858586,0.8076923076923077,0.7,0.75,0.8821256038647343,0.8181818181818182,0.7307692307692307,0.6333333333333333,0.6785714285714286,0.8724637681159421,best_combo_0_w10_radius_mean,2.0,3,30,69
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.8080808080808081,0.72,0.6,0.6545454545454545,0.8454106280193237,0.8181818181818182,0.7307692307692307,0.6333333333333333,0.6785714285714286,0.8294685990338164,best_combo_5_w10_radius_mean_radius_diff,2.0,4,30,69
KNN,"{'clf__metric': 'manhattan', 'clf__n_neighbors': 7, 'clf__weights': 'uniform'}",0.6464646464646465,0.6415094339622641,0.68,0.6601941747572816,0.6377551020408164,0.6868686868686869,0.7111111111111111,0.64,0.6736842105263158,0.7353061224489796,best_combo_4_w10_radius_mean_max_mass,1.5,4,50,49
GradientBoosting,"{'clf__learning_rate': 0.2, 'clf__max_depth': 2, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.8686868686868687,0.8148148148148148,0.7333333333333333,0.7719298245614035,0.8756038647342996,0.8080808080808081,0.7037037037037037,0.6333333333333333,0.6666666666666666,0.8739130434782609,best_combo_3_w10_radius_mean_max_Z4_max_Z,2.0,5,30,69
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': 'balanced', 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8686868686868687,0.6538461538461539,0.8095238095238095,0.723404255319149,0.9151404151404151,0.8383838383838383,0.5925925925925926,0.7619047619047619,0.6666666666666666,0.8815628815628815,best_combo_0_w10_radius_mean,2.5,3,21,78
GradientBoosting,"{'clf__learning_rate': 0.2, 'clf__max_depth': 2, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.8686868686868687,0.8148148148148148,0.7333333333333333,0.7719298245614035,0.8702898550724638,0.8080808080808081,0.7037037037037037,0.6333333333333333,0.6666666666666666,0.876328502415459,best_combo_1_w10_radius_mean_max_mass_max_Z,2.0,5,30,69
GradientBoosting,"{'clf__learning_rate': 0.2, 'clf__max_depth': 2, 'clf__n_estimators': 100, 'clf__subsample': 0.8}",0.8686868686868687,0.8148148148148148,0.7333333333333333,0.7719298245614035,0.8702898550724638,0.8080808080808081,0.7037037037037037,0.6333333333333333,0.6666666666666666,0.876328502415459,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.0,5,30,69
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 100}",0.8686868686868687,0.7,0.6666666666666666,0.6829268292682927,0.8760683760683761,0.8585858585858586,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8626373626373626,best_combo_3_w10_radius_mean_max_Z4_max_Z,2.5,5,21,78
GradientBoosting,"{'clf__learning_rate': 0.2, 'clf__max_depth': 2, 'clf__n_estimators': 50, 'clf__subsample': 0.8}",0.9090909090909091,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.9249084249084248,0.8686868686868687,0.7222222222222222,0.6190476190476191,0.6666666666666666,0.9175824175824177,best_combo_3_w10_radius_mean_max_Z4_max_Z,2.5,5,21,78
RandomForest,"{'clf__class_weight': 'balanced', 'clf__max_depth': 5, 'clf__min_samples_split': 5, 'clf__n_estimators': 100}",0.898989898989899,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.9255189255189255,0.8686868686868687,0.7222222222222222,0.6190476190476191,0.6666666666666666,0.9273504273504274,best_combo_4_w10_radius_mean_max_mass,2.5,4,21,78
AdaBoost,"{'clf__learning_rate': 1.0, 'clf__n_estimators': 100}",0.8787878787878788,0.7647058823529411,0.6190476190476191,0.6842105263157895,0.8760683760683761,0.8585858585858586,0.6842105263157895,0.6190476190476191,0.65,0.86996336996337,best_combo_5_w10_radius_mean_radius_diff,2.5,4,21,78
DecisionTree,"{'clf__class_weight': 'balanced', 'clf__max_depth': 2, 'clf__min_samples_split': 2}",0.7878787878787878,0.6285714285714286,0.7333333333333333,0.676923076923077,0.7548309178743962,0.7575757575757576,0.5789473684210527,0.7333333333333333,0.6470588235294118,0.6628019323671498,best_combo_0_w10_radius_mean,2.0,3,30,69
DecisionTree,"{'clf__class_weight': 'balanced', 'clf__max_depth': 7, 'clf__min_samples_split': 2}",0.8383838383838383,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.8086956521739131,0.7777777777777778,0.625,0.6666666666666666,0.6451612903225806,0.7485507246376811,best_combo_4_w10_radius_mean_max_mass,2.0,4,30,69
DecisionTree,"{'clf__class_weight': 'balanced', 'clf__max_depth': 7, 'clf__min_samples_split': 2}",0.8383838383838383,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.8086956521739131,0.7878787878787878,0.6551724137931034,0.6333333333333333,0.6440677966101694,0.7466183574879227,best_combo_2_w10_radius_mean_max_mass_max_Z4,2.0,5,30,69
DecisionTree,"{'clf__class_weight': 'balanced', 'clf__max_depth': 7, 'clf__min_samples_split': 2}",0.8383838383838383,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.8086956521739131,0.7878787878787878,0.6551724137931034,0.6333333333333333,0.6440677966101694,0.7466183574879227,best_combo_3_w10_radius_mean_max_Z4_max_Z,2.0,5,30,69
DecisionTree,"{'clf__class_weight': 'balanced', 'clf__max_depth': 7, 'clf__min_samples_split': 2}",0.8383838383838383,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.8086956521739131,0.7878787878787878,0.6551724137931034,0.6333333333333333,0.6440677966101694,0.7466183574879227,best_combo_1_w10_radius_mean_max_mass_max_Z,2.0,5,30,69
DecisionTree,"{'clf__class_weight': 'balanced', 'clf__max_depth': 5, 'clf__min_samples_split': 10}",0.8686868686868687,0.47058823529411764,0.6666666666666666,0.5517241379310345,0.7926245210727969,0.898989898989899,0.5625,0.75,0.6428571428571429,0.828544061302682,best_combo_4_w10_radius_mean_max_mass,3.0,4,12,87
DecisionTree,"{'clf__class_weight': 'balanced', 'clf__max_depth': 5, 'clf__min_samples_split': 2}",0.8888888888888888,0.5384615384615384,0.5833333333333334,0.56,0.7667624521072798,0.9090909090909091,0.6153846153846154,0.6666666666666666,0.64,0.8093869731800765,best_combo_0_w10_radius_mean,3.0,3,12,87
DecisionTree,"{'clf__class_weight': 'balanced', 'clf__max_depth': 7, 'clf__min_samples_split': 2}",0.9191919191919192,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.818007662835249,0.9292929292929293,0.8571428571428571,0.5,0.631578947368421,0.7442528735632185,best_combo_5_w10_radius_mean_radius_diff,3.0,4,12,87
GradientBoosting,"{'clf__learning_rate': 0.1, 'clf__max_depth': 5, 'clf__n_estimators': 50, 'clf__subsample': 0.8}",0.8888888888888888,0.7777777777777778,0.6666666666666666,0.717948717948718,0.9371184371184371,0.8585858585858586,0.7058823529411765,0.5714285714285714,0.631578947368421,0.9188034188034189,best_combo_5_w10_radius_mean_radius_diff,2.5,4,21,78
LogisticRegression,"{'clf__C': 10.0, 'clf__class_weight': 'balanced', 'clf__penalty': 'l2', 'clf__solver': 'saga'}",0.6262626262626263,0.6181818181818182,0.68,0.6476190476190476,0.566938775510204,0.6060606060606061,0.6,0.66,0.6285714285714286,0.5914285714285714,best_combo_2_w10_radius_mean_max_mass_max_Z4,1.5,5,50,49
LogisticRegression,"{'clf__C': 10.0, 'clf__class_weight': None, 'clf__penalty': 'l2', 'clf__solver': 'saga'}",0.6363636363636364,0.6296296296296297,0.68,0.6538461538461539,0.563265306122449,0.5959595959595959,0.5892857142857143,0.66,0.6226415094339622,0.5657142857142857,best_combo_3_w10_radius_mean_max_Z4_max_Z,1.5,5,50,49
DecisionTree,"{'clf__class_weight': 'balanced', 'clf__max_depth': None, 'clf__min_samples_split': 2}",0.8282828282828283,0.7241379310344828,0.7,0.711864406779661,0.7920289855072464,0.7777777777777778,0.6428571428571429,0.6,0.6206896551724138,0.727536231884058,best_combo_5_w10_radius_mean_radius_diff,2.0,4,30,69
SVM_RBF,"{'clf__C': 100.0, 'clf__class_weight': None, 'clf__gamma': 'scale', 'clf__kernel': 'rbf'}",0.8888888888888888,0.75,0.7142857142857143,0.7317073170731707,0.8669108669108668,0.8484848484848485,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.8412698412698412,best_combo_5_w10_radius_mean_radius_diff,2.5,4,21,78
GradientBoosting,"{'clf__learning_rate': 0.01, 'clf__max_depth': 5, 'clf__n_estimators': 100, 'clf__subsample': 1.0}",0.9292929292929293,0.7777777777777778,0.5833333333333334,0.6666666666666666,0.774904214559387,0.9090909090909091,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.7155172413793103,best_combo_5_w10_radius_mean_radius_diff,3.0,4,12,87
