uid,grdf_gauss_2.0_mean,grdf_gauss_2.0_std,zw_grdf_gauss_2.0_mean,zw_grdf_gauss_2.0_std,grdf_gauss_2.6_mean,grdf_gauss_2.6_std,zw_grdf_gauss_2.6_mean,zw_grdf_gauss_2.6_std,grdf_gauss_3.2_mean,grdf_gauss_3.2_std,zw_grdf_gauss_3.2_mean,zw_grdf_gauss_3.2_std,grdf_gauss_3.8_mean,grdf_gauss_3.8_std,zw_grdf_gauss_3.8_mean,zw_grdf_gauss_3.8_std,grdf_gauss_4.4_mean,grdf_gauss_4.4_std,zw_grdf_gauss_4.4_mean,zw_grdf_gauss_4.4_std,grdf_gauss_5.0_mean,grdf_gauss_5.0_std,zw_grdf_gauss_5.0_mean,zw_grdf_gauss_5.0_std,grdf_cos_k1_mean,grdf_cos_k1_std,grdf_cos_k2_mean,grdf_cos_k2_std,grdf_cos_k3_mean,grdf_cos_k3_std,grdf_bessel_n0_mean,grdf_bessel_n0_std,grdf_bessel_n1_mean,grdf_bessel_n1_std,grdf_bessel_n2_mean,grdf_bessel_n2_std,afs_m1_mean,afs_m1_std,afs_m2_mean,afs_m2_std,afs_m3_mean,afs_m3_std,coord_num,bond_mean,bond_std,angle_mean,angle_std,max_Z,max_Z4,max_mass,radius_mean,radius_diff,n_elements,mean_Z,sum_Z4
001dfe9a7fa2,0.9004462885795852,0.31824250799372855,33.20653023933708,11.73693520492732,1.6549684650318441,0.5767318626346342,61.01071723659941,21.31818954629214,1.0120912482885798,0.2039776258454222,36.925876800543826,8.327954293714305,1.3884003802755542,0.2113436089872278,49.36623348008403,4.591449412482901,1.6494345796665453,0.21430484488023507,58.724554233445424,4.774020765664359,0.7996196310419766,0.05570517399831552,28.88551686931567,2.8337939126997047,-0.882554592028438,0.21260122813355373,-1.8953116620891366,0.3566358429899459,0.5603302152987384,0.6695442992194246,1.91194400844517,0.3311051857369692,1.4922404514926473,0.12885775133448388,0.6445162135823396,0.02354751073273473,-0.2885054180571471,0.2838611620482112,-0.7325303374128337,0.6112724855097442,0.7398995990089138,0.7060913001225873,2.6666666666666665,2.549101451862095,1.1548555556295557e-08,108.31421379125892,3.5720276829448583,40,2560000,91.224,1.35,0.40000000000000013,2,37.0,3896336
001e03f2c095,1.713829279889308,0.5675885732617686,70.44680323802554,25.72822408543702,3.697385555945647,0.7819903219030306,152.97819736011175,63.74264773046799,3.9900593971862564,0.1881641966739034,161.37512848374033,76.54437292240029,2.591974998653975,0.09302603418437422,102.22138014191243,43.03152716856877,1.5277801931925523,0.053538621491027893,54.96511119702213,10.24358618582176,0.8726498418437445,0.09870529992876181,29.700795847032712,2.671535870243861,-0.9333907587869884,0.25949825346906474,-5.015068707156916,0.6616129607894482,0.33726450114538037,0.6667450915531971,4.115967350247106,0.5898531968824923,2.899309302284068,0.2724297094969377,1.1409630592419235,0.06913606007564013,-0.37074408705848855,0.7514483655853343,-4.864683001759752,1.2628922741559856,-1.0109494202160973,0.5259071946704208,10.666666666666666,2.9641643059789073,0.37330485787912826,94.58242415274904,36.335098196442324,74,29986576,183.84,1.1666666666666667,0.3500000000000001,3,41.333333333333336,31388448
0155c4de2320,0.29752989527862156,0.10519240450086129,12.44656659689848,4.400515576225571,1.2056457758923182,0.4261747815045621,50.43523907871421,17.82865378093005,1.1640455996487227,0.4056955910645474,48.65858413238087,17.007881346867347,0.3837507557926578,0.038647514230985384,15.447687074736647,2.2960161211231496,0.552636212183888,0.1956562853059175,20.71079556225136,5.033777066909626,0.6167234366787536,0.16848120713437464,23.461878343146754,3.41376750390625,-0.5048867450497599,0.185436800888632,-1.185072199191784,0.5142995783002345,-0.03552634266702378,0.22666378130647127,1.1076650767469978,0.27109982870723387,0.8665161065798975,0.10930027381092217,0.37412322641420664,0.01225095820182522,-0.26064992946898846,0.20960329966757899,-0.5556968770764775,0.5203408430093951,0.6448551178967108,0.5385739310996278,2.6666666666666665,2.882991913604817,6.8820231832625834e-09,110.57767615057739,3.2303653852850402,50,6250000,118.71,1.2999999999999998,0.30000000000000004,2,42.5,7750625
01a2d5e89adc,0.10199097606540752,0.058773574034327286,6.763267091440612,3.898896024223119,0.7775318411580787,0.4403478973110018,51.471038102507606,29.263696492991762,1.5200788425760312,0.717314118348794,98.97319132966341,48.68634893490772,1.245616664409797,0.0007974484581547814,74.3902577509151,5.542892862596561,0.846535293151477,0.24641811152407833,47.915823593598425,8.683105386234793,0.26461999815052323,0.011022134806445118,16.150345925544134,4.244076231060881,-0.6382382334739333,0.09407522394515079,-1.646070691093894,0.5988410665150995,1.1359644061104803,0.19946896464538647,1.1749451150777537,0.3458498205784965,0.9686586682855066,0.1886533710472159,0.4106119442955797,0.051619199214421055,-0.14750777056130576,0.22343019730214125,-0.5169106336642512,0.5933834127445711,0.07081420175649679,0.02785575302526141,3.0,3.1427334936371323,7.038614212034556e-05,102.01373138391472,23.785934546937813,83,47458321,208.9804,1.5,0.20000000000000018,2,68.0,55348802
03bcf7dcdaf2,0.18793534014159763,4.92657589370837e-05,9.582833532078624,0.002496572948530289,1.2248550294495237,0.0023881181370958705,62.45323973286726,0.11878332732219281,2.2425102838653426,0.04836458985538332,114.29845528565346,2.38675401650121,1.611358497249873,0.1999749846461081,81.96916340836857,9.622053118614076,1.316630467612522,0.10024970646786559,67.04649517991709,3.9398050707535694,0.7335453576912916,0.06620632123359259,37.47630564333551,4.037255031447648,-1.1211670881957798,0.03766522226849466,-2.2270236008120374,0.1346622448396902,1.4339601740024062,0.19627689706495446,1.7716767438086138,0.0675771186360666,1.5088214382532468,0.0572896197474217,0.6644322963748219,0.022577315216736154,-0.27952486613401906,0.057335994411959364,-1.066667311854542,0.0009137490764421517,-0.23898807468964756,0.17001924438069493,5.0,3.1738080502007353,0.1531915250124172,106.03262404685415,32.59957920836375,52,7311616,127.6,1.4249999999999998,0.050000000000000044,2,51.0,13561616
0428a52595e8,1.5539694070229235,0.545956309565293,29.146807739682902,10.259725653099803,1.680289904976137,0.48948444054537565,31.2731869576879,9.656644305687355,1.6839878775315065,0.1620968106976827,29.75405914810412,0.16103455474713632,2.651301327928928,0.3757851548537821,46.52560115029282,1.8659761369956844,1.814860684640414,0.08138384257021321,32.67152735222489,3.6616022708849485,0.6331752891969766,0.1135192807141904,11.623806525560937,2.7671812963979265,-0.8941937967214478,0.23550336790791046,-2.936230673109098,0.12107770622488942,1.02256339355152,0.8285843295298075,2.787298536530668,0.3451028405989291,2.036932757248101,0.11929851544531264,0.8386910331784515,0.02425996450158684,-0.10794608370381403,0.4048833650027862,-1.4355967039545057,0.44252105434728234,0.4786724995598572,0.7257004703613884,2.6666666666666665,2.2851522565867652,7.463907282096194e-09,108.88483196260418,1.7848729475136471,22,234256,47.867,1.2,0.3999999999999999,2,19.0,299792
0460cce85156,1.168505983664145,0.6675790029509703,30.588848538378205,10.851235999757792,1.9881860096185502,0.5086762281107998,64.87249937259055,25.300257511289793,2.2983358212858955,0.6084740027631718,79.3849426561527,31.814570785984962,2.775127134267252,0.14028470519237476,89.3544797475402,14.39143004410907,1.9005409603923256,0.0955026043337062,60.92743651010613,8.917589699897729,0.6305214536184308,0.08679356760674783,20.811741085274615,5.376292833574407,-1.0535018420845106,0.35099750486042236,-3.408194687107875,0.5170719146229761,1.4802670356103524,0.7400927010664782,2.9020153218193387,0.4115962827854041,2.178906548894363,0.2291138308747711,0.8971661345386831,0.08748862749201293,-0.24498409843745036,0.3667542964328992,-2.1050592518017157,0.8839851309166104,0.002557976738610957,0.54948411577432,3.8,2.632012565431996,0.31016375598399637,104.39756978647054,25.957158727639623,48,5308416,112.411,1.2333333333333332,0.55,3,32.333333333333336,6695377
04979b21e197,0.6092403344802131,0.3381342923362178,38.29271279243261,21.387005056367656,1.8398186242640557,0.8563825422539261,114.20572541792032,55.03617354277538,1.9198009196132777,0.1793963837682834,112.97549097941791,16.26052153988952,1.3787865996957245,0.41979776911928984,76.49732487822486,18.303363515932514,0.661245550815682,0.06606441133545327,38.04750047822131,1.624024552325956,0.2950498414577963,0.044346942495062,16.837795826997745,0.2735910569643032,-0.42033437756808234,0.3253731209958489,-2.5220738538782044,0.4981963203324619,0.40581986713876805,0.7893738074142095,1.887601502023418,0.38867824238490584,1.335550328304234,0.12739338867967567,0.5164754496431085,0.006679752918644169,-0.16548328646209787,0.4653183622336774,-1.1927546124663038,0.9801496942086977,-0.009344596688820567,0.28479349588352787,3.75,2.8443417485893336,0.23666224112066772,90.64655043834512,29.6215591232814,75,31640625,186.207,1.375,0.04999999999999982,2,64.0,39531106
04fdd7d1ec5c,0.30308676718838207,0.10621975644285851,12.143132302347729,4.6212315524629295,1.570315422789048,0.5227039006226251,63.018384960617595,23.603138295721315,2.2869608397025596,0.5424173512580056,90.87302128774702,30.57003799302865,1.9543431765788482,0.03817256583935342,76.35916973442885,24.610334854399255,1.3536594198239449,0.006063236928515552,53.385310862549915,19.405674085697267,0.5516484574165953,0.04736870507603793,21.583050476949335,6.717579272096936,-1.0848916902483223,0.038026939817935264,-2.6077849438989937,0.5930743240941992,1.437554948969589,0.131248959202439,2.0188061968606057,0.39254465581405756,1.6525806068818147,0.23573249479749298,0.7091598889060409,0.07574542645859862,-0.0980430675245063,0.44894248892583566,-1.2563309638993354,0.6496751367119564,-0.15286504531148767,0.3463566633196581,4.0,2.975715078007483,0.007658056583842184,98.27627982909007,22.548488842689345,52,7311616,127.6,1.2833333333333332,0.44999999999999996,3,40.0,14160338
05a06afa3b20,1.456831402559869,0.48006492061926914,59.35591677614704,21.26601206686341,3.441018971034375,0.8064839202135762,138.33604572507633,41.91271356177419,3.8612036072242257,0.22242453881646024,151.33161029075816,29.530825716301422,2.5747450259770326,0.07322234518629361,100.40794591487645,16.888074752879035,1.440977143726634,0.008652905803267621,55.75222136218437,6.068757371399001,0.7975388639213671,0.11888373185829133,30.017112781209562,3.573103623650004,-0.9567418414384088,0.23317065769917572,-4.78465049358267,0.695268939449097,0.5709200394269145,0.5687831326434941,3.8305826896715653,0.5712388006830837,2.734474079258462,0.2724056322942524,1.0813129387672848,0.07010372910264873,-0.3319672689560125,0.7384154433900122,-4.521883874441306,1.288758931879129,-0.9241147994677216,0.4863573673484062,10.666666666666666,3.0299538314318815,0.3774235152988907,94.56205775481907,36.28243006312948,74,29986576,183.84,1.3166666666666667,0.30000000000000004,3,50.0,34434608
