uid,Formula,alpha_R,heavy1_el,heavy2_el,heavy1_mass,heavy2_mass,n_elements,F_ph1_VBM,F_ph1_CBM,F_ph2_VBM,F_ph2_CBM
001e03f2c095,SSeW,3.288,W,Se,183.84,78.96,3,2.875012621779067,2.1242463034412875,5.676760745889373,9.427117887340998
03bcf7dcdaf2,Sn2Te2,4.804,Te,Sn,127.6,118.71,2,67.04012061577528,13.315876790997159,18.18181705851679,86.84098903648704
04fdd7d1ec5c,ClSbTe,1.018,Te,Sb,127.6,121.76,3,58.84401076461304,35.41158578405424,13.826402673742143,58.43834346763392
05a06afa3b20,WMo3Se8,1.643,W,Mo,183.84,95.94,3,0.8108052364690284,0.5268417398007749,1.347103577813839,0.9254435980310729
0b7696e1f4c9,CrW3Se8,1.756,W,Se,183.84,78.96,3,1.8904188743409458,1.7458467663702864,13.38994486493758,11.143592926621347
0c0fbdaf8f4a,ClSbSe,2.682,Sb,Se,121.76,78.96,3,6.880932879114024,73.14825507223624,34.09851159926414,12.045616376777872
0f02957b17cf,ISbTe,3.658,Te,I,127.6,126.90447,3,49.569662020615276,24.543249413110242,53.16132416299972,19.054345265305397
114b3382699c,AsITe,0.579,Te,I,127.6,126.90447,3,30.089924458755444,33.09502945687487,87.24730117036329,20.244687380951635
11db0908d9ef,BiBrSe,0.393,Bi,Br,208.9804,79.904,3,7.5128221962289095,100.17121063284009,34.35563849344114,12.514076350371282
159f028a85d0,CrMo3Te8,0.896,Te,Mo,127.6,95.94,3,29.59264002326012,14.555751399402856,2.0516865236698116,0.8138331704637056
1667d1443160,TiHf3Te8,1.512,Hf,Te,178.49,127.6,3,9.056724469714652,3.55602438376308,82.16388522708361,16.77094598679512
18e377cce57f,Ti2Zr2Te8,1.855,Te,Zr,127.6,91.224,3,78.52160831116035,14.748434588206017,0.9769516165686822,0.3191680029409925
18e62ba75259,BrSbTe,2.631,Te,Sb,127.6,121.76,3,52.94944937927027,26.983662336802112,11.020864652697696,65.3337189189439
1a3bdd1b142a,HgTe,0.618,Hg,Te,200.59,127.6,2,20.77676328502415,16.54626817390693,90.95246790085191,66.09151034616129
1a3be826b3e0,AsClSe,3.717,Se,As,78.96,74.9216,3,32.10750550326099,10.033090379951494,4.6943435577006305,44.03355022797089
1dcd471c2288,AsBrS,3.109,Br,As,79.904,74.9216,3,28.65289472819647,14.970119127939284,2.1288608622961975,44.37785531091145
20f098bd3f31,O2Pb2,1.914,Pb,O,207.2,15.9994,2,19.165482083254805,107.43356138581808,12.647206092108886,6.089191438390895
