uid,Formula,alpha_R,heavy1_el,heavy2_el,heavy1_mass,heavy2_mass,n_elements,F_ph1_VBM,F_ph1_CBM,F_ph2_VBM,F_ph2_CBM
211bcb7f05d6,GeSe,0.94,Se,Ge,78.96,72.64,2,53.906835801822204,24.9651981421837,16.03133046739039,31.206796344189193
24d6cc0a0fed,MoW3Se8,2.097,W,Mo,183.84,95.94,3,1.8389980981133174,1.8394288386954094,0.34265313579136586,0.34013789342525885
287dcf4f1a19,Bi2P2S6,1.406,Bi,S,208.9804,32.065,3,13.670996449656371,97.07571616855043,23.26828272721417,11.315172460328744
2d41b3dd1772,BiITe,2.086,Bi,Te,208.9804,127.6,3,11.290110229370157,101.84834324357963,56.02822640429342,38.68763827644556
2ea941c8bc3c,MoSTe,2.525,Te,Mo,127.6,95.94,3,14.23743202729246,20.20239173073581,1.9782107929287711,0.921026540762871
2f6f133abcc8,MoW3S8,2.241,W,Mo,183.84,95.94,3,1.9123225770370789,2.2361269334236926,0.36708769084503107,0.42909770934193314
304bc6a92d82,BiBrTe,1.13,Bi,Te,208.9804,127.6,3,23.821203545584044,103.99726385805148,66.37010538818394,41.29248245593446
323fb700d903,WMo3Te8,1.501,W,Te,183.84,127.6,3,1.31613355525215,0.545100951739895,34.816231144957776,16.22890515046293
343d2125478e,ISbSe,1.17,I,Sb,126.90447,121.76,3,74.43675555738723,21.075621104670287,2.3825589047388362,57.15440535823127
3995fa1bee6e,Pb2Te6,3.064,Pb,Te,207.2,127.6,2,16.46678393797793,25.279536364707415,104.53303076508286,92.79793341754593
3bc08d486d65,PbTe,2.18,Pb,Te,207.2,127.6,2,38.00311238099927,92.01599731262715,95.41492222336795,45.341853027899425
3e1923c616ad,TiHf3Se8,1.256,Hf,Se,178.49,78.96,3,9.040028932215131,4.526232387173813,58.42547994482684,10.17195381514007
3fb52099b370,MoCr3S8,1.221,Mo,Cr,95.94,51.9961,3,0.56073007445028,0.11556540996319695,0.3456773099786461,0.39103667829474925
40034665f9f1,BiIS,1.254,Bi,I,208.9804,126.90447,3,4.000309835425479,104.31782268429305,93.90715392602847,22.263668638004827
433f707c632c,BiISe,1.255,Bi,I,208.9804,126.90447,3,2.989083627170803,98.78150887270628,81.10541763820522,21.037084554751143
449640ec4d30,Mo2W2S8,1.954,W,Mo,183.84,95.94,3,1.085904780263183,1.4712352998839795,0.7180130431005943,0.7815918226478092
49b7be14f786,BiBrS,1.293,Bi,Br,208.9804,79.904,3,6.525659491829835,126.1324137043563,23.357412400806194,11.469992000107178
4c49d27e66e5,ISSb,0.907,I,Sb,126.90447,121.76,3,84.12469722956189,22.01422590135644,2.8482109910445206,59.530388031867304
4cb4ea247ef4,Ga2P2Te6,3.828,Te,Ga,127.6,69.723,3,91.61060576718822,77.30182967635383,1.0813028913133271,2.078043997012029
4da5c6be60db,BrSSb,2.39,Sb,Br,121.76,79.904,3,3.3247763114281255,75.21558442536524,25.270421050407563,13.600266505142763
4f1ab08988cc,TiZr3Te8,1.679,Te,Zr,127.6,91.224,3,84.12595666021024,16.120459172760185,1.5412426164033213,0.4974571209012335
4fd8ad708fb0,AsClTe,2.895,Te,As,127.6,74.9216,3,49.16514835188926,27.150182019969638,11.346228929714558,39.316039044758874
52a5e2b280d4,ZrTi3Se8,1.091,Zr,Se,91.224,78.96,3,0.5867270451031138,0.19803215369650654,55.78456151683566,8.106713074828495
548aa830244c,Cr2W2Se8,1.39,W,Se,183.84,78.96,3,1.7826339619366318,1.0123550796576488,12.304055238655483,10.245932777273104
5974b6403c31,Cr2W2S8,1.592,W,Cr,183.84,51.9961,3,1.874196473328904,1.0181968479933552,0.17349050115809647,0.31147788670501225
5b94060698bc,ISSb,2.844,I,Sb,126.90447,121.76,3,57.75979291948953,26.959912938033085,3.7487199460020775,68.54891546795437
5c3fe56a1a89,MoW3Te8,2.045,W,Te,183.84,127.6,3,3.576620851669675,1.7422369179603474,33.06606333243952,16.42701792088232
5d1a32a28ffa,P2Sb2Se6,2.546,Sb,Se,121.76,78.96,3,4.6251643063055905,26.352949901441445,58.49562492384318,33.6826586054363
5d829e480507,AsISe,1.626,I,Se,126.90447,78.96,3,64.94309324282705,27.992267560002283,27.623707392851205,11.063088968371213
5e4ff1f56b4a,PbS,1.241,Pb,S,207.2,32.065,2,32.539454312585725,90.05578858178211,23.787659994587077,10.908813745200987
60065d3bbcf2,Cr2Mo2Se8,1.173,Mo,Se,95.94,78.96,3,0.9695483600668283,0.38358830780500314,11.865140693554517,8.802852350958844
62bb754c4cb2,Cr2W2Te8,1.535,W,Te,183.84,127.6,3,2.4852412705919122,1.0497903966340618,24.951592474195323,11.749602291049248
644f7c1c85c7,CrMo3S8,1.46,Mo,Cr,95.94,51.9961,3,1.2996525374876424,0.8923387106739472,0.08249506437017065,0.18699374183423237
6523c349753c,WCr3Te8,0.99,W,Te,183.84,127.6,3,1.052879106525219,0.3194840640690026,21.09510424219732,10.760782390182028
671e6de2497a,AsBrTe,0.694,Te,Br,127.6,79.904,3,39.188458851838064,30.872709216690495,43.41625529454972,13.696462172241059
6e2a4c6f4f57,SeTeW,1.394,W,Te,183.84,127.6,3,4.254458959741921,1.8668178237280622,11.155036443533588,9.839839936194597
70cbc0e44d36,BiISe,2.089,Bi,I,208.9804,126.90447,3,5.023673279562634,111.2175083215624,62.87457526757073,20.89651844371832
70e7ab872359,HfZr3Se8,0.95,Hf,Zr,178.49,91.224,3,3.1912741735572454,2.0836929463253457,1.555505525648026,1.0722938048879453
72b286460831,Cr2Mo2S8,1.344,Mo,Cr,95.94,51.9961,3,1.3393674583023554,0.42861517236919394,0.18672410958519786,0.3345710758187335
75ee10091f43,STeW,3.947,W,Te,183.84,127.6,3,5.528003367248618,2.2207083945198773,11.276888281324624,12.148686113942247
7a8373382b33,S2Sn2,4.469,Sn,S,118.71,32.065,2,19.857756308078628,82.17436038922727,17.677754003517617,4.054545267708042
7fe9c5cb910c,BiClSe,0.746,Bi,Se,208.9804,78.96,3,13.65885161134511,99.98607906147403,43.19004069448744,24.69962321033708
81af2831dbb2,Hf2Zr2Se8,0.698,Hf,Zr,178.49,91.224,3,6.033694222348329,4.219712958986241,0.9334455851181336,0.7461808963244159
82b85dfd7723,P2Sb2Te6,2.596,Te,Sb,127.6,121.76,3,96.59623902968016,62.73465052732299,4.529745640635606,20.299671269442513
846b50801a93,Ti2Zr2Se8,1.767,Zr,Se,91.224,78.96,3,1.0826932668329177,0.4715383255018599,58.04317714002286,9.369843833354038
899032b4ad0c,MoCr3Te8,1.409,Te,Mo,127.6,95.94,3,22.049429868785193,11.842420546793777,0.6174870117106278,0.22312440011076068
916afba26723,STeW,3.622,W,Te,183.84,127.6,3,2.832355529951737,2.603565316795178,11.633357055748986,28.14650114700396
961c37d6e527,MoCr3Se8,0.977,Mo,Se,95.94,78.96,3,0.5182251928083133,0.1372225697892632,11.569020781920022,8.46614251982646
968a6902b7f5,BiClTe,1.175,Bi,Te,208.9804,127.6,3,32.83873908435664,105.48915884611199,72.92834383782629,42.98098798566726
988b11badabb,Cr2Mo2Te8,1.105,Te,Mo,127.6,95.94,3,24.605680231008613,12.052405026907373,1.2919425524368322,0.5209117326258792
99fd027b1d0b,BiClS,0.461,Bi,Cl,208.9804,35.453,3,8.63438116713392,104.86970421261776,13.268507163126605,5.3894205340907835
9c2979187585,WMo3S8,1.816,W,Mo,183.84,95.94,3,0.5670479787407203,0.6185431377137651,1.0062341886451125,1.1695143841953541
a0dbdc6630fa,PbSe,1.603,Pb,Se,207.2,78.96,2,31.585942185360835,87.55567091372134,60.93090631986294,28.853495438896314
a148361e5e9a,TiZr3Se8,1.321,Zr,Se,91.224,78.96,3,1.6080009138119378,0.7662673771682145,61.342401594696916,10.394686917821593
a1d716aad84d,Mo2W2Se8,1.784,W,Mo,183.84,95.94,3,1.1255921741471635,1.2280981650062928,0.6859485655594666,0.6103461130396515
a7233837cfe9,CrMo3Se8,1.311,Mo,Se,95.94,78.96,3,1.4176263608440414,0.8028923010819422,14.502046854837243,10.760997081799136
a80866a2c6b4,BiClSe,3.032,Bi,Se,208.9804,78.96,3,16.299537149891144,121.01219637146318,44.68865390720823,19.093547254724562
a84d988e38ac,BiITe,0.467,Bi,Te,208.9804,127.6,3,8.442972629692125,99.01759350673628,48.505672214481265,40.65172740550554
a9f87eba4b96,CrW3S8,1.909,W,Cr,183.84,51.9961,3,2.520234064254282,2.0350197995651946,0.09417908099914517,0.1625584631210563
aa9a981d89aa, ,4.457,Bi,Se,208.9804,78.96,3,12.248798309092518,65.69634263899322,58.410848251692805,33.12912988332013
acdcd16c0d76,BiIS,1.858,Bi,I,208.9804,126.90447,3,4.855214808118643,118.60488071540078,67.21328106706166,23.090690286224795
b13beafa16aa,AsIS,2.033,I,As,126.90447,74.9216,3,69.22760429505682,29.01121211282742,3.125051302923391,40.59696805941022
b8fb10416122,ZrHf3Se8,0.725,Hf,Zr,178.49,91.224,3,8.795271308585106,7.075599887377446,0.46457254317450103,0.4067016244221563
badda86cab42,BiClTe,1.458,Bi,Te,208.9804,127.6,3,32.74584095880599,99.04693654410939,80.86030812654357,42.27667667025083
c04fc052f2ca,Mo2W2Te8,1.645,W,Te,183.84,127.6,3,2.5456775267554757,1.1490597444975648,34.195820759143636,16.344706995312773
c55716558616,HfTi3Se8,1.191,Hf,Se,178.49,78.96,3,3.3500035586871304,1.052820481187941,54.89750469361813,8.0170870420404
c798e725e2fb,WCr3Se8,1.16,W,Se,183.84,78.96,3,0.8254528832083113,0.292187525838547,10.783064320444398,8.727269887642512
c96ef4fc869c,BiClS,1.181,Bi,Cl,208.9804,35.453,3,10.110454750494764,132.12986820104422,8.986602813380829,3.589504936591282
cce78d90e899,Hf2Ti2Se8,1.409,Hf,Se,178.49,78.96,3,6.421839192806581,2.4624262835487727,56.28466680751381,9.124485282666251
cf7927ab6730,Bi2P2Te6,1.814,Bi,Te,208.9804,127.6,3,11.991183280587153,43.78263638143407,96.6191188022439,63.151742096744755
d59c96fdfda1,SeSn,0.873,Sn,Se,118.71,78.96,2,25.235389764553457,50.58587719966347,51.25701783542282,27.33319579196903
da5fd2bb47af,ClSbTe,2.891,Te,Sb,127.6,121.76,3,56.7350010613135,30.13609591636642,15.369685139402616,65.07571023907249
dc4259e69783,WCr3S8,1.317,W,Cr,183.84,51.9961,3,0.5039348118029887,0.22897154037800688,0.19120288256254775,0.3918097931148919
de5756e4fbfa,BiBrSe,2.784,Bi,Br,208.9804,79.904,3,10.553070459926818,116.50596344784763,23.016412675481174,9.58042723549859
df0019ec24b5,ISbSe,2.431,I,Sb,126.90447,121.76,3,55.058215444238876,24.304714431797763,3.25267780962508,66.51311628299896
e688959ea45b,SnTe,0.806,Te,Sn,127.6,118.71,2,83.66793751430336,41.4628441836961,30.10398962393,52.85721719624325
eadd37f03ca5,GeTe,0.952,Te,Ge,127.6,72.64,2,79.63612891538615,38.20223477780323,21.16667812331239,32.52938762292659
eef072f845ce,CrW3Te8,1.592,W,Te,183.84,127.6,3,3.2084595775361135,1.7454352171752772,26.315781884350287,14.067852204491789
f1e78a09001d,BrSbTe,1.315,Te,Sb,127.6,121.76,3,52.45038389411728,34.510331764322345,9.29728323909946,57.565630327197475
f4f45fcade85,BiBrTe,0.498,Bi,Te,208.9804,127.6,3,21.23599864358135,97.95985495701576,65.67288357066171,41.166026107609945
f705a30af945,ClSbSe,1.483,Sb,Se,121.76,78.96,3,6.37682375960001,55.6574357745392,36.151963427567566,22.565465914062028
fba4cc0df459,AsClTe,0.634,Te,As,127.6,74.9216,3,46.226929898977765,30.762002745832383,9.43530704164534,37.89435096767435
