uid,Formula,alpha_R,heavy1_el,heavy2_el,heavy1_mass,heavy2_mass,n_elements,F_ph1_VBM,F_ph1_CBM,F_ph2_VBM,F_ph2_CBM
5e4ff1f56b4a,PbS,1.241,Pb,S,207.2,32.065,2,29.89640706972953,105.68055020632737,24.52801828553965,4.498803301237964
60065d3bbcf2,Cr2Mo2Se8,1.173,Mo,Se,95.94,78.96,3,0.2667999735151957,0.1324204158346059,8.79889293517844,4.958767766944673
62bb754c4cb2,Cr2W2Te8,1.535,W,Te,183.84,127.6,3,0.8786819767980836,0.3292229431611732,15.554416324908832,4.901323643913835
644f7c1c85c7,CrMo3S8,1.46,Mo,Cr,95.94,51.9961,3,0.28059704503050775,0.5692387491603851,0.020975684534314958,0.08925369803716696
6523c349753c,WCr3Te8,0.99,W,Te,183.84,127.6,3,0.4495869554281065,0.06108655922910783,14.158569172376911,3.8936478927839615
671e6de2497a,AsBrTe,0.694,Te,Br,127.6,79.904,3,40.244926302690516,31.00567153797632,40.89366786309285,18.772846020622573
6e2a4c6f4f57,SeTeW,1.394,W,Te,183.84,127.6,3,2.9028920661839384,1.1970465247875317,11.663326795394084,6.579582555526561
70cbc0e44d36,BiISe,2.089,Bi,I,208.9804,126.90447,3,4.256248471988535,115.43797051068184,49.4681862350486,22.75443653016198
70e7ab872359,HfZr3Se8,0.95,Hf,Zr,178.49,91.224,3,4.047780441711561,4.599270772806508,2.0867814853467967,2.154913690609216
72b286460831,Cr2Mo2S8,1.344,Mo,Cr,95.94,51.9961,3,0.32461013195533817,0.13011855489301996,0.0655728861000892,0.2650567005728984
75ee10091f43,STeW,3.947,W,Te,183.84,127.6,3,3.493448616620947,1.9037794693772083,4.115377824724401,9.928111290828939
7a8373382b33,S2Sn2,4.469,Sn,S,118.71,32.065,2,15.55273043478261,85.19158849256644,19.786428550724636,3.01603181617922
7fe9c5cb910c,BiClSe,0.746,Bi,Se,208.9804,78.96,3,16.16426126871767,121.2453944519621,48.900166621290495,18.3395399188092
81af2831dbb2,Hf2Zr2Se8,0.698,Hf,Zr,178.49,91.224,3,7.575048127406368,8.23858476335824,1.1734273713685681,1.3954515092899862
82b85dfd7723,P2Sb2Te6,2.596,Te,Sb,127.6,121.76,3,93.78100980801523,64.88020827368469,7.038059831245267,16.94579554784771
846b50801a93,Ti2Zr2Se8,1.767,Zr,Se,91.224,78.96,3,1.572181864239481,0.9199257891395927,60.21681990898052,9.57211726008425
899032b4ad0c,MoCr3Te8,1.409,Te,Mo,127.6,95.94,3,12.592688831891083,6.268191140530782,0.14948582112807737,0.04712933056602847
916afba26723,STeW,3.622,W,Te,183.84,127.6,3,1.5135395477726716,2.0339379381544833,12.929191343305861,20.19853933751626
961c37d6e527,MoCr3Se8,0.977,Mo,Se,95.94,78.96,3,0.08444493343602157,0.022583416700994532,7.796963362306086,3.3269793444359452
968a6902b7f5,BiClTe,1.175,Bi,Te,208.9804,127.6,3,40.8195911324527,111.35396444144048,85.95199700679719,37.516067656032256
988b11badabb,Cr2Mo2Te8,1.105,Te,Mo,127.6,95.94,3,17.50636257118722,5.083333333333334,0.7502869287991498,0.17857170846394985
99fd027b1d0b,BiClS,0.461,Bi,Cl,208.9804,35.453,3,9.869956717046625,130.2104652901291,10.096061483765524,4.169797621664171
9c2979187585,WMo3S8,1.816,W,Mo,183.84,95.94,3,0.12004353188710731,0.27567854951946014,0.26450845244141336,0.6670220162224797
a0dbdc6630fa,PbSe,1.603,Pb,Se,207.2,78.96,2,28.77765980285423,101.2760724376273,62.908727108271854,16.07233894137227
a148361e5e9a,TiZr3Se8,1.321,Zr,Se,91.224,78.96,3,2.187307701535508,1.3328273655227159,64.31721089251438,10.487586540488918
a1d716aad84d,Mo2W2Se8,1.784,W,Mo,183.84,95.94,3,0.7785431959345,0.27275964391691393,0.5146414455110107,0.42703264094955484
a7233837cfe9,CrMo3Se8,1.311,Mo,Se,95.94,78.96,3,0.5594613936968219,0.34849650945002564,10.692783417711453,5.449535160905839
a80866a2c6b4,BiClSe,3.032,Bi,Se,208.9804,78.96,3,17.846196416231248,129.7349839799675,48.560809865540165,14.569608470762923
a84d988e38ac,BiITe,0.467,Bi,Te,208.9804,127.6,3,7.278286481914523,108.10505312307365,51.978954176824715,40.36208752471457
a9f87eba4b96,CrW3S8,1.909,W,Cr,183.84,51.9961,3,0.6569624776652769,1.6209482615205455,0.035858255227108865,0.15570284478456162
aa9a981d89aa, ,4.457,Bi,Se,208.9804,78.96,3,14.51165686590876,73.22549273846234,56.631645156108654,32.142987443885325
acdcd16c0d76,BiIS,1.858,Bi,I,208.9804,126.90447,3,4.633304653908318,121.72070817405765,71.76276528468075,25.447123546097945
b13beafa16aa,AsIS,2.033,I,As,126.90447,74.9216,3,66.52191171022984,31.184660635378535,3.6612306305991424,42.812441131159964
b8fb10416122,ZrHf3Se8,0.725,Hf,Zr,178.49,91.224,3,10.768780758279632,14.555928682170544,0.5905704780458564,0.7798995348837209
badda86cab42,BiClTe,1.458,Bi,Te,208.9804,127.6,3,33.98894030687125,106.32252372193977,94.342281521014,41.38782201405152
c04fc052f2ca,Mo2W2Te8,1.645,W,Te,183.84,127.6,3,0.5997726794359083,0.9479088937008361,18.85396758577142,16.03878675349499
c55716558616,HfTi3Se8,1.191,Hf,Se,178.49,78.96,3,4.8009875982488674,1.8511683062635553,53.84686877862306,8.043678589153505
c798e725e2fb,WCr3Se8,1.16,W,Se,183.84,78.96,3,0.10349408894726968,0.08856405491896356,7.778945393131922,3.7712563229069884
c96ef4fc869c,BiClS,1.181,Bi,Cl,208.9804,35.453,3,10.046087590373057,139.77596291046743,6.787664731727805,3.5874103828938875
cce78d90e899,Hf2Ti2Se8,1.409,Hf,Se,178.49,78.96,3,8.352730893065786,4.092490209203163,57.378179454715536,8.820281131775436
cf7927ab6730,Bi2P2Te6,1.814,Bi,Te,208.9804,127.6,3,13.521382298348843,52.80220168141558,94.70494119747758,62.33592913747546
d59c96fdfda1,SeSn,0.873,Sn,Se,118.71,78.96,2,26.424190330498142,50.741392924810235,53.324198845754154,27.484925655930418
da5fd2bb47af,ClSbTe,2.891,Te,Sb,127.6,121.76,3,56.54512605512626,25.05250829407394,19.06022665165346,67.14290482400706
dc4259e69783,WCr3S8,1.317,W,Cr,183.84,51.9961,3,0.10029117937877184,0.0883344253702005,0.04963997408708104,0.10220698466780237
de5756e4fbfa,BiBrSe,2.784,Bi,Br,208.9804,79.904,3,10.422640495829294,123.13495753407832,19.027757523699783,9.994132874861842
df0019ec24b5,ISbSe,2.431,I,Sb,126.90447,121.76,3,40.45255432747229,26.02528151249966,2.5880159599838812,70.67311696195739
e688959ea45b,SnTe,0.806,Te,Sn,127.6,118.71,2,94.46170891271179,35.680448456457086,24.785417469869078,58.01003447640603
eadd37f03ca5,GeTe,0.952,Te,Ge,127.6,72.64,2,86.73832862184398,29.477385745122493,19.567179912376066,35.71884493658229
eef072f845ce,CrW3Te8,1.592,W,Te,183.84,127.6,3,0.6162456747404845,0.8729410005234428,14.791003460207614,7.957705825170122
f1e78a09001d,BrSbTe,1.315,Te,Sb,127.6,121.76,3,59.18636125530986,33.16719377784267,12.581770077319433,56.258339162523455
f4f45fcade85,BiBrTe,0.498,Bi,Te,208.9804,127.6,3,28.303821090305817,109.50780067918527,83.92241187479351,40.41136260963306
f705a30af945,ClSbSe,1.483,Sb,Se,121.76,78.96,3,6.88935220747047,48.801984137632076,34.58250952723302,23.504979076329438
fba4cc0df459,AsClTe,0.634,Te,As,127.6,74.9216,3,48.8416621486131,28.86374460150357,15.478706501226156,33.86634639192459
