uid,Formula,alpha_R,A_WM_VBM_w005,A_WM_CBM_w005,B_WMp_VBM_w005,B_WMp_CBM_w005,C_pfrac_h1_VBM_w005,C_pfrac_h1_CBM_w005,C_pfrac_h2_VBM_w005,C_pfrac_h2_CBM_w005,D_wm_h1_VBM_w005,D_wm_h1_CBM_w005,D_wm_h2_VBM_w005,D_wm_h2_CBM_w005,E_pfrac_VBM_w005,E_pfrac_CBM_w005,F_ph1_VBM_w005,F_ph1_CBM_w005,F_ph2_VBM_w005,F_ph2_CBM_w005,A_WM_VBM_w01,A_WM_CBM_w01,B_WMp_VBM_w01,B_WMp_CBM_w01,C_pfrac_h1_VBM_w01,C_pfrac_h1_CBM_w01,C_pfrac_h2_VBM_w01,C_pfrac_h2_CBM_w01,D_wm_h1_VBM_w01,D_wm_h1_CBM_w01,D_wm_h2_VBM_w01,D_wm_h2_CBM_w01,E_pfrac_VBM_w01,E_pfrac_CBM_w01,F_ph1_VBM_w01,F_ph1_CBM_w01,F_ph2_VBM_w01,F_ph2_CBM_w01,A_WM_VBM_w05,A_WM_CBM_w05,B_WMp_VBM_w05,B_WMp_CBM_w05,C_pfrac_h1_VBM_w05,C_pfrac_h1_CBM_w05,C_pfrac_h2_VBM_w05,C_pfrac_h2_CBM_w05,D_wm_h1_VBM_w05,D_wm_h1_CBM_w05,D_wm_h2_VBM_w05,D_wm_h2_CBM_w05,E_pfrac_VBM_w05,E_pfrac_CBM_w05,F_ph1_VBM_w05,F_ph1_CBM_w05,F_ph2_VBM_w05,F_ph2_CBM_w05
2d41b3dd1772,BiITe,2.086,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,142.16213118738975,169.3444187519196,118.63439049136265,157.41421678835684,0.12897088268917675,0.6737070115399315,0.5777025213916787,0.21976624913312426,37.89111824621329,107.48063571129416,69.00338774253156,41.73765182186234,0.8845367752050843,0.910721764623761,15.300382058963518,106.0510615663828,68.53538651062519,34.59433198380566
2ea941c8bc3c,MoSTe,2.525,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,91.94688342334454,96.40190365651156,17.478395854619762,22.21228320173506,0.7242543407773223,0.85071563959521,0.05848803564990758,0.043764624650055185,14.806889505181724,21.010823816462775,73.29119544592032,73.00595411569351,0.228287841191067,0.23131925853129554,12.658804067532719,18.89633671083398,1.0222770398481975,0.972112236944661
2f6f133abcc8,MoW3S8,2.241,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,135.79884154438616,126.45411903200812,6.995238861961357,7.247082414416562,0.12825402197995892,0.18346052651725972,0.02549772238542264,0.05023822908278141,108.61219839320098,87.82723967336236,21.12641989243742,32.86446802169637,0.19135515570015274,0.18422046055115138,0.8971675187570546,1.3295535554628364,0.17836265852201047,0.36408058651725583
304bc6a92d82,BiBrTe,1.13,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,139.6874945480882,165.93081500867098,121.38949553707448,152.653771748384,0.2642912271350228,0.7209659953727602,0.6441749237302214,0.2326570117086142,48.91919006018831,112.31502185085921,79.10428810469269,44.55841084660255,0.9053969681076897,0.8935834778495978,32.08217873679479,110.0581784959798,78.19606902924501,35.5159703610279
323fb700d903,WMo3Te8,1.501,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,117.21213899385049,111.13312033557634,19.10362450915018,15.787273617058466,0.014259916610824893,0.01933510693593489,0.9585775950368293,0.936161133685047,34.62408535230051,22.392396399545575,19.011898940505297,18.082335051996857,0.15040379343557828,0.12480992746657346,0.2724160924649922,0.305248623612689,18.312306438467807,14.779431967141486
343d2125478e,ISbSe,1.17,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,113.37555936224211,108.70295669111152,102.63501333278992,98.22223818487983,0.7744619566451073,0.22979352613609533,0.020610030160019114,0.5495829672230126,79.76678052668997,24.903950593202488,12.175129603550378,57.84809567397749,0.9100978526400493,0.8956429177472562,79.48691324600917,22.570834457482963,2.115310720262764,53.98126910893174
3995fa1bee6e,Pb2Te6,3.064,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,139.68894186201865,145.95284457473645,120.73400349024377,119.95803457323916,0.14142710192956393,0.3492588179181266,0.8585728980704361,0.6507411820818734,31.467697912189283,47.77273110408791,108.22124394982936,98.18011347064855,0.8947827553613555,0.8139709946521838,17.075060217979033,41.89640135483127,103.65894327226474,78.06163321840789
3bc08d486d65,PbTe,2.18,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,143.52744885157549,176.89246720429557,134.39576618383927,131.62283871073703,0.24695175554430926,0.7521502721863116,0.7530482444556909,0.2478497278136884,41.45938947294522,128.30903523530205,102.06805937863027,48.58343196899353,0.9533342321301674,0.7334636444378673,33.18927039682162,99.00015396221585,101.20649578701766,32.62268474852118
3e1923c616ad,TiHf3Se8,1.256,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,92.96069896318977,105.43460580439559,71.53585045246177,18.321638648609444,0.16019925360607584,0.448298331287222,0.8356300363313961,0.5292986338558447,28.89647445088468,72.16199171515338,60.8118935053199,12.082421016294532,0.8274988308514495,0.1774087841387212,11.45998984856024,8.213560032619087,59.77750531258795,9.697618306709424
3fb52099b370,MoCr3S8,1.221,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,55.06989577338479,52.06461766572957,3.6343957616875264,1.7872743447900603,0.013380559614500414,0.02434003074708592,0.011714433084140751,0.058042332291073986,11.641333489296992,2.375226262809467,39.795354111592,48.049356942051325,0.1118259445549187,0.053595719597351946,0.04863024915194759,0.04350231250566791,0.042574885951573285,0.10373757141561622
40034665f9f1,BiIS,1.254,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,124.36010835050139,156.54386638125374,122.239221532361,151.149720194577,0.04566210973468522,0.821293783948057,0.9400266195853679,0.14182965547485404,7.191440382862353,126.15301654952015,115.35350251640841,23.66050142197025,0.9867365542388333,0.9367760807806196,5.581700747493165,124.13832564129417,114.90812219781223,21.43751274031744
433f707c632c,BiISe,1.255,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,123.15678418828992,160.79693331428786,119.8493739251999,153.66358886647748,0.023836904416840783,0.7620784613805044,0.8948335654508268,0.12217824708017683,5.735237183389216,118.91480004601577,107.53983640392056,20.784147226397724,0.9822027340727366,0.9335455172942709,2.8568380706732,117.10371137357157,107.24524258653598,18.774347927755194
449640ec4d30,Mo2W2S8,1.954,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,117.0949582735689,104.41564736346518,6.489169383231191,5.905545497346346,0.06649433823954938,0.053295775427767346,0.04434040973012596,0.11264385668454631,68.85909505802582,38.95702105803802,42.32794236536705,60.36286594761173,0.18529143304211765,0.16225817497003941,0.43149302386230287,0.3147406266050335,0.2877324292606598,0.6652234206471496
49b7be14f786,BiBrS,1.293,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,76.47197496010116,153.17372135781218,44.72726113747092,147.71802451475307,0.12354264456254313,0.8920577726035408,0.48268161045506464,0.08026872718274242,37.10322893351797,132.6990843066215,21.70797937132566,14.648893533128305,0.8459036461586966,0.9064314352288869,5.525724124962618,131.77301192202586,21.58902643707869,11.857137809748371
4c49d27e66e5,ISSb,0.907,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,114.43986105726103,95.3218863548029,109.51894508193621,84.80604847289162,0.9315748338929951,0.293592052597755,0.03249286762605722,0.6072866928188458,102.46514009449236,27.167383933137348,7.872930488511003,58.309452214779334,0.9559059624216433,0.881331605496134,102.02509307284078,24.898381843860957,3.5585845850927837,51.50158470813708
4cb4ea247ef4,Ga2P2Te6,3.828,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,106.5488582561242,100.45995976428074,83.09103976177782,73.97830933775326,0.9729564295400074,0.9545439282845437,0.010531404680399691,0.030231477068760018,85.97239827666837,78.44801142966409,18.842189740716698,18.138667335311393,0.6904199394586762,0.6218526288187328,80.84396137338614,70.61554600310814,0.8750653650464637,2.236473562329923
4da5c6be60db,BrSSb,2.39,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,67.3717459083082,100.80177900731326,42.314238880085476,92.42571954869366,0.06561973005475563,0.8397106195479397,0.590365720237916,0.14711737056279034,27.413125677596742,77.89597232559825,25.242366942275297,18.964892084195693,0.7894155633693017,0.8455482044399626,2.776648932783654,77.61085822439767,24.98087611276089,13.5974288323777
4f1ab08988cc,TiZr3Te8,1.679,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,112.00694921645567,81.0587779062249,89.94122600626837,17.83719589709427,0.9734339757605591,0.9328668102564212,0.02186667644517794,0.05235807680702903,89.86005083783716,20.377447733996906,16.80983596653587,43.045280482787,0.7165321685052195,0.14614887238669988,87.55184521606081,16.639728040441252,1.966715688161694,0.9339212728020848
4fd8ad708fb0,AsClTe,2.895,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,81.78294820335437,87.52359402868953,70.91427968714711,63.73166585946997,0.6581745552160503,0.3207909509558226,0.18345028087785015,0.6416093986712623,47.93740089624268,40.659508874301,22.231844220185664,43.10587752005835,0.8562089172580203,0.7735959153902261,46.67397449155464,20.444541697058106,13.009244526857561,40.89083580841235
