uid,Formula,alpha_R,A_WM_VBM_w005,A_WM_CBM_w005,B_WMp_VBM_w005,B_WMp_CBM_w005,C_pfrac_h1_VBM_w005,C_pfrac_h1_CBM_w005,C_pfrac_h2_VBM_w005,C_pfrac_h2_CBM_w005,D_wm_h1_VBM_w005,D_wm_h1_CBM_w005,D_wm_h2_VBM_w005,D_wm_h2_CBM_w005,E_pfrac_VBM_w005,E_pfrac_CBM_w005,F_ph1_VBM_w005,F_ph1_CBM_w005,F_ph2_VBM_w005,F_ph2_CBM_w005,A_WM_VBM_w01,A_WM_CBM_w01,B_WMp_VBM_w01,B_WMp_CBM_w01,C_pfrac_h1_VBM_w01,C_pfrac_h1_CBM_w01,C_pfrac_h2_VBM_w01,C_pfrac_h2_CBM_w01,D_wm_h1_VBM_w01,D_wm_h1_CBM_w01,D_wm_h2_VBM_w01,D_wm_h2_CBM_w01,E_pfrac_VBM_w01,E_pfrac_CBM_w01,F_ph1_VBM_w01,F_ph1_CBM_w01,F_ph2_VBM_w01,F_ph2_CBM_w01,A_WM_VBM_w05,A_WM_CBM_w05,B_WMp_VBM_w05,B_WMp_CBM_w05,C_pfrac_h1_VBM_w05,C_pfrac_h1_CBM_w05,C_pfrac_h2_VBM_w05,C_pfrac_h2_CBM_w05,D_wm_h1_VBM_w05,D_wm_h1_CBM_w05,D_wm_h2_VBM_w05,D_wm_h2_CBM_w05,E_pfrac_VBM_w05,E_pfrac_CBM_w05,F_ph1_VBM_w05,F_ph1_CBM_w05,F_ph2_VBM_w05,F_ph2_CBM_w05
52a5e2b280d4,ZrTi3Se8,1.091,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,72.20465567411615,56.52127555517703,58.03346265106134,9.594333021057334,0.014655547474233402,0.03805917334608379,0.9645804497353916,0.8662316916959725,3.9173746615867167,9.634778716971491,57.076815852341014,10.348505972278407,0.7434379235889275,0.1284412459812208,0.8505121669767806,0.36515238358847685,55.9779435036628,8.310915323525025
548aa830244c,Cr2W2Se8,1.39,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,87.30064720393293,61.37470231166104,9.739105802826792,6.654439048087015,0.05302846475518518,0.03455416412904742,0.9366602567829635,0.9314145989037605,44.67291019225704,9.823715185491256,9.565867790360809,6.832924307060057,0.1202703889035203,0.08410202577446228,0.51644982881222,0.22993857905434079,9.122233342112192,6.19804167690349
5974b6403c31,Cr2W2S8,1.592,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,81.10551110079678,56.408522727524264,4.283391363038601,3.2613918807344513,0.05976225977735187,0.06862575473033772,0.010798989160110666,0.08751991436945764,44.143216523555346,8.594514404613019,32.862082230989394,44.99656966564474,0.1264407828575849,0.09253704912952529,0.25598514736597816,0.2238154792867973,0.0462562968979655,0.28543673812712356
5b94060698bc,ISSb,2.844,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,82.60936959708772,112.13808759097765,59.107677219680156,102.21260297688772,0.7226410790429394,0.2702594684558557,0.034795300935026564,0.7101772686252054,42.90514515529244,34.34731788711424,25.08651511214419,73.85327976697157,0.8006068298273925,0.876201289344835,42.71363564575144,27.62392375002309,2.056669416429185,72.58906720119866
5c3fe56a1a89,MoW3Te8,2.045,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,154.0060820772852,150.37976809778718,19.830598655945103,14.841979873801078,0.051055068777781876,0.06587752506282958,0.9382222947926881,0.9190320576242419,111.29912209269733,104.99650307320383,19.548195895278965,17.07832243101487,0.1535348004043637,0.11455154906350425,1.012452578283866,0.9777529011183428,18.605509778093612,13.64025530263699
5d1a32a28ffa,P2Sb2Se6,2.546,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,81.87196357015456,79.78391282933262,64.47838540192893,69.09099252271892,0.08306992163895181,0.4615487442870758,0.9039977233371945,0.4408182058161745,19.123295603394414,32.993570632245486,60.28936344068655,39.83622571390395,0.8091118722496741,0.8654039660858328,5.356214422744371,31.88886084040866,58.28831360780195,30.456567361923682
5d829e480507,AsISe,1.626,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.28472415131398,90.75984477312396,90.91708350705557,76.63844612379607,0.6346754961491008,0.3931087936194476,0.3398011254018671,0.0679686002743083,58.0023255644977,37.19700149993747,31.363689846391637,11.761342999760243,0.8769256041832649,0.8546433485467615,57.70284508326972,30.127247100594506,30.89372729395301,5.209007910232407
5e4ff1f56b4a,PbS,1.241,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,72.90455875311974,154.27405845942226,54.42442535526918,110.17935350756534,0.5493196643707892,0.9591683635997278,0.4506803356292109,0.04083163640027221,48.31676463097845,144.58398899587343,24.58779412214129,9.69006946354883,0.9092344521978302,0.650343878954608,29.89640706972953,105.68055020632737,24.52801828553965,4.498803301237964
60065d3bbcf2,Cr2Mo2Se8,1.173,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,67.22885829305436,57.43235372077997,9.127662702774282,5.251519161870081,0.029229823910353732,0.025215639846861114,0.9639809468971815,0.9442539604442464,26.400492617360786,7.88464965347116,9.196228563861483,5.343689651121814,0.11540753492683573,0.06726477152590157,0.2667999735151957,0.1324204158346059,8.79889293517844,4.958767766944673
62bb754c4cb2,Cr2W2Te8,1.535,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,92.50191718596426,67.0019907604464,16.55187998538428,5.29937090838308,0.053086536246878396,0.062124910456895006,0.9397371379350121,0.9248878269985644,42.77906674977165,16.40389099403063,16.583939518151766,5.470936932260578,0.1289638506402299,0.041526083571243204,0.8786819767980836,0.3292229431611732,15.554416324908832,4.901323643913835
644f7c1c85c7,CrMo3S8,1.46,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,71.0957122837981,65.75204170087319,5.069848913317534,3.7395945816852003,0.055346234143868155,0.15221937478149436,0.0041373391777446865,0.02386721236421995,48.361868287025366,34.30468990223151,17.824087933034136,28.299243171132172,0.15203469315717819,0.10373908500634377,0.28059704503050775,0.5692387491603851,0.020975684534314958,0.08925369803716696
6523c349753c,WCr3Te8,0.99,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,74.21811803271278,58.10502430082516,14.84078408970881,4.023843739270089,0.030294016320867305,0.015181145985601496,0.9540310732096039,0.9676439109164452,18.194919087916773,4.927649111148032,15.482061333501218,4.345904635321482,0.11788005756718047,0.03217588746746414,0.4495869554281065,0.06108655922910783,14.158569172376911,3.8936478927839615
671e6de2497a,AsBrTe,0.694,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,94.46909931088607,91.42059811590583,89.60631924343122,84.15468740754119,0.44913044796939094,0.3684366550828382,0.4563703565593188,0.2230754649436238,41.141138386281206,37.00112097091327,41.10005197227712,19.620786027640424,0.9402052450386356,0.9367622226264295,40.244926302690516,31.00567153797632,40.89366786309285,18.772846020622573
6e2a4c6f4f57,SeTeW,1.394,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,169.50846344194602,174.99267059116508,20.72892168524828,10.753515156912286,0.1400406692765779,0.11131676547813098,0.5626596005567565,0.6118541202127056,150.49254367446878,162.4805482062354,12.311554920912032,8.757164353868776,0.1852441151233966,0.09577666773490179,2.9028920661839384,1.1970465247875317,11.663326795394084,6.579582555526561
70cbc0e44d36,BiISe,2.089,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,115.21455935429478,161.77005109939194,90.98198068844403,152.5159371490072,0.04678122458735543,0.7568911988384506,0.5437141053726449,0.14919382823534713,28.15636981340608,117.03487180756608,49.5941025271733,26.455788450734545,0.882026646158727,0.9130926115266643,4.256248471988535,115.43797051068184,49.4681862350486,22.75443653016198
70e7ab872359,HfZr3Se8,0.95,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,84.66554525710094,103.1765583515845,73.35290057258905,19.530083985160687,0.05518228195633425,0.2354967227125658,0.028448520359215322,0.11033816814339144,8.216390150339885,29.486391632771646,8.359991425267253,57.827934563983376,0.8968493498434547,0.21119206186027803,4.047780441711561,4.599270772806508,2.0867814853467967,2.154913690609216
72b286460831,Cr2Mo2S8,1.344,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,60.825280052905164,53.478074010288786,4.537003863307803,3.026207291009003,0.07154724609792903,0.04299723792207097,0.014452905061509431,0.08758709337605314,25.064328688751498,6.87721431076815,31.495776730952596,43.917341986437506,0.13397004090923073,0.088506956623407,0.32461013195533817,0.13011855489301996,0.0655728861000892,0.2650567005728984
75ee10091f43,STeW,3.947,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,149.58772369250656,171.77859909161674,14.26572968647465,13.055907486126262,0.2448839767329314,0.14581747545318025,0.28848000874614876,0.7604305791366057,137.26863301852546,156.48989114073638,5.604606160513893,14.048698461331101,0.2588613608010821,0.12633513107878944,3.493448616620947,1.9037794693772083,4.115377824724401,9.928111290828939
7a8373382b33,S2Sn2,4.469,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,63.92273405797101,99.29548540683763,35.33915898550725,88.20762030874566,0.44009905388979,0.9658075820929931,0.55990094611021,0.034192417907006896,43.647430434782606,92.11069216510698,20.275303623188407,7.184793241730645,0.7480869565217392,0.8117045183886187,15.55273043478261,85.19158849256644,19.786428550724636,3.01603181617922
7fe9c5cb910c,BiClSe,0.746,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,92.02474857881842,150.6633326889619,72.31863484617479,143.22070017398028,0.22351446903138908,0.8465633410860076,0.6761765722666572,0.12805090253385767,35.51471976041384,123.5682966363812,49.15061148924584,22.876725304465495,0.9012659950993738,0.9149913009858883,16.16426126871767,121.2453944519621,48.900166621290495,18.3395399188092
81af2831dbb2,Hf2Zr2Se8,0.698,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,89.79872401120055,121.20899980479498,73.2375423521176,22.207159730971952,0.10343121688855172,0.37098777435585445,0.016022211200464178,0.06283791021432486,17.895855967798386,66.29510922610072,6.393981799089953,39.28471203705347,0.872033601680084,0.22068818654504807,7.575048127406368,8.23858476335824,1.1734273713685681,1.3954515092899862
82b85dfd7723,P2Sb2Te6,2.596,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,116.15571508070452,102.08912440913907,102.00234806325622,86.98199113247792,0.9194004999753282,0.7459039213630887,0.06899899820816528,0.19481958652841616,97.98898660501916,76.13846132385454,14.724623623171128,18.050616556572347,0.8309662231363342,0.8141023935211399,93.78100980801523,64.88020827368469,7.038059831245267,16.94579554784771
846b50801a93,Ti2Zr2Se8,1.767,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,75.34152232248144,63.03313644757343,62.41952942409657,11.255804691557502,0.02518733926296715,0.08172901132778092,0.9647112124131825,0.8504160761836855,7.014656335985884,22.10190801546541,61.30451061748236,11.837848692942465,0.7930311580087525,0.14726758612730104,1.572181864239481,0.9199257891395927,60.21681990898052,9.57211726008425
899032b4ad0c,MoCr3Te8,1.409,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,64.69270440827482,57.96176939221634,12.889249941270952,6.5298769400813,0.9769915929374378,0.9599248497403905,0.011597712963066121,0.00721749138590071,13.391010858882476,6.764945288417848,10.397313804923655,4.273452049074631,0.10307548481434434,0.05374138799169809,12.592688831891083,6.268191140530782,0.14948582112807737,0.04712933056602847
916afba26723,STeW,3.622,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,162.50006655554472,160.28752819680386,17.455963525825307,25.070121067621777,0.08670615893149974,0.08112996074762986,0.7406747455777911,0.805681762885573,143.79509868329657,134.76183624091385,15.6542132089795,22.65983956383588,0.20353150635189654,0.25785600367531003,1.5135395477726716,2.0339379381544833,12.929191343305861,20.19853933751626
961c37d6e527,MoCr3Se8,0.977,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,59.912818868962475,54.36009779909375,7.970080267356147,3.413819696345555,0.010595242532486292,0.006615292754087087,0.9782791516217079,0.9745621152744033,11.173120255253604,2.472884128758901,8.196584882825395,3.6057764962043204,0.10133127956870946,0.04360619078444067,0.08444493343602157,0.022583416700994532,7.796963362306086,3.3269793444359452
968a6902b7f5,BiClTe,1.175,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,142.17189975903548,164.86619801019367,128.8530184257686,151.06570179598083,0.3167918891707501,0.7371227427376444,0.6670545871326529,0.24834272247117306,52.74653096077362,114.71578312018619,87.12903778157268,47.30099664084673,0.9276419256949087,0.8887889726417731,40.8195911324527,111.35396444144048,85.95199700679719,37.516067656032256
988b11badabb,Cr2Mo2Te8,1.105,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,74.03590037466961,60.2162667776907,18.402582585356544,5.323028983803553,0.9512992260726236,0.954970064750813,0.04077074102610871,0.033547010359570126,18.462519414697944,5.566666666666667,24.235313496280547,10.745630877742943,0.1478241913948609,0.042874869383490076,17.50636257118722,5.083333333333334,0.7502869287991498,0.17857170846394985
99fd027b1d0b,BiClS,0.461,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,65.41251924042528,144.6859005235936,36.93779270417362,139.97251471854298,0.2672048326247555,0.9302573834009953,0.27332606375867086,0.029790117224433726,38.243881521171375,132.48052527823128,10.167147887917237,4.892923889703481,0.8612950513066775,0.915093427182981,9.869956717046625,130.2104652901291,10.096061483765524,4.169797621664171
9c2979187585,WMo3S8,1.816,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.72739026336794,95.68563339240679,6.093578321120219,5.640656908186219,0.01970000639378653,0.04887348300148714,0.04340773819623068,0.11825254169499984,34.399140970761096,19.64209665326154,60.47498512660524,71.20133051598391,0.18145541609228757,0.15496557835185062,0.12004353188710731,0.27567854951946014,0.26450845244141336,0.6670220162224797
a0dbdc6630fa,PbSe,1.603,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,104.57794533030908,161.9327544900859,91.68638691112608,117.34841137899957,0.31387058398046747,0.8630374390884294,0.6861294160195326,0.13696256091157055,41.39144005333782,134.06078236389425,63.18650527697126,27.871972126191647,0.9356047215922888,0.6923345252475832,28.77765980285423,101.2760724376273,62.908727108271854,16.07233894137227
a148361e5e9a,TiZr3Se8,1.321,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,78.33901889395392,72.30704249196918,66.80957310160747,12.216995150507895,0.032739435383143924,0.10909616882898628,0.9626945347292883,0.8584423920355669,9.988568378118998,40.7711664826919,65.32718090211131,12.855593287608368,0.8449046305182341,0.15571706748359732,2.187307701535508,1.3328273655227159,64.31721089251438,10.487586540488918
a1d716aad84d,Mo2W2Se8,1.784,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125.45312252964426,113.68238278931749,14.089073969508753,11.044255192878339,0.055258649192942356,0.024696970429730507,0.03652769845802398,0.03866558980137638,67.68135516657256,42.55050445103856,44.53002823263692,59.03014540059347,0.17165443252399779,0.13694362017804157,0.7785431959345,0.27275964391691393,0.5146414455110107,0.42703264094955484
a7233837cfe9,CrMo3Se8,1.311,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,77.3344898269144,70.94794019524376,11.301860725740186,5.821640774164253,0.049501706601519056,0.059862248972250495,0.9461082274141329,0.9360823472808947,46.7735155193893,36.902513195981605,11.462981949267101,6.000762812872466,0.1422058472711851,0.07310290027810885,0.5594613936968219,0.34849650945002564,10.692783417711453,5.449535160905839
a80866a2c6b4,BiClSe,3.032,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,98.7962092644389,155.73129925068108,72.3161304515958,147.20654705300765,0.2467803006713205,0.8813125949707331,0.6715073049717993,0.09897391632667361,43.92181153628929,131.0640569660934,48.77059535021081,20.778438932590554,0.8670765689799649,0.8871721892119331,17.846196416231248,129.7349839799675,48.560809865540165,14.569608470762923
a84d988e38ac,BiITe,0.467,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,133.32969883302653,170.44643634588545,124.35426467485945,161.99811356563848,0.058528643958810404,0.6673229134811597,0.41799092546387945,0.2491515897088557,15.632719607940695,110.24006922492835,52.388437235683355,45.08847922598778,0.9551470222399124,0.9402381668608051,7.278286481914523,108.10505312307365,51.978954176824715,40.36208752471457
a9f87eba4b96,CrW3S8,1.909,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,111.30564086705745,91.20546014639827,5.553682147895049,6.003619331226084,0.11829313600784268,0.2699951765911695,0.006456663214098384,0.02593482967427972,87.04176546189774,58.43977241723507,19.254253136265323,28.419229236399932,0.15585718316040248,0.14363666611212775,0.6569624776652769,1.6209482615205455,0.035858255227108865,0.15570284478456162
aa9a981d89aa, ,4.457,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,83.94383893354006,119.00713432110166,72.52450837951687,109.39234265735934,0.2000931435476961,0.6693840808201772,0.7808621722709003,0.29383215189534945,19.877066552493357,75.37428893146456,59.30126295748332,39.21255812856052,0.8312524804313143,0.8873854152588241,14.51165686590876,73.22549273846234,56.631645156108654,32.142987443885325
acdcd16c0d76,BiIS,1.858,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,105.89905935235097,158.47442057546152,86.54418890716765,151.61019696095983,0.053536866107535774,0.8028530442804,0.829203741936477,0.16784572579013712,23.637759099413053,123.64640163756309,72.02065654721015,29.083229764521796,0.9041433624516859,0.9215147394055303,4.633304653908318,121.72070817405765,71.76276528468075,25.447123546097945
b13beafa16aa,AsIS,2.033,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,88.5643633448035,84.99292079525262,80.3075894524868,75.93483058851297,0.8283390419729494,0.4106766340780642,0.045590094978075195,0.5638050522975212,67.07329145442867,37.55643503644882,11.142116635634057,43.46161915254259,0.8888039788780002,0.8775945085073535,66.52191171022984,31.184660635378535,3.6612306305991424,42.812441131159964
b8fb10416122,ZrHf3Se8,0.725,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,93.97079354113592,139.10976589147288,74.93913124531693,27.429037519379847,0.14370036827658836,0.5306758821517571,0.007880668860606281,0.028433354044329364,26.14491990109396,102.80470542635659,3.2119105050202306,21.00273488372093,0.8720215794994753,0.24325581395348836,10.768780758279632,14.555928682170544,0.5905704780458564,0.7798995348837209
badda86cab42,BiClTe,1.458,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,136.30151234156102,159.87306152396184,130.70342723148767,151.33016852116293,0.26004628208159947,0.7025864357447734,0.7218041907495297,0.2734935301962847,38.478045630420276,109.36048064202889,95.4063242161441,46.54444507911121,0.9689126084056038,0.9352259096361455,33.98894030687125,106.32252372193977,94.342281521014,41.38782201405152
c04fc052f2ca,Mo2W2Te8,1.645,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,134.02809829509576,124.26749899275636,19.872758366659657,17.530448883144057,0.03018064570453095,0.05407214042375566,0.9487343044135508,0.9149102148158147,69.40917701536519,49.06511270100894,19.753693959166494,19.61897012554213,0.15538833929699014,0.13651962182358277,0.5997726794359083,0.9479088937008361,18.85396758577142,16.03878675349499
c55716558616,HfTi3Se8,1.191,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,78.35946553246787,64.06760113944618,59.82938856086698,10.654072337156414,0.08024463752232097,0.17375218110802076,0.9000070044814573,0.7549862939357865,12.109432837515612,16.769728225768073,54.930211574126645,9.975417604307596,0.7335326697197936,0.1281027133232261,4.8009875982488674,1.8511683062635553,53.84686877862306,8.043678589153505
