uid,Formula,alpha_R,E_pfrac_VBM,E_pfrac_CBM,max_mass,max_Z,max_Z4,X_diff,X_mean,radius_diff,radius_mean,WM_VBM,WZ4_VBM,pZ4_VBM,Wr_VBM,WX_VBM,WM_CBM,WZ4_CBM,pZ4_CBM,Wr_CBM,WX_CBM
323fb700d903,WMo3Te8,1.501,0.15040379343557828,0.12480992746657346,183.84,74,29986576,0.2599999999999998,2.2066666666666666,0.09999999999999987,1.3999999999999997,117.21213899385049,8799032.747425355,1110579.0560865377,1.4237163814180929,2.1887278654515816,111.13312033557634,6980331.67386175,919454.7684348511,1.430734073232544,2.175858079175042
343d2125478e,ISbSe,1.17,0.9100978526400493,0.8956429177472562,126.90447,53,7890481,0.6100000000000003,2.42,0.30000000000000004,1.3333333333333333,113.37555936224211,5998841.933764417,5415715.182290885,1.3371372779873452,2.5691449201409444,108.70295669111152,5201782.822759509,4769421.237571099,1.341590230363357,2.33403691829521
3995fa1bee6e,Pb2Te6,3.064,0.8947827553613555,0.8139709946521838,207.2,82,45212176,0.22999999999999998,2.215,0.40000000000000013,1.6,139.68894186201865,13067616.833893843,9665639.688110309,1.4607484515679328,2.134930359651561,145.95284457473645,16050096.9921542,13615039.26180347,1.492225349621791,2.15302957603253
3bc08d486d65,PbTe,2.18,0.9533342321301674,0.7334636444378673,207.2,82,45212176,0.22999999999999998,2.215,0.40000000000000013,1.6,143.52744885157549,14895274.678970698,13041320.842514593,1.4800374314149523,2.146021523063598,176.89246720429557,30781617.392266795,23471690.981672265,1.647700840222591,2.24242798312799
3e1923c616ad,TiHf3Se8,1.256,0.8274988308514495,0.1774087841387212,178.49,72,26873856,1.2499999999999998,1.7966666666666666,0.40000000000000013,1.3666666666666665,92.96069896318977,5395828.319162235,2738589.3150937874,1.2317439224240254,2.2790077869159506,105.43460580439559,11173059.872665511,1402785.403140838,1.4223888474757733,1.597519749053196
3fb52099b370,MoCr3S8,1.221,0.1118259445549187,0.053595719597351946,95.94,42,3111696,0.9200000000000002,2.1333333333333333,0.44999999999999996,1.2833333333333332,55.06989577338479,638923.7209810114,9090.66822630327,1.3607439466604279,1.8249128553047136,52.06461766572957,386982.2029563798,5424.853178561712,1.3807789970073456,1.7194341162600886
40034665f9f1,BiIS,1.254,0.9867365542388333,0.9367760807806196,208.9804,83,47458321,0.6400000000000001,2.42,0.6000000000000001,1.3333333333333333,124.36010835050139,8809129.017775754,8415739.208933456,1.3842388331814042,2.6334475843208756,156.54386638125374,30133553.1791391,29535446.35724192,1.436773098445168,2.256866118118199
433f707c632c,BiISe,1.255,0.9822027340727366,0.9335455172942709,208.9804,83,47458321,0.6400000000000001,2.41,0.4500000000000002,1.3833333333333335,123.15678418828992,8156136.667268505,7481876.030693836,1.3742017023471755,2.6286695898890895,160.79693331428786,28654262.55533399,28061950.998351097,1.4470051384308609,2.2664330086663083
449640ec4d30,Mo2W2S8,1.954,0.18529143304211765,0.16225817497003941,183.84,74,29986576,0.41999999999999993,2.3666666666666667,0.44999999999999996,1.2666666666666666,117.0949582735689,12616699.092971703,91506.98343982268,1.3296322858260528,2.312296257660712,104.41564736346518,8322581.927067286,82980.93203218629,1.3572954117445648,2.2691277178565326
49b7be14f786,BiBrS,1.293,0.8459036461586966,0.9064314352288869,208.9804,83,47458321,0.94,2.52,0.6000000000000001,1.25,76.47197496010116,8869722.406673046,1696308.8786075506,1.1472777996949217,2.5838121118682564,153.17372135781218,30422264.154943995,30155976.027422775,1.4084897132081475,2.294075140952332
4c49d27e66e5,ISSb,0.907,0.9559059624216433,0.881331605496134,126.90447,53,7890481,0.6100000000000003,2.43,0.44999999999999996,1.2833333333333334,114.43986105726103,6816745.382271244,6549331.741945753,1.352064525774236,2.610324067253428,95.3218863548029,4949072.0728791505,4426795.175895299,1.3011307579245648,2.3433153403729943
4cb4ea247ef4,Ga2P2Te6,3.828,0.6904199394586762,0.6218526288187328,127.6,52,7311616,0.3799999999999999,2.033333333333333,0.3999999999999999,1.2333333333333332,106.5488582561242,5178720.203985918,4646278.377555747,1.3505790101344939,2.0266686191531402,100.45995976428074,4741742.363050564,4077810.283205128,1.3239645159616518,2.035810083039692
4da5c6be60db,BrSSb,2.39,0.7894155633693017,0.8455482044399626,121.76,51,6765201,0.9100000000000001,2.53,0.44999999999999996,1.2,67.3717459083082,2027260.0078746704,653176.8131980208,1.1486995945724066,2.580720752251083,100.80177900731326,4692259.9472529935,4570049.286097145,1.3234894404846693,2.3311239135093467
4f1ab08988cc,TiZr3Te8,1.679,0.7165321685052195,0.14614887238669988,127.6,52,7311616,0.77,1.656666666666667,0.15000000000000013,1.45,112.00694921645567,5646926.608602947,5074074.0546383355,1.4276404827126674,1.8956734532711434,81.0587779062249,2461929.1108803423,980972.3577796501,1.4707795324960324,1.5303394596077358
4fd8ad708fb0,AsClTe,2.895,0.8562089172580203,0.7735959153902261,127.6,52,7311616,1.06,2.48,0.3999999999999999,1.1833333333333333,81.78294820335437,3126127.9984190944,2906847.9514436163,1.1947842004540645,2.470973861569732,87.52359402868953,3021002.319474836,1824393.2027230728,1.213761244833455,2.258393386822271
52a5e2b280d4,ZrTi3Se8,1.091,0.7434379235889275,0.1284412459812208,91.224,40,2560000,1.2199999999999998,1.8066666666666666,0.40000000000000013,1.3666666666666665,72.20465567411615,1130775.5781000173,977147.6600662551,1.2257270194313965,2.261068019586129,56.52127555517703,624332.1503183085,155396.80354291305,1.3830774799327186,1.6501911980752444
548aa830244c,Cr2W2Se8,1.39,0.1202703889035203,0.08410202577446228,183.84,74,29986576,0.8899999999999999,2.19,0.25,1.3,87.30064720393293,7659559.267491879,239266.7614783601,1.3575629883241151,1.9379211658326747,61.37470231166104,2003347.6329037591,143847.7977352422,1.375694056685949,1.7744228664596966
5974b6403c31,Cr2W2S8,1.592,0.1264407828575849,0.09253704912952529,183.84,74,29986576,0.9200000000000002,2.1999999999999997,0.3999999999999999,1.25,81.10551110079678,7418370.297207394,50186.359712230216,1.3368453624197414,1.9457244526959077,56.408522727524264,1694743.4259847489,43953.33786371232,1.3625159098203707,1.7735621396079815
5b94060698bc,ISSb,2.844,0.8006068298273925,0.876201289344835,126.90447,53,7890481,0.6100000000000003,2.43,0.44999999999999996,1.2833333333333334,82.60936959708772,4091421.06426478,2799361.7307841023,1.2279506579221315,2.4978499922157553,112.13808759097765,6247063.930630386,5754823.923108329,1.3812085465206745,2.2801819733028013
5c3fe56a1a89,MoW3Te8,2.045,0.1535348004043637,0.11455154906350425,183.84,74,29986576,0.2599999999999998,2.2066666666666666,0.09999999999999987,1.3999999999999997,154.0060820772852,20025520.825067155,1238155.665664733,1.3817987507122427,2.2718906541927195,150.37976809778718,19022869.365325857,948348.994727632,1.3861948870371823,2.2661954015607266
5d1a32a28ffa,P2Sb2Se6,2.546,0.8091118722496741,0.8654039660858328,121.76,51,6765201,0.5,2.263333333333333,0.44999999999999996,1.2,81.87196357015456,2086893.875523799,1285447.5845616064,1.1852072459030167,2.4428874966378284,79.78391282933262,2518744.1332530538,2298280.282657357,1.1976141941727019,2.3336880264995417
5d829e480507,AsISe,1.626,0.8769256041832649,0.8546433485467615,126.90447,53,7890481,0.48,2.4633333333333334,0.25,1.2333333333333332,100.28472415131398,4310020.150568098,4147346.365594353,1.2642637559663927,2.546354056379042,90.75984477312396,3173501.0803584494,2615131.600620107,1.2232775636270683,2.3758055983279944
5e4ff1f56b4a,PbS,1.241,0.9092344521978302,0.650343878954608,207.2,82,45212176,0.25,2.455,0.8,1.4,72.90455875311974,10593236.66968879,6573691.485152548,1.1865512147914226,2.5217027453776804,154.27405845942226,31568824.13204952,23069270.33397524,1.558239339752407,2.405550206327373
60065d3bbcf2,Cr2Mo2Se8,1.173,0.11540753492683573,0.06726477152590157,95.94,42,3111696,0.8899999999999999,2.1233333333333335,0.30000000000000004,1.3333333333333333,67.22885829305436,1213744.3877375354,157963.09925180426,1.3846421240813083,1.9012441236840363,57.43235372077997,628223.0409961235,89241.18195700695,1.3871901797251258,1.76132312345824
62bb754c4cb2,Cr2W2Te8,1.535,0.1289638506402299,0.041526083571243204,183.84,74,29986576,0.7,2.0399999999999996,0.04999999999999982,1.3833333333333335,92.50191718596426,8139524.192323442,1035366.4439969877,1.388365136327847,1.8800740897485944,67.0019907604464,3277114.647287828,334990.55281598767,1.3955385413963146,1.7413257202180121
644f7c1c85c7,CrMo3S8,1.46,0.15203469315717819,0.10373908500634377,95.94,42,3111696,0.9200000000000002,2.1333333333333333,0.44999999999999996,1.2833333333333332,71.0957122837981,1692324.2587867484,18980.29549694922,1.363956683979628,2.052911603045737,65.75204170087319,1299636.1388163297,25329.373833868198,1.3786066124337635,1.9291066497499811
6523c349753c,WCr3Te8,0.99,0.11788005756718047,0.03217588746746414,183.84,74,29986576,0.7,2.0399999999999996,0.04999999999999982,1.3833333333333335,74.21811803271278,4113639.1156165064,886118.6421995498,1.395051425400371,1.7826664627861928,58.10502430082516,1364368.612283325,233515.118568976,1.39865979952373,1.6937486847206065
671e6de2497a,AsBrTe,0.694,0.9402052450386356,0.9367622226264295,127.6,52,7311616,0.8599999999999999,2.4133333333333336,0.25,1.2333333333333332,94.46909931088607,3322857.8436790016,3208108.6727132546,1.2306056786565072,2.5554131379057115,91.42059811590583,3039511.316862095,2673353.049218783,1.2224943592690307,2.348334307806732
6e2a4c6f4f57,SeTeW,1.394,0.1852441151233966,0.09577666773490179,183.84,74,29986576,0.44999999999999973,2.3366666666666664,0.25,1.3,169.50846344194602,25366125.076054364,1246117.5343941562,1.3378426031298158,2.351046349748511,174.99267059116508,27067930.00748499,622651.6345047604,1.3439204521550931,2.3511917348319944
70cbc0e44d36,BiISe,2.089,0.882026646158727,0.9130926115266643,208.9804,83,47458321,0.6400000000000001,2.41,0.4500000000000002,1.3833333333333335,115.21455935429478,10111799.640139833,4672886.485034006,1.3083291248151736,2.521579840326994,161.77005109939194,28532281.521444336,27872546.75848895,1.4541301189259002,2.276116881020288
70e7ab872359,HfZr3Se8,0.95,0.8968493498434547,0.21119206186027803,178.49,72,26873856,1.2499999999999998,1.7266666666666666,0.40000000000000013,1.4166666666666667,84.66554525710094,2624038.506868248,1805621.4436013876,1.2050700927989169,2.380655233689674,103.1765583515845,6330806.504626111,969171.514951057,1.4696442140079562,1.570129173557413
72b286460831,Cr2Mo2S8,1.344,0.13397004090923073,0.088506956623407,95.94,42,3111696,0.9200000000000002,2.1333333333333333,0.44999999999999996,1.2833333333333332,60.825280052905164,1022615.8892682476,19422.210574882345,1.3598558949278705,1.9130002153117405,53.478074010288786,508765.8702209751,11288.936279667952,1.3701081491874194,1.7728359639892435
75ee10091f43,STeW,3.947,0.2588613608010821,0.12633513107878944,183.84,74,29986576,0.48,2.3466666666666662,0.3999999999999999,1.25,149.58772369250656,22725083.784907486,819245.8803276324,1.278905359864978,2.3946484604798304,171.77859909161674,26332975.023566823,881923.022769939,1.34196986528756,2.33988190919707
7a8373382b33,S2Sn2,4.469,0.7480869565217392,0.8117045183886187,118.71,50,6250000,0.6200000000000001,2.27,0.44999999999999996,1.225,63.92273405797101,2339446.893913043,859281.0406956522,1.1654565217391304,2.3520376811594206,99.29548540683763,4864249.332576752,4491442.958001064,1.349168658700178,2.0989231813464215
7fe9c5cb910c,BiClSe,0.746,0.9012659950993738,0.9149913009858883,208.9804,83,47458321,1.1400000000000001,2.5766666666666667,0.6000000000000001,1.25,92.02474857881842,8914374.181391234,4515503.050054451,1.1953369180506397,2.5865555404301657,150.6633326889619,28458801.491252657,27853122.268654548,1.3982336168567562,2.3091953411946644
81af2831dbb2,Hf2Zr2Se8,0.698,0.872033601680084,0.22068818654504807,178.49,72,26873856,1.2499999999999998,1.7266666666666666,0.40000000000000013,1.4166666666666667,89.79872401120055,3982559.773188659,2264872.7554777735,1.2181414070703533,2.3391608330416522,121.20899980479498,11348491.026317196,1492370.3640396805,1.4708248300828735,1.5603416088445639
82b85dfd7723,P2Sb2Te6,2.596,0.8309662231363342,0.8141023935211399,127.6,52,7311616,0.14000000000000012,2.1133333333333333,0.44999999999999996,1.2833333333333334,116.15571508070452,6438625.450315053,5766732.8785370225,1.361594697058949,2.1039550962054463,102.08912440913907,5378651.387357808,4667670.656655205,1.3053899406790401,2.115542672417788
846b50801a93,Ti2Zr2Se8,1.767,0.7930311580087525,0.14726758612730104,91.224,40,2560000,1.2199999999999998,1.8066666666666666,0.40000000000000013,1.3666666666666665,75.34152232248144,1268748.1958403576,1066327.9396930493,1.2174343340816378,2.3080156532525042,63.03313644757343,962967.4100063478,191554.0213514917,1.3988617346644352,1.6405421547694616
899032b4ad0c,MoCr3Te8,1.409,0.10307548481434434,0.05374138799169809,127.6,52,7311616,0.5000000000000002,1.9733333333333334,0.050000000000000044,1.4166666666666667,64.69270440827482,1365545.3947311654,727361.336625357,1.4054186542656475,1.7603624421698592,57.96176939221634,825650.748179351,362071.65407051716,1.4022271482432116,1.7055988799783857
916afba26723,STeW,3.622,0.20353150635189654,0.25785600367531003,183.84,74,29986576,0.48,2.3466666666666662,0.3999999999999999,1.25,162.50006655554472,24357996.07917608,993892.0405293751,1.3228341075572199,2.349034121718212,160.28752819680386,23285611.281320903,1494957.9603634663,1.3275975279327263,2.3334907082571794
961c37d6e527,MoCr3Se8,0.977,0.10133127956870946,0.04360619078444067,95.94,42,3111696,0.8899999999999999,2.1233333333333335,0.30000000000000004,1.3333333333333333,59.912818868962475,759804.1307074486,135262.14721091435,1.3798712729673228,1.8106177797337437,54.36009779909375,449303.424233508,57448.98817160009,1.3898723003589712,1.7135302771729537
968a6902b7f5,BiClTe,1.175,0.9276419256949087,0.8887889726417731,208.9804,83,47458321,1.1400000000000001,2.4266666666666667,0.6000000000000001,1.3333333333333333,142.17189975903548,16976448.99461323,14199953.368695134,1.4245714296096763,2.148465448831961,164.86619801019367,28768445.488455035,27442767.633897386,1.4776374805866128,2.141279547134229
988b11badabb,Cr2Mo2Te8,1.105,0.1478241913948609,0.042874869383490076,127.6,52,7311616,0.5000000000000002,1.9733333333333334,0.050000000000000044,1.4166666666666667,74.03590037466961,2043926.1610398102,1028399.0364860076,1.4126304531458622,1.8499683915093053,60.2162667776907,947639.1086729362,297462.1907001045,1.4056001828631135,1.7351972309299895
99fd027b1d0b,BiClS,0.461,0.8612950513066775,0.915093427182981,208.9804,83,47458321,1.1400000000000001,2.5866666666666664,0.6000000000000001,1.2,65.41251924042528,8743679.567456909,2299886.174189962,1.1098013445887884,2.643850106994221,144.6859005235936,30112084.716417797,29591346.959544998,1.3803625371897976,2.30504167095697
9c2979187585,WMo3S8,1.816,0.18145541609228757,0.15496557835185062,183.84,74,29986576,0.41999999999999993,2.3666666666666667,0.44999999999999996,1.2666666666666666,100.72739026336794,7584320.026699559,39827.97475150548,1.3491438728868899,2.2740912718566353,95.68563339240679,5523093.104491855,76202.52852566287,1.371360166314498,2.244793810919501
a0dbdc6630fa,PbSe,1.603,0.9356047215922888,0.6923345252475832,207.2,82,45212176,0.21999999999999975,2.44,0.6500000000000001,1.475,104.57794533030908,10101221.140684562,7344123.956004331,1.2798476642599883,2.506051559788927,161.9327544900859,29724508.959811997,22371005.981124237,1.5705574736319075,2.4076574704630467
a148361e5e9a,TiZr3Se8,1.321,0.8449046305182341,0.15571706748359732,91.224,40,2560000,1.2199999999999998,1.8066666666666666,0.40000000000000013,1.3666666666666665,78.33901889395392,1400713.9025911707,1151393.15403071,1.209587931861804,2.352624760076775,72.30704249196918,1453142.839396232,216837.84876034083,1.426337331166979,1.6105833033599164
a1d716aad84d,Mo2W2Se8,1.784,0.17165443252399779,0.13694362017804157,183.84,74,29986576,0.3899999999999997,2.3566666666666665,0.30000000000000004,1.3166666666666667,125.45312252964426,12708048.252964426,360242.1592320723,1.3628740824392997,2.2990344438170522,113.68238278931749,9059895.691394657,233412.6599406528,1.380875370919881,2.2660637982195846
a7233837cfe9,CrMo3Se8,1.311,0.1422058472711851,0.07310290027810885,95.94,42,3111696,0.8899999999999999,2.1233333333333335,0.30000000000000004,1.3333333333333333,77.3344898269144,1832903.6719590744,199428.99461923822,1.3880828054178704,2.0329697564078777,70.94794019524376,1477392.8726942504,103682.80424541686,1.4002327033316304,1.9199585674555875
a80866a2c6b4,BiClSe,3.032,0.8670765689799649,0.8871721892119331,208.9804,83,47458321,1.1400000000000001,2.5766666666666667,0.6000000000000001,1.25,98.7962092644389,10814189.870116102,4888549.321006906,1.2187524582022258,2.5436301636505934,155.73129925068108,30124760.098065536,29715530.374223195,1.4157684579358023,2.284515706858501
a84d988e38ac,BiITe,0.467,0.9551470222399124,0.9402381668608051,208.9804,83,47458321,0.6400000000000001,2.2600000000000002,0.20000000000000018,1.4666666666666668,133.32969883302653,10612678.793920096,8678816.847106822,1.414960943330514,2.382207074978855,170.44643634588545,28558520.66469605,27704173.86398928,1.5055027832513752,2.1245106205034903
a9f87eba4b96,CrW3S8,1.909,0.15585718316040248,0.14363666611212775,183.84,74,29986576,0.9200000000000002,2.1999999999999997,0.3999999999999999,1.25,111.30564086705745,14330683.841133505,117322.3670731325,1.3138334221497758,2.1351600263314627,91.20546014639827,9722469.642987857,274029.4830144734,1.3298852104475127,2.0072260855098984
aa9a981d89aa, ,4.457,0.8312524804313143,0.8873854152588241,208.9804,83,47458321,0.5299999999999998,2.2533333333333334,0.6000000000000001,1.25,83.94383893354006,5525390.8287094515,4256222.593208214,1.1697230757710622,2.4442010345648026,119.00713432110166,17787960.71663345,17179685.82956322,1.290897754713555,2.3074656798162865
acdcd16c0d76,BiIS,1.858,0.9041433624516859,0.9215147394055303,208.9804,83,47458321,0.6400000000000001,2.42,0.6000000000000001,1.3333333333333333,105.89905935235097,9866933.160007248,5534900.226764791,1.294873429589587,2.5620599312921204,158.47442057546152,29899466.618697107,29233409.560853478,1.446668716136441,2.2670015000430332
b13beafa16aa,AsIS,2.033,0.8888039788780002,0.8775945085073535,126.90447,53,7890481,0.48,2.473333333333333,0.3999999999999999,1.1833333333333333,88.5643633448035,4367903.5915463455,4214748.199689286,1.2337210395969531,2.562795891902079,84.99292079525262,3031199.6776798856,2620585.457416116,1.2053912252724213,2.3716375465697577
b8fb10416122,ZrHf3Se8,0.725,0.8720215794994753,0.24325581395348836,178.49,72,26873856,1.2499999999999998,1.7266666666666666,0.40000000000000013,1.4166666666666667,93.97079354113592,5120113.728278135,2713982.7694889847,1.2226749587891501,2.32394702532594,139.10976589147288,16326882.951937985,2418127.6020376524,1.4724806201550387,1.5491550387596897
badda86cab42,BiClTe,1.458,0.9689126084056038,0.9352259096361455,208.9804,83,47458321,1.1400000000000001,2.4266666666666667,0.6000000000000001,1.3333333333333333,136.30151234156102,14210734.926617745,13130206.690393597,1.4095530353569046,2.1575396931287525,159.87306152396184,27511569.487462156,26525365.304763805,1.4598903295824526,2.176777860284458
c04fc052f2ca,Mo2W2Te8,1.645,0.15538833929699014,0.13651962182358277,183.84,74,29986576,0.2599999999999998,2.2066666666666666,0.09999999999999987,1.3999999999999997,134.02809829509576,13908550.801094506,1191773.1113449803,1.4045043148810774,2.2262218480319933,124.26749899275636,10930093.952266758,1091291.1989638717,1.415623285809264,2.2041528388823597
