uid,Formula,alpha_R,E_pfrac_VBM,E_pfrac_CBM,max_mass,max_Z,max_Z4,X_diff,X_mean,radius_diff,radius_mean,WM_VBM,WZ4_VBM,pZ4_VBM,Wr_VBM,WX_VBM,WM_CBM,WZ4_CBM,pZ4_CBM,Wr_CBM,WX_CBM
c55716558616,HfTi3Se8,1.191,0.7335326697197936,0.1281027133232261,178.49,72,26873856,1.2499999999999998,1.7966666666666666,0.40000000000000013,1.3666666666666665,78.35946553246787,2808272.152303092,1639945.7607206388,1.2362587209669076,2.2263455836897417,64.06760113944618,2876366.2448177636,418564.57790861325,1.3825092291061873,1.6450496298159618
c798e725e2fb,WCr3Se8,1.16,0.10105085381872775,0.05048002477547228,183.84,74,29986576,0.8899999999999999,2.19,0.25,1.3,68.34936030212047,3487746.313379621,149187.4227810096,1.3690514167761307,1.8239050478513794,55.78390724338462,924992.8528268128,79013.51887409243,1.3863029489694094,1.7182994391108362
c96ef4fc869c,BiClS,1.181,0.8483753497558566,0.8986232012363546,208.9804,83,47458321,1.1400000000000001,2.5866666666666664,0.6000000000000001,1.2,67.30128829944884,9331578.807034854,2337304.2839448345,1.1172652094679856,2.5834685935180803,151.56765333247782,31960062.612921994,31759245.284193404,1.4037593670137356,2.280292126547141
cce78d90e899,Hf2Ti2Se8,1.409,0.787968727106055,0.1468527072154197,178.49,72,26873856,1.2499999999999998,1.7966666666666666,0.40000000000000013,1.3666666666666665,85.95006841415169,4122581.757759051,2232082.854744846,1.2322288511607111,2.2600079647447333,79.75194668407254,6014815.054166498,768313.151064876,1.3972341692337849,1.6285056969679044
cf7927ab6730,Bi2P2Te6,1.814,0.8469443012163835,0.8665354510426141,208.9804,83,47458321,0.16999999999999993,2.1033333333333335,0.6000000000000001,1.3333333333333333,121.99165032151731,10029546.766166318,8499354.086968582,1.3641555556118947,2.104836273077025,132.523089324226,16675337.986049978,15569355.731707117,1.3842034646821642,2.094304454576661
d59c96fdfda1,SeSn,0.873,0.8979262756705261,0.7755266179521844,118.71,50,6250000,0.5899999999999999,2.255,0.30000000000000004,1.2999999999999998,91.70971123276267,2912381.2099326197,2293685.674343729,1.2462242357189632,2.3607590030860375,101.280680094134,4095488.7606053553,3136660.286489125,1.318457962974596,2.218699339483294
da5fd2bb47af,ClSbTe,2.891,0.8369734857958577,0.7876067407152303,127.6,52,7311616,1.1100000000000003,2.436666666666667,0.44999999999999996,1.2833333333333332,102.80879896757679,5340478.953683067,4318934.646059361,1.3149864042290726,2.350032792212044,117.68600320673082,6482200.488654716,5169440.973674153,1.4011174190863744,2.1453810166904996
dc4259e69783,WCr3S8,1.317,0.11289167717958332,0.053509806491067145,183.84,74,29986576,0.9200000000000002,2.1999999999999997,0.3999999999999999,1.25,64.79529941354971,3693552.8706740765,23975.623307988673,1.348469092024958,1.8454403491424867,53.53767843882408,894571.8974358975,18407.104355043026,1.3785327392652773,1.7207460795876466
de5756e4fbfa,BiBrSe,2.784,0.8624219992836764,0.8974579393343975,208.9804,83,47458321,0.94,2.5100000000000002,0.4500000000000002,1.3,102.87522690027072,9778585.507284878,3491885.444714098,1.2319819019821638,2.5524037326335156,156.35710858405992,28764561.79239838,28395745.531683646,1.4173584673953088,2.2994332555569197
df0019ec24b5,ISbSe,2.431,0.8150698723330596,0.8569297123477697,126.90447,53,7890481,0.6100000000000003,2.42,0.30000000000000004,1.3333333333333333,102.76493598255331,4507463.759789192,3293822.390666683,1.2892507756937044,2.486860289181938,116.70793072120276,6248317.798092369,5640329.583825605,1.3920268655837473,2.284693495034737
e688959ea45b,SnTe,0.806,0.9490851585436408,0.7682974971708292,127.6,52,7311616,0.14000000000000012,2.0300000000000002,0.050000000000000044,1.4249999999999998,125.37263338513102,7045630.844070784,6717691.814323127,1.412527371287227,2.0649233603957646,122.16169802879173,6662190.984761954,5098716.214437982,1.4305866252598887,2.0143574492723104
eadd37f03ca5,GeTe,0.952,0.9491394358477947,0.7227381817700204,127.6,52,7311616,0.0900000000000003,2.0549999999999997,0.1499999999999999,1.325,110.83378369951778,5400999.490928454,5252655.661388817,1.3542406760358017,2.072544405621481,93.56767142149215,3433416.669935629,2204695.8021040754,1.3071170071547273,2.0442702042928365
eef072f845ce,CrW3Te8,1.592,0.12045847750865053,0.06823450235549244,183.84,74,29986576,0.7,2.0399999999999996,0.04999999999999982,1.3833333333333335,122.5226282331315,14969882.012110729,948452.1782006922,1.3767571366782008,2.039163062283737,107.79359577880805,12161520.413370226,598744.6317206314,1.3808999476557244,1.959019666492186
f1e78a09001d,BrSbTe,1.315,0.8918512693502405,0.9135826636488846,127.6,52,7311616,0.9100000000000001,2.37,0.30000000000000004,1.3333333333333333,110.6597972593697,5280784.074147528,4577723.567374954,1.3273492948587688,2.3743483371596312,114.98478626627629,5854068.145309949,5313861.377873412,1.3726518302669533,2.2527614912934872
f4f45fcade85,BiBrTe,0.498,0.9527970027723689,0.9310224290380533,208.9804,83,47458321,0.94,2.36,0.4500000000000002,1.3833333333333335,133.90827011079605,13302570.516179554,11476078.703971129,1.3939282687146033,2.225915694667757,166.29185907832886,28231941.854533315,27319764.702132553,1.4813538650402083,2.1460728146787384
f705a30af945,ClSbSe,1.483,0.8282518682473704,0.9070105467726777,121.76,51,6765201,1.1100000000000003,2.5866666666666664,0.44999999999999996,1.2,73.62901486919098,2108604.2722106506,995936.9904032769,1.1652497894547194,2.6468247768139728,88.08195913917973,3418339.5736593623,3126743.9953180305,1.2475384423886027,2.4654957796700527
fba4cc0df459,AsClTe,0.634,0.9295310488553029,0.9400126636804658,127.6,52,7311616,1.06,2.48,0.3999999999999999,1.1833333333333333,82.05436490809412,3217354.731664974,3072099.616654106,1.196710635829505,2.486303701362792,79.08945545867363,2593493.4918237817,2211852.306151288,1.1796539003252462,2.4171719944308556
