uid,Formula,alpha_R,heavy1_el,heavy2_el,heavy1_mass,heavy2_mass,n_elements,D_wm_h1_VBM,D_wm_h1_CBM,D_wm_h2_VBM,D_wm_h2_CBM
52a5e2b280d4,ZrTi3Se8,1.091,Zr,Se,91.224,78.96,3,3.9173746615867167,9.634778716971491,57.076815852341014,10.348505972278407
548aa830244c,Cr2W2Se8,1.39,W,Se,183.84,78.96,3,44.67291019225704,9.823715185491256,9.565867790360809,6.832924307060057
5974b6403c31,Cr2W2S8,1.592,W,Cr,183.84,51.9961,3,44.143216523555346,8.594514404613019,32.862082230989394,44.99656966564474
5b94060698bc,ISSb,2.844,I,Sb,126.90447,121.76,3,42.90514515529244,34.34731788711424,25.08651511214419,73.85327976697157
5c3fe56a1a89,MoW3Te8,2.045,W,Te,183.84,127.6,3,111.29912209269733,104.99650307320383,19.548195895278965,17.07832243101487
5d1a32a28ffa,P2Sb2Se6,2.546,Sb,Se,121.76,78.96,3,19.123295603394414,32.993570632245486,60.28936344068655,39.83622571390395
5d829e480507,AsISe,1.626,I,Se,126.90447,78.96,3,58.0023255644977,37.19700149993747,31.363689846391637,11.761342999760243
5e4ff1f56b4a,PbS,1.241,Pb,S,207.2,32.065,2,48.31676463097845,144.58398899587343,24.58779412214129,9.69006946354883
60065d3bbcf2,Cr2Mo2Se8,1.173,Mo,Se,95.94,78.96,3,26.400492617360786,7.88464965347116,9.196228563861483,5.343689651121814
62bb754c4cb2,Cr2W2Te8,1.535,W,Te,183.84,127.6,3,42.77906674977165,16.40389099403063,16.583939518151766,5.470936932260578
644f7c1c85c7,CrMo3S8,1.46,Mo,Cr,95.94,51.9961,3,48.361868287025366,34.30468990223151,17.824087933034136,28.299243171132172
6523c349753c,WCr3Te8,0.99,W,Te,183.84,127.6,3,18.194919087916773,4.927649111148032,15.482061333501218,4.345904635321482
671e6de2497a,AsBrTe,0.694,Te,Br,127.6,79.904,3,41.141138386281206,37.00112097091327,41.10005197227712,19.620786027640424
6e2a4c6f4f57,SeTeW,1.394,W,Te,183.84,127.6,3,150.49254367446878,162.4805482062354,12.311554920912032,8.757164353868776
70cbc0e44d36,BiISe,2.089,Bi,I,208.9804,126.90447,3,28.15636981340608,117.03487180756608,49.5941025271733,26.455788450734545
70e7ab872359,HfZr3Se8,0.95,Hf,Zr,178.49,91.224,3,8.216390150339885,29.486391632771646,8.359991425267253,57.827934563983376
72b286460831,Cr2Mo2S8,1.344,Mo,Cr,95.94,51.9961,3,25.064328688751498,6.87721431076815,31.495776730952596,43.917341986437506
75ee10091f43,STeW,3.947,W,Te,183.84,127.6,3,137.26863301852546,156.48989114073638,5.604606160513893,14.048698461331101
7a8373382b33,S2Sn2,4.469,Sn,S,118.71,32.065,2,43.647430434782606,92.11069216510698,20.275303623188407,7.184793241730645
7fe9c5cb910c,BiClSe,0.746,Bi,Se,208.9804,78.96,3,35.51471976041384,123.5682966363812,49.15061148924584,22.876725304465495
81af2831dbb2,Hf2Zr2Se8,0.698,Hf,Zr,178.49,91.224,3,17.895855967798386,66.29510922610072,6.393981799089953,39.28471203705347
82b85dfd7723,P2Sb2Te6,2.596,Te,Sb,127.6,121.76,3,97.98898660501916,76.13846132385454,14.724623623171128,18.050616556572347
846b50801a93,Ti2Zr2Se8,1.767,Zr,Se,91.224,78.96,3,7.014656335985884,22.10190801546541,61.30451061748236,11.837848692942465
899032b4ad0c,MoCr3Te8,1.409,Te,Mo,127.6,95.94,3,13.391010858882476,6.764945288417848,10.397313804923655,4.273452049074631
916afba26723,STeW,3.622,W,Te,183.84,127.6,3,143.79509868329657,134.76183624091385,15.6542132089795,22.65983956383588
961c37d6e527,MoCr3Se8,0.977,Mo,Se,95.94,78.96,3,11.173120255253604,2.472884128758901,8.196584882825395,3.6057764962043204
968a6902b7f5,BiClTe,1.175,Bi,Te,208.9804,127.6,3,52.74653096077362,114.71578312018619,87.12903778157268,47.30099664084673
988b11badabb,Cr2Mo2Te8,1.105,Te,Mo,127.6,95.94,3,18.462519414697944,5.566666666666667,24.235313496280547,10.745630877742943
99fd027b1d0b,BiClS,0.461,Bi,Cl,208.9804,35.453,3,38.243881521171375,132.48052527823128,10.167147887917237,4.892923889703481
9c2979187585,WMo3S8,1.816,W,Mo,183.84,95.94,3,34.399140970761096,19.64209665326154,60.47498512660524,71.20133051598391
a0dbdc6630fa,PbSe,1.603,Pb,Se,207.2,78.96,2,41.39144005333782,134.06078236389425,63.18650527697126,27.871972126191647
a148361e5e9a,TiZr3Se8,1.321,Zr,Se,91.224,78.96,3,9.988568378118998,40.7711664826919,65.32718090211131,12.855593287608368
a1d716aad84d,Mo2W2Se8,1.784,W,Mo,183.84,95.94,3,67.68135516657256,42.55050445103856,44.53002823263692,59.03014540059347
a7233837cfe9,CrMo3Se8,1.311,Mo,Se,95.94,78.96,3,46.7735155193893,36.902513195981605,11.462981949267101,6.000762812872466
a80866a2c6b4,BiClSe,3.032,Bi,Se,208.9804,78.96,3,43.92181153628929,131.0640569660934,48.77059535021081,20.778438932590554
a84d988e38ac,BiITe,0.467,Bi,Te,208.9804,127.6,3,15.632719607940695,110.24006922492835,52.388437235683355,45.08847922598778
a9f87eba4b96,CrW3S8,1.909,W,Cr,183.84,51.9961,3,87.04176546189774,58.43977241723507,19.254253136265323,28.419229236399932
aa9a981d89aa, ,4.457,Bi,Se,208.9804,78.96,3,19.877066552493357,75.37428893146456,59.30126295748332,39.21255812856052
acdcd16c0d76,BiIS,1.858,Bi,I,208.9804,126.90447,3,23.637759099413053,123.64640163756309,72.02065654721015,29.083229764521796
b13beafa16aa,AsIS,2.033,I,As,126.90447,74.9216,3,67.07329145442867,37.55643503644882,11.142116635634057,43.46161915254259
b8fb10416122,ZrHf3Se8,0.725,Hf,Zr,178.49,91.224,3,26.14491990109396,102.80470542635659,3.2119105050202306,21.00273488372093
badda86cab42,BiClTe,1.458,Bi,Te,208.9804,127.6,3,38.478045630420276,109.36048064202889,95.4063242161441,46.54444507911121
c04fc052f2ca,Mo2W2Te8,1.645,W,Te,183.84,127.6,3,69.40917701536519,49.06511270100894,19.753693959166494,19.61897012554213
c55716558616,HfTi3Se8,1.191,Hf,Se,178.49,78.96,3,12.109432837515612,16.769728225768073,54.930211574126645,9.975417604307596
c798e725e2fb,WCr3Se8,1.16,W,Se,183.84,78.96,3,18.922169262525802,3.359108082997833,8.149371364233442,4.0375265820171355
c96ef4fc869c,BiClS,1.181,Bi,Cl,208.9804,35.453,3,40.84355063450568,140.62965670379535,6.902095320426039,4.714894618329635
cce78d90e899,Hf2Ti2Se8,1.409,Hf,Se,178.49,78.96,3,20.586101933704768,37.71295735687316,58.45293940407178,10.883583339188705
cf7927ab6730,Bi2P2Te6,1.814,Bi,Te,208.9804,127.6,3,19.278304034427194,55.22913632537323,98.50909850787615,71.97789987676146
d59c96fdfda1,SeSn,0.873,Sn,Se,118.71,78.96,2,38.07593007399393,66.65881594904775,53.63378115876874,34.621864145086256
da5fd2bb47af,ClSbTe,2.891,Te,Sb,127.6,121.76,3,57.42129459986344,43.841068239810625,36.52322319888471,71.34719399177241
dc4259e69783,WCr3S8,1.317,W,Cr,183.84,51.9961,3,21.029806675986222,3.5735290263399295,40.093143356404916,48.32119108461101
de5756e4fbfa,BiBrSe,2.784,Bi,Br,208.9804,79.904,3,38.07246815331866,124.16150991035244,19.286135167629787,12.535596217610216
df0019ec24b5,ISbSe,2.431,I,Sb,126.90447,121.76,3,40.70860431679369,33.269437539763565,23.968620168563326,71.630006569779
e688959ea45b,SnTe,0.806,Te,Sn,127.6,118.71,2,95.63014847499659,49.54293233676343,29.742484910134444,72.6187656920283
eadd37f03ca5,GeTe,0.952,Te,Ge,127.6,72.64,2,88.6740684144554,48.58753408628816,22.159715285062376,44.980137335203985
eef072f845ce,CrW3Te8,1.592,W,Te,183.84,127.6,3,85.45935986159171,70.2270724594332,15.591262975778548,9.169490764974205
f1e78a09001d,BrSbTe,1.315,Te,Sb,127.6,121.76,3,59.85753874454083,39.988530819927746,24.381852631553066,58.568343895585606
f4f45fcade85,BiBrTe,0.498,Bi,Te,208.9804,127.6,3,36.10031199573505,112.0279684983559,84.82492466758589,45.998624952395254
f705a30af945,ClSbSe,1.483,Sb,Se,121.76,78.96,3,26.86170820161531,52.788390504518425,34.728935959382895,27.60619120878827
fba4cc0df459,AsClTe,0.634,Te,As,127.6,74.9216,3,50.23057696691758,35.39756609990533,19.603492426717978,34.308969796975354
