uid,Formula,alpha_R,heavy1_el,heavy2_el,heavy1_mass,heavy2_mass,n_elements,D_wm_h1_VBM,D_wm_h1_CBM,D_wm_h2_VBM,D_wm_h2_CBM
5b94060698bc,ISSb,2.844,I,Sb,126.90447,121.76,3,58.153451914596744,32.53866829852441,22.058937996685707,70.31905180856268
5c3fe56a1a89,MoW3Te8,2.045,W,Te,183.84,127.6,3,98.1112458368047,106.27339798711363,34.98372133857181,20.062976456747908
5d1a32a28ffa,P2Sb2Se6,2.546,Sb,Se,121.76,78.96,3,17.219601135600843,27.874913506315465,60.58583070391175,42.02598338054247
5d829e480507,AsISe,1.626,I,Se,126.90447,78.96,3,65.36550608658015,32.6257217456594,28.084742897738927,16.89697200006487
5e4ff1f56b4a,PbS,1.241,Pb,S,207.2,32.065,2,52.96447605087998,121.21975760584947,23.868542835079793,13.305774480542643
60065d3bbcf2,Cr2Mo2Se8,1.173,Mo,Se,95.94,78.96,3,26.75788690490317,15.491183582348068,12.962377864247253,9.695020613784276
62bb754c4cb2,Cr2W2Te8,1.535,W,Te,183.84,127.6,3,50.50784336223963,38.46714309844449,27.157685653255875,13.549527816593217
644f7c1c85c7,CrMo3S8,1.46,Mo,Cr,95.94,51.9961,3,49.479670795533984,31.971261690319192,16.057648278058057,27.267040148304385
6523c349753c,WCr3Te8,0.99,W,Te,183.84,127.6,3,22.835846392276437,9.973199627432239,23.09543532267319,12.166494740991798
671e6de2497a,AsBrTe,0.694,Te,Br,127.6,79.904,3,40.12919893942077,38.98277607694456,43.61372383765842,14.726718792677367
6e2a4c6f4f57,SeTeW,1.394,W,Te,183.84,127.6,3,136.66612949651878,154.06653406999723,12.284551083771866,13.001324204323204
70cbc0e44d36,BiISe,2.089,Bi,I,208.9804,126.90447,3,23.73268476634031,113.23780049436313,63.10247679372929,24.103015746493206
70e7ab872359,HfZr3Se8,0.95,Hf,Zr,178.49,91.224,3,9.550906868807,31.46002721250552,11.405889925323022,57.752862993890865
72b286460831,Cr2Mo2S8,1.344,Mo,Cr,95.94,51.9961,3,29.254789176147128,13.691126745382919,27.455592141344145,37.61318647345078
75ee10091f43,STeW,3.947,W,Te,183.84,127.6,3,133.16875474755045,151.4777669101739,12.454513091368394,16.88390928769311
7a8373382b33,S2Sn2,4.469,Sn,S,118.71,32.065,2,51.34533136598921,90.65784955836595,18.196007916347032,7.577223518751539
7fe9c5cb910c,BiClSe,0.746,Bi,Se,208.9804,78.96,3,31.1421499574289,104.39178773834858,43.47636115717999,27.67826294819969
81af2831dbb2,Hf2Zr2Se8,0.698,Hf,Zr,178.49,91.224,3,19.569597858142394,65.1172887982838,8.247971490784082,40.45498869897496
82b85dfd7723,P2Sb2Te6,2.596,Te,Sb,127.6,121.76,3,99.88169936064027,74.15221803535036,16.175522323066986,21.742688088446595
846b50801a93,Ti2Zr2Se8,1.767,Zr,Se,91.224,78.96,3,8.243730673316707,23.917570494223224,59.18763533156059,11.247274720295817
899032b4ad0c,MoCr3Te8,1.409,Te,Mo,127.6,95.94,3,24.07254764102779,13.555944937403886,13.76811279404931,13.138263513913492
916afba26723,STeW,3.622,W,Te,183.84,127.6,3,142.30899862381355,115.58592585609959,13.40365439238759,31.232493889637823
961c37d6e527,MoCr3Se8,0.977,Mo,Se,95.94,78.96,3,13.54546491505344,4.09680700177896,12.818586827064738,9.251344327593296
968a6902b7f5,BiClTe,1.175,Bi,Te,208.9804,127.6,3,50.7942899515313,108.98663393664455,74.11362047865445,50.095916073728226
988b11badabb,Cr2Mo2Te8,1.105,Te,Mo,127.6,95.94,3,26.45257650356993,13.82356784271453,27.827712016736502,25.238602692073506
99fd027b1d0b,BiClS,0.461,Bi,Cl,208.9804,35.453,3,27.009791028825845,110.0719455609774,13.303469407058587,5.709166499604798
9c2979187585,WMo3S8,1.816,W,Mo,183.84,95.94,3,32.99348367332776,22.155044281374547,59.795043214639485,65.33151209051154
a0dbdc6630fa,PbSe,1.603,Pb,Se,207.2,78.96,2,46.17103662680802,114.20161185798571,61.36509144762181,35.43992629195678
a148361e5e9a,TiZr3Se8,1.321,Zr,Se,91.224,78.96,3,11.679787946862344,42.98909824471921,62.470743153088755,12.480285573038028
a1d716aad84d,Mo2W2Se8,1.784,W,Mo,183.84,95.94,3,69.08001156726465,54.5145930961691,39.86394393865361,48.54428866969091
a7233837cfe9,CrMo3Se8,1.311,Mo,Se,95.94,78.96,3,47.63346631286236,37.40462818301714,15.745790152850729,11.967291802182979
a80866a2c6b4,BiClSe,3.032,Bi,Se,208.9804,78.96,3,42.18359251195846,123.05081925378776,44.95026894582265,24.29379955515101
a84d988e38ac,BiITe,0.467,Bi,Te,208.9804,127.6,3,20.699183850888183,101.92047937447494,49.08015320090464,44.892451741739
a9f87eba4b96,CrW3S8,1.909,W,Cr,183.84,51.9961,3,90.01565197078794,59.506100132562715,17.030584979892488,26.708112866217725
aa9a981d89aa, ,4.457,Bi,Se,208.9804,78.96,3,24.031135134537426,67.70780327126704,60.754313574121845,40.059130789757106
acdcd16c0d76,BiIS,1.858,Bi,I,208.9804,126.90447,3,24.011427237526668,120.8064362280653,67.47312081359591,26.391772643725627
b13beafa16aa,AsIS,2.033,I,As,126.90447,74.9216,3,69.74639183735694,33.925860883921196,10.344410639183055,41.60897419077658
b8fb10416122,ZrHf3Se8,0.725,Hf,Zr,178.49,91.224,3,28.966851622031218,102.974453943647,4.092486388630741,21.16967055728909
badda86cab42,BiClTe,1.458,Bi,Te,208.9804,127.6,3,43.68495376818877,102.68248650479048,81.98852169822418,47.09718027314599
c04fc052f2ca,Mo2W2Te8,1.645,W,Te,183.84,127.6,3,62.31359565452036,67.96144792689245,36.07041065149669,19.711238088338746
c55716558616,HfTi3Se8,1.191,Hf,Se,178.49,78.96,3,10.201513255653886,17.561792463505874,56.04498157362555,9.700008236458181
c798e725e2fb,WCr3Se8,1.16,W,Se,183.84,78.96,3,22.84886012501604,5.391957666124632,12.038676427483193,9.54722340122555
c96ef4fc869c,BiClS,1.181,Bi,Cl,208.9804,35.453,3,42.78269775050723,133.63912016019495,9.057954979018712,4.5239261633566
cce78d90e899,Hf2Ti2Se8,1.409,Hf,Se,178.49,78.96,3,20.954581045534646,40.07639315008048,57.417021918755964,10.93165394798318
cf7927ab6730,Bi2P2Te6,1.814,Bi,Te,208.9804,127.6,3,20.575710560594157,45.790890378377256,100.3741302311808,72.7102793897356
d59c96fdfda1,SeSn,0.873,Sn,Se,118.71,78.96,2,41.05228069151233,67.1002084771202,51.65406045487478,34.32827174329533
da5fd2bb47af,ClSbTe,2.891,Te,Sb,127.6,121.76,3,57.64389791962662,43.18150957886729,32.93612210014398,68.02419862626043
dc4259e69783,WCr3S8,1.317,W,Cr,183.84,51.9961,3,21.983041579395067,3.6835824418316974,38.920394666016364,45.494665549562136
de5756e4fbfa,BiBrSe,2.784,Bi,Br,208.9804,79.904,3,36.4915451293323,118.1604114079056,23.188156181443542,11.70612322916363
df0019ec24b5,ISbSe,2.431,I,Sb,126.90447,121.76,3,55.45737901968278,29.64923818949454,20.973479389137744,67.87768464886335
e688959ea45b,SnTe,0.806,Te,Sn,127.6,118.71,2,84.89234087722188,53.48671251674185,39.73218036414568,68.94975201518476
eadd37f03ca5,GeTe,0.952,Te,Ge,127.6,72.64,2,81.47195659733019,53.903069738900186,26.259726275626466,41.95411453108379
eef072f845ce,CrW3Te8,1.592,W,Te,183.84,127.6,3,83.9806404765379,74.68940341795408,28.350322870442685,16.40725188634551
f1e78a09001d,BrSbTe,1.315,Te,Sb,127.6,121.76,3,53.26665527579405,40.91593749978474,22.36312056460134,59.84626247562225
f4f45fcade85,BiBrTe,0.498,Bi,Te,208.9804,127.6,3,34.538379249434065,101.19036962708476,66.53378920473635,45.746909709692574
f705a30af945,ClSbSe,1.483,Sb,Se,121.76,78.96,3,24.566754983227042,58.72629442950781,36.42313114606379,26.492202434450267
fba4cc0df459,AsClTe,0.634,Te,As,127.6,74.9216,3,47.358207609812816,39.07338457175954,14.056349542896276,38.941262982072296
