csv,combo,n_features,LOO_R2,KFold_R2,LOO_MAE
desc_E_enhanced_w05_w10.csv,max_mass + max_Z,6,0.4517694849886752,0.42581899947682533,0.5013578474642051
desc_E_enhanced_w05_w10.csv,X_mean + X_diff,6,0.4516802168776364,0.4010180296381285,0.530513973944115
desc_E_enhanced_w10.csv,max_mass + max_Z + X_mean,5,0.4514539640687444,0.42620682189265313,0.5333402492205301
desc_E_enhanced_w10.csv,max_mass + max_Z4 + X_mean,5,0.4514539640687444,0.42620682189265313,0.5333402492205301
desc_E_enhanced_w05_w10.csv,max_mass + max_Z + X_diff,7,0.45043070470188784,0.4550206406259817,0.5082993877487954
desc_E_enhanced_w05_w10.csv,max_mass + max_Z4 + X_diff,7,0.45043070470188784,0.4550206406259817,0.5082993877487954
desc_E_enhanced_w05_w10.csv,max_mass + X_mean + radius_diff,7,0.4496171553064837,0.3687591689583706,0.5328058282052629
desc_E_enhanced_w05.csv,max_mass + Wr + radius_diff,6,0.4496103923411541,0.43652491324334186,0.5177002802810283
desc_E_enhanced_w05_w10.csv,max_Z4 + max_Z + X_diff,7,0.44891206575040454,0.45686081233940445,0.5117942489999714
desc_E_enhanced_w05_w10.csv,max_Z4 + max_Z,6,0.4484429439752259,0.4346045501786422,0.5022134685275531
desc_E_enhanced_w10.csv,max_Z + X_mean,4,0.4477387289017526,0.419115982930243,0.5340919288336629
desc_E_enhanced_w10.csv,max_Z4 + X_mean,4,0.4477387289017526,0.419115982930243,0.5340919288336629
desc_E_enhanced_w05.csv,radius_mean + max_Z4 + X_mean,5,0.44661772149584655,0.4736158563210304,0.5172923252076814
desc_E_enhanced_w05.csv,radius_mean + max_Z + X_mean,5,0.44661772149584655,0.4736158563210304,0.5172923252076814
desc_E_enhanced_w05.csv,radius_mean + Wr + X_mean,6,0.44623091666121595,0.4665443004123577,0.5037640935098283
desc_E_enhanced_w05_w10.csv,Wr + max_Z4 + max_Z,10,0.4459515388631071,0.38332665597715143,0.49876536395814686
desc_E_enhanced_w05_w10.csv,max_Z4 + max_Z + X_mean,7,0.44502261030868173,0.3968639910292293,0.5298534880888582
desc_E_enhanced_w05_w10.csv,Wr + X_mean,9,0.44501691649168296,0.40258057278696724,0.501622372111889
desc_E_enhanced_w10.csv,Wr + X_mean,5,0.4442718977860214,0.3653239922652016,0.5205321409870881
desc_E_enhanced_w05_w10.csv,Wr + X_diff + radius_diff,10,0.44271226947195197,0.43103388080968696,0.5018892389547946
desc_E_enhanced_w10.csv,max_Z4 + X_diff + radius_diff,5,0.4423202140905865,0.435917116377164,0.5224893511618027
desc_E_enhanced_w10.csv,max_Z + X_diff + radius_diff,5,0.4423202140905865,0.435917116377164,0.5224893511618027
desc_E_enhanced_w05_w10.csv,Wr + max_Z4 + X_diff,10,0.44183901129024294,0.4167357738666335,0.5030832302209103
desc_E_enhanced_w05_w10.csv,Wr + max_Z + X_diff,10,0.44183901129024294,0.4167357738666335,0.5030832302209103
desc_E_enhanced_w10.csv,max_Z4 + max_Z + X_mean,5,0.4407156883286124,0.4249396974168206,0.5383252210713396
desc_E_enhanced_w05.csv,radius_mean + Wr + max_Z,6,0.4403734540771461,0.4839136980740022,0.5178518266966848
desc_E_enhanced_w05.csv,radius_mean + Wr + max_Z4,6,0.4403734540771461,0.4839136980740022,0.5178518266966848
desc_E_enhanced_w05.csv,Wr + max_Z4 + max_Z,6,0.4401951345546763,0.45078624100230424,0.5168771845499676
desc_E_enhanced_w05_w10.csv,max_mass + radius_diff,6,0.439848223630366,0.4040041777079403,0.5113877453515024
desc_E_enhanced_w05.csv,Wr + max_Z4 + radius_diff,6,0.4390460579813742,0.433084162159865,0.5183204911838878
desc_E_enhanced_w05.csv,Wr + max_Z + radius_diff,6,0.4390460579813742,0.433084162159865,0.5183204911838878
desc_E_enhanced_w05_w10.csv,max_Z + X_mean + radius_diff,7,0.4388610154956125,0.3601797522505572,0.5365744018699184
desc_E_enhanced_w05_w10.csv,max_Z4 + X_mean + radius_diff,7,0.4388610154956125,0.3601797522505572,0.5365744018699184
desc_E_enhanced_w05.csv,radius_mean + X_mean + X_diff,5,0.43772365307567895,0.4867696504861885,0.5200895613179063
desc_E_enhanced_w05_w10.csv,max_Z + X_diff + radius_diff,7,0.4375835026915609,0.3930334796215743,0.5211083276970219
desc_E_enhanced_w05_w10.csv,max_Z4 + X_diff + radius_diff,7,0.4375835026915609,0.3930334796215743,0.5211083276970219
desc_E_enhanced_w10.csv,max_mass + X_diff + radius_diff,5,0.4366697583010042,0.44127628970986155,0.525334979442635
desc_E_enhanced_w05.csv,Wr + radius_diff,5,0.4366644061166022,0.46670488505318397,0.5178897314842301
desc_E_enhanced_w05_w10.csv,max_Z + radius_diff,6,0.43639411874126144,0.40502896671821553,0.5177318076942907
desc_E_enhanced_w05_w10.csv,max_Z4 + radius_diff,6,0.43639411874126144,0.40502896671821553,0.5177318076942907
desc_E_enhanced_w10.csv,Wr + X_diff + radius_diff,6,0.4362064915948437,0.3860213804313831,0.5218310342461173
desc_E_enhanced_w10.csv,max_mass + X_diff,4,0.4361551092909668,0.43581644432497335,0.5288561828449518
desc_E_enhanced_w05_w10.csv,max_Z + X_mean + X_diff,7,0.4359273092193141,0.42449970391780323,0.5321356214658178
desc_E_enhanced_w05_w10.csv,max_Z4 + X_mean + X_diff,7,0.4359273092193141,0.42449970391780323,0.5321356214658178
desc_E_enhanced_w05_w10.csv,max_mass + X_diff + radius_diff,7,0.4355633566579027,0.3966622782053151,0.5202446945411991
desc_E_enhanced_w05_w10.csv,max_mass + X_diff,6,0.4355337223524276,0.45411132495973905,0.5143692936849114
desc_E_enhanced_w05_w10.csv,Wr + X_mean + radius_diff,10,0.43497111020101276,0.41099725235724427,0.5077247568140126
desc_E_enhanced_w05_w10.csv,max_mass + Wr + X_diff,10,0.4346079742765018,0.43156156526552514,0.5131798621042811
desc_E_enhanced_w10.csv,Wr + X_diff,5,0.4341327135466979,0.4058274617711254,0.5217557968996992
desc_E_enhanced_w05_w10.csv,max_mass + X_mean + X_diff,7,0.43387211704158146,0.4195476403536138,0.5315876692954941
desc_E_enhanced_w05_w10.csv,max_Z + X_diff,6,0.4338421076619047,0.4539840041246447,0.5156145169518211
desc_E_enhanced_w05_w10.csv,max_Z4 + X_diff,6,0.4338421076619047,0.4539840041246447,0.5156145169518211
desc_E_enhanced_w10.csv,Wr + X_mean + radius_diff,6,0.43371308453592283,0.3760707105263169,0.5284994889172642
desc_E_enhanced_w10.csv,max_Z + X_diff,4,0.43010223661726243,0.44044605371461876,0.5264815217124091
desc_E_enhanced_w10.csv,max_Z4 + X_diff,4,0.43010223661726243,0.44044605371461876,0.5264815217124091
desc_E_enhanced_w10.csv,max_Z4 + X_mean + radius_diff,5,0.4295816531489559,0.3948027182228534,0.5387944495124047
desc_E_enhanced_w10.csv,max_Z + X_mean + radius_diff,5,0.4295816531489559,0.3948027182228534,0.5387944495124047
desc_E_enhanced_w10.csv,max_mass + X_mean + radius_diff,5,0.4295718796585708,0.39633159223155656,0.5379294904410237
desc_E_enhanced_w05.csv,max_mass + Wr + max_Z4,6,0.4289892702391991,0.4467571883695991,0.5247375164224645
desc_E_enhanced_w05.csv,max_mass + Wr + max_Z,6,0.4289892702391991,0.4467571883695991,0.5247375164224645
desc_E_enhanced_w05_w10.csv,Wr + max_Z + X_mean,10,0.428163792636748,0.39427993998930955,0.5123213768294365
desc_E_enhanced_w05_w10.csv,Wr + max_Z4 + X_mean,10,0.428163792636748,0.39427993998930955,0.5123213768294365
desc_E_enhanced_w05.csv,Wr + max_Z4 + X_diff,6,0.42666893544387763,0.4250505837370048,0.5058289466626718
desc_E_enhanced_w05.csv,Wr + max_Z + X_diff,6,0.42666893544387763,0.4250505837370048,0.5058289466626718
desc_E_enhanced_w05_w10.csv,Wr + X_mean + X_diff,10,0.4262588879503445,0.43476572309683226,0.5064260063412214
desc_E_enhanced_w05.csv,max_mass + max_Z4 + max_Z,5,0.4262120442780839,0.4366898908045467,0.5074342591593966
desc_E_enhanced_w05.csv,max_mass + Wr,5,0.4243078917921701,0.4552936623952871,0.5165222112289584
desc_E_enhanced_w10.csv,max_Z4 + max_Z + X_diff,5,0.4238343862448868,0.46208281566397913,0.5235020066174594
desc_E_enhanced_w05.csv,Wr + X_diff + radius_diff,6,0.42373481590396056,0.47066205692060614,0.5116307951946452
desc_E_enhanced_w05.csv,Wr + max_Z4,5,0.4234978045134472,0.4727096144653612,0.521860083175428
desc_E_enhanced_w05.csv,Wr + max_Z,5,0.4234978045134472,0.4727096144653612,0.521860083175428
desc_E_enhanced_w10.csv,X_mean + radius_diff,4,0.42091606453134056,0.38584832007624037,0.5414865248227361
desc_E_enhanced_w10.csv,max_mass + max_Z + X_diff,5,0.41892276377061877,0.460110680818265,0.5255791152992634
desc_E_enhanced_w10.csv,max_mass + max_Z4 + X_diff,5,0.41892276377061877,0.460110680818265,0.5255791152992634
desc_E_enhanced_w05.csv,Wr + X_mean + radius_diff,6,0.41876657754007873,0.4296153810250719,0.5157262925957189
desc_E_enhanced_w05.csv,Wr + X_mean + X_diff,6,0.4180285940118732,0.38596838122410904,0.506873803721534
desc_E_enhanced_w05_w10.csv,X_diff + radius_diff,6,0.41616667356716563,0.4070790703301401,0.5368490756930727
desc_E_enhanced_w10.csv,Wr + max_Z + X_diff,6,0.41616331967685827,0.3913507746101961,0.5260168623587098
desc_E_enhanced_w10.csv,Wr + max_Z4 + X_diff,6,0.41616331967685827,0.3913507746101961,0.5260168623587098
desc_E_enhanced_w05_w10.csv,max_mass + Wr + X_mean,10,0.4160523361281926,0.4108766010587327,0.5156392568434128
desc_E_enhanced_w10.csv,max_mass + Wr + X_mean,6,0.4158240162445904,0.37485814703258635,0.5370076241589556
desc_E_enhanced_w10.csv,Wr + max_Z + X_mean,6,0.4154783615818657,0.3717069855089913,0.5289121897967175
desc_E_enhanced_w10.csv,Wr + max_Z4 + X_mean,6,0.4154783615818657,0.3717069855089913,0.5289121897967175
desc_E_enhanced_w05.csv,max_mass + Wr + X_diff,6,0.4145185644263153,0.43717373560597084,0.5159254754625185
desc_E_enhanced_w05.csv,max_Z4 + X_diff + radius_diff,5,0.410407124790657,0.4271146273537666,0.5267318831983239
desc_E_enhanced_w05.csv,max_Z + X_diff + radius_diff,5,0.410407124790657,0.4271146273537666,0.5267318831983239
desc_E_enhanced_w05.csv,max_Z4 + max_Z + X_mean,5,0.409509819563627,0.4268890202317328,0.5436921962294916
desc_E_enhanced_w05.csv,max_mass + Wr + X_mean,6,0.40755089951605916,0.43483228328536994,0.5280061783453431
desc_E_enhanced_w05.csv,Wr + max_Z4 + X_mean,6,0.40749957614244803,0.4019313730611803,0.521166927530308
desc_E_enhanced_w05.csv,Wr + max_Z + X_mean,6,0.40749957614244803,0.4019313730611803,0.521166927530308
desc_E_enhanced_w05.csv,max_mass + max_Z + X_diff,5,0.40572082773253193,0.4600225871343997,0.5330837174666049
desc_E_enhanced_w05.csv,max_mass + max_Z4 + X_diff,5,0.40572082773253193,0.4600225871343997,0.5330837174666049
desc_E_enhanced_w10.csv,max_mass + Wr + X_diff,6,0.4052302118034381,0.4242486629275206,0.532414645782625
desc_E_enhanced_w05.csv,X_diff + radius_diff,4,0.4052026978395272,0.41378152858663253,0.5367060473904466
desc_E_enhanced_w05.csv,max_Z4 + max_Z + X_diff,5,0.402495182987064,0.445794519847574,0.5380709702607358
desc_E_enhanced_w10.csv,max_mass + X_mean + X_diff,5,0.40136514109899746,0.40566607894743445,0.5524787473196935
desc_E_enhanced_w10.csv,max_Z4 + X_mean + X_diff,5,0.4009455637294772,0.3921761341826747,0.5546819603226402
desc_E_enhanced_w10.csv,max_Z + X_mean + X_diff,5,0.4009455637294772,0.3921761341826747,0.5546819603226402
desc_E_enhanced_w05.csv,max_Z4 + max_Z,4,0.4000387560181554,0.44730202605092195,0.5177894538388109
desc_E_enhanced_w05.csv,max_mass + X_diff + radius_diff,5,0.39981950417980316,0.4314944726026825,0.5328945013441221
desc_E_enhanced_w05.csv,Wr + X_mean,5,0.3998048664505115,0.4481215374253469,0.5201587499560733
desc_E_enhanced_w05.csv,max_Z4 + X_mean,4,0.3988695084048488,0.4214476094912062,0.5520739742433182
desc_E_enhanced_w05.csv,max_Z + X_mean,4,0.3988695084048488,0.4214476094912062,0.5520739742433182
desc_E_enhanced_w05.csv,max_Z4 + max_Z + radius_diff,5,0.39805155534369185,0.4109147653431817,0.5289868379843357
desc_E_enhanced_w05.csv,max_mass + max_Z4 + X_mean,5,0.39772175776921725,0.42035080488789756,0.5499601526597535
desc_E_enhanced_w05.csv,max_mass + max_Z + X_mean,5,0.39772175776921725,0.42035080488789756,0.5499601526597535
desc_E_enhanced_w05.csv,max_mass + X_mean,4,0.3968608760530713,0.42670384192644895,0.5518063711638403
desc_E_enhanced_w10.csv,X_mean + X_diff,4,0.3968396843686569,0.3763363201046772,0.5476564693354598
desc_E_enhanced_w05.csv,max_mass + max_Z,4,0.39557414344542563,0.437838983312851,0.5177655172926008
