csv,combo,n_features,LOO_R2,KFold_R2,LOO_MAE
desc_E_enhanced_w05.csv,max_mass + max_Z4,4,0.39557414344542563,0.437838983312851,0.5177655172926008
desc_E_enhanced_w05.csv,max_mass + max_Z + radius_diff,5,0.3943942351281774,0.40744587909214025,0.5322305321789751
desc_E_enhanced_w05.csv,max_mass + max_Z4 + radius_diff,5,0.3943942351281774,0.40744587909214025,0.5322305321789751
desc_E_enhanced_w05.csv,Wr + X_diff,5,0.3942735697334987,0.4574300114368227,0.5190312047919842
desc_E_enhanced_w05.csv,max_mass + X_diff,4,0.3936588091944816,0.44755516910065674,0.5356056896604674
desc_E_enhanced_w05.csv,max_Z + X_mean + radius_diff,5,0.39144906947565694,0.3997916323409949,0.5462529377937317
desc_E_enhanced_w05.csv,max_Z4 + X_mean + radius_diff,5,0.39144906947565694,0.3997916323409949,0.5462529377937317
desc_E_enhanced_w10.csv,X_mean + X_diff + radius_diff,5,0.3906123592295052,0.3976555541926078,0.5505574296315511
desc_E_enhanced_w05_w10.csv,X_mean + X_diff + radius_diff,7,0.3898149602963228,0.3877498600990774,0.5556089304095567
desc_E_enhanced_w05.csv,max_Z + X_diff,4,0.38961007306213036,0.44503594395384705,0.5373032911233229
desc_E_enhanced_w05.csv,max_Z4 + X_diff,4,0.38961007306213036,0.44503594395384705,0.5373032911233229
desc_E_enhanced_w05.csv,max_mass + X_mean + radius_diff,5,0.38724205759023456,0.4039858136615687,0.5462240686753784
desc_E_enhanced_w05.csv,X_mean + X_diff + radius_diff,5,0.3843195282899948,0.39007876794521945,0.5364518171994374
desc_E_enhanced_w05.csv,max_Z4 + radius_diff,4,0.3834044607197057,0.39696708910993406,0.5364147914347023
desc_E_enhanced_w05.csv,max_Z + radius_diff,4,0.3834044607197057,0.39696708910993406,0.5364147914347023
desc_E_enhanced_w05.csv,max_mass + radius_diff,4,0.3820672378942128,0.40041569983996017,0.5389423213342224
desc_E_enhanced_w05.csv,max_Z + X_mean + X_diff,5,0.3784575682512179,0.41122718196037367,0.5521067747973434
desc_E_enhanced_w05.csv,max_Z4 + X_mean + X_diff,5,0.3784575682512179,0.41122718196037367,0.5521067747973434
desc_E_enhanced_w05.csv,X_mean + radius_diff,4,0.3782676531317052,0.39487036897774963,0.5613594624490449
desc_E_enhanced_w05.csv,max_mass + X_mean + X_diff,5,0.3738468635681039,0.41491100374792056,0.5520256812981886
desc_E_enhanced_w10.csv,Wr + X_mean + X_diff,6,0.36987759194543246,0.35492669508868724,0.5383819388379955
desc_E_enhanced_w05.csv,X_mean + X_diff,4,0.36547461199676934,0.4122125749086004,0.5593790124209241
