uid,Formula,alpha_R,heavy1_el,heavy2_el,heavy1_mass,heavy2_mass,n_elements,A_WM_VBM,A_WM_CBM,B_WMp_VBM,B_WMp_CBM,C_pfrac_h1_VBM,C_pfrac_h1_CBM,C_pfrac_h2_VBM,C_pfrac_h2_CBM,D_wm_h1_VBM,D_wm_h1_CBM,D_wm_h2_VBM,D_wm_h2_CBM,E_pfrac_VBM,E_pfrac_CBM,F_ph1_VBM,F_ph1_CBM,F_ph2_VBM,F_ph2_CBM
4da5c6be60db,BrSSb,2.39,Sb,Br,121.76,79.904,3,68.5078899532752,98.55954101157256,42.611276999977534,91.14875476565149,0.07802573744574419,0.8251959625641478,0.5930453821043872,0.14920957000575383,28.694159567122053,75.78577020294581,25.56383562446425,17.816166220881104,0.7806803560540508,0.8606994436980863,3.3247763114281255,75.21558442536524,25.270421050407563,13.600266505142763
4f1ab08988cc,TiZr3Te8,1.679,Te,Zr,127.6,91.224,3,110.65561877067681,80.9145100704815,86.08757069283936,16.75936298097871,0.9772137369327313,0.9618777987597942,0.017903195594895786,0.029682340639428234,86.50976988770492,19.268667823313024,18.371331955295517,44.199486765905874,0.6849715466889554,0.13474401937250613,84.12595666021024,16.120459172760185,1.5412426164033213,0.4974571209012335
4fd8ad708fb0,AsClTe,2.895,Te,As,127.6,74.9216,3,82.17601885655887,86.22842968916646,72.49640950855168,70.46708987911208,0.6781735631485272,0.3852888215838968,0.15650746025396134,0.5579347623437614,50.405466607755365,40.678560125283795,19.594677844521417,40.62120482039698,0.8748022705579596,0.850388063665775,49.16514835188926,27.150182019969638,11.346228929714558,39.316039044758874
52a5e2b280d4,ZrTi3Se8,1.091,Zr,Se,91.224,78.96,3,72.2055369567278,56.735660566560114,57.69402109964075,8.813376320815506,0.010169633419896386,0.02246949937094965,0.966903683494216,0.9198192360947974,4.036813856742806,10.50811616107055,56.93489493903231,9.83884445933401,0.7405566209593908,0.11546536297938627,0.5867270451031138,0.19803215369650654,55.78456151683566,8.106713074828495
548aa830244c,Cr2W2Se8,1.39,W,Se,183.84,78.96,3,92.85311541556766,77.24921862795917,14.255671323249318,11.494092655014823,0.1250473528405054,0.08807611962445445,0.86309897020346,0.8914085769791361,50.48151674855705,29.672922022128784,13.626711670226767,11.633469320340245,0.16877299400649012,0.1398028194256778,1.7826339619366318,1.0123550796576488,12.304055238655483,10.245932777273104
5974b6403c31,Cr2W2S8,1.592,W,Cr,183.84,51.9961,3,85.63767579995144,65.35979824801579,7.004788032246662,5.9981777082831575,0.26755934151055083,0.16975103064840522,0.02476741628146776,0.051928752673479184,51.36974836657871,22.854439995229374,29.12125640564658,37.63595935780319,0.16812670758218465,0.157123881369535,1.874196473328904,1.0181968479933552,0.17349050115809647,0.31147788670501225
5b94060698bc,ISSb,2.844,I,Sb,126.90447,121.76,3,91.77460395709403,108.18292674928892,72.79216983116281,98.9002735474576,0.7934890944102916,0.2725969501499537,0.05149894493730596,0.693111485025984,58.153451914596744,32.53866829852441,22.058937996685707,70.31905180856268,0.8378311435722494,0.881194264676874,57.75979291948953,26.959912938033085,3.7487199460020775,68.54891546795437
5c3fe56a1a89,MoW3Te8,2.045,W,Te,183.84,127.6,3,151.53037016357382,151.73084363413517,37.26518945285599,18.459101193788065,0.09597753034891826,0.09438362679037983,0.8873177305128486,0.8899142893485199,98.1112458368047,106.27339798711363,34.98372133857181,20.062976456747908,0.28508198681466557,0.14123642572627182,3.576620851669675,1.7422369179603474,33.06606333243952,16.42701792088232
5d1a32a28ffa,P2Sb2Se6,2.546,Sb,Se,121.76,78.96,3,80.63270957558288,77.2981367763247,64.07550256148288,65.63578411272542,0.07218303597178297,0.4015027817170871,0.9129171459515968,0.5131752299567018,17.219601135600843,27.874913506315465,60.58583070391175,42.02598338054247,0.8096352520917903,0.8238161694562693,4.6251643063055905,26.352949901441445,58.49562492384318,33.6826586054363
5d829e480507,AsISe,1.626,I,Se,126.90447,78.96,3,103.13314394064152,89.15000890547961,94.8670218726421,77.94292128633074,0.684569747852024,0.3591380345775086,0.2911834570915035,0.14193834136303285,65.36550608658015,32.6257217456594,28.084742897738927,16.89697200006487,0.8922939066570377,0.8797309545139917,64.94309324282705,27.992267560002283,27.623707392851205,11.063088968371213
5e4ff1f56b4a,PbS,1.241,Pb,S,207.2,32.065,2,76.83301888595977,134.5255320863921,56.327114307172806,100.9646023269831,0.5776872242227059,0.8919540760446736,0.422312775777294,0.1080459239553264,52.96447605087998,121.21975760584947,23.868542835079793,13.305774480542643,0.8989011752508484,0.774841563510968,32.539454312585725,90.05578858178211,23.787659994587077,10.908813745200987
60065d3bbcf2,Cr2Mo2Se8,1.173,Mo,Se,95.94,78.96,3,68.67865261884646,62.40234196326588,12.969976169803097,9.440639572172763,0.07475328769871961,0.04063160179694481,0.9148159208788005,0.9324423714793793,26.75788690490317,15.491183582348068,12.962377864247253,9.695020613784276,0.16297538792694538,0.12037197657623792,0.9695483600668283,0.38358830780500314,11.865140693554517,8.802852350958844
62bb754c4cb2,Cr2W2Te8,1.535,W,Te,183.84,127.6,3,104.30975647048695,87.61163940735224,27.782113683865315,13.000097809337717,0.08945472251937533,0.08075249986811775,0.8981171396144045,0.9038087607779179,50.50784336223963,38.46714309844449,27.157685653255875,13.549527816593217,0.2157043936857912,0.10165187414584712,2.4852412705919122,1.0497903966340618,24.951592474195323,11.749602291049248
644f7c1c85c7,CrMo3S8,1.46,Mo,Cr,95.94,51.9961,3,71.16281349818914,63.802827072895205,6.841965294323769,5.535759726994817,0.1899531028849065,0.16119534710339908,0.012057217600710457,0.03377923736869721,49.479670795533984,31.971261690319192,16.057648278058057,27.267040148304385,0.18540651134918334,0.15187835832826244,1.2996525374876424,0.8923387106739472,0.08249506437017065,0.18699374183423237
6523c349753c,WCr3Te8,0.99,W,Te,183.84,127.6,3,82.05741368086576,66.35727919569194,22.646192010457685,11.429277870558936,0.04649254523846723,0.027953127720516134,0.9315077887026615,0.9415102609326782,22.835846392276437,9.973199627432239,23.09543532267319,12.166494740991798,0.18063093717315118,0.09278224941709082,1.052879106525219,0.3194840640690026,21.09510424219732,10.760782390182028
671e6de2497a,AsBrTe,0.694,Te,Br,127.6,79.904,3,94.20806967401671,91.93353614851787,88.37902756186986,81.73138723693911,0.4434135556017985,0.37773382124532623,0.4912506563183908,0.167578975902306,40.12919893942077,38.98277607694456,43.61372383765842,14.726718792677367,0.9275462117757319,0.909375314729425,39.188458851838064,30.872709216690495,43.41625529454972,13.696462172241059
6e2a4c6f4f57,SeTeW,1.394,W,Te,183.84,127.6,3,161.61025467817916,171.81034496167868,27.11579410489751,15.706402652104137,0.15689966309979847,0.11885712247915474,0.41138520230609155,0.6264859085906845,136.66612949651878,154.06653406999723,12.284551083771866,13.001324204323204,0.2588201614869204,0.13792464260116344,4.254458959741921,1.8668178237280622,11.155036443533588,9.839839936194597
70cbc0e44d36,BiISe,2.089,Bi,I,208.9804,126.90447,3,117.56575470194394,158.51876742849916,98.42216748647766,149.60845255760972,0.05104209151106982,0.7433905399077361,0.6388253467005707,0.13967471814917476,23.73268476634031,113.23780049436313,63.10247679372929,24.103015746493206,0.9060614974704904,0.9184150831842451,5.023673279562634,111.2175083215624,62.87457526757073,20.89651844371832
70e7ab872359,HfZr3Se8,0.95,Hf,Zr,178.49,91.224,3,85.81918694039848,104.26700902038199,68.48971670212956,15.636243353868839,0.04659493902473711,0.13326045771791997,0.022711519342576876,0.06857745691343632,9.550906868807,31.46002721250552,11.405889925323022,57.752862993890865,0.8422121530840236,0.1814864790882361,3.1912741735572454,2.0836929463253457,1.555505525648026,1.0722938048879453
72b286460831,Cr2Mo2S8,1.344,Mo,Cr,95.94,51.9961,3,62.06652769761668,55.59814194631415,6.692691593137599,4.940893161278502,0.20012388732743724,0.08674852063756947,0.027899703278820857,0.06771469548071753,29.254789176147128,13.691126745382919,27.455592141344145,37.61318647345078,0.17868054483987267,0.14119076745652373,1.3393674583023554,0.42861517236919394,0.18672410958519786,0.3345710758187335
75ee10091f43,STeW,3.947,W,Te,183.84,127.6,3,151.33151043548384,169.76342130438667,22.420367789510934,15.732716303944622,0.24656167192024478,0.14115225569554604,0.5029751691495606,0.7721925368282551,133.16875474755045,151.4777669101739,12.454513091368394,16.88390928769311,0.293574412341913,0.14980615271423614,5.528003367248618,2.2207083945198773,11.276888281324624,12.148686113942247
7a8373382b33,S2Sn2,4.469,Sn,S,118.71,32.065,2,69.54133928233624,98.23507307711749,37.53551031159624,86.22890565693531,0.5290391989673778,0.9529792795487956,0.4709608010326222,0.0470207204512045,51.34533136598921,90.65784955836595,18.196007916347032,7.577223518751539,0.7185895220588732,0.8186754780085288,19.857756308078628,82.17436038922727,17.677754003517617,4.054545267708042
7fe9c5cb910c,BiClSe,0.746,Bi,Se,208.9804,78.96,3,85.26745945361913,137.3857200372405,67.45248392762481,129.7088286480629,0.20249590253786337,0.7708502197083655,0.6403031909222129,0.19042360853750528,31.1421499574289,104.39178773834858,43.47636115717999,27.67826294819969,0.9114345157094903,0.9329431043979801,13.65885161134511,99.98607906147403,43.19004069448744,24.69962321033708
81af2831dbb2,Hf2Zr2Se8,0.698,Hf,Zr,178.49,91.224,3,90.98128700607862,120.70955090904125,68.98889021643635,17.484447396611863,0.08745892568236767,0.24134093936557224,0.013530375429865136,0.04267683612746096,19.569597858142394,65.1172887982838,8.247971490784082,40.45498869897496,0.8295197197316269,0.19036380645799403,6.033694222348329,4.219712958986241,0.9334455851181336,0.7461808963244159
82b85dfd7723,P2Sb2Te6,2.596,Te,Sb,127.6,121.76,3,118.67080238330922,103.33789259804229,102.06201540772693,88.40855562861293,0.9464465172845002,0.7095993151484004,0.04438228681395084,0.2296120678039065,99.88169936064027,74.15221803535036,16.175522323066986,21.742688088446595,0.8244461820584097,0.8318788232153959,96.59623902968016,62.73465052732299,4.529745640635606,20.299671269442513
846b50801a93,Ti2Zr2Se8,1.767,Zr,Se,91.224,78.96,3,75.09209087777792,63.663528450293896,59.934508757703206,10.230476506797427,0.018064605671665946,0.04609153104340312,0.9684433616478544,0.9158756023855233,8.243730673316707,23.917570494223224,59.18763533156059,11.247274720295817,0.7638579163771706,0.13196337355032484,1.0826932668329177,0.4715383255018599,58.04317714002286,9.369843833354038
899032b4ad0c,MoCr3Te8,1.409,Te,Mo,127.6,95.94,3,72.56553498314436,66.04588054446813,23.204113221103864,12.419108386191944,0.9502379883550774,0.9535644732725458,0.026611101481311114,0.017966217313864434,24.07254764102779,13.555944937403886,13.76811279404931,13.138263513913492,0.18956882722248664,0.10193441139181726,22.049429868785193,11.842420546793777,0.6174870117106278,0.22312440011076068
916afba26723,STeW,3.622,W,Te,183.84,127.6,3,159.5881601477706,150.8746466309151,18.29763067515441,34.73707063613877,0.15479356755176366,0.07495062966209232,0.6357848872502077,0.810272732604047,142.30899862381355,115.58592585609959,13.40365439238759,31.232493889637823,0.22608183987075953,0.3590873032806925,2.832355529951737,2.603565316795178,11.633357055748986,28.14650114700396
961c37d6e527,MoCr3Se8,0.977,Mo,Se,95.94,78.96,3,62.57779494181402,57.031805891590345,12.438760708228985,8.98533821455863,0.041662124142759355,0.015271831344859816,0.9300782492154883,0.9422174566683607,13.54546491505344,4.09680700177896,12.818586827064738,9.251344327593296,0.15867944792164904,0.11599713363282792,0.5182251928083133,0.1372225697892632,11.569020781920022,8.46614251982646
968a6902b7f5,BiClTe,1.175,Bi,Te,208.9804,127.6,3,131.15170060747798,162.12735012165996,111.88338296792878,150.9166379096913,0.293508635627954,0.698989589930017,0.6518246222384168,0.284799532914238,50.7942899515313,108.98663393664455,74.11362047865445,50.095916073728226,0.901195181671016,0.9106283567992831,32.83873908435664,105.48915884611199,72.92834383782629,42.98098798566726
988b11badabb,Cr2Mo2Te8,1.105,Te,Mo,127.6,95.94,3,80.4155106398626,71.74683064629657,26.219062957263,12.797692950838753,0.9384652789123625,0.941763884569325,0.04927493230946869,0.04070356544940695,26.45257650356993,13.82356784271453,27.827712016736502,25.238602692073506,0.21248264128938393,0.10419939260489264,24.605680231008613,12.052405026907373,1.2919425524368322,0.5209117326258792
99fd027b1d0b,BiClS,0.461,Bi,Cl,208.9804,35.453,3,56.20185311811578,125.79359384195013,37.73368999480964,119.3483890838533,0.22882419313673275,0.8786855442090389,0.35163555869971164,0.04515704464434971,27.009791028825845,110.0719455609774,13.303469407058587,5.709166499604798,0.909282666768928,0.9372956282273631,8.63438116713392,104.86970421261776,13.268507163126605,5.3894205340907835
9c2979187585,WMo3S8,1.816,W,Mo,183.84,95.94,3,99.11421266171963,93.85226599282525,7.720703674808055,7.948075209606495,0.07344511622573285,0.07782301015045237,0.13032933668058805,0.1471443529852124,32.99348367332776,22.155044281374547,59.795043214639485,65.33151209051154,0.20529012181211795,0.207664962128622,0.5670479787407203,0.6185431377137651,1.0062341886451125,1.1695143841953541
a0dbdc6630fa,PbSe,1.603,Pb,Se,207.2,78.96,2,107.53612807442983,149.6415381499425,92.51684850522378,116.40916635261766,0.3414074592432469,0.7521372556565216,0.6585925407567531,0.24786274434347835,46.17103662680802,114.20161185798571,61.36509144762181,35.43992629195678,0.9241098190833938,0.7879851211433209,31.585942185360835,87.55567091372134,60.93090631986294,28.853495438896314
