uid,Formula,alpha_R,E_pfrac_VBM_w05,E_pfrac_CBM_w05,max_mass,max_Z,max_Z4,X_diff,X_mean,radius_diff,radius_mean,WM_VBM_w05,WZ4_VBM_w05,pZ4_VBM_w05,Wr_VBM_w05,WX_VBM_w05,WM_CBM_w05,WZ4_CBM_w05,pZ4_CBM_w05,Wr_CBM_w05,WX_CBM_w05,E_pfrac_VBM_w10,E_pfrac_CBM_w10,WM_VBM_w10,WZ4_VBM_w10,pZ4_VBM_w10,Wr_VBM_w10,WX_VBM_w10,WM_CBM_w10,WZ4_CBM_w10,pZ4_CBM_w10,Wr_CBM_w10,WX_CBM_w10
2d41b3dd1772,BiITe,2.086,0.8845367752050843,0.910721764623761,208.9804,83,47458321,0.6400000000000001,2.26,0.2000000000000001,1.4666666666666668,142.16213118738975,14751655.072990453,9565442.833188675,1.4362628440238538,2.241122714673685,169.3444187519196,28051257.471450508,27108543.26029597,1.5028619293592071,2.1476671785564707,0.9040246564075758,0.919259222337323,139.01025672610828,13321181.222355502,9016655.964425668,1.4287474746774227,2.31969592687921,168.0666431560744,27413930.81965601,26361605.92813631,1.4997087488163323,2.144693508915607
2ea941c8bc3c,MoSTe,2.525,0.228287841191067,0.2313192585312955,127.6,52,7311616,0.48,2.28,0.4499999999999999,1.2833333333333334,91.94688342334454,3233426.768257676,766280.4005254707,1.39018391475697,2.2034505911545765,96.40190365651156,3576675.839371039,1119099.9415771458,1.4082940797722727,2.1813616184892743,0.2656621523829215,0.2434765337283689,91.20457613977048,3214929.863744443,888727.5811020365,1.38323865398532,2.2092625865812057,96.82317421565304,3644685.223142685,1192442.2235647547,1.406398086615411,2.1812311206375745
2f6f133abcc8,MoW3S8,2.241,0.1913551557001527,0.1842204605511513,183.84,74,29986576,0.4199999999999999,2.3666666666666667,0.4499999999999999,1.2666666666666666,135.79884154438616,18413587.49458867,164223.0709780227,1.3058711240953458,2.3575386760507278,126.45411903200812,15403404.338797163,240025.52923645472,1.3213566191810218,2.3310258091434704,0.2120919784501239,0.2250064564826057,133.45573620975708,17941198.42976716,336796.6764722332,1.3007997315586377,2.3605760304233545,125.9121478020836,15841631.024193674,392312.96105088905,1.3028231026907564,2.3505060598027585
304bc6a92d82,BiBrTe,1.13,0.9053969681076895,0.8935834778495978,208.9804,83,47458321,0.94,2.36,0.4500000000000002,1.3833333333333335,139.6874945480882,15861098.369820934,11975080.856996575,1.4103231687520292,2.206812017681876,165.93081500867098,28229480.546113823,27161679.110594347,1.4791502443638656,2.154488412423144,0.8941369584845804,0.9109066585302884,132.0976539989391,14197494.887063457,9602918.037654914,1.3760781506672553,2.309754597004772,163.92368276574268,27197465.245569974,26117861.59717887,1.474531180322482,2.1545408031544118
323fb700d903,WMo3Te8,1.501,0.1504037934355782,0.1248099274665734,183.84,74,29986576,0.2599999999999998,2.2066666666666666,0.0999999999999998,1.3999999999999997,117.21213899385047,8799032.747425355,1110579.0560865377,1.4237163814180929,2.1887278654515816,111.13312033557634,6980331.67386175,919454.7684348512,1.430734073232544,2.175858079175042,0.3014358700618786,0.1389700062296471,119.4754926704501,8736516.365647057,2276344.389721821,1.4192163309265171,2.1756978189262477,115.26093447244256,8189439.123266607,1046288.7646291056,1.4259029492220554,2.1839744346869447
343d2125478e,ISbSe,1.17,0.9100978526400492,0.8956429177472562,126.90447,53,7890481,0.6100000000000003,2.42,0.3,1.3333333333333333,113.37555936224211,5998841.933764417,5415715.182290885,1.3371372779873452,2.5691449201409444,108.70295669111152,5201782.822759509,4769421.237571099,1.341590230363357,2.33403691829521,0.8991816494298284,0.9133427007098202,112.05463514007356,5812949.672377404,5152221.249993588,1.3312176327795235,2.558575925463102,108.85229523662532,5214714.462362997,4857331.244923267,1.343731230418931,2.323772081415404
3995fa1bee6e,Pb2Te6,3.064,0.8947827553613555,0.8139709946521838,207.2,82,45212176,0.2299999999999999,2.215,0.4000000000000001,1.6,139.68894186201865,13067616.833893845,9665639.688110309,1.4607484515679328,2.134930359651561,145.95284457473645,16050096.9921542,13615039.26180347,1.492225349621791,2.15302957603253,0.8986972744902609,0.8492620158711233,139.34618111567548,12904415.524441289,9582996.613830816,1.459026035757163,2.1339399705603688,140.06548567713125,13246903.535618763,10833553.924723083,1.462640631543373,2.13601836313744
3bc08d486d65,PbTe,2.18,0.9533342321301674,0.7334636444378673,207.2,82,45212176,0.2299999999999999,2.215,0.4000000000000001,1.6,143.52744885157549,14895274.678970698,13041320.842514591,1.4800374314149525,2.146021523063598,176.89246720429557,30781617.392266795,23471690.981672265,1.647700840222591,2.24242798312799,0.9311785526870192,0.7994363268899549,146.90084875503672,16501477.511195911,13759864.217920732,1.4969891897238026,2.1557687840911868,172.08225400869563,28491293.60039961,22676531.608105466,1.623528914616561,2.228529125904523
3e1923c616ad,TiHf3Se8,1.256,0.8274988308514495,0.1774087841387212,178.49,72,26873856,1.2499999999999998,1.7966666666666666,0.4000000000000001,1.3666666666666665,92.96069896318976,5395828.319162235,2738589.3150937874,1.2317439224240254,2.27900778691595,105.4346058043956,11173059.872665511,1402785.403140838,1.422388847475773,1.597519749053196,0.7987767433307077,0.1594418578290933,92.99342480944988,5485914.109628418,2351811.4454745543,1.2363302051881062,2.261957954031692,107.31091143887278,11544667.352512112,854864.0757966412,1.423940829506216,1.5963232974407533
3fb52099b370,MoCr3S8,1.221,0.1118259445549187,0.0535957195973519,95.94,42,3111696,0.9200000000000002,2.1333333333333333,0.4499999999999999,1.2833333333333332,55.06989577338479,638923.7209810114,9090.66822630327,1.360743946660428,1.8249128553047136,52.06461766572957,386982.2029563798,5424.853178561712,1.3807789970073456,1.7194341162600886,0.1542812240567189,0.1108407663341692,55.3827052037505,692749.1101748716,29684.5346391359,1.3481874664263422,1.86771614776405,51.28322016490735,390418.0080961302,12935.598487372114,1.3598338134692105,1.771498903371433
40034665f9f1,BiIS,1.254,0.9867365542388332,0.9367760807806196,208.9804,83,47458321,0.6400000000000001,2.42,0.6000000000000001,1.3333333333333333,124.3601083505014,8809129.017775754,8415739.208933456,1.3842388331814042,2.633447584320876,156.54386638125374,30133553.1791391,29535446.35724192,1.436773098445168,2.256866118118199,0.946845373751356,0.9381116900544376,114.3147439984661,9036703.171237553,6759573.232444987,1.3371627653175366,2.6021289247802324,142.23375253799117,26255876.73023357,25091561.1933342,1.3884381581708205,2.3031191528081005
433f707c632c,BiISe,1.255,0.9822027340727366,0.9335455172942708,208.9804,83,47458321,0.6400000000000001,2.41,0.4500000000000002,1.3833333333333335,123.15678418828992,8156136.667268505,7481876.030693836,1.3742017023471755,2.628669589889089,160.79693331428786,28654262.55533399,28061950.998351097,1.4470051384308609,2.2664330086663083,0.937149742562862,0.9338553284954838,119.11624581008329,8877089.900591983,6100831.729845128,1.342892897699227,2.58219396230979,151.4701567557716,25196161.3955238,24135515.929366548,1.4159284925885824,2.308823544254438
449640ec4d30,Mo2W2S8,1.954,0.1852914330421176,0.1622581749700394,183.84,74,29986576,0.4199999999999999,2.3666666666666667,0.4499999999999999,1.2666666666666666,117.0949582735689,12616699.092971705,91506.98343982268,1.3296322858260528,2.312296257660712,104.41564736346518,8322581.927067286,82980.93203218629,1.3572954117445648,2.269127717856533,0.2072633880549644,0.2146805678678273,116.2674951533325,12615415.556760198,213117.99630072483,1.322592221238759,2.3190465150425483,106.98945931871296,9879756.915906288,278337.5636819453,1.329943449216623,2.301401626497829
49b7be14f786,BiBrS,1.293,0.8459036461586966,0.9064314352288868,208.9804,83,47458321,0.94,2.52,0.6000000000000001,1.25,76.47197496010116,8869722.406673046,1696308.8786075506,1.1472777996949215,2.5838121118682564,153.17372135781218,30422264.154943995,30155976.02742277,1.4084897132081475,2.294075140952332,0.8440266668986302,0.9145043455561068,78.55637643345196,9174004.517834432,1954712.7188285228,1.154073571998191,2.5890798673052657,148.28462199320896,29230299.8617718,28870371.36227244,1.392035250132945,2.3040523993643065
4c49d27e66e5,ISSb,0.907,0.9559059624216432,0.881331605496134,126.90447,53,7890481,0.6100000000000003,2.43,0.4499999999999999,1.2833333333333334,114.43986105726104,6816745.382271244,6549331.741945753,1.352064525774236,2.610324067253428,95.3218863548029,4949072.072879151,4426795.175895299,1.3011307579245648,2.3433153403729943,0.9067714092588202,0.9212175840416548,104.8350447574946,5994485.005645343,5403283.820100602,1.3146027343698905,2.5764743950758757,96.72559940768828,5037941.852611149,4693344.838137294,1.3098079116947048,2.321211715157345
4cb4ea247ef4,Ga2P2Te6,3.828,0.6904199394586762,0.6218526288187328,127.6,52,7311616,0.3799999999999999,2.033333333333333,0.3999999999999999,1.2333333333333332,106.5488582561242,5178720.203985918,4646278.377555747,1.350579010134494,2.02666861915314,100.45995976428074,4741742.363050564,4077810.283205128,1.3239645159616518,2.035810083039692,0.7732005190484386,0.6736048722630876,111.39450132576448,5691661.878533588,5265719.690193665,1.360449954983824,2.0472561738831194,101.51737279794348,4994532.33795477,4458925.19767886,1.3164750669195893,2.06406112693089
4da5c6be60db,BrSSb,2.39,0.7894155633693017,0.8455482044399626,121.76,51,6765201,0.91,2.53,0.4499999999999999,1.2,67.3717459083082,2027260.0078746704,653176.8131980208,1.1486995945724066,2.580720752251083,100.80177900731326,4692259.9472529935,4570049.286097145,1.323489440484669,2.3311239135093467,0.7806803560540508,0.8606994436980863,68.5078899532752,2103520.6448685606,687964.5206239535,1.1540375111772092,2.5766734464296968,98.55954101157256,4555517.871975432,4439296.783295911,1.313534117284723,2.334846251094255
4f1ab08988cc,TiZr3Te8,1.679,0.7165321685052195,0.1461488723866998,127.6,52,7311616,0.77,1.656666666666667,0.1500000000000001,1.45,112.00694921645568,5646926.608602947,5074074.054638336,1.4276404827126674,1.8956734532711437,81.0587779062249,2461929.1108803423,980972.35777965,1.4707795324960324,1.5303394596077358,0.6849715466889554,0.1347440193725061,110.6556187706768,5500912.729926277,4865815.802243232,1.4302080570167317,1.877375421878102,80.9145100704815,2429856.746084435,938371.7522664196,1.4726773986548043,1.5228163282551803
4fd8ad708fb0,AsClTe,2.895,0.8562089172580203,0.7735959153902261,127.6,52,7311616,1.06,2.48,0.3999999999999999,1.1833333333333331,81.78294820335437,3126127.9984190944,2906847.9514436163,1.1947842004540643,2.470973861569732,87.52359402868953,3021002.319474836,1824393.2027230728,1.213761244833455,2.258393386822271,0.8748022705579596,0.850388063665775,82.17601885655887,3227131.921714318,3025047.507313881,1.197241231605681,2.484966154115977,86.22842968916646,2985521.913653477,2187486.4635953573,1.208846421165862,2.2907354877347137
52a5e2b280d4,ZrTi3Se8,1.091,0.7434379235889275,0.1284412459812208,91.224,40,2560000,1.2199999999999998,1.8066666666666664,0.4000000000000001,1.3666666666666665,72.20465567411615,1130775.5781000173,977147.6600662553,1.2257270194313965,2.261068019586129,56.52127555517703,624332.1503183085,155396.80354291305,1.3830774799327186,1.6501911980752444,0.7405566209593908,0.1154653629793862,72.2055369567278,1131839.8112275668,967048.41151288,1.226372758123719,2.258977716384662,56.735660566560114,639484.2012645842,145246.274572861,1.386127182236498,1.6416615262159198
548aa830244c,Cr2W2Se8,1.39,0.1202703889035203,0.0841020257744622,183.84,74,29986576,0.8899999999999999,2.19,0.25,1.3,87.30064720393293,7659559.267491879,239266.7614783601,1.3575629883241151,1.9379211658326747,61.37470231166104,2003347.6329037591,143847.7977352422,1.375694056685949,1.7744228664596966,0.1687729940064901,0.1398028194256778,92.85311541556766,8648195.636146212,500084.3424835214,1.343125907103008,2.005810281063305,77.24921862795917,5266251.128504735,340036.61183962,1.3550962621436844,1.9041113608130409
5974b6403c31,Cr2W2S8,1.592,0.1264407828575849,0.0925370491295252,183.84,74,29986576,0.9200000000000002,2.2,0.3999999999999999,1.25,81.10551110079678,7418370.297207394,50186.359712230216,1.3368453624197414,1.945724452695908,56.40852272752426,1694743.4259847489,43953.33786371232,1.3625159098203707,1.7735621396079817,0.1681267075821846,0.157123881369535,85.63767579995144,8575376.343364881,316943.1762262619,1.3218257047220523,2.003265319927185,65.35979824801579,3977940.936803874,177609.67567093408,1.3330400495268195,1.8867333397284871
5b94060698bc,ISSb,2.844,0.8006068298273925,0.876201289344835,126.90447,53,7890481,0.6100000000000003,2.43,0.4499999999999999,1.2833333333333334,82.60936959708772,4091421.06426478,2799361.7307841023,1.2279506579221315,2.4978499922157558,112.13808759097763,6247063.930630386,5754823.923108329,1.3812085465206745,2.2801819733028013,0.8378311435722494,0.881194264676874,91.77460395709404,4865045.527094021,3822651.7372790873,1.2648236692591968,2.5206409694140506,108.18292674928892,5941076.680079354,5491904.745925624,1.3624459421571309,2.294425685464041
5c3fe56a1a89,MoW3Te8,2.045,0.1535348004043637,0.1145515490635042,183.84,74,29986576,0.2599999999999998,2.2066666666666666,0.0999999999999998,1.3999999999999997,154.0060820772852,20025520.825067155,1238155.665664733,1.381798750712243,2.2718906541927195,150.37976809778718,19022869.365325857,948348.994727632,1.3861948870371823,2.266195401560726,0.2850819868146655,0.1412364257262718,151.53037016357382,18605690.87115297,2498301.928010345,1.382923909257429,2.250285446264362,151.73084363413517,19307772.93501828,1234866.818500287,1.384330783160821,2.2661810964285176
5d1a32a28ffa,P2Sb2Se6,2.546,0.8091118722496741,0.8654039660858328,121.76,51,6765201,0.5,2.263333333333333,0.4499999999999999,1.2,81.87196357015456,2086893.875523799,1285447.5845616064,1.1852072459030167,2.4428874966378284,79.78391282933262,2518744.1332530538,2298280.282657357,1.197614194172702,2.3336880264995417,0.8096352520917903,0.8238161694562693,80.63270957558288,1986740.1518341133,1248535.2608357277,1.1787347790834073,2.4464280444927446,77.2981367763247,2272126.6793666054,2043422.260538702,1.1828565607131196,2.349557170828892
5d829e480507,AsISe,1.626,0.8769256041832649,0.8546433485467615,126.90447,53,7890481,0.48,2.4633333333333334,0.25,1.2333333333333332,100.28472415131398,4310020.150568098,4147346.365594353,1.2642637559663927,2.546354056379042,90.75984477312396,3173501.0803584494,2615131.600620107,1.2232775636270683,2.3758055983279944,0.8922939066570377,0.8797309545139917,103.13314394064152,4692782.162929257,4541856.268788772,1.2787691168139703,2.55883947622005,89.15000890547961,2941776.406216358,2543240.981223591,1.2142722075622303,2.382580445510668
5e4ff1f56b4a,PbS,1.241,0.9092344521978302,0.650343878954608,207.2,82,45212176,0.25,2.455,0.8,1.4,72.90455875311974,10593236.66968879,6573691.485152548,1.1865512147914226,2.5217027453776804,154.27405845942226,31568824.13204952,23069270.33397524,1.558239339752407,2.405550206327373,0.8989011752508484,0.774841563510968,76.83301888595977,11605922.742556468,7148905.704249209,1.2044960465284942,2.5160949854598456,134.5255320863921,26478010.698448595,19672962.7725838,1.468029952146137,2.433740639954332
60065d3bbcf2,Cr2Mo2Se8,1.173,0.1154075349268357,0.0672647715259015,95.94,42,3111696,0.8899999999999999,2.123333333333333,0.3,1.3333333333333333,67.22885829305436,1213744.3877375354,157963.09925180426,1.3846421240813085,1.9012441236840365,57.43235372077997,628223.0409961235,89241.18195700695,1.3871901797251258,1.76132312345824,0.1629753879269453,0.1203719765762379,68.67865261884646,1272014.529423014,233117.5373970006,1.3729041517772775,1.945556980789469,62.40234196326588,903986.333959092,163044.56827894528,1.3773773833867655,1.8500114210096128
62bb754c4cb2,Cr2W2Te8,1.535,0.1289638506402299,0.0415260835712432,183.84,74,29986576,0.7,2.04,0.0499999999999998,1.3833333333333335,92.50191718596426,8139524.192323442,1035366.4439969877,1.388365136327847,1.8800740897485944,67.0019907604464,3277114.647287828,334990.55281598767,1.3955385413963146,1.741325720218012,0.2157043936857912,0.1016518741458471,104.30975647048696,9964628.910881914,1837329.5657016907,1.3862630974319408,1.945963827860606,87.61163940735224,7277992.709303934,845779.1784469391,1.3895378744836695,1.8531922669410197
644f7c1c85c7,CrMo3S8,1.46,0.1520346931571781,0.1037390850063437,95.94,42,3111696,0.9200000000000002,2.1333333333333333,0.4499999999999999,1.2833333333333332,71.0957122837981,1692324.2587867484,18980.29549694922,1.363956683979628,2.052911603045737,65.75204170087319,1299636.1388163297,25329.3738338682,1.3786066124337637,1.9291066497499807,0.1854065113491833,0.1518783583282624,71.16281349818914,1718770.3963534874,53838.05612646815,1.355610643576127,2.079272896669356,63.802827072895205,1220262.9363021222,39243.33848999492,1.359721208400722,1.9575852058726937
