Formula,uid,kpath,Rashba_parameter,band_binary,bandgap,ehull,kpath_real_distance,kpath_angle_deg,kvec_x,kvec_y,kvec_z,kstart_frac_x,kstart_frac_y,kend_frac_x,kend_frac_y,kmid_frac_x,kmid_frac_y,kstart_degen,kend_degen,kinterior_degen,ktotal_weight,pstart_grdf_gauss_mean,pstart_grdf_gauss_std,pstart_grdf_gauss_max,pstart_grdf_trig_mean,pstart_grdf_trig_std,pstart_grdf_trig_max,pstart_grdf_bessel_mean,pstart_grdf_bessel_std,pstart_grdf_bessel_max,pstart_n_atoms_on_plane,pstart_afs_gauss_mean,pstart_afs_gauss_std,pstart_afs_gauss_max,pstart_afs_trig_mean,pstart_afs_trig_std,pstart_afs_trig_max,pstart_afs_bessel_mean,pstart_afs_bessel_std,pstart_afs_bessel_max,pstart_plane_mean_Z,pstart_plane_max_Z,pstart_plane_sum_Z4,pstart_plane_mean_mass,pstart_plane_max_mass,pstart_plane_heavy_frac,pmid_grdf_gauss_mean,pmid_grdf_gauss_std,pmid_grdf_gauss_max,pmid_grdf_trig_mean,pmid_grdf_trig_std,pmid_grdf_trig_max,pmid_grdf_bessel_mean,pmid_grdf_bessel_std,pmid_grdf_bessel_max,pmid_n_atoms_on_plane,pmid_afs_gauss_mean,pmid_afs_gauss_std,pmid_afs_gauss_max,pmid_afs_trig_mean,pmid_afs_trig_std,pmid_afs_trig_max,pmid_afs_bessel_mean,pmid_afs_bessel_std,pmid_afs_bessel_max,pmid_plane_mean_Z,pmid_plane_max_Z,pmid_plane_sum_Z4,pmid_plane_mean_mass,pmid_plane_max_mass,pmid_plane_heavy_frac,pend_grdf_gauss_mean,pend_grdf_gauss_std,pend_grdf_gauss_max,pend_grdf_trig_mean,pend_grdf_trig_std,pend_grdf_trig_max,pend_grdf_bessel_mean,pend_grdf_bessel_std,pend_grdf_bessel_max,pend_n_atoms_on_plane,pend_afs_gauss_mean,pend_afs_gauss_std,pend_afs_gauss_max,pend_afs_trig_mean,pend_afs_trig_std,pend_afs_trig_max,pend_afs_bessel_mean,pend_afs_bessel_std,pend_afs_bessel_max,pend_plane_mean_Z,pend_plane_max_Z,pend_plane_sum_Z4,pend_plane_mean_mass,pend_plane_max_mass,pend_plane_heavy_frac,pline_grdf_gauss_mean,pline_grdf_gauss_std,pline_grdf_gauss_max,pline_grdf_trig_mean,pline_grdf_trig_std,pline_grdf_trig_max,pline_grdf_bessel_mean,pline_grdf_bessel_std,pline_grdf_bessel_max,pline_n_atoms_on_plane,pline_plane_mean_Z,pline_plane_max_Z,pline_plane_sum_Z4,pline_plane_mean_mass,pline_plane_max_mass,pline_plane_heavy_frac,ppoint_n_atoms,ppoint_plane_mean_Z,ppoint_plane_max_Z,ppoint_plane_sum_Z4,ppoint_plane_mean_mass,ppoint_plane_max_mass,ppoint_plane_heavy_frac,plane_angle_deg,max_Z,max_Z4,max_mass,radius_mean,radius_diff,X_mean,X_diff,n_elements,mean_Z,sum_Z4,E_pfrac_VBM,E_pfrac_CBM,E_pfrac_relevant
STeW,916afba26723,M->G,3.622,1,0.191,0.266,1.0910434248861145,-149.9999999785103,-0.9448713223787474,-0.5455217127974465,0.0,0.5,0.0,0.0,0.0,0.25,0.0,3,1,6,10,0.9374573320046147,0.33851678026410953,1.3858362118641678,-1.5721370134903356,0.10920328416360119,-1.4242995656213564,0.14378221831391838,0.19163896141548786,0.4017095938155957,3,-0.01825393316512027,0.04088140731236621,0.012362858630064415,0.25106874737730694,0.2655629787562457,0.5028593320578334,-0.02059258020534409,0.01268716194313344,-0.005822225850250078,47.333333333333336,74,37363728,114.50166666666667,183.84,0.6666666666666666,0.9374573320046147,0.33851678026410953,1.3858362118641678,-1.5721370134903356,0.10920328416360119,-1.4242995656213564,0.14378221831391838,0.19163896141548786,0.4017095938155957,3,-0.01825393316512027,0.04088140731236621,0.012362858630064415,0.25106874737730694,0.2655629787562457,0.5028593320578334,-0.02059258020534409,0.01268716194313344,-0.005822225850250078,47.333333333333336,74,37363728,114.50166666666667,183.84,0.6666666666666666,0.9374573320046147,0.33851678026410953,1.3858362118641678,-1.5721370134903356,0.10920328416360119,-1.4242995656213564,0.14378221831391838,0.19163896141548786,0.4017095938155957,3,-0.01825393316512027,0.04088140731236621,0.012362858630064415,0.25106874737730694,0.2655629787562457,0.5028593320578334,-0.02059258020534409,0.01268716194313344,-0.005822225850250078,47.333333333333336,74,37363728,114.50166666666667,183.84,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,74,29986576,183.84,1.25,0.3999999999999999,2.3466666666666662,0.48,3,47.333333333333336,37363728,0.2260818398707595,0.3590873032806925,0.3590873032806925
STeW,916afba26723,M->K,3.414,1,0.191,0.266,0.6299142134338368,120.00000007800152,-0.3149571074595825,0.5455217106098182,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.16666666666666666,3,6,12,21,0.9374573320046147,0.33851678026410953,1.3858362118641678,-1.5721370134903356,0.10920328416360119,-1.4242995656213564,0.14378221831391838,0.19163896141548786,0.4017095938155957,3,-0.01825393316512027,0.04088140731236621,0.012362858630064415,0.25106874737730694,0.2655629787562457,0.5028593320578334,-0.02059258020534409,0.01268716194313344,-0.005822225850250078,47.333333333333336,74,37363728,114.50166666666667,183.84,0.6666666666666666,0.9374573320046147,0.33851678026410953,1.3858362118641678,-1.5721370134903356,0.10920328416360119,-1.4242995656213564,0.14378221831391838,0.19163896141548786,0.4017095938155957,3,-0.01825393316512027,0.04088140731236621,0.012362858630064415,0.25106874737730694,0.2655629787562457,0.5028593320578334,-0.02059258020534409,0.01268716194313344,-0.005822225850250078,47.333333333333336,74,37363728,114.50166666666667,183.84,0.6666666666666666,0.9374573320046147,0.33851678026410953,1.3858362118641678,-1.5721370134903356,0.10920328416360119,-1.4242995656213564,0.14378221831391838,0.19163896141548786,0.4017095938155957,3,-0.01825393316512027,0.04088140731236621,0.012362858630064415,0.25106874737730694,0.2655629787562457,0.5028593320578334,-0.02059258020534409,0.01268716194313344,-0.005822225850250078,47.333333333333336,74,37363728,114.50166666666667,183.84,0.6666666666666666,0.9374573320046147,0.33851678026410953,1.3858362118641678,-1.5721370134903356,0.10920328416360119,-1.4242995656213564,0.14378221831391838,0.19163896141548786,0.4017095938155957,3,47.333333333333336,74,37363728,114.50166666666667,183.84,0.6666666666666666,0,0,0,0,0,0,0,29.9999999502544,74,29986576,183.84,1.25,0.3999999999999999,2.3466666666666662,0.48,3,47.333333333333336,37363728,0.2260818398707595,0.3590873032806925,0.3590873032806925
STeW,916afba26723,G->K,0.533,1,0.191,0.266,1.2598284287622152,59.9999999717441,0.6299142149191649,1.0910434234072648,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,6,12,19,0.9374573320046147,0.33851678026410953,1.3858362118641678,-1.5721370134903356,0.10920328416360119,-1.4242995656213564,0.14378221831391838,0.19163896141548786,0.4017095938155957,3,-0.01825393316512027,0.04088140731236621,0.012362858630064415,0.25106874737730694,0.2655629787562457,0.5028593320578334,-0.02059258020534409,0.01268716194313344,-0.005822225850250078,47.333333333333336,74,37363728,114.50166666666667,183.84,0.6666666666666666,0.9374573320046147,0.33851678026410953,1.3858362118641678,-1.5721370134903356,0.10920328416360119,-1.4242995656213564,0.14378221831391838,0.19163896141548786,0.4017095938155957,3,-0.01825393316512027,0.04088140731236621,0.012362858630064415,0.25106874737730694,0.2655629787562457,0.5028593320578334,-0.02059258020534409,0.01268716194313344,-0.005822225850250078,47.333333333333336,74,37363728,114.50166666666667,183.84,0.6666666666666666,0.9374573320046147,0.33851678026410953,1.3858362118641678,-1.5721370134903356,0.10920328416360119,-1.4242995656213564,0.14378221831391838,0.19163896141548786,0.4017095938155957,3,-0.01825393316512027,0.04088140731236621,0.012362858630064415,0.25106874737730694,0.2655629787562457,0.5028593320578334,-0.02059258020534409,0.01268716194313344,-0.005822225850250078,47.333333333333336,74,37363728,114.50166666666667,183.84,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,74,29986576,183.84,1.25,0.3999999999999999,2.3466666666666662,0.48,3,47.333333333333336,37363728,0.2260818398707595,0.3590873032806925,0.3590873032806925
BiClTe,968a6902b7f5,M->K,1.175,0,0.938,0.0,0.4866569930768196,119.99999995915002,-0.24332849623792463,0.4214573191073586,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.16666666666666666,3,6,12,21,0.4922992186789202,0.1703630846964617,0.7302698111625259,-1.6508610734205604,0.23231915264764577,-1.4805482147981084,-0.07721415757356632,0.11972519500204747,0.09117140024928139,3,0.002572358022635188,0.0007074822080398315,0.0035570878429746974,0.23748370119160425,0.14942532465290423,0.35052827137700665,-0.0043477518684113745,0.0035564928182879665,4.954361915966441e-05,50.666666666666664,83,54853458,124.01113333333335,208.9804,0.6666666666666666,0.4922992186789202,0.1703630846964617,0.7302698111625259,-1.6508610734205604,0.23231915264764577,-1.4805482147981084,-0.07721415757356632,0.11972519500204747,0.09117140024928139,3,0.002572358022635188,0.0007074822080398315,0.0035570878429746974,0.23748370119160425,0.14942532465290423,0.35052827137700665,-0.0043477518684113745,0.0035564928182879665,4.954361915966441e-05,50.666666666666664,83,54853458,124.01113333333335,208.9804,0.6666666666666666,0.4922992186789202,0.1703630846964617,0.7302698111625259,-1.6508610734205604,0.23231915264764577,-1.4805482147981084,-0.07721415757356632,0.11972519500204747,0.09117140024928139,3,0.002572358022635188,0.0007074822080398315,0.0035570878429746974,0.23748370119160425,0.14942532465290423,0.35052827137700665,-0.0043477518684113745,0.0035564928182879665,4.954361915966441e-05,50.666666666666664,83,54853458,124.01113333333335,208.9804,0.6666666666666666,0.4922992186789202,0.1703630846964617,0.7302698111625259,-1.6508610734205604,0.23231915264764577,-1.4805482147981084,-0.07721415757356632,0.11972519500204747,0.09117140024928139,3,50.666666666666664,83,54853458,124.01113333333335,208.9804,0.6666666666666666,0,0,0,0,0,0,0,30.00000003843231,83,47458321,208.9804,1.3333333333333333,0.6000000000000001,2.4266666666666663,1.1400000000000001,3,50.666666666666664,54853458,0.901195181671016,0.9106283567992832,0.901195181671016
BiClTe,968a6902b7f5,M->K,0.992,1,0.938,0.0,0.4866569930768196,119.99999995915002,-0.24332849623792463,0.4214573191073586,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.16666666666666666,3,6,12,21,0.4922992186789202,0.1703630846964617,0.7302698111625259,-1.6508610734205604,0.23231915264764577,-1.4805482147981084,-0.07721415757356632,0.11972519500204747,0.09117140024928139,3,0.002572358022635188,0.0007074822080398315,0.0035570878429746974,0.23748370119160425,0.14942532465290423,0.35052827137700665,-0.0043477518684113745,0.0035564928182879665,4.954361915966441e-05,50.666666666666664,83,54853458,124.01113333333335,208.9804,0.6666666666666666,0.4922992186789202,0.1703630846964617,0.7302698111625259,-1.6508610734205604,0.23231915264764577,-1.4805482147981084,-0.07721415757356632,0.11972519500204747,0.09117140024928139,3,0.002572358022635188,0.0007074822080398315,0.0035570878429746974,0.23748370119160425,0.14942532465290423,0.35052827137700665,-0.0043477518684113745,0.0035564928182879665,4.954361915966441e-05,50.666666666666664,83,54853458,124.01113333333335,208.9804,0.6666666666666666,0.4922992186789202,0.1703630846964617,0.7302698111625259,-1.6508610734205604,0.23231915264764577,-1.4805482147981084,-0.07721415757356632,0.11972519500204747,0.09117140024928139,3,0.002572358022635188,0.0007074822080398315,0.0035570878429746974,0.23748370119160425,0.14942532465290423,0.35052827137700665,-0.0043477518684113745,0.0035564928182879665,4.954361915966441e-05,50.666666666666664,83,54853458,124.01113333333335,208.9804,0.6666666666666666,0.4922992186789202,0.1703630846964617,0.7302698111625259,-1.6508610734205604,0.23231915264764577,-1.4805482147981084,-0.07721415757356632,0.11972519500204747,0.09117140024928139,3,50.666666666666664,83,54853458,124.01113333333335,208.9804,0.6666666666666666,0,0,0,0,0,0,0,30.00000003843231,83,47458321,208.9804,1.3333333333333333,0.6000000000000001,2.4266666666666663,1.1400000000000001,3,50.666666666666664,54853458,0.901195181671016,0.9106283567992832,0.9106283567992832
AsBrTe,671e6de2497a,G->M,0.694,1,1.098,0.163,0.9379071669776948,29.999999954309573,0.8122514333681433,0.4689535828411188,0.0,0.0,0.0,0.5,0.0,0.25,0.0,1,3,6,10,0.6640052576699285,0.19098604001712702,0.9259451134413299,-1.8730404651395374,0.04076208155323876,-1.8279507741398722,0.03449059891999643,0.10578462601692917,0.18109081761800797,3,0.02803246332563826,0.010974304852837924,0.04341902480030481,0.42102400011327346,0.16461889884608658,0.5661806357668869,-0.0043501044365167095,0.004431007526798347,0.0015491778072547423,40.0,52,9998162,94.14186666666666,127.6,1.0,0.6640052576699285,0.19098604001712702,0.9259451134413299,-1.8730404651395374,0.04076208155323876,-1.8279507741398722,0.03449059891999643,0.10578462601692917,0.18109081761800797,3,0.02803246332563826,0.010974304852837924,0.04341902480030481,0.42102400011327346,0.16461889884608658,0.5661806357668869,-0.0043501044365167095,0.004431007526798347,0.0015491778072547423,40.0,52,9998162,94.14186666666666,127.6,1.0,0.6640052576699285,0.19098604001712702,0.9259451134413299,-1.8730404651395374,0.04076208155323876,-1.8279507741398722,0.03449059891999643,0.10578462601692917,0.18109081761800797,3,0.02803246332563826,0.010974304852837924,0.04341902480030481,0.42102400011327346,0.16461889884608658,0.5661806357668869,-0.0043501044365167095,0.004431007526798347,0.0015491778072547423,40.0,52,9998162,94.14186666666666,127.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,52,7311616,127.6,1.2333333333333332,0.25,2.4133333333333336,0.8599999999999999,3,40.0,9998162,0.927546211775732,0.909375314729425,0.909375314729425
AsBrTe,671e6de2497a,G->K,0.618,1,1.098,0.163,1.0830019110616975,59.99999999707302,0.5415009555787622,0.9379071672988624,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,6,12,19,0.6640052576699285,0.19098604001712702,0.9259451134413299,-1.8730404651395374,0.04076208155323876,-1.8279507741398722,0.03449059891999643,0.10578462601692917,0.18109081761800797,3,0.02803246332563826,0.010974304852837924,0.04341902480030481,0.42102400011327346,0.16461889884608658,0.5661806357668869,-0.0043501044365167095,0.004431007526798347,0.0015491778072547423,40.0,52,9998162,94.14186666666666,127.6,1.0,0.6640052576699285,0.19098604001712702,0.9259451134413299,-1.8730404651395374,0.04076208155323876,-1.8279507741398722,0.03449059891999643,0.10578462601692917,0.18109081761800797,3,0.02803246332563826,0.010974304852837924,0.04341902480030481,0.42102400011327346,0.16461889884608658,0.5661806357668869,-0.0043501044365167095,0.004431007526798347,0.0015491778072547423,40.0,52,9998162,94.14186666666666,127.6,1.0,0.6640052576699285,0.19098604001712702,0.9259451134413299,-1.8730404651395374,0.04076208155323876,-1.8279507741398722,0.03449059891999643,0.10578462601692917,0.18109081761800797,3,0.02803246332563826,0.010974304852837924,0.04341902480030481,0.42102400011327346,0.16461889884608658,0.5661806357668869,-0.0043501044365167095,0.004431007526798347,0.0015491778072547423,40.0,52,9998162,94.14186666666666,127.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,52,7311616,127.6,1.2333333333333332,0.25,2.4133333333333336,0.8599999999999999,3,40.0,9998162,0.927546211775732,0.909375314729425,0.909375314729425
AsISe,5d829e480507,M->K,1.626,0,1.164,0.0,0.5323511028510831,120.00000000009142,-0.26617555142627713,0.4610295788012759,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.16666666666666666,3,6,12,21,0.6844922507483792,0.26070259303991455,1.0115993422597653,-1.661259134735264,0.15724942042973786,-1.500165667592836,0.016847002946867567,0.15355452056245422,0.2196625426817553,3,0.0022747843698076157,0.004468830031514555,0.00660272454181993,0.27061497609334373,0.20557480547585497,0.4624013818407331,-0.009788355092198043,0.009660035753785658,-0.0001249564189999039,40.0,53,10412738,93.59535666666666,126.90447,1.0,0.6844922507483792,0.26070259303991455,1.0115993422597653,-1.661259134735264,0.15724942042973786,-1.500165667592836,0.016847002946867567,0.15355452056245422,0.2196625426817553,3,0.0022747843698076157,0.004468830031514555,0.00660272454181993,0.27061497609334373,0.20557480547585497,0.4624013818407331,-0.009788355092198043,0.009660035753785658,-0.0001249564189999039,40.0,53,10412738,93.59535666666666,126.90447,1.0,0.6844922507483792,0.26070259303991455,1.0115993422597653,-1.661259134735264,0.15724942042973786,-1.500165667592836,0.016847002946867567,0.15355452056245422,0.2196625426817553,3,0.0022747843698076157,0.004468830031514555,0.00660272454181993,0.27061497609334373,0.20557480547585497,0.4624013818407331,-0.009788355092198043,0.009660035753785658,-0.0001249564189999039,40.0,53,10412738,93.59535666666666,126.90447,1.0,0.6844922507483792,0.26070259303991455,1.0115993422597653,-1.661259134735264,0.15724942042973786,-1.500165667592836,0.016847002946867567,0.15355452056245422,0.2196625426817553,3,40.0,53,10412738,93.59535666666666,126.90447,1.0,0,0,0,0,0,0,0,29.999999957959165,53,7890481,126.90447,1.2333333333333332,0.25,2.4633333333333334,0.48,3,40.0,10412738,0.8922939066570377,0.8797309545139917,0.8922939066570377
AsISe,5d829e480507,G->M,1.583,1,1.164,0.0,0.9220591583863262,30.00000008399031,0.7985266542788312,0.46102958036372926,0.0,0.0,0.0,0.5,0.0,0.25,0.0,1,3,6,10,0.6844922507483792,0.26070259303991455,1.0115993422597653,-1.661259134735264,0.15724942042973786,-1.500165667592836,0.016847002946867567,0.15355452056245422,0.2196625426817553,3,0.0022747843698076157,0.004468830031514555,0.00660272454181993,0.27061497609334373,0.20557480547585497,0.4624013818407331,-0.009788355092198043,0.009660035753785658,-0.0001249564189999039,40.0,53,10412738,93.59535666666666,126.90447,1.0,0.6844922507483792,0.26070259303991455,1.0115993422597653,-1.661259134735264,0.15724942042973786,-1.500165667592836,0.016847002946867567,0.15355452056245422,0.2196625426817553,3,0.0022747843698076157,0.004468830031514555,0.00660272454181993,0.27061497609334373,0.20557480547585497,0.4624013818407331,-0.009788355092198043,0.009660035753785658,-0.0001249564189999039,40.0,53,10412738,93.59535666666666,126.90447,1.0,0.6844922507483792,0.26070259303991455,1.0115993422597653,-1.661259134735264,0.15724942042973786,-1.500165667592836,0.016847002946867567,0.15355452056245422,0.2196625426817553,3,0.0022747843698076157,0.004468830031514555,0.00660272454181993,0.27061497609334373,0.20557480547585497,0.4624013818407331,-0.009788355092198043,0.009660035753785658,-0.0001249564189999039,40.0,53,10412738,93.59535666666666,126.90447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,53,7890481,126.90447,1.2333333333333332,0.25,2.4633333333333334,0.48,3,40.0,10412738,0.8922939066570377,0.8797309545139917,0.8797309545139917
AsISe,5d829e480507,G->K,1.615,1,1.164,0.0,1.0647022070552907,60.00000004194945,0.532351102852554,0.9220591591650051,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,6,12,19,0.6844922507483792,0.26070259303991455,1.0115993422597653,-1.661259134735264,0.15724942042973786,-1.500165667592836,0.016847002946867567,0.15355452056245422,0.2196625426817553,3,0.0022747843698076157,0.004468830031514555,0.00660272454181993,0.27061497609334373,0.20557480547585497,0.4624013818407331,-0.009788355092198043,0.009660035753785658,-0.0001249564189999039,40.0,53,10412738,93.59535666666666,126.90447,1.0,0.6844922507483792,0.26070259303991455,1.0115993422597653,-1.661259134735264,0.15724942042973786,-1.500165667592836,0.016847002946867567,0.15355452056245422,0.2196625426817553,3,0.0022747843698076157,0.004468830031514555,0.00660272454181993,0.27061497609334373,0.20557480547585497,0.4624013818407331,-0.009788355092198043,0.009660035753785658,-0.0001249564189999039,40.0,53,10412738,93.59535666666666,126.90447,1.0,0.6844922507483792,0.26070259303991455,1.0115993422597653,-1.661259134735264,0.15724942042973786,-1.500165667592836,0.016847002946867567,0.15355452056245422,0.2196625426817553,3,0.0022747843698076157,0.004468830031514555,0.00660272454181993,0.27061497609334373,0.20557480547585497,0.4624013818407331,-0.009788355092198043,0.009660035753785658,-0.0001249564189999039,40.0,53,10412738,93.59535666666666,126.90447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,53,7890481,126.90447,1.2333333333333332,0.25,2.4633333333333334,0.48,3,40.0,10412738,0.8922939066570377,0.8797309545139917,0.8797309545139917
ClSbSe,0c0fbdaf8f4a,G->M,2.682,0,1.177,0.014,0.8996830159842113,29.99999994307009,0.7791483476426971,0.44984150721793265,0.0,0.0,0.0,0.5,0.0,0.25,0.0,1,3,6,10,0.6724165602622572,0.22602914737560043,0.990014795390955,-1.7095825091862549,0.14040244202759528,-1.599254952697779,0.014327140949917555,0.13899911283033792,0.21022602248296895,3,0.0050928202221832974,0.001974718309653181,0.006799170886303416,0.2967679481316294,0.20392268919125425,0.4520013017926329,-0.009255086679946005,0.006758662884180799,0.00010336778729158223,34.0,51,8185058,78.72433333333333,121.76,0.6666666666666666,0.6724165602622572,0.22602914737560043,0.990014795390955,-1.7095825091862549,0.14040244202759528,-1.599254952697779,0.014327140949917555,0.13899911283033792,0.21022602248296895,3,0.0050928202221832974,0.001974718309653181,0.006799170886303416,0.2967679481316294,0.20392268919125425,0.4520013017926329,-0.009255086679946005,0.006758662884180799,0.00010336778729158223,34.0,51,8185058,78.72433333333333,121.76,0.6666666666666666,0.6724165602622572,0.22602914737560043,0.990014795390955,-1.7095825091862549,0.14040244202759528,-1.599254952697779,0.014327140949917555,0.13899911283033792,0.21022602248296895,3,0.0050928202221832974,0.001974718309653181,0.006799170886303416,0.2967679481316294,0.20392268919125425,0.4520013017926329,-0.009255086679946005,0.006758662884180799,0.00010336778729158223,34.0,51,8185058,78.72433333333333,121.76,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,51,6765201,121.76,1.2,0.44999999999999996,2.5866666666666664,1.1100000000000003,3,34.0,8185058,0.7943110472668419,0.8322172034831463,0.7943110472668419
ClSbSe,0c0fbdaf8f4a,G->K,2.448,0,1.177,0.014,1.0388644630239674,59.99999998409072,0.5194322317617981,0.8996830159234049,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,6,12,19,0.6724165602622572,0.22602914737560043,0.990014795390955,-1.7095825091862549,0.14040244202759528,-1.599254952697779,0.014327140949917555,0.13899911283033792,0.21022602248296895,3,0.0050928202221832974,0.001974718309653181,0.006799170886303416,0.2967679481316294,0.20392268919125425,0.4520013017926329,-0.009255086679946005,0.006758662884180799,0.00010336778729158223,34.0,51,8185058,78.72433333333333,121.76,0.6666666666666666,0.6724165602622572,0.22602914737560043,0.990014795390955,-1.7095825091862549,0.14040244202759528,-1.599254952697779,0.014327140949917555,0.13899911283033792,0.21022602248296895,3,0.0050928202221832974,0.001974718309653181,0.006799170886303416,0.2967679481316294,0.20392268919125425,0.4520013017926329,-0.009255086679946005,0.006758662884180799,0.00010336778729158223,34.0,51,8185058,78.72433333333333,121.76,0.6666666666666666,0.6724165602622572,0.22602914737560043,0.990014795390955,-1.7095825091862549,0.14040244202759528,-1.599254952697779,0.014327140949917555,0.13899911283033792,0.21022602248296895,3,0.0050928202221832974,0.001974718309653181,0.006799170886303416,0.2967679481316294,0.20392268919125425,0.4520013017926329,-0.009255086679946005,0.006758662884180799,0.00010336778729158223,34.0,51,8185058,78.72433333333333,121.76,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,51,6765201,121.76,1.2,0.44999999999999996,2.5866666666666664,1.1100000000000003,3,34.0,8185058,0.7943110472668419,0.8322172034831463,0.7943110472668419
ClSbTe,da5fd2bb47af,M->G,2.891,0,1.291,0.008,0.864844264440327,-149.99999999664146,-0.7489771032972424,-0.4324221322640668,0.0,0.5,0.0,0.0,0.0,0.25,0.0,3,1,6,10,0.5629514642640185,0.19279108836038214,0.8327550419060807,-1.682169119436022,0.19400256696071047,-1.536200247079298,-0.04108474881042025,0.12784983946646486,0.13882292939561963,3,0.00347642383936192,0.00021653021106985809,0.0036385654587003965,0.26538056381850145,0.17353389407009873,0.39750844030468013,-0.00643364173981624,0.004907745516671611,9.665463415621096e-05,40.0,52,14160338,94.93766666666666,127.6,0.6666666666666666,0.5629514642640185,0.19279108836038214,0.8327550419060807,-1.682169119436022,0.19400256696071047,-1.536200247079298,-0.04108474881042025,0.12784983946646486,0.13882292939561963,3,0.00347642383936192,0.00021653021106985809,0.0036385654587003965,0.26538056381850145,0.17353389407009873,0.39750844030468013,-0.00643364173981624,0.004907745516671611,9.665463415621096e-05,40.0,52,14160338,94.93766666666666,127.6,0.6666666666666666,0.5629514642640185,0.19279108836038214,0.8327550419060807,-1.682169119436022,0.19400256696071047,-1.536200247079298,-0.04108474881042025,0.12784983946646486,0.13882292939561963,3,0.00347642383936192,0.00021653021106985809,0.0036385654587003965,0.26538056381850145,0.17353389407009873,0.39750844030468013,-0.00643364173981624,0.004907745516671611,9.665463415621096e-05,40.0,52,14160338,94.93766666666666,127.6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,52,7311616,127.6,1.2833333333333332,0.44999999999999996,2.4366666666666665,1.1100000000000003,3,40.0,14160338,0.8418724917890628,0.8448925848104843,0.8418724917890628
