k,r2,mae,features,added,added_at_step
7,0.6444198098024025,0.4353881047325905,old_E_pfrac_VBM | old_E_pfrac_CBM | old_radius_mean | pmid_afs_gauss_std | old_kpath_angle_deg | old_ehull | janus_top_bot_meanZ,janus_top_bot_meanZ,1
