bs_m_eff_VBM,bs_m_eff_CBM,bs_m_eff_ratio,bs_VBM_kdist_to_gamma,bs_CBM_kdist_to_gamma,bs_VBM_at_gamma,bs_CBM_at_gamma,bs_band_gap_at_VBM_kpt,bs_band_gap_at_CBM_kpt,bs_VBM_curvature,bs_CBM_curvature,uid
-0.13777717936056588,0.3352816476748587,2.433506399469968,0.0,0.6723307751399487,1,0,2.4241,2.6500000000000004,-13.826672957315909,5.681790259654727,211bcb7f05d6
-0.20691667011678197,0.23910210240204632,1.1555477974157382,0.31904260387615974,0.3080410369017552,0,0,1.2767,1.2769000000000001,-9.206604759900856,7.96730760985436,24d6cc0a0fed
-1.0890308152153223,0.7026287008119053,0.6451871618279067,0.4184151771652012,0.2020007680762549,0,0,1.2162,1.0764999999999998,-1.7492617962544477,2.7112470609280894,287dcf4f1a19
-0.25033786740063374,0.09023061469758935,0.3604353413827992,0.21189075300574867,0.037863347104885245,0,1,1.0536999999999999,0.9194,-7.6097157005467775,21.11256812762127,2d41b3dd1772
-0.31328472735565804,0.2968681435606273,0.9475985186587352,1.2618795513159085,0.9649678291364122,0,0,0.512,0.43029999999999996,-6.080730510164127,6.416990308058955,2ea941c8bc3c
-0.19726752744082068,0.20616641372907718,1.0451107508858808,0.3285604762572311,0.3285604762572311,0,0,1.5525,1.5525,-9.656936570928993,9.240108345209691,2f6f133abcc8
-0.5183085884050229,0.07866003176239197,0.15176293336070384,0.2101991460526059,0.02531072953967458,0,1,1.3152,0.9426000000000001,-3.675416619782831,24.218144301726518,304bc6a92d82
-0.26243921032545786,0.21420093096584744,0.8161925601750255,0.2986485469130274,0.2986485469130274,0,0,0.9226000000000001,0.9226000000000001,-7.258823853484237,8.89351876955071,323fb700d903
-0.163615081293435,0.18897791053242013,1.1550152286603594,0.0,0.8950589932833278,1,0,1.3026,1.9588,-11.643180964372613,10.080543247795024,343d2125478e
-0.3984306702019827,0.3700183175310267,0.9286893434771162,0.7164579816038621,0.531820356981843,0,0,0.6642,0.5249,-4.781258428308917,5.148393767938968,3995fa1bee6e
-0.09470095302910021,0.08099465302582043,0.8552675599888837,0.0,0.0,1,1,1.1511999999999998,1.1511999999999998,-20.115953842773067,23.520071126086577,3bc08d486d65
-1.850976602104555,1.3438597364235054,0.7260274035314875,0.34326410363009174,0.5090428135753113,0,0,1.0710000000000002,0.8540999999999999,-1.0291864293876112,1.4175586546479106,3e1923c616ad
-0.4005591535332965,0.6507673000285646,1.6246471820409156,0.3429776727707646,0.35404087764659575,0,0,0.9224999999999999,0.9227000000000001,-4.755851871555462,2.9273136494663796,3fb52099b370
