janus_z_range,janus_z_std,janus_n_layers,janus_z_dipole_Z,janus_z_dipole_X,janus_z_dipole_mass,janus_z_dipole_Z_abs,janus_z_dipole_X_abs,janus_z_dipole_mass_abs,janus_top_bot_meanZ,janus_top_bot_meanX,janus_top_bot_meanZ_abs,janus_top_bot_meanX_abs,uid
3.3904688399999987,1.3877639171677711,3,-0.3899230867605637,0.11598610823863574,-0.4286366169474974,0.3899230867605637,0.11598610823863574,0.4286366169474974,-7.0,0.36999999999999966,7.0,0.36999999999999966,75ee10091f43
2.86366164,1.2908991680274666,2,-1.2855606059546151e-05,3.4079515429438607e-06,-1.434074597796984e-05,1.2855606059546151e-05,3.4079515429438607e-06,1.434074597796984e-05,0.0,0.0,0.0,0.0,7a8373382b33
3.5569381900000003,1.4528800955876648,3,0.2542559591293525,-0.1475519072401904,0.27057450361294855,0.2542559591293525,0.1475519072401904,0.27057450361294855,41.5,-0.875,41.5,0.875,7fe9c5cb910c
3.4646513999999984,1.376473756777896,3,-0.0004658773790327262,-4.942872954063658e-05,-0.0005423650713346309,0.0004658773790327262,4.942872954063658e-05,0.0005423650713346309,-10.514285714285712,0.2874285714285718,10.514285714285712,0.2874285714285718,81af2831dbb2
3.511695539999998,1.4608801634338948,4,-0.052438839657657964,0.0030770945749522454,-0.056295969281288986,0.052438839657657964,0.0030770945749522454,0.056295969281288986,-2.75,0.02416666666666689,2.75,0.02416666666666689,82b85dfd7723
3.436921,1.3516800327078173,3,-0.001066417297979072,0.00019329644542282384,-0.0011177154229333344,0.001066417297979072,0.00019329644542282384,0.0011177154229333344,-2.3999999999999986,0.2908571428571425,2.3999999999999986,0.2908571428571425,846b50801a93
3.531659399999999,1.4129311483205116,3,-2.3484575471935334e-05,-1.1393828320890095e-05,-2.5105463557318583e-05,2.3484575471935334e-05,1.1393828320890095e-05,2.5105463557318583e-05,3.828571428571429,0.029142857142856915,3.828571428571429,0.029142857142856915,899032b4ad0c
3.4790378099999986,1.425825537375786,3,-0.39109799751173646,0.11910688307765169,-0.43014809389698294,0.39109799751173646,0.11910688307765169,0.43014809389698294,-7.0,0.36999999999999966,7.0,0.36999999999999966,916afba26723
3.2316076999999988,1.3037715329848438,3,1.769734887775788e-05,1.1455072622047893e-05,1.9466660875475584e-05,1.769734887775788e-05,1.1455072622047893e-05,1.9466660875475584e-05,2.9999999999999964,0.08333333333333304,2.9999999999999964,0.08333333333333304,961c37d6e527
3.376628919999998,1.3790096223325654,3,0.37189027822368476,-0.24139684848901038,0.40006076931997564,0.37189027822368476,0.24139684848901038,0.40006076931997564,2.0,-0.48999999999999977,2.0,0.48999999999999977,968a6902b7f5
3.5840925000000015,1.4331788365029525,3,1.6922445262954157e-06,5.626575287120614e-06,-1.0147759746336862e-07,1.6922445262954157e-06,5.626575287120614e-06,1.0147759746336862e-07,6.0,0.16666666666666652,6.0,0.16666666666666652,988b11badabb
3.4555370000000014,1.413434884905717,3,0.0561339028735622,-0.14270877663230302,0.05734616651057069,0.0561339028735622,0.14270877663230302,0.05734616651057069,32.5,-0.8600000000000003,32.5,0.8600000000000003,99fd027b1d0b
3.1302570999999997,1.2775336615445578,3,9.87060975665699e-06,-1.304938940833674e-06,1.1168822956378359e-05,9.87060975665699e-06,1.304938940833674e-06,1.1168822956378359e-05,5.333333333333332,0.033333333333333215,5.333333333333332,0.033333333333333215,9c2979187585
1.5482420500000007,0.7741210250000004,2,0.32032594137930964,-0.03489889866803367,0.34691529300391316,0.32032594137930964,0.03489889866803367,0.34691529300391316,48.0,-0.21999999999999975,48.0,0.21999999999999975,a0dbdc6630fa
3.4529420999999996,1.3645417993538471,3,0.006047145567633426,-0.001019544321570209,0.006331758887628541,0.006047145567633426,0.001019544321570209,0.006331758887628541,1.2000000000000028,0.24885714285714267,1.2000000000000028,0.24885714285714267,a148361e5e9a
3.3474451000000007,1.3660949595944292,3,-1.631380952547812e-05,-1.2036537608706637e-06,-1.880741387291932e-05,1.631380952547812e-05,1.2036537608706637e-06,1.880741387291932e-05,-10.971428571428568,0.031999999999999584,10.971428571428568,0.031999999999999584,a1d716aad84d
3.3795517000000004,1.3429048078593546,3,1.7607030014852426e-05,5.702173556659911e-06,1.8484484301499126e-05,1.7607030014852426e-05,5.702173556659911e-06,1.8484484301499126e-05,0.7428571428571473,0.16057142857142814,0.7428571428571473,0.16057142857142814,a7233837cfe9
3.2859510400000005,1.3418636773649741,3,0.22780962368159105,-0.13452938332039724,0.24222185353556272,0.22780962368159105,0.13452938332039724,0.24222185353556272,41.5,-0.875,41.5,0.875,a80866a2c6b4
4.059507550000002,1.6602118561082988,3,0.011803692393617124,-0.17504608412979333,0.027610434065337707,0.011803692393617124,0.17504608412979333,0.027610434065337707,14.5,-0.6000000000000001,14.5,0.6000000000000001,a84d988e38ac
3.1641771,1.2626310470089162,3,3.492255347545077e-05,1.2378892102945085e-05,4.028239076341126e-05,3.492255347545077e-05,1.2378892102945085e-05,4.028239076341126e-05,-6.114285714285714,0.15028571428571436,6.114285714285714,0.15028571428571436,a9f87eba4b96
3.3482289200000013,1.4028281361434192,4,-0.039310947924999375,-0.006078053779932009,-0.04233551389583761,0.039310947924999375,0.006078053779932009,0.04233551389583761,-17.916666666666664,0.14666666666666606,17.916666666666664,0.14666666666666606,aa9a981d89aa
3.5152358800000005,1.4491114975320671,3,-0.3370930207456143,-0.042872376198347203,-0.35293427337925365,0.3370930207456143,0.042872376198347203,0.35293427337925365,-3.5,-0.3600000000000003,3.5,0.3600000000000003,acdcd16c0d76
3.24030943,1.335612129580673,3,-0.5915338055882353,-0.032914375597484294,-0.6620313943356854,0.5915338055882353,0.032914375597484294,0.6620313943356854,-28.5,-0.28000000000000025,28.5,0.28000000000000025,b13beafa16aa
3.4281953000000005,1.3754237956942041,3,0.009536537992423683,-2.9410294251985968e-05,0.010922781021845867,0.009536537992423683,2.9410294251985968e-05,0.010922781021845867,15.085714285714282,-0.29171428571428537,15.085714285714282,0.29171428571428537,b8fb10416122
3.6900283500000004,1.506479519005705,3,0.42042509565789493,-0.2674831227197802,0.45224300047266197,0.42042509565789493,0.2674831227197802,0.45224300047266197,2.0,-0.48999999999999977,2.0,0.48999999999999977,badda86cab42
3.6166002000000006,1.4758647325494774,3,-3.3808641974776547e-06,-9.385448915120631e-07,-3.5792907944165497e-06,3.3808641974776547e-06,9.385448915120631e-07,3.5792907944165497e-06,-6.857142857142854,-0.07085714285714273,6.857142857142854,0.07085714285714273,c04fc052f2ca
3.3352088,1.3361975012994494,3,0.000615544333333071,-6.592550785230962e-05,0.0006914035745282886,0.000615544333333071,6.592550785230962e-05,0.0006914035745282886,8.333333333333336,-0.040000000000000036,8.333333333333336,0.040000000000000036,c55716558616
3.2326867999999997,1.3046542545404627,3,-4.922587719095321e-06,4.84491768834925e-06,-5.451572532174337e-06,4.922587719095321e-06,4.84491768834925e-06,5.451572532174337e-06,-4.857142857142854,0.10342857142857076,4.857142857142854,0.10342857142857076,c798e725e2fb
3.186374559999999,1.3032930874446043,3,0.05117030718390832,-0.1314797978178687,0.05222581919878999,0.05117030718390832,0.1314797978178687,0.05222581919878999,32.5,-0.8600000000000003,32.5,0.8600000000000003,c96ef4fc869c
3.419257100000001,1.3493084370971544,3,-0.0005423432101452526,6.012436860926463e-05,-0.0006011099363780134,0.0005423432101452526,6.012436860926463e-05,0.0006011099363780134,-11.542857142857144,0.2994285714285714,11.542857142857144,0.2994285714285714,cce78d90e899
3.58091139,1.4869786017098525,4,-0.05557976596062958,0.003302371640342789,-0.059255275078114074,0.05557976596062958,0.003302371640342789,0.059255275078114074,-13.416666666666664,0.03416666666666668,13.416666666666664,0.03416666666666668,cf7927ab6730
1.5586206900000015,0.7793103450000007,2,0.1484400657142858,-0.10194969036585372,0.15671364503338914,0.1484400657142858,0.10194969036585372,0.15671364503338914,16.0,-0.5899999999999999,16.0,0.5899999999999999,d59c96fdfda1
