n_features,features,features_str,loo_r2,loo_mae,best_params,kernel,C,gamma,epsilon
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.09718470577538985,0.5476754268616002,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.27209779770537845,0.611013507611755,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,10.0,0.01,0.2
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.2719143462337096,0.5338913976124783,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.2788685612582841,0.5356843257549689,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.3435755583790787,0.5040220155460967,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,100.0,1.0,0.01
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.34990046398044516,0.5617988616876376,"{'svr__C': 1000.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.01
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.2522631206642958,0.4999090429371461,"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,10.0,1.0,0.01
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.26111402220428936,0.5243707560190131,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.2139647030143671,0.5496754143759117,"{'svr__C': 1000.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1000.0,1.0,0.01
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.2889793521020815,0.5552402702472602,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,1000.0,auto,0.2
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.27983016350460865,0.5717340047435405,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,10.0,auto,0.2
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.2543962609813434,0.5958438786726371,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
6,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_kpath_angle_deg, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.2544450219169987,0.5269917362953843,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,100.0,1.0,0.01
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.20504144489937348,0.5768462847073771,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.3831780556264279,0.5834141177592974,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.1573685165000771,0.6058475626969485,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.1
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.44940007886103905,0.5364103753185585,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.030685418531429365,0.6260141384084273,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.1315289851378686,0.5956300258350614,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.36481874555045846,0.5839868386437386,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.22198323108473428,0.553720207367756,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.2
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.05273669202378228,0.7182959131236778,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'linear'}",linear,10.0,scale,0.2
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.012574840501297091,0.6912659525561478,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.001, 'svr__kernel': 'rbf'}",rbf,1000.0,0.001,0.2
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.5136401196235112,0.49706459007785814,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.23347480552871003,0.6071834338100377,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.1
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.22395021257986658,0.6451125340297104,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.5295837521154668,0.48253896014729414,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.1
6,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.335630518225115,0.5857446048762528,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.1
6,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.3095208597132494,0.5809687814043297,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,100.0,1.0,0.1
6,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.45250978056477387,0.48081731565420016,"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,10.0,1.0,0.01
6,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.31018715361250215,0.5258111598960145,"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.01
6,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.14124075677061532,0.5669217007749406,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
6,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.28462080823199554,0.50862240921148,"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,10.0,1.0,0.01
6,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.3412414401868238,0.5441421192723298,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,100.0,1.0,0.01
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.2777750147216651,0.5467360827111228,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.2
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.24340567749586994,0.6382197866667271,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,1.0,scale,0.2
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.34964161576672004,0.5257184069859215,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.1
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.31574055546936,0.5689358421154758,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.07272214377784936,0.6335480476398045,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.31752272391423286,0.536426598454135,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.10115525835055506,0.6624885498001091,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",rbf,1.0,0.1,0.2
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.2708051815797874,0.5675315729514563,"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.01
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.08960902782962588,0.6300986573399094,"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.01
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_VBM, E_sfrac_CBM",-0.05012476824082279,0.6737153938647977,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.29886985475868666,0.5767616895732215,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.269640986536396,0.587496249304571,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.30344498263633046,0.5436988836065113,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,10.0,auto,0.2
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.3875409436255507,0.5439923320008332,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
6,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.3335996705157944,0.5805308345245447,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
6,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.5031271562430498,0.45384851212522004,"{'svr__C': 1000.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1000.0,1.0,0.1
6,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.4622723513958784,0.4796343271393632,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,100.0,1.0,0.1
6,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.2823232327770545,0.48905247362913384,"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,10.0,1.0,0.01
6,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.18313078295122753,0.5633608704544985,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
6,"['old_E_pfrac_CBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.2588821065249257,0.5336091335525645,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,100.0,1.0,0.1
6,"['old_E_pfrac_CBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.29864924964461725,0.5806402619080414,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",rbf,100.0,0.1,0.2
6,"['old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.17233297029676364,0.6239958974729408,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
6,"['old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.2535223834662135,0.5699876410662249,"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.01
6,"['old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",-0.013638724616209297,0.6243999540428696,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,100.0,auto,0.1
6,"['old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM, E_sfrac_CBM",-0.03527560483622416,0.6739769365635359,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
