n_features,features,features_str,loo_r2,loo_mae,best_params,kernel,C,gamma,epsilon
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std",0.4764529614872981,0.5088801467865154,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg",0.49405912865768054,0.49335197372157413,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_ehull']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_ehull",0.15031250228449156,0.6221476125297934,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_max_Z4, E_sfrac_VBM",0.3796179987466691,0.5476210930978126,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,100.0,auto,0.1
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_max_Z4, E_sfrac_CBM",0.3674211347847901,0.4906139587873318,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",rbf,100.0,0.1,0.1
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg",0.18599062155762192,0.6222941788847461,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,100.0,auto,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_ehull",0.49350374165009625,0.4949826807248562,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_VBM",0.4757967949368749,0.5215196999732057,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_CBM",0.3259127704883322,0.5071421344043963,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, old_ehull",0.511942725238649,0.47422405761962383,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_VBM",0.3942091000214819,0.583809853794387,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_CBM",0.32408397758308105,0.5574594820570262,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_ehull, E_sfrac_VBM",0.5462447727216488,0.48790367762148346,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_ehull, E_sfrac_CBM",0.5032819586423767,0.46708966761481835,"{'svr__C': 1000.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.1
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_radius_mean', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, E_sfrac_VBM, E_sfrac_CBM",0.1469637555732286,0.5644663075859695,"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,10.0,1.0,0.1
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg",0.44615302927416467,0.5371764996202693,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_ehull",0.2373874363856917,0.5962196826255974,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM",0.3380335265736435,0.5952995800577184,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'linear'}",linear,1000.0,scale,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_CBM",0.17404705655624197,0.5522770691205799,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, old_ehull",0.024712852664283802,0.6366328395443729,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM",0.2508956845551247,0.6275632138072561,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, E_sfrac_CBM",0.365548897296915,0.5228157841614576,"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,10.0,auto,0.01
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_ehull, E_sfrac_VBM",0.2518128645011989,0.5840578446367777,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_ehull, E_sfrac_CBM",0.31406717951885466,0.5200343444322489,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,10.0,1.0,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_max_Z4', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, E_sfrac_VBM, E_sfrac_CBM",0.25724980244278073,0.5278314098477993,"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,10.0,1.0,0.01
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.3114496410244545,0.563237698416597,"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,10.0,1.0,0.01
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.3023352476803164,0.5905671249175319,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.34234346092001655,0.5293113114279072,"{'svr__C': 1000.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.01
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.3088904368893719,0.5921162068420271,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.4532454267975674,0.48307608345844094,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.2957783035239476,0.540066315126239,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,10.0,auto,0.2
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.2826610809267701,0.5280029999352713,"{'svr__C': 1000.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.01
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.4732928797451976,0.49287193067408724,"{'svr__C': 1000.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.01
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.2773694009338571,0.568676201320284,"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,10.0,1.0,0.1
5,"['old_E_pfrac_VBM', 'old_E_pfrac_CBM', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_E_pfrac_CBM, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.2773503759830126,0.5449580753123442,"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,10.0,auto,0.1
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg",0.14013530493952409,0.6428410005809789,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_ehull",0.26217971596818335,0.580728995017864,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM",0.41051410023220025,0.5622073970397583,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_CBM",0.24967987640073241,0.5692863342594042,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, old_ehull",0.24599958369682984,0.5489272339270228,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM",0.22250770626772276,0.6771500584048129,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.001, 'svr__kernel': 'rbf'}",rbf,1000.0,0.001,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_CBM",0.20450834802815432,0.5925378888196562,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.1
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_VBM",0.4597522237432681,0.5236874665353348,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_CBM",-0.17807273876854857,0.679240763545868,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_max_Z4', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, E_sfrac_VBM, E_sfrac_CBM",0.2729395472723408,0.5362588507459352,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.2236868034811108,0.5637660975211265,"{'svr__C': 100.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.01
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.38369694605977367,0.5856517906092242,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",rbf,1.0,0.1,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.1182263262055735,0.634745692308613,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",rbf,100.0,0.1,0.1
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.5312178189650403,0.49631629129586324,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.1
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.3294417998378866,0.5425476816058851,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.36269806099533675,0.5588255685012335,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.4439073596181956,0.5504491606917797,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.1
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.44027939908528746,0.4908094214975994,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.36869255752941654,0.555673954578553,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'scale', 'svr__kernel': 'rbf'}",rbf,10.0,scale,0.2
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.4717105318150945,0.5150028490936039,"{'svr__C': 100.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.1
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.19111787406932068,0.5873901335305178,"{'svr__C': 1000.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1000.0,1.0,0.2
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.19557079298179036,0.6648783909226301,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,1.0,auto,0.2
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.0617352300177314,0.5612056700946667,"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.1
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.17543653821112748,0.6618313744019179,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.1, 'svr__kernel': 'rbf'}",rbf,1.0,0.1,0.2
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.2535572948731477,0.5394406493044813,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.30489056845915485,0.5298307107031418,"{'svr__C': 1.0, 'svr__epsilon': 0.2, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.2
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.15322844185324658,0.6443744888181214,"{'svr__C': 100.0, 'svr__epsilon': 0.2, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,100.0,0.01,0.2
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.38805410080499636,0.5563117811621319,"{'svr__C': 1000.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.01, 'svr__kernel': 'rbf'}",rbf,1000.0,0.01,0.01
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.24705130176069612,0.5504049576506879,"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 1.0, 'svr__kernel': 'rbf'}",rbf,1.0,1.0,0.01
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.24914828133973455,0.5369080896146383,"{'svr__C': 10.0, 'svr__epsilon': 0.2, 'svr__gamma': 'auto', 'svr__kernel': 'rbf'}",rbf,10.0,auto,0.2
