n_feat,features,features_full,loo_r2,loo_mae
4,"E_pfrac_VBM, max_Z4, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_VBM, old_max_Z4, E_sfrac_VBM, E_sfrac_CBM",0.3724224159759414,0.5626611461928397
4,"E_pfrac_VBM, pmid_afs_gauss_std, kpath_angle_deg, ehull","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.46018353206377394,0.49663414932501443
4,"E_pfrac_VBM, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_VBM","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.5213491013248173,0.48243806674263695
4,"E_pfrac_VBM, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_CBM","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.5906190501625409,0.4395945343200607
4,"E_pfrac_VBM, pmid_afs_gauss_std, ehull, E_sfrac_VBM","old_E_pfrac_VBM, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.4944625365671256,0.5028362584836555
4,"E_pfrac_VBM, pmid_afs_gauss_std, ehull, E_sfrac_CBM","old_E_pfrac_VBM, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.5566116459198553,0.4606126708599052
4,"E_pfrac_VBM, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_VBM, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.5379313746226466,0.4704093802480987
4,"E_pfrac_VBM, kpath_angle_deg, ehull, E_sfrac_VBM","old_E_pfrac_VBM, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.3883071916669376,0.5612000419298808
4,"E_pfrac_VBM, kpath_angle_deg, ehull, E_sfrac_CBM","old_E_pfrac_VBM, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.2990097261596888,0.5861365336553015
4,"E_pfrac_VBM, kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_VBM, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.44793719108106034,0.5448171486421065
4,"E_pfrac_VBM, ehull, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_VBM, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.36817434739174604,0.5679307098629499
4,"E_pfrac_CBM, radius_mean, max_Z4, pmid_afs_gauss_std","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std",0.514700876493961,0.47505844706236716
4,"E_pfrac_CBM, radius_mean, max_Z4, kpath_angle_deg","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg",0.4004841224418495,0.560754979393699
4,"E_pfrac_CBM, radius_mean, max_Z4, ehull","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_ehull",0.3545699241811485,0.5545721220151343
4,"E_pfrac_CBM, radius_mean, max_Z4, E_sfrac_VBM","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, E_sfrac_VBM",0.41317017569370873,0.5596995236608717
4,"E_pfrac_CBM, radius_mean, max_Z4, E_sfrac_CBM","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, E_sfrac_CBM",0.27963355027092995,0.578838476214746
4,"E_pfrac_CBM, radius_mean, pmid_afs_gauss_std, kpath_angle_deg","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg",0.5299805139927565,0.47647040983643196
4,"E_pfrac_CBM, radius_mean, pmid_afs_gauss_std, ehull","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_ehull",0.5434171710965255,0.47413208969674925
4,"E_pfrac_CBM, radius_mean, pmid_afs_gauss_std, E_sfrac_VBM","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_VBM",0.5412485269128045,0.4998727774668221
4,"E_pfrac_CBM, radius_mean, pmid_afs_gauss_std, E_sfrac_CBM","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_CBM",0.5306490820336267,0.4838668444855044
4,"E_pfrac_CBM, radius_mean, kpath_angle_deg, ehull","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, old_ehull",0.40360953463270877,0.5487773469626301
4,"E_pfrac_CBM, radius_mean, kpath_angle_deg, E_sfrac_VBM","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_VBM",0.4266410882915985,0.5604759985798538
4,"E_pfrac_CBM, radius_mean, kpath_angle_deg, E_sfrac_CBM","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_CBM",0.4814816623187921,0.513818081417469
4,"E_pfrac_CBM, radius_mean, ehull, E_sfrac_VBM","old_E_pfrac_CBM, old_radius_mean, old_ehull, E_sfrac_VBM",0.3630821626560202,0.5772857363199947
4,"E_pfrac_CBM, radius_mean, ehull, E_sfrac_CBM","old_E_pfrac_CBM, old_radius_mean, old_ehull, E_sfrac_CBM",0.37161091786367517,0.5489600266928624
4,"E_pfrac_CBM, radius_mean, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_CBM, old_radius_mean, E_sfrac_VBM, E_sfrac_CBM",0.4132423875581669,0.5473545685296107
4,"E_pfrac_CBM, max_Z4, pmid_afs_gauss_std, kpath_angle_deg","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg",0.4870548374203708,0.4755749961775963
4,"E_pfrac_CBM, max_Z4, pmid_afs_gauss_std, ehull","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_ehull",0.517624776963141,0.4737381348706255
4,"E_pfrac_CBM, max_Z4, pmid_afs_gauss_std, E_sfrac_VBM","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM",0.5625459353230435,0.46771707127311013
4,"E_pfrac_CBM, max_Z4, pmid_afs_gauss_std, E_sfrac_CBM","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_CBM",0.5153585646705199,0.4740772637020457
4,"E_pfrac_CBM, max_Z4, kpath_angle_deg, ehull","old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, old_ehull",0.304788539271301,0.5747840231259663
4,"E_pfrac_CBM, max_Z4, kpath_angle_deg, E_sfrac_VBM","old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM",0.40281057881845905,0.5470197121398618
4,"E_pfrac_CBM, max_Z4, kpath_angle_deg, E_sfrac_CBM","old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, E_sfrac_CBM",0.3378455556513109,0.5578879180291686
4,"E_pfrac_CBM, max_Z4, ehull, E_sfrac_VBM","old_E_pfrac_CBM, old_max_Z4, old_ehull, E_sfrac_VBM",0.34875117028549996,0.5765032696097788
4,"E_pfrac_CBM, max_Z4, ehull, E_sfrac_CBM","old_E_pfrac_CBM, old_max_Z4, old_ehull, E_sfrac_CBM",0.22212924081038932,0.6023019896854054
4,"E_pfrac_CBM, max_Z4, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_CBM, old_max_Z4, E_sfrac_VBM, E_sfrac_CBM",0.34205546275262433,0.5814788975763803
4,"E_pfrac_CBM, pmid_afs_gauss_std, kpath_angle_deg, ehull","old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.566393205399329,0.45566098546981804
4,"E_pfrac_CBM, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_VBM","old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.5331895209065033,0.4874457933300673
4,"E_pfrac_CBM, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_CBM","old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.5195256253466997,0.4783823117342862
4,"E_pfrac_CBM, pmid_afs_gauss_std, ehull, E_sfrac_VBM","old_E_pfrac_CBM, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.5147312387626376,0.5139589521909
4,"E_pfrac_CBM, pmid_afs_gauss_std, ehull, E_sfrac_CBM","old_E_pfrac_CBM, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.5603699380780358,0.46479737074206573
4,"E_pfrac_CBM, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_CBM, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.4992220026706231,0.503537372810672
4,"E_pfrac_CBM, kpath_angle_deg, ehull, E_sfrac_VBM","old_E_pfrac_CBM, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.4051052782957326,0.5471565560861067
4,"E_pfrac_CBM, kpath_angle_deg, ehull, E_sfrac_CBM","old_E_pfrac_CBM, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.2956857921671344,0.5626449891437184
4,"E_pfrac_CBM, kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_CBM, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.43384361525096027,0.5465741290708985
4,"E_pfrac_CBM, ehull, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_CBM, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.35414839487752636,0.5713731086422699
4,"radius_mean, max_Z4, pmid_afs_gauss_std, kpath_angle_deg","old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg",0.1656655448428599,0.6160395300653245
4,"radius_mean, max_Z4, pmid_afs_gauss_std, ehull","old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_ehull",0.33626945626187377,0.5635318477274192
4,"radius_mean, max_Z4, pmid_afs_gauss_std, E_sfrac_VBM","old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM",0.34683866042092537,0.5689537117505316
4,"radius_mean, max_Z4, pmid_afs_gauss_std, E_sfrac_CBM","old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_CBM",0.3682232966129293,0.5496871418374957
4,"radius_mean, max_Z4, kpath_angle_deg, ehull","old_radius_mean, old_max_Z4, old_kpath_angle_deg, old_ehull",0.11761098017447558,0.671167508553977
4,"radius_mean, max_Z4, kpath_angle_deg, E_sfrac_VBM","old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM",0.314719172296402,0.6109254937171936
4,"radius_mean, max_Z4, kpath_angle_deg, E_sfrac_CBM","old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_CBM",0.3574527062695143,0.5705014159173677
4,"radius_mean, max_Z4, ehull, E_sfrac_VBM","old_radius_mean, old_max_Z4, old_ehull, E_sfrac_VBM",0.3443468831371509,0.5915438963475853
4,"radius_mean, max_Z4, ehull, E_sfrac_CBM","old_radius_mean, old_max_Z4, old_ehull, E_sfrac_CBM",0.20774903276474566,0.6171104941368103
4,"radius_mean, max_Z4, E_sfrac_VBM, E_sfrac_CBM","old_radius_mean, old_max_Z4, E_sfrac_VBM, E_sfrac_CBM",0.3610929390457529,0.58193443453914
4,"radius_mean, pmid_afs_gauss_std, kpath_angle_deg, ehull","old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.38211602711287074,0.5473126121867786
4,"radius_mean, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_VBM","old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.38268570774243793,0.5644587622700316
4,"radius_mean, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_CBM","old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.35375877988381166,0.5558504217995538
4,"radius_mean, pmid_afs_gauss_std, ehull, E_sfrac_VBM","old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.4884696782223601,0.5108088350681343
4,"radius_mean, pmid_afs_gauss_std, ehull, E_sfrac_CBM","old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.5002088745349449,0.49445860317981605
4,"radius_mean, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM","old_radius_mean, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.42755101797150863,0.541343063865045
4,"radius_mean, kpath_angle_deg, ehull, E_sfrac_VBM","old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.36145155643396853,0.5978305582952017
4,"radius_mean, kpath_angle_deg, ehull, E_sfrac_CBM","old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.26231574547454073,0.6054951038360595
4,"radius_mean, kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM","old_radius_mean, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.4100549086922004,0.5650740820422316
4,"radius_mean, ehull, E_sfrac_VBM, E_sfrac_CBM","old_radius_mean, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.36588433947827614,0.576125232282311
4,"max_Z4, pmid_afs_gauss_std, kpath_angle_deg, ehull","old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.3841919627150141,0.5330836498713253
4,"max_Z4, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_VBM","old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.4314145802957474,0.5301372054755086
4,"max_Z4, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_CBM","old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.44415591658105147,0.5193483117373303
4,"max_Z4, pmid_afs_gauss_std, ehull, E_sfrac_VBM","old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.49925154769518365,0.49518929893801916
4,"max_Z4, pmid_afs_gauss_std, ehull, E_sfrac_CBM","old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.5130108432073268,0.4960115436014503
4,"max_Z4, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM","old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.4412990929625741,0.5266798539932329
4,"max_Z4, kpath_angle_deg, ehull, E_sfrac_VBM","old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.28788402983076844,0.6056573875359814
4,"max_Z4, kpath_angle_deg, ehull, E_sfrac_CBM","old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.17987040550901068,0.6311692912458169
4,"max_Z4, kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM","old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.324213437510414,0.6023315850363837
4,"max_Z4, ehull, E_sfrac_VBM, E_sfrac_CBM","old_max_Z4, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.2376235328699019,0.6274874101792924
4,"pmid_afs_gauss_std, kpath_angle_deg, ehull, E_sfrac_VBM","pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.5068967858344529,0.49186751289078695
4,"pmid_afs_gauss_std, kpath_angle_deg, ehull, E_sfrac_CBM","pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.5290109323657606,0.47383488087702286
4,"pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM","pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.5359456788815831,0.4815908112092452
4,"pmid_afs_gauss_std, ehull, E_sfrac_VBM, E_sfrac_CBM","pmid_afs_gauss_std, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.5025702766254184,0.500787226542078
4,"kpath_angle_deg, ehull, E_sfrac_VBM, E_sfrac_CBM","old_kpath_angle_deg, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.32327604955939937,0.585962747901377
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, max_Z4, pmid_afs_gauss_std","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std",0.5521731931476915,0.4682158672881849
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, max_Z4, kpath_angle_deg","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg",0.5676351927163512,0.491510784688622
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, max_Z4, ehull","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_ehull",0.4963487873254958,0.5157126684718663
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, max_Z4, E_sfrac_VBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_max_Z4, E_sfrac_VBM",0.5196563566840304,0.5042299611640699
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, max_Z4, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_max_Z4, E_sfrac_CBM",0.4902879039933459,0.49476031175285873
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, pmid_afs_gauss_std, kpath_angle_deg","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg",0.6187989070538901,0.4484022641711766
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, pmid_afs_gauss_std, ehull","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_ehull",0.5617066935283775,0.4692751691558144
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, pmid_afs_gauss_std, E_sfrac_VBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_VBM",0.5580676948363619,0.47702330899961076
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, pmid_afs_gauss_std, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_CBM",0.5577061454260244,0.4529559955693254
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, kpath_angle_deg, ehull","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, old_ehull",0.5347700979688157,0.5047174397333705
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, kpath_angle_deg, E_sfrac_VBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_VBM",0.5512592751575027,0.4917357102066579
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, kpath_angle_deg, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_CBM",0.5714786642258798,0.4705213178769507
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, ehull, E_sfrac_VBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_ehull, E_sfrac_VBM",0.4659831628528843,0.5210571854427608
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, ehull, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, old_ehull, E_sfrac_CBM",0.48428191748436966,0.5011197411171113
5,"E_pfrac_VBM, E_pfrac_CBM, radius_mean, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_radius_mean, E_sfrac_VBM, E_sfrac_CBM",0.5338408486051952,0.4707513069528522
5,"E_pfrac_VBM, E_pfrac_CBM, max_Z4, pmid_afs_gauss_std, kpath_angle_deg","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg",0.593582984306934,0.43432380810169263
5,"E_pfrac_VBM, E_pfrac_CBM, max_Z4, pmid_afs_gauss_std, ehull","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_ehull",0.5129294166167222,0.4902916519714125
5,"E_pfrac_VBM, E_pfrac_CBM, max_Z4, pmid_afs_gauss_std, E_sfrac_VBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM",0.57802087887707,0.4557059478807931
5,"E_pfrac_VBM, E_pfrac_CBM, max_Z4, pmid_afs_gauss_std, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_CBM",0.5435857796413739,0.4417157244585981
5,"E_pfrac_VBM, E_pfrac_CBM, max_Z4, kpath_angle_deg, ehull","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, old_ehull",0.4674788173603853,0.5206015317512281
5,"E_pfrac_VBM, E_pfrac_CBM, max_Z4, kpath_angle_deg, E_sfrac_VBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM",0.5292902701017601,0.5074683636270388
5,"E_pfrac_VBM, E_pfrac_CBM, max_Z4, kpath_angle_deg, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, E_sfrac_CBM",0.5045601444555916,0.48471256282594466
5,"E_pfrac_VBM, E_pfrac_CBM, max_Z4, ehull, E_sfrac_VBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_ehull, E_sfrac_VBM",0.4574248453249561,0.5235551722699946
5,"E_pfrac_VBM, E_pfrac_CBM, max_Z4, ehull, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, old_ehull, E_sfrac_CBM",0.4047526590557633,0.5271280336187344
5,"E_pfrac_VBM, E_pfrac_CBM, max_Z4, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_max_Z4, E_sfrac_VBM, E_sfrac_CBM",0.5093754135588562,0.4896632772792469
5,"E_pfrac_VBM, E_pfrac_CBM, pmid_afs_gauss_std, kpath_angle_deg, ehull","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.5814789245376358,0.45279540851862743
5,"E_pfrac_VBM, E_pfrac_CBM, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_VBM","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.618045621764317,0.45114097061060904
5,"E_pfrac_VBM, E_pfrac_CBM, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.603276764867543,0.4189964520425508
5,"E_pfrac_VBM, E_pfrac_CBM, pmid_afs_gauss_std, ehull, E_sfrac_VBM","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",0.5486497429833918,0.488949486939594
5,"E_pfrac_VBM, E_pfrac_CBM, pmid_afs_gauss_std, ehull, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",0.5948016831806061,0.44946380035323324
5,"E_pfrac_VBM, E_pfrac_CBM, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",0.5953674642815536,0.4377337525300305
5,"E_pfrac_VBM, E_pfrac_CBM, kpath_angle_deg, ehull, E_sfrac_VBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",0.5030520785062731,0.5103488961277587
5,"E_pfrac_VBM, E_pfrac_CBM, kpath_angle_deg, ehull, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",0.48235150223742385,0.5045220149887933
5,"E_pfrac_VBM, E_pfrac_CBM, kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",0.5462897516188494,0.4803060347239177
5,"E_pfrac_VBM, E_pfrac_CBM, ehull, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_VBM, old_E_pfrac_CBM, old_ehull, E_sfrac_VBM, E_sfrac_CBM",0.4955821708591732,0.4986059762058836
5,"E_pfrac_VBM, radius_mean, max_Z4, pmid_afs_gauss_std, kpath_angle_deg","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg",0.3809282275063368,0.5567466473772069
5,"E_pfrac_VBM, radius_mean, max_Z4, pmid_afs_gauss_std, ehull","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_ehull",0.45945524924036774,0.5202122462975859
5,"E_pfrac_VBM, radius_mean, max_Z4, pmid_afs_gauss_std, E_sfrac_VBM","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM",0.4402369924591164,0.5256802028501877
5,"E_pfrac_VBM, radius_mean, max_Z4, pmid_afs_gauss_std, E_sfrac_CBM","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_CBM",0.5046401042642126,0.4824519742859735
5,"E_pfrac_VBM, radius_mean, max_Z4, kpath_angle_deg, ehull","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, old_ehull",0.3226628497757512,0.5855112472447481
5,"E_pfrac_VBM, radius_mean, max_Z4, kpath_angle_deg, E_sfrac_VBM","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM",0.4028446392643522,0.5584918399820424
5,"E_pfrac_VBM, radius_mean, max_Z4, kpath_angle_deg, E_sfrac_CBM","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_CBM",0.47403755254672064,0.5239783229057235
5,"E_pfrac_VBM, radius_mean, max_Z4, ehull, E_sfrac_VBM","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_VBM",0.39921590108345106,0.5597984051608076
5,"E_pfrac_VBM, radius_mean, max_Z4, ehull, E_sfrac_CBM","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_CBM",0.389254458014737,0.5542653589730311
5,"E_pfrac_VBM, radius_mean, max_Z4, E_sfrac_VBM, E_sfrac_CBM","old_E_pfrac_VBM, old_radius_mean, old_max_Z4, E_sfrac_VBM, E_sfrac_CBM",0.45783962131615863,0.5288071873356597
5,"E_pfrac_VBM, radius_mean, pmid_afs_gauss_std, kpath_angle_deg, ehull","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",0.5163209440474836,0.4805534129335423
5,"E_pfrac_VBM, radius_mean, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_VBM","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",0.5251177416564984,0.49581348520336727
5,"E_pfrac_VBM, radius_mean, pmid_afs_gauss_std, kpath_angle_deg, E_sfrac_CBM","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",0.607082265653413,0.43942796927269057
