combo,n_feat,r2_single,r2_hurdle,mae_single,mae_hurdle,clf_f1,clf_acc,r2_strong_single,r2_strong_hurdle,r2_weak_single,r2_weak_hurdle
C6_proven_plus_new,7,0.6319829843618567,0.3637266684466185,0.42835620514070144,0.5349380380071775,0.8073394495412844,0.7878787878787878,0.38272502348898807,0.019988245552998274,-1.3609365601586831,-3.7958834979256393
C5_new4_rm_Z4,7,0.5979470023974549,0.35532041067415365,0.43849246564537586,0.5400518524189188,0.8,0.7777777777777778,0.3381237470015427,0.028245736222159756,-1.6815234886580934,-4.032856411541631
C10_balanced_all,9,0.6021099421586014,0.38826805199632264,0.42279512561451305,0.5249591336009478,0.8148148148148148,0.797979797979798,0.3539604019390562,0.05023157174853499,-1.7273079831330116,-3.5490393596622587
