n_features,features,features_str,model,loo_r2,loo_mae
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",SVR_RBF,0.41103088394382936,0.5129855132002209
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",LR,0.359599179849191,0.6135461706487277
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",SVR_RBF,0.3139659148960656,0.5651811114292169
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",LR,0.12479563516682568,0.6626218492563034
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",SVR_RBF,0.33902566575910076,0.5328382566468421
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",LR,0.35352055164811624,0.6125557569283198
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.3397568887213983,0.5258589487735746
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",LR,0.3763755834985286,0.596890068646299
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",SVR_RBF,0.3368257570971235,0.5646404747908612
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",LR,0.1308015121940802,0.6597916155267143
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",SVR_RBF,0.5105085019877207,0.48390737664477285
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",LR,0.37854245957745025,0.6011345466470142
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.33224869944514557,0.5418971887524048
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_ehull, E_sfrac_VBM, E_sfrac_CBM",LR,0.30700322488933796,0.6243770132941355
5,"['old_E_pfrac_VBM', 'old_radius_mean', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_radius_mean, old_ehull, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.34008954566818816,0.5462148119101367
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",LR,0.10819144420083104,0.6821761338880726
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",SVR_RBF,0.018552605496449437,0.6648347873240398
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",LR,0.40400420741771326,0.5968216301671236
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",SVR_RBF,0.3110191132623831,0.5797710302847396
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",LR,0.08975853984325644,0.6776228746500803
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",SVR_RBF,0.3758249714528833,0.5212796977771962
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",LR,0.3731362087448771,0.6139063325152336
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",SVR_RBF,0.18743068043724898,0.6130306346574101
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",LR,0.10714271302285538,0.6661197731597708
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",SVR_RBF,0.07284737710916644,0.6055714927079604
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",LR,0.3657442780996878,0.6144708643781921
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.403078063439574,0.49225359030120924
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",LR,0.38374373024442054,0.5960993859670282
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",SVR_RBF,0.21166401769957488,0.5877259509020646
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",LR,0.12621772889210647,0.668137016545343
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",SVR_RBF,0.15096674484450012,0.5888226124098928
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",LR,0.38562866416062114,0.6021838563370014
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.2794584048046739,0.518225648627854
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, old_ehull, E_sfrac_VBM, E_sfrac_CBM",LR,0.3245989373466527,0.6304195117709954
5,"['old_E_pfrac_VBM', 'old_max_Z4', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_max_Z4, old_ehull, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.35825097183172727,0.49709418858646426
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",LR,0.4040303564839903,0.5910506811296954
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",SVR_RBF,0.5005762931190536,0.4970716382976947
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",LR,0.15541518026481038,0.6484794763929523
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",SVR_RBF,0.5016445707591943,0.47476682680128696
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",LR,0.3972913107000111,0.5961824014725949
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.3854725685544177,0.5220644540528231
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM, E_sfrac_CBM",LR,0.35242838334630966,0.6173638102645249
5,"['old_E_pfrac_VBM', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.29099515087164796,0.5383301763687596
5,"['old_E_pfrac_VBM', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_kpath_angle_deg, old_ehull, E_sfrac_VBM, E_sfrac_CBM",LR,0.3811328173285341,0.5968581942127653
5,"['old_E_pfrac_VBM', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_VBM, old_kpath_angle_deg, old_ehull, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.4867200905670196,0.46798235226867774
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg",LR,-0.03307622127459786,0.7567318932137944
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg",SVR_RBF,0.08055958231985638,0.7130596705951572
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_ehull",LR,0.009683851125387166,0.7039744063868143
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, old_ehull",SVR_RBF,0.2120231843117215,0.5836237237283014
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM",LR,0.34544216425825636,0.6043387199219504
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM",SVR_RBF,0.19640106846378413,0.606865975259236
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_CBM",LR,-0.009841225636533668,0.7002581120331768
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, pmid_afs_gauss_std, E_sfrac_CBM",SVR_RBF,0.22195500490041753,0.535573816957036
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, old_ehull",LR,0.05178847142002607,0.7000482538624604
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, old_ehull",SVR_RBF,0.23423872190312822,0.5897091168817167
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM",LR,0.3411894867496612,0.6033733534520154
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_VBM",SVR_RBF,0.29637700994489646,0.594131545755987
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_CBM",LR,0.012655452683107415,0.7120560767623247
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_kpath_angle_deg, E_sfrac_CBM",SVR_RBF,0.4041743014120651,0.5014806827869994
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_VBM",LR,0.3228329255558825,0.591201100891135
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_VBM",SVR_RBF,0.36063008807355723,0.5581610702104529
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_CBM",LR,0.017866553325426637,0.677006914132189
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, old_ehull, E_sfrac_CBM",SVR_RBF,0.19706764588735448,0.5635700307625456
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, E_sfrac_VBM, E_sfrac_CBM",LR,0.3254713665699127,0.6004987098191508
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_max_Z4', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_max_Z4, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.3396009307145179,0.5288537764863614
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",LR,0.057021119072813375,0.680641489955584
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",SVR_RBF,0.23725516245687672,0.5279461733458654
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",LR,0.30890066404331273,0.62164073002362
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",SVR_RBF,0.3436849138683402,0.5628281644759211
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",LR,0.017820735985235814,0.700870708040545
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",SVR_RBF,0.31987333657807604,0.5333313051267248
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",LR,0.3145450451789956,0.602305026751904
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",SVR_RBF,0.3248393311400558,0.551998130390498
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",LR,0.07056367692843968,0.6451622556903086
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",SVR_RBF,0.24052500141626731,0.5509823456664795
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",LR,0.2900915143987022,0.6216106829783049
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.32996810554460343,0.5276222484316413
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",LR,0.33481378203288314,0.5979973315586105
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",SVR_RBF,0.2817751046569723,0.5840832707616709
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",LR,0.10344464449046442,0.6558654050434529
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, old_ehull, E_sfrac_CBM",SVR_RBF,0.37508259975597946,0.5186548226932679
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",LR,0.3105360965338455,0.6251125006371737
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_kpath_angle_deg', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_kpath_angle_deg, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.3016878013619053,0.5557103757282221
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_ehull, E_sfrac_VBM, E_sfrac_CBM",LR,0.28012392670997677,0.6128279466930383
5,"['old_E_pfrac_CBM', 'old_radius_mean', 'old_ehull', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_radius_mean, old_ehull, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.36266772911360146,0.5323627242293888
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",LR,0.06036296769767069,0.696353835384288
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'old_ehull']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, old_ehull",SVR_RBF,0.18155476028326845,0.6095806786248336
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",LR,0.350945967645379,0.6071321316654752
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_VBM",SVR_RBF,0.17330001966636255,0.6220600383407096
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",LR,-0.03875640695586946,0.7353045561191155
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_kpath_angle_deg', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_kpath_angle_deg, E_sfrac_CBM",SVR_RBF,0.43421099528350837,0.4769932185186893
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",LR,0.3661178899688795,0.5798729203367853
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_VBM",SVR_RBF,0.18811011793695342,0.5914356302833718
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",LR,0.040087154178970796,0.6611392906471704
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'old_ehull', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, old_ehull, E_sfrac_CBM",SVR_RBF,-0.026511893485818838,0.6393193258366733
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",LR,0.34754989356390664,0.6080086872612922
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'pmid_afs_gauss_std', 'E_sfrac_VBM', 'E_sfrac_CBM']","old_E_pfrac_CBM, old_max_Z4, pmid_afs_gauss_std, E_sfrac_VBM, E_sfrac_CBM",SVR_RBF,0.36020107770872556,0.5147548782335175
5,"['old_E_pfrac_CBM', 'old_max_Z4', 'old_kpath_angle_deg', 'old_ehull', 'E_sfrac_VBM']","old_E_pfrac_CBM, old_max_Z4, old_kpath_angle_deg, old_ehull, E_sfrac_VBM",LR,0.36396307215162305,0.5790048221564124
