uid,formula,abs_resid_seed0,abs_resid_seed1,abs_resid_seed2,abs_resid_seed3,abs_resid_seed4,abs_resid_seed5,abs_resid_seed6,abs_resid_seed7,abs_resid_seed8,abs_resid_seed9,rank_seed0,rank_seed1,rank_seed2,rank_seed3,rank_seed4,rank_seed5,rank_seed6,rank_seed7,rank_seed8,rank_seed9,mean_rank,mean_abs_resid,n_times_top10
04fdd7d1ec5c,ClSbTe,0.20816434097290037,0.2935357160568237,0.10472965908050536,0.21590924930572508,0.1965884037017822,0.12829483222961424,0.007777339935302718,0.1168445415496826,0.139900333404541,0.14831841659545897,67,54,79,66,65,82,99,79,83,81,75.5,0.15600628328323363,0
114b3382699c,AsITe,0.5989857873916626,0.5652515850067139,0.5825118980407715,0.6715453824996949,0.6659349164962769,0.612361665725708,0.5616092643737793,0.6758414468765259,0.6221746168136597,0.4652306995391846,28,28,28,21,22,25,30,23,25,32,26.2,0.6021447262763979,0
05a06afa3b20,WMo3Se8,0.09710479450225828,0.15879405212402342,0.16401184272766112,0.09451652240753172,0.19557429027557371,0.15612531375885008,0.15555334758758543,0.22813404273986815,0.09295941066741942,0.1657574243545532,83,79,75,86,66,80,76,64,88,78,77.5,0.15085310411453245,0
0b7696e1f4c9,CrW3Se8,0.39139743423461915,0.315260368347168,0.3218501386642456,0.315320330619812,0.33689566230773926,0.3402159986495972,0.35661705112457276,0.24368973350524903,0.3567758378982544,0.34819062328338624,44,51,54,54,48,51,44,62,45,54,50.7,0.3326213178634644,0
24d6cc0a0fed,MoW3Se8,0.5301858158111572,0.3983900518417358,0.4605803461074829,0.47350966644287107,0.4666961402893066,0.3981844158172607,0.4603949756622314,0.5222611398696899,0.49380123329162595,0.47101628494262693,32,43,36,36,35,45,35,32,34,31,35.9,0.46750200700759875,0
20f098bd3f31,O2Pb2,0.17837194061279305,0.05735877609252937,0.1295331373214721,0.017634595870971603,0.03904012298583992,0.030149494171142655,0.24329968833923332,0.010984335899353104,0.183872018814087,0.38267043685913094,73,92,77,97,97,96,63,98,74,45,81.2,0.12729145469665532,0
1dcd471c2288,AsBrS,0.36064294242858885,0.3679585781097412,0.29747203254699706,0.12678554916381835,0.04436329269409178,0.21683982276916502,0.2325518455505371,0.14874080085754393,0.15364244842529295,0.21659496688842772,51,48,56,79,96,65,64,72,78,71,68.0,0.2165592279434204,0
2ea941c8bc3c,MoSTe,0.2389312744140626,0.2042652130126954,0.21655163764953622,0.41479644775390634,0.2805410385131837,0.21702919006347665,0.13455781936645517,0.155408000946045,0.5257473945617677,0.32551798820495614,62,72,65,41,58,64,78,71,31,57,59.9,0.27133460044860847,0
2f6f133abcc8,MoW3S8,0.22375995254516612,0.2179876003265382,0.29134661293029795,0.19593721961975108,0.24150055980682383,0.2614554796218873,0.28188735580444346,0.2561977539062501,0.3259801301956178,0.28166145420074473,64,71,57,70,63,56,58,59,51,62,61.1,0.25777141189575203,0
304bc6a92d82,BiBrTe,0.5486820888519288,0.4975465488433839,0.5508983087539674,0.6375962448120118,0.46160232543945323,0.45148014545440684,0.5033199739456178,0.5123835754394532,0.40973793983459483,0.4940804195404054,30,35,30,27,36,37,32,34,42,30,33.3,0.5067327570915223,0
323fb700d903,WMo3Te8,0.11702017688751232,0.2183645238876344,0.15776936912536632,0.13147573375701915,0.10088531875610363,0.23790388011932384,0.13645415210723888,0.2694782485961915,0.10910122299194347,0.03512804412841808,80,70,76,76,83,60,77,57,84,94,75.7,0.15135806703567517,0
2d41b3dd1772,BiITe,0.3705263481140135,0.4495097742080687,0.41876760578155503,0.3353379116058348,0.4576511726379393,0.3660347805023192,0.3911495552062987,0.3791371927261351,0.35256568050384507,0.40891841506957993,50,39,42,50,37,48,38,46,46,37,43.3,0.3929598436355589,0
1667d1443160,TiHf3Te8,0.61247190284729,0.6538475399017334,0.5992329959869385,0.7459395771026611,0.6932083015441894,0.5821753387451172,0.6863480453491211,0.6268123035430908,0.58221706199646,0.6030104999542236,27,25,25,17,20,27,22,25,28,24,24.0,0.6385263566970825,0
159f028a85d0,CrMo3Te8,0.651350525856018,0.7130244054794311,0.8375071563720703,0.6669518032073974,0.6505242862701416,0.5745425500869751,0.647588638305664,0.7632932939529419,0.6677408494949341,0.7643959798812866,23,20,14,23,23,30,26,17,21,16,21.3,0.6936919488906861,0
18e62ba75259,BrSbTe,0.8257747116088869,0.7568364562988283,0.5900028171539309,0.6376257362365725,0.6226528110504153,0.5537403049468996,0.6657498302459719,0.6153662624359133,0.6137855472564699,0.6436798992156985,14,16,27,26,26,31,24,27,26,22,23.9,0.6525214376449586,0
18e377cce57f,Ti2Zr2Te8,0.07563171863555906,0.07897625446319578,0.08924518108367918,0.22842143058776854,0.13298151969909666,0.16688142299652098,0.2884834814071655,0.056628446578979474,0.1624514865875244,0.22834239482879637,85,88,84,65,78,77,56,88,76,68,76.5,0.1508043336868286,0
1a3be826b3e0,AsClSe,0.2561688346862794,0.2306592388153077,0.43687223625183114,0.2855105323791505,0.35429429244995125,0.18842672538757332,0.2988822383880616,0.44251822662353524,0.4019515438079835,0.3772389812469483,60,67,39,57,47,73,54,42,43,46,52.8,0.3272522850036622,0
11db0908d9ef,BiBrSe,0.5082755751609802,0.49830306243896483,0.5294419593811035,0.536853081703186,0.4994242258071899,0.5752814478874206,0.49968672466278075,0.47411639165878294,0.5155773229598999,0.5209559268951416,36,34,31,29,32,29,33,40,32,28,32.4,0.5157915718555451,0
0c0fbdaf8f4a,ClSbSe,0.516514461517334,0.40492574501037604,0.4584445171356202,0.3445376567840577,0.3810998611450196,0.4660662822723389,0.519286792755127,0.5748867206573487,0.43646542358398444,0.35331026840209967,34,41,37,48,42,35,31,30,40,52,39.0,0.4455537729263305,0
0f02957b17cf,ISbTe,0.8699057178497314,0.9359724597930907,0.8687565402984618,0.7854709701538085,0.9016881065368652,0.8678622322082519,0.9274354057312011,0.8082749919891357,0.6791744308471679,0.8498551921844482,12,11,12,15,12,15,11,15,20,13,13.6,0.849439604759216,0
4c49d27e66e5,ISSb,0.0002620167732239054,0.056323533535003634,0.040054922580718966,0.010315770626068144,0.15716761875152585,0.1652607374191284,0.16628367233276364,0.044472461223602267,0.2605951480865478,0.03661293315887448,99,93,92,99,72,78,73,90,65,93,85.4,0.09373488144874571,0
449640ec4d30,Mo2W2S8,0.05184578514099125,0.09152316665649418,0.0771522483825684,0.0548670330047607,0.09537696456909184,0.017030242919921834,0.04487848663330074,0.03640496349334721,0.00331186866760258,0.045983906745910685,92,87,86,91,85,97,92,93,98,92,91.3,0.051837466621398945,0
433f707c632c,BiISe,0.3811911988258361,0.3849754977226256,0.35576528787612904,0.3198863911628722,0.35778576612472524,0.4205391454696654,0.3739805269241332,0.4287864017486571,0.2895391035079955,0.3844303536415099,45,46,52,52,46,42,40,43,59,44,46.9,0.3696879673004149,0
40034665f9f1,BiIS,0.31907688760757447,0.2774549045562744,0.2611394443511963,0.27029793643951416,0.24393885517120362,0.26256250524520874,0.36417829179763794,0.3022863187789917,0.2949679412841797,0.35477548027038575,55,56,60,58,62,55,42,53,57,51,54.9,0.29506785655021667,0
3e1923c616ad,TiHf3Se8,0.3174971761703491,0.30731658363342285,0.30612615966796874,0.3579739751815796,0.31782404804229736,0.17420880222320556,0.34653143310546874,0.2521322193145752,0.30142299556732177,0.3564856472015381,56,52,55,47,51,75,47,61,55,50,54.9,0.3037519040107727,0
3fb52099b370,MoCr3S8,0.0049130477905272585,0.07860501194000236,0.01390989208221427,0.07027323627471915,0.11372764492034904,0.12750895404815665,0.026035622596740637,0.047627762794494544,0.006577090263366614,0.011606768608093176,98,89,98,88,82,83,97,89,97,99,92.0,0.05007850313186637,0
3bc08d486d65,PbTe,0.5242611694335939,0.669249110221863,0.5737722444534303,0.6466048288345339,0.6679237413406374,0.7513983774185182,0.677997283935547,0.8104255723953249,0.684123091697693,0.7501363086700441,33,24,29,25,21,18,23,14,19,17,22.3,0.6755891728401184,0
343d2125478e,ISbSe,0.14132503986358635,0.2550707292556762,0.22798435211181634,0.19431321144103997,0.0179090070724488,0.03515665054321282,0.17036376714706414,0.039349870681762766,0.08257432460784919,0.10360594272613532,77,61,63,71,99,93,72,91,90,86,80.3,0.1267652895450592,0
5b94060698bc,ISSb,0.7941199722290038,0.48511137390136705,0.8425766410827635,0.8612009468078612,0.6398865165710448,0.9033456029891966,0.8098813476562499,0.7346288146972655,0.7925747814178465,0.9122429075241087,15,36,13,12,25,13,15,20,15,11,17.5,0.7775568904876706,0
5c3fe56a1a89,MoW3Te8,0.5463391971588134,0.5445036125183105,0.6228415203094482,0.6617482137680053,0.6104133558273315,0.6063563060760497,0.6622837018966674,0.6726932954788207,0.7039560508728027,0.6197780799865722,31,29,23,24,28,26,25,24,17,23,25.0,0.6250913333892821,0
5d1a32a28ffa,P2Sb2Se6,0.4762513675689699,0.5162639656066896,0.4647603073120119,0.5023338832855226,0.293265823364258,0.32011270904541034,0.36695623779296893,0.5561611690521242,0.3381755390167238,0.4319360294342043,38,31,35,33,56,52,41,31,47,34,39.8,0.4266217031478884,0
5e4ff1f56b4a,PbS,0.3320215311050414,0.3546772565841674,0.38616495990753164,0.24110859298706044,0.13585000896453847,0.23182004356384267,0.26560669803619374,0.34456628227233876,0.3021048870086669,0.3646506633758544,54,49,46,62,77,61,62,48,54,47,56.0,0.2958570923805236,0
60065d3bbcf2,Cr2Mo2Se8,0.013629891395568805,0.016374446868896442,0.02565787029266353,0.03167746257781978,0.0556291122436523,0.0781588335037231,0.030690290451049762,0.0012781400680541566,0.033757545471191364,0.022440411567687946,94,95,96,94,92,88,95,99,93,95,94.1,0.030929400444030718,0
52a5e2b280d4,ZrTi3Se8,0.18392511272430423,0.15938743019104007,0.19140787982940677,0.15831800365448,0.1550035085678101,0.19281776809692386,0.20318814182281497,0.14631148242950442,0.2507620658874512,0.22376545333862308,71,78,69,74,74,71,67,74,67,70,71.5,0.18648868465423588,0
4f1ab08988cc,TiZr3Te8,0.21464039897918696,0.18939830875396724,0.1915462217330932,0.18837537384033198,0.14101411914825435,0.2524470291137695,0.17966069793701167,0.08893348789215083,0.15502538299560542,0.15557195758819575,66,75,68,73,76,58,70,83,77,80,72.6,0.1756612977981567,0
4da5c6be60db,BrSSb,0.6671377277374266,0.4547446823120116,0.42087779998779284,0.5352531528472899,0.3711877918243407,0.54577241897583,0.20571743011474597,0.4791263198852538,0.4738339042663573,0.3589199638366698,21,38,40,31,43,32,65,39,36,49,39.4,0.45125711917877176,0
6523c349753c,WCr3Te8,0.40471495151519776,0.38694966793060304,0.4084482288360596,0.3815653419494629,0.31702614784240724,0.391464958190918,0.361778507232666,0.4809908962249756,0.44766367435455323,0.4348805046081543,43,45,44,44,52,46,43,36,38,33,42.4,0.4015482878684997,0
644f7c1c85c7,CrMo3S8,0.06889931201934818,0.1417999649047852,0.03982023239135746,0.12540105819702152,0.12130717277526859,0.2017972850799561,0.09279541015625004,0.07378415107727054,0.18581227302551273,0.12017408847808841,88,82,93,81,80,68,86,85,73,83,81.9,0.11715909481048588,0
62bb754c4cb2,Cr2W2Te8,0.1987370586395263,0.2606019115447997,0.214744005203247,0.21144453048706047,0.25360945224761955,0.2223769760131835,0.31788626670837394,0.07123175621032707,0.23267367839813224,0.24803439140319816,69,60,66,68,61,63,51,86,69,65,65.8,0.22313400268554678,0
671e6de2497a,AsBrTe,0.6360582170486451,0.5015901384353638,0.685092812538147,0.4946188983917237,0.8399415073394776,0.4413228092193604,0.7103694734573365,0.7983447370529175,0.6618901548385621,0.5430792627334595,25,33,19,34,15,38,21,16,22,27,25.0,0.6312308011054993,0
70e7ab872359,HfZr3Se8,0.06779916286468501,0.10475976467132564,0.03777729272842412,0.10795570611953731,0.04666514396667476,0.030593681335449263,0.026156497001647905,0.06284786462783809,7.255077362056106e-05,0.171648097038269,90,85,94,85,95,95,96,87,99,75,90.1,0.06562757611274717,0
70cbc0e44d36,BiISe,0.4873056545257568,0.6725652351379394,0.49890149974822995,0.4684951438903808,0.5171054735183716,0.5012138023376465,0.562138689994812,0.49295319461822507,0.5804835691452026,0.5158909692764282,37,23,33,37,30,33,29,35,29,29,31.5,0.5297053232192994,0
72b286460831,Cr2Mo2S8,0.05450831031799308,0.23196254348754874,0.10469232177734367,0.07813261127471915,0.1871851501464843,0.14934168434143058,0.1725534019470214,0.13621829128265373,0.14607427692413322,0.1681605396270751,91,66,80,87,69,81,71,77,80,76,77.8,0.1428829131126403,0
7fe9c5cb910c,BiClSe,0.027317873477935795,0.1260870614051819,0.12661992692947388,0.03087424421310425,0.14142172718048096,0.043588928222656254,0.10523926401138306,0.09992705965042115,0.14518295907974244,0.021935156822204593,93,83,78,95,75,92,84,81,81,96,85.8,0.08681942009925843,0
81af2831dbb2,Hf2Zr2Se8,0.37758810710906987,0.33420117092132573,0.40713663291931157,0.32316727828979497,0.5876850624084473,0.42387027931213384,0.35431702327728276,0.48083861064910893,0.33518691253662114,0.30650372695922856,46,50,45,51,29,40,45,37,48,60,45.1,0.39304948043823246,0
82b85dfd7723,P2Sb2Te6,0.37570576286315926,0.5217609844207765,0.3299823246002198,0.47946076011657723,0.33284048652648934,0.5771108112335206,0.5696671447753907,0.5153689823150636,0.44316439247131356,0.16473273849487313,48,30,53,35,49,28,28,33,39,79,42.2,0.4309794387817384,0
846b50801a93,Ti2Zr2Se8,0.12615935039520254,0.14200417232513418,0.017352263450622463,0.01512722206115713,0.06311253738403311,0.0523894624710084,0.09061030578613272,0.08037559223175039,0.013835947036743068,0.11005119514465322,78,81,97,98,91,91,87,84,96,85,88.8,0.07110180482864373,0
899032b4ad0c,MoCr3Te8,0.24293025398254398,0.2258362379074097,0.2394095268249512,0.2431457843780518,0.28353246116638187,0.22335692310333255,0.19713958168029788,0.3290006723403931,0.20149465465545657,0.3122118320465088,61,68,61,61,57,62,68,51,72,58,61.9,0.2498057928085327,0
916afba26723,STeW,0.6497459621429442,0.9201622219085692,0.787567398071289,0.8385133953094481,0.8752958984374999,0.8777349205017089,0.8800881118774413,0.8216631622314452,0.8675577850341796,0.7187376232147216,24,12,15,14,13,14,12,13,12,18,14.7,0.8237066478729247,0
548aa830244c,Cr2W2Se8,0.07210852146148672,0.09632469654083242,0.09559859275817861,0.11794473171234121,0.07887150287628164,0.08984507560729971,0.1314308786392211,0.11687482833862295,0.08962739944457998,0.12115956783294668,86,86,82,83,88,87,79,78,89,82,84.0,0.1009785795211791,0
5974b6403c31,Cr2W2S8,0.37705529499053947,0.27327156829833976,0.2270804719924926,0.4280464725494384,0.15638948249816886,0.21664846706390373,0.31555808353424064,0.2226866559982299,0.2104425506591796,0.3001623229980468,47,57,64,39,73,66,53,65,70,61,59.5,0.272734137058258,0
4fd8ad708fb0,AsClTe,0.5721588325500488,0.40794231414794924,0.1905307960510254,0.13089372634887697,0.22487999916076662,0.41292001724243166,0.4446633052825928,0.38804842948913576,0.30374338150024416,0.41128518104553224,29,40,70,77,64,43,36,45,53,36,49.3,0.34870659828186035,0
988b11badabb,Cr2Mo2Te8,0.3731656265258789,0.3888313961029053,0.3845622730255127,0.34008278369903566,0.4229679298400879,0.42083301067352297,0.3312496137619019,0.4009376955032349,0.4323891592025757,0.39221527099609377,49,44,47,49,38,41,48,44,41,42,44.3,0.388723475933075,0
968a6902b7f5,BiClTe,0.26900000572204585,0.25048215389251705,0.20258040428161617,0.2907044410705566,0.2722107887268066,0.3094133853912353,0.20486183166503902,0.19488306045532222,0.27164442539215083,0.23209745883941646,59,62,67,56,59,53,66,66,64,66,61.8,0.24978779554367064,0
961c37d6e527,MoCr3Se8,0.23206186103820803,0.23909318256378176,0.2615702133178711,0.3054262380599976,0.30839431095123293,0.25833475399017336,0.28446411895751955,0.3038572053909302,0.28129493999481203,0.3087656478881836,63,65,59,55,53,57,57,52,60,59,58.0,0.2783262472152711,0
a0dbdc6630fa,PbSe,0.10519511985778807,0.18879587936401365,0.358178689956665,0.2638697175979614,0.09334023284912107,0.1841645984649658,0.11072833824157713,0.25425298500061033,0.3292604236602783,0.16782470035552977,82,76,51,59,87,74,83,60,50,77,69.9,0.20556106853485107,0
a148361e5e9a,TiZr3Se8,0.12401626491546636,0.060908535957336474,0.04535339260101323,0.23057470703125005,0.17975542926788335,0.197120288848877,0.18690119171142583,0.14151428127288823,0.27241764450073247,0.11160574340820317,79,90,91,64,70,70,69,76,63,84,75.6,0.1550167479515076,0
a1d716aad84d,Mo2W2Se8,0.17893441581726077,0.11471637153625491,0.05503853225708011,0.04783173465728763,0.12754221820831302,0.059198936462402374,0.04134126567840579,0.10363121891021732,0.032123764991760284,0.08421011829376224,72,84,89,92,79,90,94,80,94,89,86.3,0.08445685768127445,0
a7233837cfe9,CrMo3Se8,0.3070021762847901,0.2243223085403443,0.18352865123748785,0.24015830898284918,0.391222228050232,0.24103402042388922,0.31645082378387457,0.3433176174163819,0.2807885303497315,0.40723287010192877,58,69,74,63,41,59,52,49,61,38,56.4,0.2935057535171509,0
99fd027b1d0b,BiClS,0.34939631366729734,0.5137776389122009,0.4194212212562561,0.4020409836769104,0.360130633354187,0.35118665838241575,0.328671778678894,0.35669168376922605,0.31319447898864744,0.3267882719039917,52,32,41,42,45,50,49,47,52,56,46.6,0.37212996625900274,0
a80866a2c6b4,BiClSe,0.7136110610961914,0.9044203109741211,0.5936409778594971,0.8975259609222412,0.7767671890258789,0.8036295719146729,0.5880281276702881,0.7036883182525635,0.6337649173736573,0.8431717700958252,18,13,26,11,18,16,27,21,24,14,18.8,0.7458248205184936,0
a9f87eba4b96,CrW3S8,0.010779460906982452,0.005589207649230987,0.06351645851135257,0.06578453445434573,0.09503622913360599,0.10701378250122073,0.045711198806762665,0.14699300193786624,0.10533471965789798,0.09787937068939212,97,97,88,89,86,86,91,73,85,87,87.9,0.07436379642486575,0
acdcd16c0d76,BiIS,0.30884142684936533,0.30035432147979746,0.36980338859558115,0.3644481496810914,0.486637194633484,0.45911427307128916,0.27274437713623056,0.14403768348693857,0.25832005310058603,0.39412101078033457,57,53,48,45,34,36,60,75,66,40,51.4,0.3358421878814698,0
b13beafa16aa,AsIS,0.012612112045288004,0.24958919715881356,0.08977746200561532,0.11970139312744132,0.16871499252319344,0.10938691329956063,0.1004484968185424,0.0385358257293702,0.162652723312378,0.017744771957397543,95,63,83,82,71,85,85,92,75,98,82.9,0.10691638879776004,0
b8fb10416122,ZrHf3Se8,0.5135064363479614,0.6772938013076782,0.6221974134445191,0.5355825662612915,0.4997104644775391,0.67793288230896,0.27187552452087405,0.6209241390228272,0.49075510501861574,0.3493144750595093,35,21,24,30,31,22,61,26,35,53,33.8,0.5259092807769776,0
badda86cab42,BiClTe,0.656862612247467,0.714328284740448,0.6583056406974792,0.6798573689460754,0.704906578540802,0.7221492486000061,0.7611802773475647,0.7031075315475463,0.6523542957305908,0.6744074778556823,22,19,22,20,19,19,18,22,23,20,20.4,0.6927459316253664,0
c04fc052f2ca,Mo2W2Te8,0.10622956275939943,0.1909192991256714,0.10456027507781984,0.12579121112823488,0.1883464050292969,0.11507679939270021,0.04143418788909914,0.16174175262451174,0.06488527774810793,0.18340887546539308,81,74,81,80,68,84,93,69,91,73,79.4,0.12823936462402347,0
9c2979187585,WMo3S8,0.21783207321166986,0.1640825119018554,0.1895189132690429,0.21338818931579584,0.30538509750366205,0.1729711141586303,0.15991805458068842,0.18900869750976557,0.27862189674377436,0.2308835830688476,65,77,71,67,55,76,74,67,62,67,68.1,0.21216101312637323,0
c55716558616,HfTi3Se8,0.011619106292724668,0.003887638092040957,0.05031432247161871,0.04532442951202387,0.018831745147705137,0.03395818138122553,0.0160480585098266,0.030821069717407168,0.09336267375946039,0.05502484703063959,96,98,90,93,98,94,98,94,87,91,93.9,0.03591920719146726,0
c798e725e2fb,WCr3Se8,0.0942912960052491,0.054351654052734455,0.08826204776763924,0.1100921297073365,0.09902795791625985,0.1641065740585328,0.11402460575103768,0.1602029466629029,0.09584590435028084,0.09779426097869881,84,94,85,84,84,79,81,70,86,88,83.5,0.10779993772506721,0
cce78d90e899,Hf2Ti2Se8,0.20668784713745114,0.19960657691955563,0.1863792333602905,0.15187803840637204,0.04846767520904538,0.06423548793792722,0.07862047290801999,0.09361747837066647,0.021089116096496552,0.19781521892547604,68,73,72,75,94,89,88,82,95,72,80.8,0.1248397145271301,0
c96ef4fc869c,BiClS,0.696443790435791,0.8028267564773559,0.7673988285064697,0.7836662473678588,0.6197950782775878,0.6784675064086914,0.7183910551071166,0.7494556846618652,0.7875394763946533,0.5976344289779663,20,15,17,16,27,21,20,18,16,25,19.5,0.7201618852615356,0
cf7927ab6730,Bi2P2Te6,0.7158752784729003,0.6216844425201415,0.6650718555450439,0.6015976772308349,0.6455496654510497,0.6518997058868408,0.7365919456481933,0.5750137672424316,0.5883685455322265,0.6944664821624755,17,26,20,28,24,24,19,29,27,19,23.3,0.6496119365692138,0
d59c96fdfda1,SeSn,0.15412178230285645,0.26896622371673584,0.4800449867248535,0.2009290714263916,0.26301505756378174,0.2666815776824951,0.44271662425994873,0.4483685750961304,0.2419578094482422,0.4318422336578369,75,59,34,69,60,54,37,41,68,35,53.2,0.3198643941879272,0
da5fd2bb47af,ClSbTe,0.19435235595703126,0.23980876541137697,0.0014429416656493999,0.023362127304077163,0.414327112197876,0.4342705879211426,0.2924604091644287,0.012539419174194322,0.3634836349487305,0.2604262504577637,70,64,99,96,39,39,55,97,44,63,66.6,0.22364736042022706,0
dc4259e69783,WCr3S8,0.4209575967788697,0.27324560451507574,0.362405689239502,0.3966754989624024,0.30582788753509527,0.37188998031616216,0.3277597742080689,0.28634146022796636,0.2979481534957886,0.34415629673004156,40,58,49,43,54,47,50,55,56,55,50.7,0.33872079420089724,0
df0019ec24b5,ISbSe,0.17653226280212397,0.0009319725036620596,0.23780679130554194,0.26338481330871577,0.06747459793090815,0.20765327835083003,0.06109737777709956,0.015877002716064403,0.14032959365844722,0.021883481979370067,74,99,62,60,90,67,89,96,82,97,81.6,0.11929711723327632,0
e688959ea45b,SnTe,0.06861370229721064,0.009348207950591991,0.06539309597015386,0.061087483406066845,0.049221331119537304,0.0004917440414429208,0.04740750217437739,0.18428038978576655,0.15021871948242183,0.06875825500488286,89,96,87,90,93,99,90,68,79,90,88.1,0.07048204312324521,0
eadd37f03ca5,GeTe,0.07079937267303471,0.05919752311706539,0.1849863309860229,0.19080004882812496,0.19252004432678227,0.19864479494094844,0.11342332553863521,0.02601160812377934,0.05099938106536861,0.17593041849136348,87,91,73,72,67,69,82,95,92,74,80.2,0.12633128480911254,0
eef072f845ce,CrW3Te8,0.3330355806350709,0.27917896938323983,0.2708017749786378,0.3189642353057862,0.1185684127807618,0.19096671772003182,0.2792878074645997,0.2761553449630738,0.2905311508178712,0.2560762090682984,53,55,58,53,81,72,59,56,58,64,60.9,0.2613566203117371,0
f1e78a09001d,BrSbTe,0.14259380340576167,0.15116912364959711,0.02663678169250483,0.12801498413085932,0.07383686542510981,0.006233277320861763,0.12858766555786127,0.23515099525451655,0.20887702941894526,0.22537547588348383,76,80,95,78,89,98,80,63,71,69,79.9,0.13264760017395014,0
