features,feat_list,indices,n_feat,cv5_r2
E_pfrac_relevant + start_adf_min + start_adf_n_triplets,"E_pfrac_relevant,start_adf_min,start_adf_n_triplets","(2, 54, 55)",3,0.3502375757578614
E_pfrac_relevant + mid_adf_n_triplets + start_adf_min,"E_pfrac_relevant,mid_adf_n_triplets,start_adf_min","(2, 42, 54)",3,0.3431739836830495
E_pfrac_relevant + end_adf_n_triplets + start_adf_min,"E_pfrac_relevant,end_adf_n_triplets,start_adf_min","(2, 11, 54)",3,0.3431739836830495
E_pfrac_relevant + kpath_angle_deg + start_adf_mean,"E_pfrac_relevant,kpath_angle_deg,start_adf_mean","(2, 24, 53)",3,0.34193944066883963
E_pfrac_relevant + end_adf_n_triplets + mid_adf_max,"E_pfrac_relevant,end_adf_n_triplets,mid_adf_max","(2, 11, 39)",3,0.3294358195603178
E_pfrac_relevant + start_adf_max + start_adf_n_triplets,"E_pfrac_relevant,start_adf_max,start_adf_n_triplets","(2, 52, 55)",3,0.32518868789512645
E_pfrac_relevant + mid_adf_n_triplets + start_adf_max,"E_pfrac_relevant,mid_adf_n_triplets,start_adf_max","(2, 42, 52)",3,0.3244453076203385
E_pfrac_relevant + end_adf_n_triplets + start_adf_max,"E_pfrac_relevant,end_adf_n_triplets,start_adf_max","(2, 11, 52)",3,0.3244453076203385
E_pfrac_relevant + start_adf_mean + start_adf_n_triplets,"E_pfrac_relevant,start_adf_mean,start_adf_n_triplets","(2, 53, 55)",3,0.3241624029504445
E_pfrac_relevant + mid_adf_n_triplets + start_adf_mean,"E_pfrac_relevant,mid_adf_n_triplets,start_adf_mean","(2, 42, 53)",3,0.3226497059968836
E_pfrac_relevant + end_adf_n_triplets + start_adf_mean,"E_pfrac_relevant,end_adf_n_triplets,start_adf_mean","(2, 11, 53)",3,0.3226497059968836
E_pfrac_relevant + mid_nearest_mass + start_adf_mean,"E_pfrac_relevant,mid_nearest_mass,start_adf_mean","(2, 47, 53)",3,0.31825463669999043
E_pfrac_relevant + mid_nearest_Z + start_adf_mean,"E_pfrac_relevant,mid_nearest_Z,start_adf_mean","(2, 44, 53)",3,0.31825463669999043
E_pfrac_relevant + mid_nearest_Z4 + start_adf_mean,"E_pfrac_relevant,mid_nearest_Z4,start_adf_mean","(2, 45, 53)",3,0.31825463669999043
E_pfrac_relevant + ehull + end_adf_max,"E_pfrac_relevant,ehull,end_adf_max","(2, 7, 8)",3,0.31694627720891394
E_pfrac_relevant + ehull + start_adf_n_triplets,"E_pfrac_relevant,ehull,start_adf_n_triplets","(2, 7, 55)",3,0.316293308095143
E_pfrac_relevant + ehull + mid_adf_n_triplets,"E_pfrac_relevant,ehull,mid_adf_n_triplets","(2, 7, 42)",3,0.316293308095143
E_pfrac_relevant + ehull + end_adf_n_triplets,"E_pfrac_relevant,ehull,end_adf_n_triplets","(2, 7, 11)",3,0.316293308095143
E_pfrac_relevant + start_adf_mean + start_adf_min,"E_pfrac_relevant,start_adf_mean,start_adf_min","(2, 53, 54)",3,0.31573860486171484
E_pfrac_relevant + start_adf_mean + start_adf_std,"E_pfrac_relevant,start_adf_mean,start_adf_std","(2, 53, 56)",3,0.3119483277709443
E_pfrac_relevant + kvec_x + start_adf_mean,"E_pfrac_relevant,kvec_x,start_adf_mean","(2, 32, 53)",3,0.30173837937373194
E_pfrac_relevant + mid_adf_max + start_adf_max,"E_pfrac_relevant,mid_adf_max,start_adf_max","(2, 39, 52)",3,0.2999371131964298
E_pfrac_relevant + start_adf_max + start_adf_mean,"E_pfrac_relevant,start_adf_max,start_adf_mean","(2, 52, 53)",3,0.2995197713692875
E_pfrac_relevant + mid_adf_max + mid_nearest_Z4,"E_pfrac_relevant,mid_adf_max,mid_nearest_Z4","(2, 39, 45)",3,0.29651262471134887
E_pfrac_relevant + mid_adf_max + mid_nearest_mass,"E_pfrac_relevant,mid_adf_max,mid_nearest_mass","(2, 39, 47)",3,0.29651262471134887
E_pfrac_relevant + mid_adf_max + mid_nearest_Z,"E_pfrac_relevant,mid_adf_max,mid_nearest_Z","(2, 39, 44)",3,0.29651262471134887
E_pfrac_relevant + kstart_degeneracy + start_adf_mean,"E_pfrac_relevant,kstart_degeneracy,start_adf_mean","(2, 28, 53)",3,0.29620915946132953
E_pfrac_relevant + mid_adf_max + start_adf_n_triplets,"E_pfrac_relevant,mid_adf_max,start_adf_n_triplets","(2, 39, 55)",3,0.2961339913359816
E_pfrac_relevant + mid_adf_max + mid_adf_n_triplets,"E_pfrac_relevant,mid_adf_max,mid_adf_n_triplets","(2, 39, 42)",3,0.2961339913359816
E_pfrac_relevant + end_adf_n_triplets + start_adf_std,"E_pfrac_relevant,end_adf_n_triplets,start_adf_std","(2, 11, 56)",3,0.2955775817585488
E_pfrac_relevant + mid_adf_n_triplets + start_adf_std,"E_pfrac_relevant,mid_adf_n_triplets,start_adf_std","(2, 42, 56)",3,0.2955775817585488
E_pfrac_relevant + start_adf_n_triplets + start_adf_std,"E_pfrac_relevant,start_adf_n_triplets,start_adf_std","(2, 55, 56)",3,0.2955775817585488
E_pfrac_relevant + mid_adf_mean + mid_nearest_mass,"E_pfrac_relevant,mid_adf_mean,mid_nearest_mass","(2, 40, 47)",3,0.2877340270052787
E_pfrac_relevant + mid_adf_mean + mid_nearest_Z,"E_pfrac_relevant,mid_adf_mean,mid_nearest_Z","(2, 40, 44)",3,0.2877340270052787
E_pfrac_relevant + mid_adf_mean + mid_nearest_Z4,"E_pfrac_relevant,mid_adf_mean,mid_nearest_Z4","(2, 40, 45)",3,0.2877340270052787
E_pfrac_CBM + E_pfrac_VBM + mid_adf_max,"E_pfrac_CBM,E_pfrac_VBM,mid_adf_max","(0, 1, 39)",3,0.28743523295079276
E_pfrac_CBM + E_pfrac_VBM + start_adf_mean,"E_pfrac_CBM,E_pfrac_VBM,start_adf_mean","(0, 1, 53)",3,0.2851757799156091
E_pfrac_relevant + ehull + kpath_total_weight,"E_pfrac_relevant,ehull,kpath_total_weight","(2, 7, 27)",3,0.28500482206483896
E_pfrac_relevant + ehull + mid_adf_max,"E_pfrac_relevant,ehull,mid_adf_max","(2, 7, 39)",3,0.28333852384817965
E_pfrac_CBM + E_pfrac_relevant + mid_adf_max,"E_pfrac_CBM,E_pfrac_relevant,mid_adf_max","(0, 2, 39)",3,0.2826806589157297
E_pfrac_relevant + mid_nearest_Z + start_adf_n_triplets,"E_pfrac_relevant,mid_nearest_Z,start_adf_n_triplets","(2, 44, 55)",3,0.2818710223150815
E_pfrac_relevant + mid_nearest_Z4 + start_adf_n_triplets,"E_pfrac_relevant,mid_nearest_Z4,start_adf_n_triplets","(2, 45, 55)",3,0.2818710223150815
E_pfrac_relevant + mid_nearest_mass + start_adf_n_triplets,"E_pfrac_relevant,mid_nearest_mass,start_adf_n_triplets","(2, 47, 55)",3,0.2818710223150815
E_pfrac_CBM + E_pfrac_relevant + start_adf_mean,"E_pfrac_CBM,E_pfrac_relevant,start_adf_mean","(0, 2, 53)",3,0.2801697157862985
E_pfrac_relevant + ehull + kpath_angle_deg,"E_pfrac_relevant,ehull,kpath_angle_deg","(2, 7, 24)",3,0.28012250177193593
E_pfrac_relevant + kpath_interior_degeneracy + start_adf_mean,"E_pfrac_relevant,kpath_interior_degeneracy,start_adf_mean","(2, 25, 53)",3,0.2799111773046544
E_pfrac_relevant + mid_adf_max + start_adf_min,"E_pfrac_relevant,mid_adf_max,start_adf_min","(2, 39, 54)",3,0.27915520791648507
E_pfrac_relevant + end_adf_min + start_adf_mean,"E_pfrac_relevant,end_adf_min,start_adf_mean","(2, 10, 53)",3,0.2790969915308703
E_pfrac_relevant + mid_nearest_mass + start_adf_min,"E_pfrac_relevant,mid_nearest_mass,start_adf_min","(2, 47, 54)",3,0.27739931770677173
E_pfrac_relevant + mid_nearest_Z4 + start_adf_min,"E_pfrac_relevant,mid_nearest_Z4,start_adf_min","(2, 45, 54)",3,0.27739931770677173
E_pfrac_relevant + mid_nearest_Z + start_adf_min,"E_pfrac_relevant,mid_nearest_Z,start_adf_min","(2, 44, 54)",3,0.27739931770677173
E_pfrac_relevant + ehull + end_adf_min,"E_pfrac_relevant,ehull,end_adf_min","(2, 7, 10)",3,0.27688137832022897
E_pfrac_VBM + start_adf_mean + start_adf_n_triplets,"E_pfrac_VBM,start_adf_mean,start_adf_n_triplets","(1, 53, 55)",3,0.2751855193627355
E_pfrac_relevant + mid_adf_mean + start_adf_mean,"E_pfrac_relevant,mid_adf_mean,start_adf_mean","(2, 40, 53)",3,0.27356971556027276
E_pfrac_VBM + kpath_angle_deg + start_adf_mean,"E_pfrac_VBM,kpath_angle_deg,start_adf_mean","(1, 24, 53)",3,0.27352375065242757
band_binary + kpath_angle_deg + start_adf_max,"band_binary,kpath_angle_deg,start_adf_max","(5, 24, 52)",3,0.2732616252178272
E_pfrac_relevant + ehull + start_adf_max,"E_pfrac_relevant,ehull,start_adf_max","(2, 7, 52)",3,0.2724988374732896
E_pfrac_relevant + mid_adf_max + radius_mean,"E_pfrac_relevant,mid_adf_max,radius_mean","(2, 39, 51)",3,0.27144539591692574
E_pfrac_relevant + ehull + end_nearest_dist,"E_pfrac_relevant,ehull,end_nearest_dist","(2, 7, 15)",3,0.2714216034052285
E_pfrac_relevant + radius_mean + start_adf_min,"E_pfrac_relevant,radius_mean,start_adf_min","(2, 51, 54)",3,0.27015328222874924
E_pfrac_VBM + kvec_x + start_adf_mean,"E_pfrac_VBM,kvec_x,start_adf_mean","(1, 32, 53)",3,0.2699755373421258
E_pfrac_CBM + E_pfrac_relevant + start_adf_std,"E_pfrac_CBM,E_pfrac_relevant,start_adf_std","(0, 2, 56)",3,0.26940604539329416
E_pfrac_CBM + start_adf_mean + start_adf_std,"E_pfrac_CBM,start_adf_mean,start_adf_std","(0, 53, 56)",3,0.2692819186594634
E_pfrac_relevant + kpath_angle_deg + mid_adf_mean,"E_pfrac_relevant,kpath_angle_deg,mid_adf_mean","(2, 24, 40)",3,0.26915579600794065
E_pfrac_relevant + end_adf_min + mid_adf_max,"E_pfrac_relevant,end_adf_min,mid_adf_max","(2, 10, 39)",3,0.26890682242624986
E_pfrac_relevant + radius_mean + start_adf_mean,"E_pfrac_relevant,radius_mean,start_adf_mean","(2, 51, 53)",3,0.26866031891718206
E_pfrac_relevant + mid_adf_max + start_adf_mean,"E_pfrac_relevant,mid_adf_max,start_adf_mean","(2, 39, 53)",3,0.26774384498084514
E_pfrac_relevant + ehull + kpath_interior_degeneracy,"E_pfrac_relevant,ehull,kpath_interior_degeneracy","(2, 7, 25)",3,0.2673409864168633
E_pfrac_relevant + ehull + min_mass,"E_pfrac_relevant,ehull,min_mass","(2, 7, 48)",3,0.2670659940669182
E_pfrac_VBM + E_pfrac_relevant + start_adf_n_triplets,"E_pfrac_VBM,E_pfrac_relevant,start_adf_n_triplets","(1, 2, 55)",3,0.26662082817005167
E_pfrac_VBM + E_pfrac_relevant + mid_adf_n_triplets,"E_pfrac_VBM,E_pfrac_relevant,mid_adf_n_triplets","(1, 2, 42)",3,0.26662082817005167
E_pfrac_VBM + E_pfrac_relevant + end_adf_n_triplets,"E_pfrac_VBM,E_pfrac_relevant,end_adf_n_triplets","(1, 2, 11)",3,0.26662082817005167
E_pfrac_relevant + kpath_interior_degeneracy + mid_adf_max,"E_pfrac_relevant,kpath_interior_degeneracy,mid_adf_max","(2, 25, 39)",3,0.2648184654063576
E_pfrac_VBM + start_adf_mean + start_adf_std,"E_pfrac_VBM,start_adf_mean,start_adf_std","(1, 53, 56)",3,0.2634247510200679
E_pfrac_VBM + end_adf_n_triplets + start_adf_mean,"E_pfrac_VBM,end_adf_n_triplets,start_adf_mean","(1, 11, 53)",3,0.26327772411243056
E_pfrac_VBM + mid_adf_n_triplets + start_adf_mean,"E_pfrac_VBM,mid_adf_n_triplets,start_adf_mean","(1, 42, 53)",3,0.26327772411243056
E_pfrac_relevant + kend_frac_x + start_adf_mean,"E_pfrac_relevant,kend_frac_x,start_adf_mean","(2, 18, 53)",3,0.262328680547177
E_pfrac_relevant + kpath_total_weight + mid_adf_max,"E_pfrac_relevant,kpath_total_weight,mid_adf_max","(2, 27, 39)",3,0.26184950864053
E_pfrac_relevant + ehull + kvec_x,"E_pfrac_relevant,ehull,kvec_x","(2, 7, 32)",3,0.2615536483069287
E_pfrac_VBM + E_pfrac_relevant + start_adf_mean,"E_pfrac_VBM,E_pfrac_relevant,start_adf_mean","(1, 2, 53)",3,0.261215115331798
E_pfrac_relevant + kend_degeneracy + mid_adf_max,"E_pfrac_relevant,kend_degeneracy,mid_adf_max","(2, 17, 39)",3,0.26098026530655594
E_pfrac_relevant + end_nearest_Z4 + mid_adf_mean,"E_pfrac_relevant,end_nearest_Z4,mid_adf_mean","(2, 14, 40)",3,0.2600212466555346
E_pfrac_relevant + end_nearest_mass + mid_adf_mean,"E_pfrac_relevant,end_nearest_mass,mid_adf_mean","(2, 16, 40)",3,0.2600212466555346
E_pfrac_relevant + end_nearest_Z + mid_adf_mean,"E_pfrac_relevant,end_nearest_Z,mid_adf_mean","(2, 13, 40)",3,0.2600212466555346
E_pfrac_CBM + E_pfrac_VBM + mid_adf_n_triplets,"E_pfrac_CBM,E_pfrac_VBM,mid_adf_n_triplets","(0, 1, 42)",3,0.25898863026044183
E_pfrac_CBM + E_pfrac_VBM + start_adf_n_triplets,"E_pfrac_CBM,E_pfrac_VBM,start_adf_n_triplets","(0, 1, 55)",3,0.25898863026044183
E_pfrac_CBM + E_pfrac_VBM + end_adf_n_triplets,"E_pfrac_CBM,E_pfrac_VBM,end_adf_n_triplets","(0, 1, 11)",3,0.25898863026044183
E_pfrac_CBM + end_adf_max + mid_adf_max,"E_pfrac_CBM,end_adf_max,mid_adf_max","(0, 8, 39)",3,0.25888998585046774
E_pfrac_VBM + start_adf_max + start_adf_n_triplets,"E_pfrac_VBM,start_adf_max,start_adf_n_triplets","(1, 52, 55)",3,0.258862425552684
E_pfrac_relevant + mid_adf_max + start_adf_std,"E_pfrac_relevant,mid_adf_max,start_adf_std","(2, 39, 56)",3,0.25865259736080326
E_pfrac_relevant + start_adf_min + start_adf_std,"E_pfrac_relevant,start_adf_min,start_adf_std","(2, 54, 56)",3,0.25769088494107345
E_pfrac_CBM + kpath_angle_deg + mid_adf_max,"E_pfrac_CBM,kpath_angle_deg,mid_adf_max","(0, 24, 39)",3,0.2575233449873823
kend_frac_x + kvec_x + start_adf_mean,"kend_frac_x,kvec_x,start_adf_mean","(18, 32, 53)",3,0.2573068732926319
E_pfrac_relevant + end_adf_min + start_adf_max,"E_pfrac_relevant,end_adf_min,start_adf_max","(2, 10, 52)",3,0.25713563750818647
E_pfrac_relevant + end_nearest_Z + mid_adf_max,"E_pfrac_relevant,end_nearest_Z,mid_adf_max","(2, 13, 39)",3,0.2570396712022478
E_pfrac_relevant + end_nearest_Z4 + mid_adf_max,"E_pfrac_relevant,end_nearest_Z4,mid_adf_max","(2, 14, 39)",3,0.2570396712022478
E_pfrac_relevant + end_nearest_mass + mid_adf_max,"E_pfrac_relevant,end_nearest_mass,mid_adf_max","(2, 16, 39)",3,0.2570396712022478
E_pfrac_relevant + mid_adf_mean + start_adf_max,"E_pfrac_relevant,mid_adf_mean,start_adf_max","(2, 40, 52)",3,0.2567215049233016
E_pfrac_relevant + kend_frac_z + start_adf_mean,"E_pfrac_relevant,kend_frac_z,start_adf_mean","(2, 20, 53)",3,0.2564235041691497
E_pfrac_relevant + end_adf_max + start_adf_mean,"E_pfrac_relevant,end_adf_max,start_adf_mean","(2, 8, 53)",3,0.2558990105439477
E_pfrac_relevant + mid_adf_std + start_adf_max,"E_pfrac_relevant,mid_adf_std,start_adf_max","(2, 43, 52)",3,0.2558019997487736
E_pfrac_relevant + kpath_total_weight + start_adf_mean,"E_pfrac_relevant,kpath_total_weight,start_adf_mean","(2, 27, 53)",3,0.25564893721392784
E_pfrac_relevant + kmid_frac_x + start_adf_mean,"E_pfrac_relevant,kmid_frac_x,start_adf_mean","(2, 21, 53)",3,0.2555930046093716
E_pfrac_relevant + ehull + start_adf_min,"E_pfrac_relevant,ehull,start_adf_min","(2, 7, 54)",3,0.25530852911745133
E_pfrac_VBM + end_adf_n_triplets + start_adf_min,"E_pfrac_VBM,end_adf_n_triplets,start_adf_min","(1, 11, 54)",3,0.2551163445028495
E_pfrac_VBM + mid_adf_n_triplets + start_adf_min,"E_pfrac_VBM,mid_adf_n_triplets,start_adf_min","(1, 42, 54)",3,0.2551163445028495
E_pfrac_relevant + kend_frac_y + start_adf_mean,"E_pfrac_relevant,kend_frac_y,start_adf_mean","(2, 19, 53)",3,0.2543979823162912
E_pfrac_relevant + start_adf_max + start_adf_min,"E_pfrac_relevant,start_adf_max,start_adf_min","(2, 52, 54)",3,0.25423137559940145
E_pfrac_relevant + mid_adf_n_triplets + mid_adf_std,"E_pfrac_relevant,mid_adf_n_triplets,mid_adf_std","(2, 42, 43)",3,0.25370798988650317
E_pfrac_relevant + end_adf_n_triplets + mid_adf_std,"E_pfrac_relevant,end_adf_n_triplets,mid_adf_std","(2, 11, 43)",3,0.25370798988650317
E_pfrac_VBM + radius_mean + start_adf_min,"E_pfrac_VBM,radius_mean,start_adf_min","(1, 51, 54)",3,0.2534350426821197
E_pfrac_CBM + E_pfrac_relevant + start_adf_min,"E_pfrac_CBM,E_pfrac_relevant,start_adf_min","(0, 2, 54)",3,0.2528397872369895
E_pfrac_relevant + kstart_frac_z + start_adf_mean,"E_pfrac_relevant,kstart_frac_z,start_adf_mean","(2, 31, 53)",3,0.252084144680721
E_pfrac_CBM + mid_adf_max + start_adf_std,"E_pfrac_CBM,mid_adf_max,start_adf_std","(0, 39, 56)",3,0.2517651405641687
E_pfrac_relevant + band_binary + mid_adf_max,"E_pfrac_relevant,band_binary,mid_adf_max","(2, 5, 39)",3,0.2509335208191291
band_binary + mid_adf_max + start_adf_max,"band_binary,mid_adf_max,start_adf_max","(5, 39, 52)",3,0.25046662662912844
E_pfrac_CBM + E_pfrac_relevant + start_adf_max,"E_pfrac_CBM,E_pfrac_relevant,start_adf_max","(0, 2, 52)",3,0.25033383598261005
E_pfrac_relevant + end_adf_n_triplets + mid_nearest_Z4,"E_pfrac_relevant,end_adf_n_triplets,mid_nearest_Z4","(2, 11, 45)",3,0.2502744726560097
E_pfrac_relevant + mid_adf_n_triplets + mid_nearest_mass,"E_pfrac_relevant,mid_adf_n_triplets,mid_nearest_mass","(2, 42, 47)",3,0.2502744726560097
E_pfrac_relevant + mid_adf_n_triplets + mid_nearest_Z4,"E_pfrac_relevant,mid_adf_n_triplets,mid_nearest_Z4","(2, 42, 45)",3,0.2502744726560097
E_pfrac_relevant + end_adf_n_triplets + mid_nearest_mass,"E_pfrac_relevant,end_adf_n_triplets,mid_nearest_mass","(2, 11, 47)",3,0.2502744726560097
E_pfrac_relevant + mid_adf_n_triplets + mid_nearest_Z,"E_pfrac_relevant,mid_adf_n_triplets,mid_nearest_Z","(2, 42, 44)",3,0.2502744726560097
E_pfrac_relevant + end_adf_n_triplets + mid_nearest_Z,"E_pfrac_relevant,end_adf_n_triplets,mid_nearest_Z","(2, 11, 44)",3,0.2502744726560097
E_pfrac_relevant + kstart_frac_y + start_adf_mean,"E_pfrac_relevant,kstart_frac_y,start_adf_mean","(2, 30, 53)",3,0.24988481441007893
E_pfrac_VBM + mid_adf_max + start_adf_max,"E_pfrac_VBM,mid_adf_max,start_adf_max","(1, 39, 52)",3,0.24955504279953694
E_pfrac_VBM + mid_adf_mean + radius_mean,"E_pfrac_VBM,mid_adf_mean,radius_mean","(1, 40, 51)",3,0.24953742883185348
E_pfrac_CBM + E_pfrac_VBM + start_adf_min,"E_pfrac_CBM,E_pfrac_VBM,start_adf_min","(0, 1, 54)",3,0.24943899960278504
E_pfrac_relevant + ehull + start_adf_std,"E_pfrac_relevant,ehull,start_adf_std","(2, 7, 56)",3,0.2487394984208386
E_pfrac_CBM + kend_degeneracy + mid_adf_max,"E_pfrac_CBM,kend_degeneracy,mid_adf_max","(0, 17, 39)",3,0.2486678502271265
E_pfrac_CBM + E_pfrac_relevant + end_adf_max,"E_pfrac_CBM,E_pfrac_relevant,end_adf_max","(0, 2, 8)",3,0.24851886665639947
E_pfrac_relevant + kmid_frac_z + start_adf_mean,"E_pfrac_relevant,kmid_frac_z,start_adf_mean","(2, 23, 53)",3,0.24847069487340664
kend_frac_x + kpath_angle_deg + start_adf_mean,"kend_frac_x,kpath_angle_deg,start_adf_mean","(18, 24, 53)",3,0.2481113290633264
E_pfrac_relevant + kpath_angle_deg + mid_adf_max,"E_pfrac_relevant,kpath_angle_deg,mid_adf_max","(2, 24, 39)",3,0.24786649629553162
kvec_x + max_Z + start_adf_mean,"kvec_x,max_Z,start_adf_mean","(32, 35, 53)",3,0.24640091011569756
kvec_x + max_Z4 + start_adf_mean,"kvec_x,max_Z4,start_adf_mean","(32, 36, 53)",3,0.24640091011569756
E_pfrac_CBM + mid_adf_max + start_adf_mean,"E_pfrac_CBM,mid_adf_max,start_adf_mean","(0, 39, 53)",3,0.246146306326054
E_pfrac_relevant + end_adf_max + end_adf_n_triplets,"E_pfrac_relevant,end_adf_max,end_adf_n_triplets","(2, 8, 11)",3,0.2458841124976872
E_pfrac_relevant + end_adf_max + mid_adf_n_triplets,"E_pfrac_relevant,end_adf_max,mid_adf_n_triplets","(2, 8, 42)",3,0.2458841124976872
E_pfrac_relevant + end_adf_max + start_adf_n_triplets,"E_pfrac_relevant,end_adf_max,start_adf_n_triplets","(2, 8, 55)",3,0.2458841124976872
E_pfrac_relevant + X_mean + start_adf_mean,"E_pfrac_relevant,X_mean,start_adf_mean","(2, 4, 53)",3,0.2457387824113136
E_pfrac_relevant + radius_diff + start_adf_mean,"E_pfrac_relevant,radius_diff,start_adf_mean","(2, 50, 53)",3,0.2447801254239975
E_pfrac_relevant + X_mean + end_adf_max,"E_pfrac_relevant,X_mean,end_adf_max","(2, 4, 8)",3,0.2443384731771406
E_pfrac_relevant + X_mean + start_adf_max,"E_pfrac_relevant,X_mean,start_adf_max","(2, 4, 52)",3,0.2443175105266381
E_pfrac_relevant + kend_frac_z + mid_adf_max,"E_pfrac_relevant,kend_frac_z,mid_adf_max","(2, 20, 39)",3,0.24417464499722893
E_pfrac_relevant + mid_nearest_Z4 + start_adf_std,"E_pfrac_relevant,mid_nearest_Z4,start_adf_std","(2, 45, 56)",3,0.2429602592678679
E_pfrac_relevant + mid_nearest_Z + start_adf_std,"E_pfrac_relevant,mid_nearest_Z,start_adf_std","(2, 44, 56)",3,0.2429602592678679
E_pfrac_relevant + mid_nearest_mass + start_adf_std,"E_pfrac_relevant,mid_nearest_mass,start_adf_std","(2, 47, 56)",3,0.2429602592678679
E_pfrac_VBM + end_nearest_dist + radius_mean,"E_pfrac_VBM,end_nearest_dist,radius_mean","(1, 15, 51)",3,0.24290253104658985
E_pfrac_relevant + mid_adf_max + mid_adf_mean,"E_pfrac_relevant,mid_adf_max,mid_adf_mean","(2, 39, 40)",3,0.24280804131973993
E_pfrac_relevant + kpath_interior_degeneracy + start_adf_max,"E_pfrac_relevant,kpath_interior_degeneracy,start_adf_max","(2, 25, 52)",3,0.24231182612255112
E_pfrac_relevant + kvec_z + start_adf_mean,"E_pfrac_relevant,kvec_z,start_adf_mean","(2, 34, 53)",3,0.2422962820720546
E_pfrac_relevant + end_adf_min + start_adf_n_triplets,"E_pfrac_relevant,end_adf_min,start_adf_n_triplets","(2, 10, 55)",3,0.24211572835290252
E_pfrac_relevant + end_adf_min + mid_adf_n_triplets,"E_pfrac_relevant,end_adf_min,mid_adf_n_triplets","(2, 10, 42)",3,0.24211572835290252
E_pfrac_relevant + end_adf_min + end_adf_n_triplets,"E_pfrac_relevant,end_adf_min,end_adf_n_triplets","(2, 10, 11)",3,0.24211572835290252
E_pfrac_VBM + end_adf_n_triplets + radius_mean,"E_pfrac_VBM,end_adf_n_triplets,radius_mean","(1, 11, 51)",3,0.24151595054460154
E_pfrac_VBM + mid_adf_n_triplets + radius_mean,"E_pfrac_VBM,mid_adf_n_triplets,radius_mean","(1, 42, 51)",3,0.24151595054460154
E_pfrac_relevant + mid_adf_max + mid_adf_std,"E_pfrac_relevant,mid_adf_max,mid_adf_std","(2, 39, 43)",3,0.241218471237559
E_pfrac_VBM + mid_adf_n_triplets + start_adf_max,"E_pfrac_VBM,mid_adf_n_triplets,start_adf_max","(1, 42, 52)",3,0.24075908972229448
E_pfrac_VBM + end_adf_n_triplets + start_adf_max,"E_pfrac_VBM,end_adf_n_triplets,start_adf_max","(1, 11, 52)",3,0.24075908972229448
E_pfrac_relevant + kmid_frac_z + mid_adf_max,"E_pfrac_relevant,kmid_frac_z,mid_adf_max","(2, 23, 39)",3,0.24072888159174619
E_pfrac_relevant + end_adf_min + start_adf_std,"E_pfrac_relevant,end_adf_min,start_adf_std","(2, 10, 56)",3,0.23970839042877728
E_pfrac_relevant + mid_adf_mean + start_adf_std,"E_pfrac_relevant,mid_adf_mean,start_adf_std","(2, 40, 56)",3,0.23883111630193107
E_pfrac_relevant + mid_adf_max + sum_Z4,"E_pfrac_relevant,mid_adf_max,sum_Z4","(2, 39, 61)",3,0.23878248198126065
E_pfrac_relevant + ehull + start_adf_mean,"E_pfrac_relevant,ehull,start_adf_mean","(2, 7, 53)",3,0.23854555112167092
E_pfrac_relevant + kvec_z + mid_adf_max,"E_pfrac_relevant,kvec_z,mid_adf_max","(2, 34, 39)",3,0.23828165612010474
E_pfrac_relevant + end_adf_mean + start_adf_mean,"E_pfrac_relevant,end_adf_mean,start_adf_mean","(2, 9, 53)",3,0.2380776360335275
E_pfrac_relevant + mid_adf_min + start_adf_std,"E_pfrac_relevant,mid_adf_min,start_adf_std","(2, 41, 56)",3,0.23806127986528822
E_pfrac_VBM + radius_mean + start_adf_mean,"E_pfrac_VBM,radius_mean,start_adf_mean","(1, 51, 53)",3,0.23793923237901743
kpath_angle_deg + kvec_x + start_adf_mean,"kpath_angle_deg,kvec_x,start_adf_mean","(24, 32, 53)",3,0.23731175155930712
E_pfrac_relevant + end_adf_max + radius_mean,"E_pfrac_relevant,end_adf_max,radius_mean","(2, 8, 51)",3,0.23710129074806402
E_pfrac_CBM + E_pfrac_VBM + start_adf_max,"E_pfrac_CBM,E_pfrac_VBM,start_adf_max","(0, 1, 52)",3,0.23709024722883915
E_pfrac_CBM + E_pfrac_VBM + start_adf_std,"E_pfrac_CBM,E_pfrac_VBM,start_adf_std","(0, 1, 56)",3,0.23659216708580674
E_pfrac_relevant + end_adf_n_triplets + end_adf_std,"E_pfrac_relevant,end_adf_n_triplets,end_adf_std","(2, 11, 12)",3,0.23653576582949887
E_pfrac_relevant + end_adf_max + mid_adf_max,"E_pfrac_relevant,end_adf_max,mid_adf_max","(2, 8, 39)",3,0.236482358370605
E_pfrac_relevant + mean_Z + mid_adf_mean,"E_pfrac_relevant,mean_Z,mid_adf_mean","(2, 38, 40)",3,0.2364552920947196
E_pfrac_relevant + start_adf_mean + sum_Z4,"E_pfrac_relevant,start_adf_mean,sum_Z4","(2, 53, 61)",3,0.23644256173067202
kmid_frac_x + kvec_x + start_adf_mean,"kmid_frac_x,kvec_x,start_adf_mean","(21, 32, 53)",3,0.23613002363828767
kvec_x + radius_diff + start_adf_mean,"kvec_x,radius_diff,start_adf_mean","(32, 50, 53)",3,0.2360581516494263
E_pfrac_relevant + ehull + kstart_degeneracy,"E_pfrac_relevant,ehull,kstart_degeneracy","(2, 7, 28)",3,0.23575362089756174
E_pfrac_relevant + ehull + radius_mean,"E_pfrac_relevant,ehull,radius_mean","(2, 7, 51)",3,0.23565218024091306
kpath_angle_deg + kpath_total_weight + start_adf_mean,"kpath_angle_deg,kpath_total_weight,start_adf_mean","(24, 27, 53)",3,0.23552735660310384
