features,feat_list,indices,n_feat,cv5_r2
X_mean + end_nearest_Z + kend_frac_x,"X_mean,end_nearest_Z,kend_frac_x","(4, 13, 18)",3,-0.1375414094233774
mid_adf_min + mid_adf_n_triplets + start_adf_min,"mid_adf_min,mid_adf_n_triplets,start_adf_min","(41, 42, 54)",3,-0.1375524114107848
end_adf_std + kstart_frac_y + n_elements,"end_adf_std,kstart_frac_y,n_elements","(12, 30, 49)",3,-0.13755471556218568
end_adf_std + kstart_frac_x + mean_Z,"end_adf_std,kstart_frac_x,mean_Z","(12, 29, 38)",3,-0.13756347970772845
kend_degeneracy + mid_adf_mean + mid_nearest_dist,"kend_degeneracy,mid_adf_mean,mid_nearest_dist","(17, 40, 46)",3,-0.13759585611808334
kpath_total_weight + kstart_frac_z + n_elements,"kpath_total_weight,kstart_frac_z,n_elements","(27, 31, 49)",3,-0.13759744512256628
kend_frac_y + kstart_degeneracy + kvec_x,"kend_frac_y,kstart_degeneracy,kvec_x","(19, 28, 32)",3,-0.13762303216456556
X_diff + kvec_x + radius_mean,"X_diff,kvec_x,radius_mean","(3, 32, 51)",3,-0.1376403422181698
end_nearest_Z4 + end_nearest_mass + kstart_degeneracy,"end_nearest_Z4,end_nearest_mass,kstart_degeneracy","(14, 16, 28)",3,-0.1376439142492671
end_nearest_Z + end_nearest_mass + kstart_degeneracy,"end_nearest_Z,end_nearest_mass,kstart_degeneracy","(13, 16, 28)",3,-0.1376439142492671
end_nearest_Z + end_nearest_Z4 + kstart_degeneracy,"end_nearest_Z,end_nearest_Z4,kstart_degeneracy","(13, 14, 28)",3,-0.1376439142492671
E_pfrac_CBM + X_mean + mid_adf_mean,"E_pfrac_CBM,X_mean,mid_adf_mean","(0, 4, 40)",3,-0.1376627993857678
E_pfrac_VBM + bandgap + kmid_frac_z,"E_pfrac_VBM,bandgap,kmid_frac_z","(1, 6, 23)",3,-0.1376659381179659
bandgap + kpath_angle_deg + max_Z,"bandgap,kpath_angle_deg,max_Z","(6, 24, 35)",3,-0.13767497535110093
bandgap + kpath_angle_deg + max_Z4,"bandgap,kpath_angle_deg,max_Z4","(6, 24, 36)",3,-0.13767497535110093
kpath_angle_deg + kstart_frac_y + start_nearest_dist,"kpath_angle_deg,kstart_frac_y,start_nearest_dist","(24, 30, 59)",3,-0.13769753871725685
bandgap + kpath_total_weight + mid_adf_max,"bandgap,kpath_total_weight,mid_adf_max","(6, 27, 39)",3,-0.13770025208937678
end_adf_min + end_nearest_Z + kstart_frac_z,"end_adf_min,end_nearest_Z,kstart_frac_z","(10, 13, 31)",3,-0.1377234590882207
end_adf_min + end_nearest_mass + kstart_frac_z,"end_adf_min,end_nearest_mass,kstart_frac_z","(10, 16, 31)",3,-0.1377234590882207
end_adf_min + end_nearest_Z4 + kstart_frac_z,"end_adf_min,end_nearest_Z4,kstart_frac_z","(10, 14, 31)",3,-0.1377234590882207
end_nearest_mass + kend_frac_x + radius_mean,"end_nearest_mass,kend_frac_x,radius_mean","(16, 18, 51)",3,-0.13772865932432862
end_nearest_Z + kend_frac_x + radius_mean,"end_nearest_Z,kend_frac_x,radius_mean","(13, 18, 51)",3,-0.13772865932432862
end_nearest_Z4 + kend_frac_x + radius_mean,"end_nearest_Z4,kend_frac_x,radius_mean","(14, 18, 51)",3,-0.13772865932432862
ehull + kpath_angle_deg + mid_adf_mean,"ehull,kpath_angle_deg,mid_adf_mean","(7, 24, 40)",3,-0.1377299374848293
E_pfrac_CBM + X_mean + kpath_angle_deg,"E_pfrac_CBM,X_mean,kpath_angle_deg","(0, 4, 24)",3,-0.1377656296289787
kstart_degeneracy + min_mass + sum_Z4,"kstart_degeneracy,min_mass,sum_Z4","(28, 48, 61)",3,-0.13778015614419095
bandgap + kstart_frac_y + start_adf_std,"bandgap,kstart_frac_y,start_adf_std","(6, 30, 56)",3,-0.13779492366130291
end_adf_min + kstart_degeneracy + max_Z,"end_adf_min,kstart_degeneracy,max_Z","(10, 28, 35)",3,-0.13779735479941277
end_adf_min + kstart_degeneracy + max_Z4,"end_adf_min,kstart_degeneracy,max_Z4","(10, 28, 36)",3,-0.13779735479941277
X_mean + mid_adf_mean + min_mass,"X_mean,mid_adf_mean,min_mass","(4, 40, 48)",3,-0.13780295857624275
end_nearest_Z4 + kmid_frac_y + kstart_frac_y,"end_nearest_Z4,kmid_frac_y,kstart_frac_y","(14, 22, 30)",3,-0.13781974014509393
end_nearest_mass + kmid_frac_y + kstart_frac_y,"end_nearest_mass,kmid_frac_y,kstart_frac_y","(16, 22, 30)",3,-0.13781974014509393
end_nearest_Z + kmid_frac_y + kstart_frac_y,"end_nearest_Z,kmid_frac_y,kstart_frac_y","(13, 22, 30)",3,-0.13781974014509393
end_adf_min + end_adf_std + start_nearest_Z,"end_adf_min,end_adf_std,start_nearest_Z","(10, 12, 57)",3,-0.13785936292323128
end_adf_min + end_adf_std + start_nearest_Z4,"end_adf_min,end_adf_std,start_nearest_Z4","(10, 12, 58)",3,-0.13785936292323128
end_adf_min + end_adf_std + start_nearest_mass,"end_adf_min,end_adf_std,start_nearest_mass","(10, 12, 60)",3,-0.13785936292323128
end_adf_std + kstart_frac_x + radius_diff,"end_adf_std,kstart_frac_x,radius_diff","(12, 29, 50)",3,-0.13788905905048776
end_nearest_dist + kpath_real_distance + mid_nearest_mass,"end_nearest_dist,kpath_real_distance,mid_nearest_mass","(15, 26, 47)",3,-0.13790296955933393
end_nearest_dist + kpath_real_distance + mid_nearest_Z,"end_nearest_dist,kpath_real_distance,mid_nearest_Z","(15, 26, 44)",3,-0.13790296955933393
end_nearest_dist + kpath_real_distance + mid_nearest_Z4,"end_nearest_dist,kpath_real_distance,mid_nearest_Z4","(15, 26, 45)",3,-0.13790296955933393
end_adf_max + kmid_frac_x + kvec_y,"end_adf_max,kmid_frac_x,kvec_y","(8, 21, 33)",3,-0.13790852122127978
kpath_interior_degeneracy + kvec_y + start_nearest_dist,"kpath_interior_degeneracy,kvec_y,start_nearest_dist","(25, 33, 59)",3,-0.13795790549826295
ehull + end_nearest_Z4 + kend_frac_x,"ehull,end_nearest_Z4,kend_frac_x","(7, 14, 18)",3,-0.13796017597888813
ehull + end_nearest_mass + kend_frac_x,"ehull,end_nearest_mass,kend_frac_x","(7, 16, 18)",3,-0.13796017597888813
ehull + end_nearest_Z + kend_frac_x,"ehull,end_nearest_Z,kend_frac_x","(7, 13, 18)",3,-0.13796017597888813
kstart_frac_y + kstart_frac_z + mid_adf_min,"kstart_frac_y,kstart_frac_z,mid_adf_min","(30, 31, 41)",3,-0.13798682800609235
band_binary + end_nearest_dist + kvec_y,"band_binary,end_nearest_dist,kvec_y","(5, 15, 33)",3,-0.13799459413516627
kend_frac_x + mid_adf_n_triplets + start_adf_min,"kend_frac_x,mid_adf_n_triplets,start_adf_min","(18, 42, 54)",3,-0.13800339974579448
end_adf_mean + kmid_frac_x + mid_adf_min,"end_adf_mean,kmid_frac_x,mid_adf_min","(9, 21, 41)",3,-0.13800591221276562
kend_frac_z + radius_mean + start_adf_std,"kend_frac_z,radius_mean,start_adf_std","(20, 51, 56)",3,-0.1380285309750367
mid_adf_std + n_elements + radius_diff,"mid_adf_std,n_elements,radius_diff","(43, 49, 50)",3,-0.1380937735043325
kend_frac_z + kpath_angle_deg + max_Z4,"kend_frac_z,kpath_angle_deg,max_Z4","(20, 24, 36)",3,-0.13810142109545898
kend_frac_z + kpath_angle_deg + max_Z,"kend_frac_z,kpath_angle_deg,max_Z","(20, 24, 35)",3,-0.13810142109545898
kstart_frac_x + mid_adf_min + mid_adf_std,"kstart_frac_x,mid_adf_min,mid_adf_std","(29, 41, 43)",3,-0.13811972670179612
bandgap + kvec_x + mid_adf_mean,"bandgap,kvec_x,mid_adf_mean","(6, 32, 40)",3,-0.13812614290457742
end_nearest_Z + kpath_angle_deg + kvec_x,"end_nearest_Z,kpath_angle_deg,kvec_x","(13, 24, 32)",3,-0.1381381599270725
end_nearest_Z4 + kpath_angle_deg + kvec_x,"end_nearest_Z4,kpath_angle_deg,kvec_x","(14, 24, 32)",3,-0.1381381599270725
end_nearest_mass + kpath_angle_deg + kvec_x,"end_nearest_mass,kpath_angle_deg,kvec_x","(16, 24, 32)",3,-0.1381381599270725
end_adf_mean + mid_adf_n_triplets + start_adf_min,"end_adf_mean,mid_adf_n_triplets,start_adf_min","(9, 42, 54)",3,-0.13814321951918646
end_adf_mean + end_adf_n_triplets + start_adf_min,"end_adf_mean,end_adf_n_triplets,start_adf_min","(9, 11, 54)",3,-0.13814321951918646
E_pfrac_VBM + end_adf_std + kmid_frac_y,"E_pfrac_VBM,end_adf_std,kmid_frac_y","(1, 12, 22)",3,-0.1381679257111539
kpath_interior_degeneracy + kpath_total_weight + mid_adf_min,"kpath_interior_degeneracy,kpath_total_weight,mid_adf_min","(25, 27, 41)",3,-0.1381692563986731
kend_frac_z + kpath_total_weight + n_elements,"kend_frac_z,kpath_total_weight,n_elements","(20, 27, 49)",3,-0.13820920380696125
max_Z + mid_adf_n_triplets + mid_nearest_Z,"max_Z,mid_adf_n_triplets,mid_nearest_Z","(35, 42, 44)",3,-0.13821383709927879
max_Z + mid_adf_n_triplets + mid_nearest_Z4,"max_Z,mid_adf_n_triplets,mid_nearest_Z4","(35, 42, 45)",3,-0.13821383709927879
max_Z + mid_adf_n_triplets + mid_nearest_mass,"max_Z,mid_adf_n_triplets,mid_nearest_mass","(35, 42, 47)",3,-0.13821383709927879
max_Z4 + mid_adf_n_triplets + mid_nearest_Z4,"max_Z4,mid_adf_n_triplets,mid_nearest_Z4","(36, 42, 45)",3,-0.13821383709927879
max_Z4 + mid_adf_n_triplets + mid_nearest_Z,"max_Z4,mid_adf_n_triplets,mid_nearest_Z","(36, 42, 44)",3,-0.13821383709927879
max_Z4 + mid_adf_n_triplets + mid_nearest_mass,"max_Z4,mid_adf_n_triplets,mid_nearest_mass","(36, 42, 47)",3,-0.13821383709927879
kend_degeneracy + start_nearest_Z + start_nearest_dist,"kend_degeneracy,start_nearest_Z,start_nearest_dist","(17, 57, 59)",3,-0.1382315542195956
kend_degeneracy + start_nearest_Z4 + start_nearest_dist,"kend_degeneracy,start_nearest_Z4,start_nearest_dist","(17, 58, 59)",3,-0.1382315542195956
kend_degeneracy + kvec_x + min_mass,"kend_degeneracy,kvec_x,min_mass","(17, 32, 48)",3,-0.13824835809429342
X_mean + end_nearest_dist + max_mass,"X_mean,end_nearest_dist,max_mass","(4, 15, 37)",3,-0.13825481292613878
kmid_frac_z + kstart_frac_y + mid_adf_min,"kmid_frac_z,kstart_frac_y,mid_adf_min","(23, 30, 41)",3,-0.1382553530121623
X_mean + end_adf_mean + mid_adf_mean,"X_mean,end_adf_mean,mid_adf_mean","(4, 9, 40)",3,-0.13825877677236648
kpath_angle_deg + kpath_real_distance + start_nearest_Z,"kpath_angle_deg,kpath_real_distance,start_nearest_Z","(24, 26, 57)",3,-0.1382621467473532
kpath_angle_deg + kpath_real_distance + start_nearest_mass,"kpath_angle_deg,kpath_real_distance,start_nearest_mass","(24, 26, 60)",3,-0.1382621467473532
kpath_angle_deg + kpath_real_distance + start_nearest_Z4,"kpath_angle_deg,kpath_real_distance,start_nearest_Z4","(24, 26, 58)",3,-0.1382621467473532
kend_frac_y + kstart_frac_z + kvec_x,"kend_frac_y,kstart_frac_z,kvec_x","(19, 31, 32)",3,-0.13826710070651352
kpath_real_distance + start_nearest_dist + sum_Z4,"kpath_real_distance,start_nearest_dist,sum_Z4","(26, 59, 61)",3,-0.1383009594868972
kstart_frac_x + mid_adf_min + start_nearest_Z,"kstart_frac_x,mid_adf_min,start_nearest_Z","(29, 41, 57)",3,-0.1383184281399363
kstart_frac_x + mid_adf_min + start_nearest_Z4,"kstart_frac_x,mid_adf_min,start_nearest_Z4","(29, 41, 58)",3,-0.1383184281399363
kstart_frac_x + mid_adf_min + start_nearest_mass,"kstart_frac_x,mid_adf_min,start_nearest_mass","(29, 41, 60)",3,-0.1383184281399363
X_mean + kstart_frac_x + max_mass,"X_mean,kstart_frac_x,max_mass","(4, 29, 37)",3,-0.13832567415558755
end_adf_std + kpath_real_distance + start_nearest_dist,"end_adf_std,kpath_real_distance,start_nearest_dist","(12, 26, 59)",3,-0.13834477982595
kmid_frac_z + kpath_angle_deg + max_Z,"kmid_frac_z,kpath_angle_deg,max_Z","(23, 24, 35)",3,-0.1383987513966729
kmid_frac_z + kpath_angle_deg + max_Z4,"kmid_frac_z,kpath_angle_deg,max_Z4","(23, 24, 36)",3,-0.1383987513966729
E_pfrac_CBM + bandgap + sum_Z4,"E_pfrac_CBM,bandgap,sum_Z4","(0, 6, 61)",3,-0.13847915731245417
E_pfrac_CBM + X_diff + max_Z,"E_pfrac_CBM,X_diff,max_Z","(0, 3, 35)",3,-0.13850156116378048
E_pfrac_CBM + X_diff + max_Z4,"E_pfrac_CBM,X_diff,max_Z4","(0, 3, 36)",3,-0.13850156116378048
max_mass + mid_nearest_Z + start_adf_n_triplets,"max_mass,mid_nearest_Z,start_adf_n_triplets","(37, 44, 55)",3,-0.13850231544442787
max_mass + mid_nearest_mass + start_adf_n_triplets,"max_mass,mid_nearest_mass,start_adf_n_triplets","(37, 47, 55)",3,-0.13850231544442787
max_mass + mid_nearest_Z4 + start_adf_n_triplets,"max_mass,mid_nearest_Z4,start_adf_n_triplets","(37, 45, 55)",3,-0.13850231544442787
kpath_total_weight + kvec_z + sum_Z4,"kpath_total_weight,kvec_z,sum_Z4","(27, 34, 61)",3,-0.1385059694823028
ehull + min_mass + sum_Z4,"ehull,min_mass,sum_Z4","(7, 48, 61)",3,-0.13850764696599976
kend_frac_z + radius_diff + start_adf_min,"kend_frac_z,radius_diff,start_adf_min","(20, 50, 54)",3,-0.13851291420704007
end_adf_mean + kpath_total_weight + mid_adf_min,"end_adf_mean,kpath_total_weight,mid_adf_min","(9, 27, 41)",3,-0.13852066118535364
kstart_degeneracy + max_Z + radius_diff,"kstart_degeneracy,max_Z,radius_diff","(28, 35, 50)",3,-0.1385724342644058
kstart_degeneracy + max_Z4 + radius_diff,"kstart_degeneracy,max_Z4,radius_diff","(28, 36, 50)",3,-0.1385724342644058
end_adf_min + kend_frac_y + kpath_angle_deg,"end_adf_min,kend_frac_y,kpath_angle_deg","(10, 19, 24)",3,-0.1385732271477538
kmid_frac_x + kstart_degeneracy + n_elements,"kmid_frac_x,kstart_degeneracy,n_elements","(21, 28, 49)",3,-0.1385880787832905
kend_frac_y + mid_nearest_Z + mid_nearest_mass,"kend_frac_y,mid_nearest_Z,mid_nearest_mass","(19, 44, 47)",3,-0.13859893267334397
kend_frac_y + mid_nearest_Z4 + mid_nearest_mass,"kend_frac_y,mid_nearest_Z4,mid_nearest_mass","(19, 45, 47)",3,-0.13859893267334397
kend_frac_y + mid_nearest_Z + mid_nearest_Z4,"kend_frac_y,mid_nearest_Z,mid_nearest_Z4","(19, 44, 45)",3,-0.13859893267334397
kstart_frac_z + radius_mean + start_adf_std,"kstart_frac_z,radius_mean,start_adf_std","(31, 51, 56)",3,-0.1386086919553374
kend_frac_z + mid_nearest_Z + start_nearest_Z4,"kend_frac_z,mid_nearest_Z,start_nearest_Z4","(20, 44, 58)",3,-0.13863156459342524
kend_frac_z + mid_nearest_Z + start_nearest_mass,"kend_frac_z,mid_nearest_Z,start_nearest_mass","(20, 44, 60)",3,-0.13863156459342524
kend_frac_z + mid_nearest_mass + start_nearest_mass,"kend_frac_z,mid_nearest_mass,start_nearest_mass","(20, 47, 60)",3,-0.13863156459342524
kend_frac_z + mid_nearest_mass + start_nearest_Z4,"kend_frac_z,mid_nearest_mass,start_nearest_Z4","(20, 47, 58)",3,-0.13863156459342524
kend_frac_z + mid_nearest_Z4 + start_nearest_Z4,"kend_frac_z,mid_nearest_Z4,start_nearest_Z4","(20, 45, 58)",3,-0.13863156459342524
kend_frac_z + mid_nearest_Z4 + start_nearest_mass,"kend_frac_z,mid_nearest_Z4,start_nearest_mass","(20, 45, 60)",3,-0.13863156459342524
kend_frac_z + mid_nearest_Z + start_nearest_Z,"kend_frac_z,mid_nearest_Z,start_nearest_Z","(20, 44, 57)",3,-0.13863156459342524
kend_frac_z + mid_nearest_Z4 + start_nearest_Z,"kend_frac_z,mid_nearest_Z4,start_nearest_Z","(20, 45, 57)",3,-0.13863156459342524
kend_frac_z + mid_nearest_mass + start_nearest_Z,"kend_frac_z,mid_nearest_mass,start_nearest_Z","(20, 47, 57)",3,-0.13863156459342524
kmid_frac_z + kpath_total_weight + n_elements,"kmid_frac_z,kpath_total_weight,n_elements","(23, 27, 49)",3,-0.1386462893404385
kpath_angle_deg + n_elements + radius_diff,"kpath_angle_deg,n_elements,radius_diff","(24, 49, 50)",3,-0.13864772067023132
kend_frac_y + kvec_z + radius_diff,"kend_frac_y,kvec_z,radius_diff","(19, 34, 50)",3,-0.13865747186587274
kstart_frac_x + start_adf_min + start_nearest_Z,"kstart_frac_x,start_adf_min,start_nearest_Z","(29, 54, 57)",3,-0.13865979363107678
kstart_frac_x + start_adf_min + start_nearest_Z4,"kstart_frac_x,start_adf_min,start_nearest_Z4","(29, 54, 58)",3,-0.13865979363107678
kstart_frac_x + start_adf_min + start_nearest_mass,"kstart_frac_x,start_adf_min,start_nearest_mass","(29, 54, 60)",3,-0.13865979363107678
kstart_degeneracy + min_mass + start_nearest_mass,"kstart_degeneracy,min_mass,start_nearest_mass","(28, 48, 60)",3,-0.13866660969726147
kstart_degeneracy + min_mass + start_nearest_Z4,"kstart_degeneracy,min_mass,start_nearest_Z4","(28, 48, 58)",3,-0.13866660969726147
kstart_degeneracy + min_mass + start_nearest_Z,"kstart_degeneracy,min_mass,start_nearest_Z","(28, 48, 57)",3,-0.13866660969726147
kend_frac_x + kstart_frac_x + max_Z4,"kend_frac_x,kstart_frac_x,max_Z4","(18, 29, 36)",3,-0.1386767721004513
kend_frac_x + kstart_frac_x + max_Z,"kend_frac_x,kstart_frac_x,max_Z","(18, 29, 35)",3,-0.1386767721004513
end_adf_std + kend_frac_x + kstart_frac_y,"end_adf_std,kend_frac_x,kstart_frac_y","(12, 18, 30)",3,-0.13868745076434977
band_binary + kstart_frac_x + max_mass,"band_binary,kstart_frac_x,max_mass","(5, 29, 37)",3,-0.13870347942955938
kmid_frac_z + mid_adf_n_triplets + mid_adf_std,"kmid_frac_z,mid_adf_n_triplets,mid_adf_std","(23, 42, 43)",3,-0.13874504878912813
kpath_angle_deg + radius_mean + start_nearest_dist,"kpath_angle_deg,radius_mean,start_nearest_dist","(24, 51, 59)",3,-0.13875477729895616
end_adf_min + kmid_frac_y + kpath_angle_deg,"end_adf_min,kmid_frac_y,kpath_angle_deg","(10, 22, 24)",3,-0.1388341702061661
kmid_frac_x + kpath_total_weight + n_elements,"kmid_frac_x,kpath_total_weight,n_elements","(21, 27, 49)",3,-0.13883810434362634
kend_degeneracy + mid_nearest_dist + n_elements,"kend_degeneracy,mid_nearest_dist,n_elements","(17, 46, 49)",3,-0.13884110294946633
kmid_frac_z + kstart_degeneracy + mid_nearest_Z4,"kmid_frac_z,kstart_degeneracy,mid_nearest_Z4","(23, 28, 45)",3,-0.1388511935309619
kmid_frac_z + kstart_degeneracy + mid_nearest_Z,"kmid_frac_z,kstart_degeneracy,mid_nearest_Z","(23, 28, 44)",3,-0.1388511935309619
kmid_frac_z + kstart_degeneracy + mid_nearest_mass,"kmid_frac_z,kstart_degeneracy,mid_nearest_mass","(23, 28, 47)",3,-0.1388511935309619
bandgap + kvec_x + mid_adf_min,"bandgap,kvec_x,mid_adf_min","(6, 32, 41)",3,-0.1388746321157514
kpath_total_weight + kstart_frac_z + min_mass,"kpath_total_weight,kstart_frac_z,min_mass","(27, 31, 48)",3,-0.1388835306102261
end_adf_max + end_adf_n_triplets + kstart_frac_z,"end_adf_max,end_adf_n_triplets,kstart_frac_z","(8, 11, 31)",3,-0.13888417834238126
E_pfrac_VBM + E_pfrac_relevant + X_diff,"E_pfrac_VBM,E_pfrac_relevant,X_diff","(1, 2, 3)",3,-0.13892313323711536
ehull + end_adf_mean + kmid_frac_z,"ehull,end_adf_mean,kmid_frac_z","(7, 9, 23)",3,-0.13893771170897282
kstart_frac_x + kvec_z + sum_Z4,"kstart_frac_x,kvec_z,sum_Z4","(29, 34, 61)",3,-0.13898439778659166
bandgap + mid_adf_mean + mid_adf_std,"bandgap,mid_adf_mean,mid_adf_std","(6, 40, 43)",3,-0.13899033348223827
E_pfrac_CBM + max_Z4 + n_elements,"E_pfrac_CBM,max_Z4,n_elements","(0, 36, 49)",3,-0.1390028920531869
E_pfrac_CBM + max_Z + n_elements,"E_pfrac_CBM,max_Z,n_elements","(0, 35, 49)",3,-0.1390028920531869
kend_frac_y + kmid_frac_y + min_mass,"kend_frac_y,kmid_frac_y,min_mass","(19, 22, 48)",3,-0.1390183754939039
kstart_frac_x + radius_mean + start_adf_std,"kstart_frac_x,radius_mean,start_adf_std","(29, 51, 56)",3,-0.13907787122549536
end_adf_min + min_mass + radius_diff,"end_adf_min,min_mass,radius_diff","(10, 48, 50)",3,-0.1390818939624271
mid_adf_min + radius_diff + start_adf_n_triplets,"mid_adf_min,radius_diff,start_adf_n_triplets","(41, 50, 55)",3,-0.13910294787827496
band_binary + end_nearest_dist + start_nearest_mass,"band_binary,end_nearest_dist,start_nearest_mass","(5, 15, 60)",3,-0.13911489702732657
band_binary + end_nearest_dist + start_nearest_Z4,"band_binary,end_nearest_dist,start_nearest_Z4","(5, 15, 58)",3,-0.13911489702732657
band_binary + end_nearest_dist + start_nearest_Z,"band_binary,end_nearest_dist,start_nearest_Z","(5, 15, 57)",3,-0.13911489702732657
end_nearest_dist + end_nearest_mass + kpath_total_weight,"end_nearest_dist,end_nearest_mass,kpath_total_weight","(15, 16, 27)",3,-0.13912118231042742
kend_frac_x + mid_adf_mean + radius_mean,"kend_frac_x,mid_adf_mean,radius_mean","(18, 40, 51)",3,-0.13913113571212218
kmid_frac_y + kpath_interior_degeneracy + n_elements,"kmid_frac_y,kpath_interior_degeneracy,n_elements","(22, 25, 49)",3,-0.13914456503708597
max_mass + mean_Z + mid_adf_std,"max_mass,mean_Z,mid_adf_std","(37, 38, 43)",3,-0.13917382769737932
kend_frac_z + kmid_frac_z + min_mass,"kend_frac_z,kmid_frac_z,min_mass","(20, 23, 48)",3,-0.13918772041625269
end_nearest_Z + end_nearest_dist + start_nearest_dist,"end_nearest_Z,end_nearest_dist,start_nearest_dist","(13, 15, 59)",3,-0.13920554139124172
end_nearest_Z4 + end_nearest_dist + start_nearest_dist,"end_nearest_Z4,end_nearest_dist,start_nearest_dist","(14, 15, 59)",3,-0.13920554139124172
kend_frac_z + kmid_frac_y + kstart_frac_x,"kend_frac_z,kmid_frac_y,kstart_frac_x","(20, 22, 29)",3,-0.13920832412628026
band_binary + ehull + kvec_y,"band_binary,ehull,kvec_y","(5, 7, 33)",3,-0.13924972426214263
band_binary + kmid_frac_x + mid_adf_n_triplets,"band_binary,kmid_frac_x,mid_adf_n_triplets","(5, 21, 42)",3,-0.1392615892238187
band_binary + kmid_frac_x + start_adf_n_triplets,"band_binary,kmid_frac_x,start_adf_n_triplets","(5, 21, 55)",3,-0.1392615892238187
end_adf_min + kstart_frac_x + max_Z4,"end_adf_min,kstart_frac_x,max_Z4","(10, 29, 36)",3,-0.13927415312877084
end_adf_min + kstart_frac_x + max_Z,"end_adf_min,kstart_frac_x,max_Z","(10, 29, 35)",3,-0.13927415312877084
mid_adf_mean + mid_nearest_dist + sum_Z4,"mid_adf_mean,mid_nearest_dist,sum_Z4","(40, 46, 61)",3,-0.1393097090056739
kend_frac_x + n_elements + start_nearest_Z4,"kend_frac_x,n_elements,start_nearest_Z4","(18, 49, 58)",3,-0.13939340536058537
kend_frac_x + n_elements + start_nearest_mass,"kend_frac_x,n_elements,start_nearest_mass","(18, 49, 60)",3,-0.13939340536058537
kend_frac_x + n_elements + start_nearest_Z,"kend_frac_x,n_elements,start_nearest_Z","(18, 49, 57)",3,-0.13939340536058537
kstart_frac_z + mid_adf_std + min_mass,"kstart_frac_z,mid_adf_std,min_mass","(31, 43, 48)",3,-0.1393934992470773
kend_frac_z + kpath_angle_deg + max_mass,"kend_frac_z,kpath_angle_deg,max_mass","(20, 24, 37)",3,-0.13940441832641673
max_mass + mean_Z + start_adf_n_triplets,"max_mass,mean_Z,start_adf_n_triplets","(37, 38, 55)",3,-0.13943561955859973
max_mass + mean_Z + mid_adf_n_triplets,"max_mass,mean_Z,mid_adf_n_triplets","(37, 38, 42)",3,-0.13943561955859973
min_mass + start_nearest_dist + sum_Z4,"min_mass,start_nearest_dist,sum_Z4","(48, 59, 61)",3,-0.13944142044033037
end_adf_mean + kend_frac_z + n_elements,"end_adf_mean,kend_frac_z,n_elements","(9, 20, 49)",3,-0.13947535634706232
end_nearest_Z4 + end_nearest_dist + kend_frac_x,"end_nearest_Z4,end_nearest_dist,kend_frac_x","(14, 15, 18)",3,-0.1395068288854546
end_nearest_Z + end_nearest_dist + kend_frac_x,"end_nearest_Z,end_nearest_dist,kend_frac_x","(13, 15, 18)",3,-0.1395068288854546
kpath_interior_degeneracy + mid_adf_min + mid_nearest_dist,"kpath_interior_degeneracy,mid_adf_min,mid_nearest_dist","(25, 41, 46)",3,-0.1395197179730858
kmid_frac_y + mid_nearest_dist + start_adf_std,"kmid_frac_y,mid_nearest_dist,start_adf_std","(22, 46, 56)",3,-0.13953937169262215
bandgap + kstart_frac_z + start_adf_std,"bandgap,kstart_frac_z,start_adf_std","(6, 31, 56)",3,-0.13957084255730667
X_mean + mid_adf_min + radius_mean,"X_mean,mid_adf_min,radius_mean","(4, 41, 51)",3,-0.1395806750552226
kend_degeneracy + kstart_frac_x + mid_nearest_mass,"kend_degeneracy,kstart_frac_x,mid_nearest_mass","(17, 29, 47)",3,-0.13958078478006297
kend_degeneracy + kstart_frac_x + mid_nearest_Z,"kend_degeneracy,kstart_frac_x,mid_nearest_Z","(17, 29, 44)",3,-0.13958078478006297
kend_degeneracy + kstart_frac_x + mid_nearest_Z4,"kend_degeneracy,kstart_frac_x,mid_nearest_Z4","(17, 29, 45)",3,-0.13958078478006297
kstart_frac_y + start_nearest_dist + start_nearest_mass,"kstart_frac_y,start_nearest_dist,start_nearest_mass","(30, 59, 60)",3,-0.13958857811442102
end_adf_min + kstart_degeneracy + start_nearest_mass,"end_adf_min,kstart_degeneracy,start_nearest_mass","(10, 28, 60)",3,-0.13959756748347957
end_adf_min + kstart_degeneracy + start_nearest_Z4,"end_adf_min,kstart_degeneracy,start_nearest_Z4","(10, 28, 58)",3,-0.13959756748347957
end_adf_min + kstart_degeneracy + start_nearest_Z,"end_adf_min,kstart_degeneracy,start_nearest_Z","(10, 28, 57)",3,-0.13959756748347957
ehull + radius_diff + start_adf_std,"ehull,radius_diff,start_adf_std","(7, 50, 56)",3,-0.13961120104449534
kpath_interior_degeneracy + kstart_frac_z + mid_nearest_mass,"kpath_interior_degeneracy,kstart_frac_z,mid_nearest_mass","(25, 31, 47)",3,-0.13961328980020554
kpath_interior_degeneracy + kstart_frac_z + mid_nearest_Z4,"kpath_interior_degeneracy,kstart_frac_z,mid_nearest_Z4","(25, 31, 45)",3,-0.13961328980020554
kpath_interior_degeneracy + kstart_frac_z + mid_nearest_Z,"kpath_interior_degeneracy,kstart_frac_z,mid_nearest_Z","(25, 31, 44)",3,-0.13961328980020554
kpath_interior_degeneracy + kpath_total_weight + min_mass,"kpath_interior_degeneracy,kpath_total_weight,min_mass","(25, 27, 48)",3,-0.13962139562309078
end_nearest_Z4 + kstart_frac_y + kvec_z,"end_nearest_Z4,kstart_frac_y,kvec_z","(14, 30, 34)",3,-0.13969494887148035
