Formula,uid,kpath,mid_adf_max,E_pfrac_relevant,mid_nearest_Z,end_adf_n_triplets,start_adf_mean,start_adf_std,band_binary,Rashba_parameter
WMo3Se8,05a06afa3b20,G->S,162.47849367750345,0.2290036829903243,42,66,43.98902043154916,20.37748069384426,0,1.001
BrSSb,4da5c6be60db,M->K,121.5696295714328,0.7806803560540508,51,3,78.38552220200906,14.057430658160424,0,2.39
Cr2W2Se8,548aa830244c,X->G,179.1918133218502,0.1687729940064901,24,66,56.38508833226963,25.62174400981384,0,1.39
Cr2W2Se8,548aa830244c,Y->S,161.84588037033933,0.1687729940064901,74,66,67.95764266629858,31.74122633988591,0,1.322
WMo3S8,9c2979187585,X->G,179.83468034039998,0.2052901218121179,42,66,59.09822506660621,26.64226334029585,0,1.816
TiZr3Se8,a148361e5e9a,S->Y,165.41225686038158,0.8026965681371502,40,66,93.500686227443,36.98612592956271,0,1.321
TiZr3Se8,a148361e5e9a,G->S,165.41225686038158,0.8026965681371502,40,66,51.70574224411068,25.8720241270705,0,0.88
BiClS,c96ef4fc869c,G->M,112.63094682992256,0.9094579449330604,83,3,90.10089985859082,27.89951115229802,1,1.146
BiClS,c96ef4fc869c,G->K,131.32237315074812,0.9094579449330604,83,3,90.10089985859082,27.89951115229802,1,1.181
Ga2P2Te6,4cb4ea247ef4,Y->G,130.83105322391717,0.7732005190484386,31,45,40.69316441187669,17.42389632956632,0,3.695
Ga2P2Te6,4cb4ea247ef4,X->G,151.34412206628406,0.7732005190484386,31,45,74.5783738758914,31.93682096608306,0,3.828
MoCr3Se8,961c37d6e527,X->G,179.13482348654838,0.158679447921649,24,66,58.502921024609535,26.24143960640958,0,0.977
AsClSe,1a3be826b3e0,G->M,114.14155897819477,0.8229245148495816,33,3,90.3838727416793,28.93483724597116,0,3.717
AsClSe,1a3be826b3e0,G->K,127.12606935157592,0.8229245148495816,33,3,90.3838727416793,28.93483724597116,0,3.481
