Formula,uid,kpath,pmid_grdf_trig_max,E_pfrac_relevant,E_pfrac_CBM,radius_mean,pmid_grdf_gauss_std,kstart_frac_x,pmid_afs_trig_mean,Rashba_parameter
PbTe,3bc08d486d65,M->G,-0.9915597672752968,0.7994363268899549,0.7994363268899549,1.6,0.0,0.5,0.0,2.18
P2Sb2Se6,5d1a32a28ffa,Y->G,-6.232078086502242,0.8096352520917903,0.8238161694562693,1.2,0.7133502233351274,0.0,9.539303403194213,2.483
P2Sb2Se6,5d1a32a28ffa,X->G,-6.232078086502242,0.8096352520917903,0.8238161694562693,1.2,0.7133502233351274,0.5,9.539303403194213,2.546
P2Sb2Se6,5d1a32a28ffa,Y->G,-6.232078086502242,0.8238161694562693,0.8238161694562693,1.2,0.7133502233351274,0.0,9.539303403194213,1.261
P2Sb2Se6,5d1a32a28ffa,X->G,-6.232078086502242,0.8238161694562693,0.8238161694562693,1.2,0.7133502233351274,0.5,9.539303403194213,1.339
BiClTe,badda86cab42,M->G,-1.8466459590889528,0.9378360161127248,0.9378360161127248,1.3333333333333333,0.1334874983074083,0.5,0.430157396871361,1.458
BiClTe,badda86cab42,M->K,-1.8466459590889528,0.9378360161127248,0.9378360161127248,1.3333333333333333,0.1334874983074083,0.5,0.430157396871361,0.863
TiZr3Te8,4f1ab08988cc,S->Y,-2.594167070404482,0.6849715466889554,0.1347440193725061,1.45,0.5898265370168793,0.5,1.6253052781467343,1.679
TiHf3Se8,3e1923c616ad,S->Y,-4.231574847838632,0.7987767433307077,0.1594418578290933,1.3666666666666665,0.8097415642123392,0.5,4.245799802242928,1.256
TiHf3Se8,3e1923c616ad,S->G,-5.172485201314221,0.7987767433307077,0.1594418578290933,1.3666666666666665,0.9226339628356476,0.5,4.849559255097633,0.626
Cr2Mo2Se8,60065d3bbcf2,X->G,-7.37498517432899,0.1629753879269453,0.1203719765762379,1.3333333333333333,0.9821521552865392,0.5,10.94024318246037,1.173
Cr2Mo2Se8,60065d3bbcf2,Y->S,-6.601015669622012,0.1629753879269453,0.1203719765762379,1.3333333333333333,1.115654206668517,0.0,8.137849879432439,1.124
CrMo3Se8,a7233837cfe9,X->G,-6.99857872966948,0.2003083671083162,0.1477262102974496,1.3333333333333333,0.9736090647636898,0.5,10.53780675795379,1.288
CrMo3Se8,a7233837cfe9,Y->S,-6.484813107670166,0.2003083671083162,0.1477262102974496,1.3333333333333333,1.0839123482926758,0.0,7.811612346956362,1.311
CrMo3Se8,a7233837cfe9,G->S,-6.484813107670166,0.2003083671083162,0.1477262102974496,1.3333333333333333,1.0839123482926758,0.0,7.811612346956362,0.779
ZrHf3Se8,b8fb10416122,S->G,-4.72816793369376,0.8326247051860165,0.2009389569933805,1.4166666666666667,0.9328543989538453,0.5,3.984786763636007,0.725
WCr3Te8,6523c349753c,X->G,-6.102950200405859,0.1806309371731511,0.0927822494170908,1.3833333333333335,0.8592355688159417,0.5,8.058678056201629,0.99
Hf2Ti2Se8,cce78d90e899,S->Y,-4.508031065370729,0.7652933296496389,0.1370649042205264,1.3666666666666665,0.8343687160649991,0.5,4.664718889794795,1.409
Hf2Ti2Se8,cce78d90e899,S->G,-5.218836168971021,0.7652933296496389,0.1370649042205264,1.3666666666666665,0.9642382611960704,0.5,5.306150514797068,0.553
BiClSe,a80866a2c6b4,G->M,-1.5649367566501076,0.8702984144182764,0.9014430142409324,1.25,0.2033679845892337,0.0,0.2795220933777013,2.393
BiClSe,a80866a2c6b4,M->K,-1.5649367566501076,0.8702984144182764,0.9014430142409324,1.25,0.2033679845892337,0.5,0.2795220933777013,1.782
BiClSe,a80866a2c6b4,G->K,-1.5649367566501076,0.8702984144182764,0.9014430142409324,1.25,0.2033679845892337,0.0,0.2795220933777013,2.216
BiClSe,a80866a2c6b4,M->G,-1.5649367566501076,0.9014430142409324,0.9014430142409324,1.25,0.2033679845892337,0.5,0.2795220933777013,3.032
WMo3Se8,05a06afa3b20,X->G,-6.920370184354191,0.2290036829903243,0.17766113078223,1.3166666666666669,0.9795104604898968,0.5,9.8154775061145,1.643
WMo3Se8,05a06afa3b20,G->S,-6.096071492667132,0.2290036829903243,0.17766113078223,1.3166666666666669,1.129028289116942,0.0,6.904715950849077,1.001
BrSSb,4da5c6be60db,M->K,-1.5240643400375835,0.7806803560540508,0.8606994436980863,1.2,0.2499095161506945,0.5,0.2790122522308109,2.39
Cr2W2Se8,548aa830244c,X->G,-7.354265546555169,0.1687729940064901,0.1398028194256778,1.3,0.9749143172842925,0.5,10.870732684779457,1.39
Cr2W2Se8,548aa830244c,Y->S,-6.574220406137194,0.1687729940064901,0.1398028194256778,1.3,1.109971455560412,0.0,8.066506041332106,1.322
WMo3S8,9c2979187585,X->G,-7.620831497352341,0.2052901218121179,0.207664962128622,1.2666666666666666,1.065715387338479,0.5,11.685640152019875,1.816
TiZr3Se8,a148361e5e9a,S->Y,-4.2838574687819655,0.8026965681371502,0.1449765152582613,1.3666666666666665,0.7903186541868259,0.5,4.229977139576812,1.321
TiZr3Se8,a148361e5e9a,G->S,-4.987643908181324,0.8026965681371502,0.1449765152582613,1.3666666666666665,0.8982078224215014,0.0,4.79408105368114,0.88
BiClS,c96ef4fc869c,G->M,-1.6073981053740565,0.9094579449330604,0.9094579449330604,1.2,0.2318844672622285,0.0,0.3115213389640824,1.146
BiClS,c96ef4fc869c,G->K,-1.6073981053740565,0.9094579449330604,0.9094579449330604,1.2,0.2318844672622285,0.0,0.3115213389640824,1.181
Ga2P2Te6,4cb4ea247ef4,Y->G,-5.899312808884923,0.7732005190484386,0.6736048722630876,1.2333333333333334,0.7505087700267525,0.0,7.584516160621858,3.695
Ga2P2Te6,4cb4ea247ef4,X->G,-5.899312808884923,0.7732005190484386,0.6736048722630876,1.2333333333333334,0.7505087700267525,0.5,7.584516160621858,3.828
MoCr3Se8,961c37d6e527,X->G,-7.43064238743913,0.158679447921649,0.1159971336328279,1.3333333333333333,1.0093886280752389,0.5,11.3960831530382,0.977
AsClSe,1a3be826b3e0,G->M,-1.6732237588144758,0.8229245148495816,0.8258043654001617,1.1,0.2851606780863341,0.0,0.33719666108186,3.717
AsClSe,1a3be826b3e0,G->K,-1.6732237588144758,0.8229245148495816,0.8258043654001617,1.1,0.2851606780863341,0.0,0.33719666108186,3.481
