Formula,uid,kpath,pmid_grdf_trig_max,E_pfrac_relevant,E_pfrac_CBM,radius_mean,pmid_grdf_gauss_std,kstart_frac_x,pmid_afs_trig_mean,Rashba_parameter
Mo2W2Te8,c04fc052f2ca,G->S,-4.679404098450512,0.2958079752151466,0.1399480237647956,1.3999999999999997,0.9280749469849836,0.0,3.83933454463108,1.315
Mo2W2Te8,c04fc052f2ca,G->S,-4.679404098450512,0.1399480237647956,0.1399480237647956,1.3999999999999997,0.9280749469849836,0.0,3.83933454463108,1.35
BiISe,70cbc0e44d36,M->K,-1.27569862429879,0.9060614974704904,0.9184150831842453,1.3833333333333335,0.1862558201763981,0.5,0.1379869635529958,1.267
BiISe,70cbc0e44d36,G->M,-1.27569862429879,0.9184150831842453,0.9184150831842453,1.3833333333333335,0.1862558201763981,0.0,0.1379869635529958,2.045
BiISe,70cbc0e44d36,M->K,-1.27569862429879,0.9184150831842453,0.9184150831842453,1.3833333333333335,0.1862558201763981,0.5,0.1379869635529958,1.142
BiISe,70cbc0e44d36,G->K,-1.27569862429879,0.9184150831842453,0.9184150831842453,1.3833333333333335,0.1862558201763981,0.0,0.1379869635529958,2.089
Pb2Te6,3995fa1bee6e,X->G,-0.8882105882433932,0.8986972744902609,0.8492620158711233,1.6,0.1044930639274588,0.0,0.450338113454832,3.064
Pb2Te6,3995fa1bee6e,G->S,-0.662470384591314,0.8986972744902609,0.8492620158711233,1.6,0.2097067817512039,0.0,-0.0627548369368189,0.511
Pb2Te6,3995fa1bee6e,X->G,-0.8882105882433932,0.8492620158711233,0.8492620158711233,1.6,0.1044930639274588,0.0,0.450338113454832,1.451
Pb2Te6,3995fa1bee6e,X->S,-0.8882105882433932,0.8492620158711233,0.8492620158711233,1.6,0.1044930639274588,0.0,0.450338113454832,0.796
Pb2Te6,3995fa1bee6e,S->G,-0.662470384591314,0.8492620158711233,0.8492620158711233,1.6,0.2097067817512039,0.5,-0.0627548369368189,1.059
Cr2W2S8,5974b6403c31,X->G,-7.957311854022141,0.1681267075821846,0.157123881369535,1.25,1.0305047922401531,0.5,12.578806411557563,1.592
Cr2W2S8,5974b6403c31,Y->S,-7.266852342706227,0.1681267075821846,0.157123881369535,1.25,1.1668340554624963,0.0,9.975699777715048,1.151
HfZr3Se8,70e7ab872359,G->S,-4.550265692310671,0.8422121530840236,0.1814864790882361,1.4166666666666667,0.9162762195834324,0.0,3.955228033517419,0.95
GeSe,211bcb7f05d6,M->K,-0.837900225295761,0.9034063151276184,0.7457842356027244,1.2,0.0,0.5,0.0,0.94
Hf2Zr2Se8,81af2831dbb2,G->S,-4.5718633959163295,0.8295197197316269,0.190363806457994,1.4166666666666667,0.9222971362607572,0.0,4.011190069697933,0.698
MoW3Te8,5c3fe56a1a89,X->G,-5.580578624452043,0.2850819868146655,0.1412364257262718,1.3999999999999997,0.791673221733552,0.5,6.5728603985955525,2.045
MoW3Te8,5c3fe56a1a89,G->S,-4.675219508203666,0.2850819868146655,0.1412364257262718,1.3999999999999997,0.9254338916299558,0.0,3.8231260429607623,1.298
Mo2W2S8,449640ec4d30,X->G,-7.619636307954917,0.2072633880549644,0.2146805678678273,1.2666666666666666,1.067824949185677,0.5,11.657759375881165,1.954
Mo2W2S8,449640ec4d30,S->Y,-6.871917531708216,0.2146805678678273,0.2146805678678273,1.2666666666666666,1.2190350486726695,0.5,8.866303541936732,1.167
CrW3S8,a9f87eba4b96,X->G,-7.718560393486372,0.1919601306899144,0.1713770613500185,1.25,1.0395119839051776,0.5,12.270032349970151,1.909
CrMo3S8,644f7c1c85c7,X->G,-7.727094100701533,0.1854065113491833,0.1518783583282624,1.2833333333333332,1.0423192769059682,0.5,12.344521485357369,1.46
AsClTe,4fd8ad708fb0,M->G,-1.6570281070707489,0.8748022705579596,0.850388063665775,1.1833333333333331,0.2506632650801988,0.5,0.3245062030800436,2.895
AsClTe,4fd8ad708fb0,M->K,-1.6570281070707489,0.8748022705579596,0.850388063665775,1.1833333333333331,0.2506632650801988,0.5,0.3245062030800436,2.257
CrW3Te8,eef072f845ce,X->G,-5.531289037505022,0.2267102691969866,0.1224285422660796,1.3833333333333335,0.8122606515422308,0.5,7.127748007355446,1.592
CrW3Te8,eef072f845ce,Y->S,-5.0693634554571645,0.2267102691969866,0.1224285422660796,1.3833333333333335,0.9168335319627362,0.0,4.488399135641777,1.042
CrW3Te8,eef072f845ce,G->S,-5.0693634554571645,0.2267102691969866,0.1224285422660796,1.3833333333333335,0.9168335319627362,0.0,4.488399135641777,0.99
ISSb,5b94060698bc,M->K,-1.410241841021329,0.8378311435722494,0.881194264676874,1.2833333333333334,0.250314513482764,0.5,0.227400357467751,2.844
ISSb,5b94060698bc,G->M,-1.410241841021329,0.881194264676874,0.881194264676874,1.2833333333333334,0.250314513482764,0.0,0.227400357467751,1.507
ISSb,5b94060698bc,G->K,-1.410241841021329,0.881194264676874,0.881194264676874,1.2833333333333334,0.250314513482764,0.0,0.227400357467751,1.547
MoCr3S8,3fb52099b370,X->G,-8.04317903574509,0.1542812240567189,0.1108407663341692,1.2833333333333332,1.0612570687395595,0.5,13.00698466372757,1.221
CrW3Se8,0b7696e1f4c9,X->G,-6.982180709625033,0.1813042425403861,0.1534142461286447,1.3,0.9683157180434316,0.5,10.455499858563975,1.756
TiHf3Te8,1667d1443160,S->Y,-2.608896574333768,0.7032942480989642,0.1550792284914078,1.45,0.6049922443071675,0.5,1.6775452273184217,1.512
CrMo3Te8,159f028a85d0,Y->S,-5.107500843121151,0.2569664710702297,0.1252595031050306,1.4166666666666667,0.9200061766021592,0.0,4.570450979892815,0.896
Ti2Zr2Te8,18e377cce57f,S->Y,-3.623721747402316,0.6431649598769135,0.1240123504437783,1.45,0.7340432488052646,0.5,1.935493497702876,1.855
PbS,5e4ff1f56b4a,M->G,-0.9024573056510994,0.774841563510968,0.774841563510968,1.4,0.0,0.5,0.0,1.241
PbTe,3bc08d486d65,M->K,-0.9915597672752968,0.9311785526870192,0.7994363268899549,1.6,0.0,0.5,0.0,1.138
