Formula,uid,kpath,E_pfrac_relevant,mid_adf_n_triplets,start_adf_min,mid_nearest_Z,start_adf_mean,kpath_angle_deg,mid_nearest_Z4,n_elements,Rashba_parameter
Bi2P2Te6,cf7927ab6730,G->Y,0.8422307722599669,45,11.143776101633131,83,55.50326760165706,90.00000000000001,47458321,3,1.814
Bi2P2Te6,cf7927ab6730,Y->G,0.8422307722599669,45,5.666977693594299,83,38.46692048771971,-90.0,47458321,3,1.725
Bi2P2Te6,cf7927ab6730,X->G,0.8422307722599669,45,14.23507233298088,83,73.44918051346902,-150.058674084781,47458321,3,1.692
Bi2P2Te6,cf7927ab6730,G->X,0.8422307722599669,45,11.143776101633131,83,55.50326760165706,29.94132591521901,47458321,3,1.809
HgTe,1a3bdd1b142a,G->M,0.8163718961430929,1,60.86259057738199,80,60.86259057738199,29.99999999172793,40960000,2,0.501
HgTe,1a3bdd1b142a,G->K,0.8163718961430929,1,60.86259057738199,52,60.86259057738199,59.99999999172792,7311616,2,0.618
BiBrTe,304bc6a92d82,M->K,0.8941369584845804,3,55.19873528220031,83,78.30976565090454,120.00000003531756,47458321,3,1.13
BiBrTe,304bc6a92d82,M->K,0.9109066585302884,3,55.19873528220031,83,78.30976565090454,120.00000003531756,47458321,3,1.08
MoW3S8,2f6f133abcc8,X->G,0.2120919784501239,66,20.8048377610878,42,69.08928475708142,180.0,3111696,3,2.241
MoW3S8,2f6f133abcc8,S->Y,0.2250064564826057,66,29.82404956479804,74,93.55643031331353,180.0,29986576,3,1.202
BiClSe,7fe9c5cb910c,M->K,0.9114345157094904,3,88.42156502749745,83,97.87980291586274,119.99999999593344,47458321,3,0.679
BiClSe,7fe9c5cb910c,M->G,0.93294310439798,3,88.42156502749745,83,97.87980291586274,-149.99999999593345,47458321,3,0.746
WMo3Te8,323fb700d903,X->G,0.3014358700618786,66,11.82687318070245,42,58.17928695604007,180.0,3111696,3,1.501
WMo3Te8,323fb700d903,G->S,0.3014358700618786,66,11.661638981075177,42,44.65041690651257,49.11423724864225,3111696,3,1.292
AsIS,b13beafa16aa,M->K,0.8936670822854337,3,60.763812272239306,33,78.63132011209929,119.99999999043432,1185921,3,2.033
AsIS,b13beafa16aa,G->M,0.8952076420903963,3,56.12312437405159,33,91.8308729530667,30.00000000956568,1185921,3,1.305
AsIS,b13beafa16aa,G->K,0.8952076420903963,3,56.12312437405159,33,91.8308729530667,60.00000000956568,1185921,3,1.353
AsITe,114b3382699c,G->M,0.9096856795947482,3,51.34042371879715,33,87.22691286678469,30.000000022958776,1185921,3,0.502
AsITe,114b3382699c,G->K,0.9096856795947482,3,51.34042371879715,33,87.22691286678469,59.99999998120587,1185921,3,0.579
WCr3Se8,c798e725e2fb,X->G,0.1467562156481204,66,14.161146041092795,24,58.193996962802295,180.0,331776,3,1.16
BiIS,acdcd16c0d76,M->K,0.903623557863302,3,60.70295382826917,83,78.52839557112114,120.00000001616534,47458321,3,1.707
BiIS,acdcd16c0d76,G->M,0.9238137730702656,3,56.28496830060652,83,91.76563470927005,30.000000062727228,47458321,3,1.858
BiIS,acdcd16c0d76,M->K,0.9238137730702656,3,60.70295382826917,83,78.52839557112114,120.00000001616534,47458321,3,1.074
BiIS,acdcd16c0d76,G->K,0.9238137730702656,3,56.28496830060652,83,91.76563470927005,60.00000002328094,47458321,3,1.645
MoW3Se8,24d6cc0a0fed,X->G,0.2110720286877839,66,21.14034493338614,42,70.62194322001808,180.0,3111696,3,2.097
MoW3Se8,24d6cc0a0fed,G->S,0.2110720286877839,66,16.495809355442407,74,45.2148360986648,49.11148107235584,29986576,3,1.24
Cr2Mo2S8,72b286460831,X->G,0.1786805448398726,66,8.43405457812217,24,55.69884504452721,180.0,331776,3,1.344
Cr2Mo2S8,72b286460831,Y->S,0.1786805448398726,66,0.081630993383444,42,67.8219367165545,0.0,3111696,3,0.838
ISSb,4c49d27e66e5,G->M,0.9212175840416548,3,52.92239531371275,51,87.42826923605482,29.999999914652395,6765201,3,0.887
ISSb,4c49d27e66e5,G->K,0.9212175840416548,3,52.92239531371275,51,87.42826923605482,59.99999995624205,6765201,3,0.907
SnTe,e688959ea45b,M->K,0.9092975411969436,1,63.12319098571032,50,63.12319098571032,119.99999994329718,6250000,2,0.806
Ti2Zr2Se8,846b50801a93,S->Y,0.7638579163771706,66,28.93078276184669,40,93.50356161547198,-130.82098479221017,2560000,3,1.613
Ti2Zr2Se8,846b50801a93,Y->S,0.7638579163771706,66,17.240389118941145,40,51.08743740712069,49.17901520778983,2560000,3,1.767
Ti2Zr2Se8,846b50801a93,G->S,0.7638579163771706,66,17.240389118941145,40,51.08743740712069,49.17901520778983,2560000,3,0.552
GeTe,eadd37f03ca5,M->K,0.9154990873691008,1,62.48241003397288,32,62.48241003397288,119.99999998974371,1048576,2,0.952
