features,feat_list,indices,n_feat,cv5_r2
end_adf_std + mid_nearest_mass,"end_adf_std,mid_nearest_mass","(12, 47)",2,-0.08261123394200061
end_adf_std + mid_nearest_Z4,"end_adf_std,mid_nearest_Z4","(12, 45)",2,-0.08261123394200061
end_adf_std + mid_nearest_Z,"end_adf_std,mid_nearest_Z","(12, 44)",2,-0.08261123394200061
band_binary + mid_adf_min,"band_binary,mid_adf_min","(5, 41)",2,-0.08352282580345942
kend_frac_z + mid_adf_mean,"kend_frac_z,mid_adf_mean","(20, 40)",2,-0.08407240353492329
E_pfrac_VBM + start_adf_max,"E_pfrac_VBM,start_adf_max","(1, 52)",2,-0.0841679484309286
kstart_frac_z + kvec_z,"kstart_frac_z,kvec_z","(31, 34)",2,-0.08454812710245978
kmid_frac_z + mid_adf_mean,"kmid_frac_z,mid_adf_mean","(23, 40)",2,-0.08483287912975472
kmid_frac_x + kstart_frac_z,"kmid_frac_x,kstart_frac_z","(21, 31)",2,-0.08544783139289476
kstart_frac_y + kvec_z,"kstart_frac_y,kvec_z","(30, 34)",2,-0.08574669628253866
kvec_z + min_mass,"kvec_z,min_mass","(34, 48)",2,-0.08587217465491895
kend_frac_y + kmid_frac_y,"kend_frac_y,kmid_frac_y","(19, 22)",2,-0.08588948120934543
kmid_frac_x + kstart_degeneracy,"kmid_frac_x,kstart_degeneracy","(21, 28)",2,-0.08591911620482243
kend_frac_y + kmid_frac_z,"kend_frac_y,kmid_frac_z","(19, 23)",2,-0.08635308867277362
kend_frac_z + kvec_z,"kend_frac_z,kvec_z","(20, 34)",2,-0.08640561550062927
kstart_frac_y + mid_adf_mean,"kstart_frac_y,mid_adf_mean","(30, 40)",2,-0.08647167437007897
band_binary + kvec_z,"band_binary,kvec_z","(5, 34)",2,-0.08671342182599084
kmid_frac_z + kvec_z,"kmid_frac_z,kvec_z","(23, 34)",2,-0.08766965016215549
E_pfrac_VBM + mid_adf_mean,"E_pfrac_VBM,mid_adf_mean","(1, 40)",2,-0.08774612321025277
mean_Z + mid_adf_std,"mean_Z,mid_adf_std","(38, 43)",2,-0.08814254127218749
kvec_y + mid_adf_max,"kvec_y,mid_adf_max","(33, 39)",2,-0.08860782876146234
kpath_interior_degeneracy + kstart_degeneracy,"kpath_interior_degeneracy,kstart_degeneracy","(25, 28)",2,-0.08869094937952984
kend_frac_y + kstart_degeneracy,"kend_frac_y,kstart_degeneracy","(19, 28)",2,-0.0886946989238292
band_binary + kend_frac_x,"band_binary,kend_frac_x","(5, 18)",2,-0.08923506425295544
kmid_frac_y + kstart_frac_y,"kmid_frac_y,kstart_frac_y","(22, 30)",2,-0.08959315897436981
E_pfrac_VBM + end_adf_mean,"E_pfrac_VBM,end_adf_mean","(1, 9)",2,-0.08964915812046188
X_diff + end_adf_max,"X_diff,end_adf_max","(3, 8)",2,-0.08986243629038904
end_adf_mean + max_mass,"end_adf_mean,max_mass","(9, 37)",2,-0.09086959127128531
kend_frac_x + kstart_frac_z,"kend_frac_x,kstart_frac_z","(18, 31)",2,-0.09087736734109142
end_nearest_dist + mid_adf_max,"end_nearest_dist,mid_adf_max","(15, 39)",2,-0.0909083709464572
kpath_total_weight + start_adf_min,"kpath_total_weight,start_adf_min","(27, 54)",2,-0.09123361585095438
kstart_degeneracy + kvec_z,"kstart_degeneracy,kvec_z","(28, 34)",2,-0.09123409313755448
kend_frac_x + kstart_frac_y,"kend_frac_x,kstart_frac_y","(18, 30)",2,-0.09179372972853198
kend_frac_y + kpath_interior_degeneracy,"kend_frac_y,kpath_interior_degeneracy","(19, 25)",2,-0.09203665745373561
kstart_frac_z + mid_adf_std,"kstart_frac_z,mid_adf_std","(31, 43)",2,-0.09241783481734558
kend_frac_y + mid_adf_min,"kend_frac_y,mid_adf_min","(19, 41)",2,-0.0924542231788695
end_adf_std + start_adf_min,"end_adf_std,start_adf_min","(12, 54)",2,-0.09247068487525842
kpath_total_weight + mid_adf_std,"kpath_total_weight,mid_adf_std","(27, 43)",2,-0.09253134346325112
kmid_frac_x + kmid_frac_z,"kmid_frac_x,kmid_frac_z","(21, 23)",2,-0.09287807508263406
mean_Z + mid_adf_mean,"mean_Z,mid_adf_mean","(38, 40)",2,-0.09293705241181564
kpath_total_weight + kstart_degeneracy,"kpath_total_weight,kstart_degeneracy","(27, 28)",2,-0.0930740921315965
end_nearest_Z + kend_frac_x,"end_nearest_Z,kend_frac_x","(13, 18)",2,-0.09318593506262877
end_nearest_Z4 + kend_frac_x,"end_nearest_Z4,kend_frac_x","(14, 18)",2,-0.09318593506262877
end_nearest_mass + kend_frac_x,"end_nearest_mass,kend_frac_x","(16, 18)",2,-0.09318593506262877
kend_frac_z + kmid_frac_x,"kend_frac_z,kmid_frac_x","(20, 21)",2,-0.09323131643719192
mid_adf_std + mid_nearest_Z4,"mid_adf_std,mid_nearest_Z4","(43, 45)",2,-0.09366163068025843
mid_adf_std + mid_nearest_mass,"mid_adf_std,mid_nearest_mass","(43, 47)",2,-0.09366163068025843
mid_adf_std + mid_nearest_Z,"mid_adf_std,mid_nearest_Z","(43, 44)",2,-0.09366163068025843
radius_mean + start_adf_max,"radius_mean,start_adf_max","(51, 52)",2,-0.0937401518705832
kend_frac_y + start_adf_min,"kend_frac_y,start_adf_min","(19, 54)",2,-0.0939226980576805
mid_adf_std + n_elements,"mid_adf_std,n_elements","(43, 49)",2,-0.09402632726126733
kvec_y + start_adf_max,"kvec_y,start_adf_max","(33, 52)",2,-0.09411979924519887
kpath_angle_deg + max_Z,"kpath_angle_deg,max_Z","(24, 35)",2,-0.09420082335997895
kpath_angle_deg + max_Z4,"kpath_angle_deg,max_Z4","(24, 36)",2,-0.09420082335997895
kvec_z + n_elements,"kvec_z,n_elements","(34, 49)",2,-0.09421942204169778
end_nearest_dist + start_adf_std,"end_nearest_dist,start_adf_std","(15, 56)",2,-0.09428828512330682
kmid_frac_x + kstart_frac_x,"kmid_frac_x,kstart_frac_x","(21, 29)",2,-0.09443484149194867
kvec_x + mid_adf_mean,"kvec_x,mid_adf_mean","(32, 40)",2,-0.09454218907451928
kend_frac_x + kend_frac_z,"kend_frac_x,kend_frac_z","(18, 20)",2,-0.09491651368640608
kend_frac_y + kstart_frac_x,"kend_frac_y,kstart_frac_x","(19, 29)",2,-0.09500442481119994
X_diff + end_adf_mean,"X_diff,end_adf_mean","(3, 9)",2,-0.09529351282347612
band_binary + kmid_frac_y,"band_binary,kmid_frac_y","(5, 22)",2,-0.09545127481640128
end_adf_n_triplets + start_adf_max,"end_adf_n_triplets,start_adf_max","(11, 52)",2,-0.09578663737280832
mid_adf_n_triplets + start_adf_max,"mid_adf_n_triplets,start_adf_max","(42, 52)",2,-0.09578663737280832
kstart_frac_x + start_adf_std,"kstart_frac_x,start_adf_std","(29, 56)",2,-0.09587089517242069
mid_adf_mean + n_elements,"mid_adf_mean,n_elements","(40, 49)",2,-0.09593966651738069
kpath_interior_degeneracy + kstart_frac_z,"kpath_interior_degeneracy,kstart_frac_z","(25, 31)",2,-0.09605569140452548
kvec_x + mid_adf_std,"kvec_x,mid_adf_std","(32, 43)",2,-0.09645373154242587
kstart_frac_y + mid_adf_std,"kstart_frac_y,mid_adf_std","(30, 43)",2,-0.09679335463802452
mid_adf_min + sum_Z4,"mid_adf_min,sum_Z4","(41, 61)",2,-0.09679740545145221
kpath_total_weight + kvec_x,"kpath_total_weight,kvec_x","(27, 32)",2,-0.09688732671717575
kend_frac_z + mid_adf_std,"kend_frac_z,mid_adf_std","(20, 43)",2,-0.09698957744336863
kmid_frac_x + kstart_frac_y,"kmid_frac_x,kstart_frac_y","(21, 30)",2,-0.09746816279210417
kmid_frac_x + kpath_interior_degeneracy,"kmid_frac_x,kpath_interior_degeneracy","(21, 25)",2,-0.09754425932542181
kend_frac_x + n_elements,"kend_frac_x,n_elements","(18, 49)",2,-0.0975602148377337
kmid_frac_x + kpath_total_weight,"kmid_frac_x,kpath_total_weight","(21, 27)",2,-0.09784328698485893
max_mass + mid_adf_max,"max_mass,mid_adf_max","(37, 39)",2,-0.09789272377639394
end_adf_std + kend_frac_x,"end_adf_std,kend_frac_x","(12, 18)",2,-0.0981302963856467
kmid_frac_z + mid_adf_std,"kmid_frac_z,mid_adf_std","(23, 43)",2,-0.09816325755079561
kend_frac_x + kmid_frac_z,"kend_frac_x,kmid_frac_z","(18, 23)",2,-0.0986719213255924
kstart_frac_x + start_adf_min,"kstart_frac_x,start_adf_min","(29, 54)",2,-0.09917908174828072
E_pfrac_VBM + mid_adf_max,"E_pfrac_VBM,mid_adf_max","(1, 39)",2,-0.09942930206581384
end_adf_min + mid_adf_mean,"end_adf_min,mid_adf_mean","(10, 40)",2,-0.09953481678681901
start_adf_std + start_nearest_Z4,"start_adf_std,start_nearest_Z4","(56, 58)",2,-0.09973844399242804
start_adf_std + start_nearest_Z,"start_adf_std,start_nearest_Z","(56, 57)",2,-0.09973844399242804
start_adf_std + start_nearest_mass,"start_adf_std,start_nearest_mass","(56, 60)",2,-0.09973844399242804
end_adf_std + kstart_degeneracy,"end_adf_std,kstart_degeneracy","(12, 28)",2,-0.09984667852588122
end_adf_std + kmid_frac_y,"end_adf_std,kmid_frac_y","(12, 22)",2,-0.10002129943293885
kend_frac_y + kpath_total_weight,"kend_frac_y,kpath_total_weight","(19, 27)",2,-0.10018843062882435
mid_adf_mean + min_mass,"mid_adf_mean,min_mass","(40, 48)",2,-0.10046876453576192
end_adf_max + radius_mean,"end_adf_max,radius_mean","(8, 51)",2,-0.1006864886833422
E_pfrac_VBM + mid_adf_std,"E_pfrac_VBM,mid_adf_std","(1, 43)",2,-0.10086849204815987
kpath_angle_deg + max_mass,"kpath_angle_deg,max_mass","(24, 37)",2,-0.1011807230962248
kend_frac_z + kpath_interior_degeneracy,"kend_frac_z,kpath_interior_degeneracy","(20, 25)",2,-0.10122880041230278
kmid_frac_y + kstart_frac_z,"kmid_frac_y,kstart_frac_z","(22, 31)",2,-0.10129323079049268
kstart_frac_z + start_adf_min,"kstart_frac_z,start_adf_min","(31, 54)",2,-0.10149116924641984
E_pfrac_relevant + bandgap,"E_pfrac_relevant,bandgap","(2, 6)",2,-0.10158733172066288
kvec_z + start_adf_min,"kvec_z,start_adf_min","(34, 54)",2,-0.10183557470055622
end_adf_std + mid_adf_mean,"end_adf_std,mid_adf_mean","(12, 40)",2,-0.10185050064021746
kpath_total_weight + kstart_frac_z,"kpath_total_weight,kstart_frac_z","(27, 31)",2,-0.10186755701986616
kmid_frac_z + kpath_interior_degeneracy,"kmid_frac_z,kpath_interior_degeneracy","(23, 25)",2,-0.10190131145716237
max_Z4 + start_adf_min,"max_Z4,start_adf_min","(36, 54)",2,-0.10220858449246231
max_Z + start_adf_min,"max_Z,start_adf_min","(35, 54)",2,-0.10220858449246231
end_adf_std + kend_frac_z,"end_adf_std,kend_frac_z","(12, 20)",2,-0.10238274450978593
max_Z4 + mid_adf_max,"max_Z4,mid_adf_max","(36, 39)",2,-0.102672623507484
max_Z + mid_adf_max,"max_Z,mid_adf_max","(35, 39)",2,-0.102672623507484
kpath_interior_degeneracy + kvec_x,"kpath_interior_degeneracy,kvec_x","(25, 32)",2,-0.10278348354036404
n_elements + start_adf_min,"n_elements,start_adf_min","(49, 54)",2,-0.10316361984350045
end_adf_std + kstart_frac_x,"end_adf_std,kstart_frac_x","(12, 29)",2,-0.10336556343170511
kend_degeneracy + max_Z4,"kend_degeneracy,max_Z4","(17, 36)",2,-0.10369512073246553
kend_degeneracy + max_Z,"kend_degeneracy,max_Z","(17, 35)",2,-0.10369512073246553
kend_frac_x + mid_adf_min,"kend_frac_x,mid_adf_min","(18, 41)",2,-0.10373005828707234
mid_adf_std + min_mass,"mid_adf_std,min_mass","(43, 48)",2,-0.10396516739842318
kstart_frac_y + start_adf_min,"kstart_frac_y,start_adf_min","(30, 54)",2,-0.10477357224665333
E_pfrac_relevant + mid_nearest_dist,"E_pfrac_relevant,mid_nearest_dist","(2, 46)",2,-0.10507014696568522
kstart_frac_x + kvec_z,"kstart_frac_x,kvec_z","(29, 34)",2,-0.10524347298229737
kmid_frac_y + kmid_frac_z,"kmid_frac_y,kmid_frac_z","(22, 23)",2,-0.10534531531436234
kend_frac_x + kstart_degeneracy,"kend_frac_x,kstart_degeneracy","(18, 28)",2,-0.10541030112962438
kpath_interior_degeneracy + start_adf_min,"kpath_interior_degeneracy,start_adf_min","(25, 54)",2,-0.10543097238920798
max_Z + mid_adf_mean,"max_Z,mid_adf_mean","(35, 40)",2,-0.10579469258915875
max_Z4 + mid_adf_mean,"max_Z4,mid_adf_mean","(36, 40)",2,-0.10579469258915875
E_pfrac_CBM + mid_nearest_Z4,"E_pfrac_CBM,mid_nearest_Z4","(0, 45)",2,-0.10590037265319001
E_pfrac_CBM + mid_nearest_Z,"E_pfrac_CBM,mid_nearest_Z","(0, 44)",2,-0.10590037265319001
E_pfrac_CBM + mid_nearest_mass,"E_pfrac_CBM,mid_nearest_mass","(0, 47)",2,-0.10590037265319001
kmid_frac_z + start_adf_min,"kmid_frac_z,start_adf_min","(23, 54)",2,-0.10600262532381659
end_adf_mean + mid_nearest_dist,"end_adf_mean,mid_nearest_dist","(9, 46)",2,-0.10600358773213844
end_adf_std + kmid_frac_z,"end_adf_std,kmid_frac_z","(12, 23)",2,-0.10614061646399935
kend_frac_z + start_adf_min,"kend_frac_z,start_adf_min","(20, 54)",2,-0.10634372998344835
kpath_interior_degeneracy + n_elements,"kpath_interior_degeneracy,n_elements","(25, 49)",2,-0.10648564280177623
kend_frac_z + kmid_frac_y,"kend_frac_z,kmid_frac_y","(20, 22)",2,-0.10694756008001705
kmid_frac_x + mid_adf_std,"kmid_frac_x,mid_adf_std","(21, 43)",2,-0.10749232609148467
kpath_interior_degeneracy + kpath_total_weight,"kpath_interior_degeneracy,kpath_total_weight","(25, 27)",2,-0.10754725368213511
kmid_frac_y + start_adf_min,"kmid_frac_y,start_adf_min","(22, 54)",2,-0.10796193522739458
kend_frac_z + kpath_total_weight,"kend_frac_z,kpath_total_weight","(20, 27)",2,-0.1082485486918922
kpath_interior_degeneracy + kstart_frac_y,"kpath_interior_degeneracy,kstart_frac_y","(25, 30)",2,-0.10849862719189818
end_adf_std + kstart_frac_z,"end_adf_std,kstart_frac_z","(12, 31)",2,-0.108966278785634
kmid_frac_z + kpath_total_weight,"kmid_frac_z,kpath_total_weight","(23, 27)",2,-0.10922775003860338
kpath_angle_deg + min_mass,"kpath_angle_deg,min_mass","(24, 48)",2,-0.10937512256125562
start_adf_min + start_adf_std,"start_adf_min,start_adf_std","(54, 56)",2,-0.10998024837491405
kmid_frac_y + kpath_interior_degeneracy,"kmid_frac_y,kpath_interior_degeneracy","(22, 25)",2,-0.11001415999043591
radius_mean + start_adf_mean,"radius_mean,start_adf_mean","(51, 53)",2,-0.11005926727064881
kmid_frac_x + mid_adf_min,"kmid_frac_x,mid_adf_min","(21, 41)",2,-0.11046279244810604
E_pfrac_CBM + start_nearest_Z,"E_pfrac_CBM,start_nearest_Z","(0, 57)",2,-0.11078902315727665
E_pfrac_CBM + start_nearest_Z4,"E_pfrac_CBM,start_nearest_Z4","(0, 58)",2,-0.11078902315727665
E_pfrac_CBM + start_nearest_mass,"E_pfrac_CBM,start_nearest_mass","(0, 60)",2,-0.11078902315727665
kstart_frac_x + mid_adf_std,"kstart_frac_x,mid_adf_std","(29, 43)",2,-0.11158809714961797
mid_adf_mean + mid_nearest_mass,"mid_adf_mean,mid_nearest_mass","(40, 47)",2,-0.11163420579792627
mid_adf_mean + mid_nearest_Z4,"mid_adf_mean,mid_nearest_Z4","(40, 45)",2,-0.11163420579792627
mid_adf_mean + mid_nearest_Z,"mid_adf_mean,mid_nearest_Z","(40, 44)",2,-0.11163420579792627
band_binary + kstart_frac_z,"band_binary,kstart_frac_z","(5, 31)",2,-0.11171810386442949
kend_degeneracy + kpath_real_distance,"kend_degeneracy,kpath_real_distance","(17, 26)",2,-0.1117936552436565
kend_degeneracy + min_mass,"kend_degeneracy,min_mass","(17, 48)",2,-0.1118763280168041
end_nearest_mass + mid_adf_mean,"end_nearest_mass,mid_adf_mean","(16, 40)",2,-0.11278419425197947
end_nearest_Z4 + mid_adf_mean,"end_nearest_Z4,mid_adf_mean","(14, 40)",2,-0.11278419425197947
end_nearest_Z + mid_adf_mean,"end_nearest_Z,mid_adf_mean","(13, 40)",2,-0.11278419425197947
kend_degeneracy + max_mass,"kend_degeneracy,max_mass","(17, 37)",2,-0.11294570631526402
mid_adf_min + start_adf_min,"mid_adf_min,start_adf_min","(41, 54)",2,-0.11358836690224902
E_pfrac_CBM + kpath_angle_deg,"E_pfrac_CBM,kpath_angle_deg","(0, 24)",2,-0.11375882209642522
kmid_frac_y + n_elements,"kmid_frac_y,n_elements","(22, 49)",2,-0.1139925091781008
end_nearest_dist + kend_degeneracy,"end_nearest_dist,kend_degeneracy","(15, 17)",2,-0.11434534872278397
bandgap + end_adf_max,"bandgap,end_adf_max","(6, 8)",2,-0.11472700985959543
kmid_frac_y + kstart_degeneracy,"kmid_frac_y,kstart_degeneracy","(22, 28)",2,-0.1148962228254169
kpath_total_weight + n_elements,"kpath_total_weight,n_elements","(27, 49)",2,-0.1153361925763214
kpath_total_weight + kstart_frac_y,"kpath_total_weight,kstart_frac_y","(27, 30)",2,-0.11539652888957977
kend_frac_y + mid_nearest_Z4,"kend_frac_y,mid_nearest_Z4","(19, 45)",2,-0.11593313317407763
kend_frac_y + mid_nearest_Z,"kend_frac_y,mid_nearest_Z","(19, 44)",2,-0.11593313317407763
kend_frac_y + mid_nearest_mass,"kend_frac_y,mid_nearest_mass","(19, 47)",2,-0.11593313317407763
kend_frac_x + mid_nearest_Z4,"kend_frac_x,mid_nearest_Z4","(18, 45)",2,-0.11633813037769132
kend_frac_x + mid_nearest_Z,"kend_frac_x,mid_nearest_Z","(18, 44)",2,-0.11633813037769132
kend_frac_x + mid_nearest_mass,"kend_frac_x,mid_nearest_mass","(18, 47)",2,-0.11633813037769132
band_binary + kend_frac_z,"band_binary,kend_frac_z","(5, 20)",2,-0.11654060261310191
E_pfrac_CBM + max_Z,"E_pfrac_CBM,max_Z","(0, 35)",2,-0.11654329261222536
E_pfrac_CBM + max_Z4,"E_pfrac_CBM,max_Z4","(0, 36)",2,-0.11654329261222536
end_adf_std + n_elements,"end_adf_std,n_elements","(12, 49)",2,-0.11667918668097114
end_adf_std + kstart_frac_y,"end_adf_std,kstart_frac_y","(12, 30)",2,-0.11770925734585666
band_binary + kmid_frac_z,"band_binary,kmid_frac_z","(5, 23)",2,-0.11781397297938212
band_binary + min_mass,"band_binary,min_mass","(5, 48)",2,-0.11827669874985076
kmid_frac_x + kpath_real_distance,"kmid_frac_x,kpath_real_distance","(21, 26)",2,-0.11849604532232398
band_binary + kstart_frac_y,"band_binary,kstart_frac_y","(5, 30)",2,-0.11885477162328217
kmid_frac_y + kpath_total_weight,"kmid_frac_y,kpath_total_weight","(22, 27)",2,-0.11886921007996198
kmid_frac_z + mid_adf_min,"kmid_frac_z,mid_adf_min","(23, 41)",2,-0.11913247759592138
start_adf_n_triplets + start_adf_std,"start_adf_n_triplets,start_adf_std","(55, 56)",2,-0.11939503195666679
mid_adf_n_triplets + start_adf_std,"mid_adf_n_triplets,start_adf_std","(42, 56)",2,-0.11939503195666679
end_adf_n_triplets + start_adf_std,"end_adf_n_triplets,start_adf_std","(11, 56)",2,-0.11939503195666679
end_nearest_Z + kend_frac_y,"end_nearest_Z,kend_frac_y","(13, 19)",2,-0.11952844607468223
end_nearest_mass + kend_frac_y,"end_nearest_mass,kend_frac_y","(16, 19)",2,-0.11952844607468223
end_nearest_Z4 + kend_frac_y,"end_nearest_Z4,kend_frac_y","(14, 19)",2,-0.11952844607468223
kmid_frac_y + mid_adf_min,"kmid_frac_y,mid_adf_min","(22, 41)",2,-0.11964990228345244
end_adf_min + mid_adf_max,"end_adf_min,mid_adf_max","(10, 39)",2,-0.11974157883784234
mid_nearest_dist + start_adf_min,"mid_nearest_dist,start_adf_min","(46, 54)",2,-0.11984492861466475
mid_nearest_dist + start_adf_std,"mid_nearest_dist,start_adf_std","(46, 56)",2,-0.1200071554274474
kstart_degeneracy + kstart_frac_z,"kstart_degeneracy,kstart_frac_z","(28, 31)",2,-0.12005316566389479
end_adf_std + kvec_x,"end_adf_std,kvec_x","(12, 32)",2,-0.12012785634219632
kstart_frac_x + mid_adf_min,"kstart_frac_x,mid_adf_min","(29, 41)",2,-0.12027946712793935
band_binary + n_elements,"band_binary,n_elements","(5, 49)",2,-0.12038328196248822
kend_frac_z + kstart_frac_z,"kend_frac_z,kstart_frac_z","(20, 31)",2,-0.12045241357218969
kpath_total_weight + kstart_frac_x,"kpath_total_weight,kstart_frac_x","(27, 29)",2,-0.12049729680050807
kstart_degeneracy + mid_adf_min,"kstart_degeneracy,mid_adf_min","(28, 41)",2,-0.12072529965663485
band_binary + kstart_degeneracy,"band_binary,kstart_degeneracy","(5, 28)",2,-0.12098510083113276
kpath_real_distance + kvec_z,"kpath_real_distance,kvec_z","(26, 34)",2,-0.12162688012534409
kmid_frac_z + kstart_frac_z,"kmid_frac_z,kstart_frac_z","(23, 31)",2,-0.12220204462762978
kstart_frac_z + n_elements,"kstart_frac_z,n_elements","(31, 49)",2,-0.12230089211071797
mid_adf_mean + radius_diff,"mid_adf_mean,radius_diff","(40, 50)",2,-0.12233464930505966
kstart_frac_z + mid_adf_min,"kstart_frac_z,mid_adf_min","(31, 41)",2,-0.12244989249307366
end_nearest_dist + start_adf_min,"end_nearest_dist,start_adf_min","(15, 54)",2,-0.12251671671175916
kpath_interior_degeneracy + mid_adf_min,"kpath_interior_degeneracy,mid_adf_min","(25, 41)",2,-0.12259838105480698
kpath_interior_degeneracy + kstart_frac_x,"kpath_interior_degeneracy,kstart_frac_x","(25, 29)",2,-0.12278236195605499
kstart_frac_y + kstart_frac_z,"kstart_frac_y,kstart_frac_z","(30, 31)",2,-0.12301140307257404
kend_frac_z + kmid_frac_z,"kend_frac_z,kmid_frac_z","(20, 23)",2,-0.12311165451595829
max_mass + mid_adf_std,"max_mass,mid_adf_std","(37, 43)",2,-0.12412549177864078
X_mean + end_adf_mean,"X_mean,end_adf_mean","(4, 9)",2,-0.1246732333860378
mid_adf_max + start_adf_n_triplets,"mid_adf_max,start_adf_n_triplets","(39, 55)",2,-0.12483144795997983
mid_adf_max + mid_adf_n_triplets,"mid_adf_max,mid_adf_n_triplets","(39, 42)",2,-0.12483144795997983
end_nearest_Z4 + mid_adf_std,"end_nearest_Z4,mid_adf_std","(14, 43)",2,-0.12513836506360193
end_nearest_Z + mid_adf_std,"end_nearest_Z,mid_adf_std","(13, 43)",2,-0.12513836506360193
end_nearest_mass + mid_adf_std,"end_nearest_mass,mid_adf_std","(16, 43)",2,-0.12513836506360193
kstart_frac_y + mid_adf_min,"kstart_frac_y,mid_adf_min","(30, 41)",2,-0.12540978200044425
end_adf_max + start_nearest_Z4,"end_adf_max,start_nearest_Z4","(8, 58)",2,-0.12558929227501553
end_adf_max + start_nearest_Z,"end_adf_max,start_nearest_Z","(8, 57)",2,-0.12558929227501553
end_adf_max + start_nearest_mass,"end_adf_max,start_nearest_mass","(8, 60)",2,-0.12558929227501553
kend_frac_z + mid_adf_min,"kend_frac_z,mid_adf_min","(20, 41)",2,-0.12575190945087383
kstart_degeneracy + kstart_frac_y,"kstart_degeneracy,kstart_frac_y","(28, 30)",2,-0.1258592169726906
band_binary + end_adf_std,"band_binary,end_adf_std","(5, 12)",2,-0.12638824170938495
end_adf_std + mean_Z,"end_adf_std,mean_Z","(12, 38)",2,-0.12643189038094688
kvec_y + start_adf_std,"kvec_y,start_adf_std","(33, 56)",2,-0.1266722936449591
max_mass + start_adf_min,"max_mass,start_adf_min","(37, 54)",2,-0.12681531532697715
min_mass + radius_diff,"min_mass,radius_diff","(48, 50)",2,-0.12683085580313133
kend_frac_z + kstart_frac_y,"kend_frac_z,kstart_frac_y","(20, 30)",2,-0.1271417492110621
kmid_frac_z + kstart_frac_y,"kmid_frac_z,kstart_frac_y","(23, 30)",2,-0.12731871845617174
kend_frac_z + n_elements,"kend_frac_z,n_elements","(20, 49)",2,-0.12775742482750396
kmid_frac_x + min_mass,"kmid_frac_x,min_mass","(21, 48)",2,-0.1278117944311168
kend_frac_z + kstart_degeneracy,"kend_frac_z,kstart_degeneracy","(20, 28)",2,-0.12788236546553539
end_adf_max + mid_nearest_dist,"end_adf_max,mid_nearest_dist","(8, 46)",2,-0.12826408782628018
kstart_degeneracy + n_elements,"kstart_degeneracy,n_elements","(28, 49)",2,-0.1289632858337596
kvec_z + sum_Z4,"kvec_z,sum_Z4","(34, 61)",2,-0.12913701470792432
kend_frac_y + min_mass,"kend_frac_y,min_mass","(19, 48)",2,-0.1292348378177948
ehull + end_adf_mean,"ehull,end_adf_mean","(7, 9)",2,-0.1292956114312482
E_pfrac_VBM + kvec_x,"E_pfrac_VBM,kvec_x","(1, 32)",2,-0.12930300442927103
radius_diff + start_adf_std,"radius_diff,start_adf_std","(50, 56)",2,-0.12942566089030683
kmid_frac_z + n_elements,"kmid_frac_z,n_elements","(23, 49)",2,-0.1294563129209812
max_Z + mid_adf_std,"max_Z,mid_adf_std","(35, 43)",2,-0.12950400873437837
max_Z4 + mid_adf_std,"max_Z4,mid_adf_std","(36, 43)",2,-0.12950400873437837
kmid_frac_z + kstart_degeneracy,"kmid_frac_z,kstart_degeneracy","(23, 28)",2,-0.1295939742922962
end_adf_mean + end_nearest_dist,"end_adf_mean,end_nearest_dist","(9, 15)",2,-0.13065050542650095
mid_adf_std + mid_nearest_dist,"mid_adf_std,mid_nearest_dist","(43, 46)",2,-0.13081568138796598
max_mass + mid_adf_mean,"max_mass,mid_adf_mean","(37, 40)",2,-0.13115420409778028
ehull + start_adf_max,"ehull,start_adf_max","(7, 52)",2,-0.13140044480283575
end_adf_std + mid_adf_min,"end_adf_std,mid_adf_min","(12, 41)",2,-0.13177133387518908
X_diff + start_adf_min,"X_diff,start_adf_min","(3, 54)",2,-0.13196081722177672
kpath_total_weight + mid_adf_min,"kpath_total_weight,mid_adf_min","(27, 41)",2,-0.13250622874822568
end_adf_std + mid_adf_std,"end_adf_std,mid_adf_std","(12, 43)",2,-0.13259802847862961
E_pfrac_VBM + kpath_interior_degeneracy,"E_pfrac_VBM,kpath_interior_degeneracy","(1, 25)",2,-0.13274124062303588
min_mass + sum_Z4,"min_mass,sum_Z4","(48, 61)",2,-0.1330092998764604
kstart_degeneracy + mid_adf_std,"kstart_degeneracy,mid_adf_std","(28, 43)",2,-0.1336624052697883
kend_degeneracy + radius_diff,"kend_degeneracy,radius_diff","(17, 50)",2,-0.13366283015989316
band_binary + kstart_frac_x,"band_binary,kstart_frac_x","(5, 29)",2,-0.13368479827976573
E_pfrac_VBM + kend_frac_y,"E_pfrac_VBM,kend_frac_y","(1, 19)",2,-0.13371607209790798
end_nearest_Z + kvec_z,"end_nearest_Z,kvec_z","(13, 34)",2,-0.13386727082437172
end_nearest_Z4 + kvec_z,"end_nearest_Z4,kvec_z","(14, 34)",2,-0.13386727082437172
end_nearest_mass + kvec_z,"end_nearest_mass,kvec_z","(16, 34)",2,-0.13386727082437172
E_pfrac_CBM + max_mass,"E_pfrac_CBM,max_mass","(0, 37)",2,-0.1338718139096594
mid_adf_std + radius_diff,"mid_adf_std,radius_diff","(43, 50)",2,-0.13507064823850276
end_adf_std + mid_nearest_dist,"end_adf_std,mid_nearest_dist","(12, 46)",2,-0.1351229944175901
end_nearest_Z4 + kvec_x,"end_nearest_Z4,kvec_x","(14, 32)",2,-0.13523801919258524
end_nearest_mass + kvec_x,"end_nearest_mass,kvec_x","(16, 32)",2,-0.13523801919258524
