features,feat_list,indices,n_feat,cv5_r2
X_diff + start_adf_max,"X_diff,start_adf_max","(3, 52)",2,-0.009932914937603154
E_pfrac_VBM + radius_mean,"E_pfrac_VBM,radius_mean","(1, 51)",2,-0.010230708294681267
end_adf_max + min_mass,"end_adf_max,min_mass","(8, 48)",2,-0.010447885560761594
E_pfrac_relevant + start_nearest_Z4,"E_pfrac_relevant,start_nearest_Z4","(2, 58)",2,-0.0104579877172287
E_pfrac_relevant + start_nearest_mass,"E_pfrac_relevant,start_nearest_mass","(2, 60)",2,-0.0104579877172287
E_pfrac_relevant + start_nearest_Z,"E_pfrac_relevant,start_nearest_Z","(2, 57)",2,-0.0104579877172287
E_pfrac_relevant + kmid_frac_x,"E_pfrac_relevant,kmid_frac_x","(2, 21)",2,-0.010570660692824996
end_adf_max + kpath_real_distance,"end_adf_max,kpath_real_distance","(8, 26)",2,-0.011403472165392193
E_pfrac_relevant + kstart_frac_z,"E_pfrac_relevant,kstart_frac_z","(2, 31)",2,-0.011665754706254704
mid_nearest_dist + start_adf_mean,"mid_nearest_dist,start_adf_mean","(46, 53)",2,-0.011714839100645191
bandgap + mid_adf_max,"bandgap,mid_adf_max","(6, 39)",2,-0.012319623348685282
E_pfrac_relevant + kend_frac_z,"E_pfrac_relevant,kend_frac_z","(2, 20)",2,-0.01241903258772752
start_adf_mean + start_adf_min,"start_adf_mean,start_adf_min","(53, 54)",2,-0.012544168538644328
E_pfrac_relevant + n_elements,"E_pfrac_relevant,n_elements","(2, 49)",2,-0.012632300661423535
kpath_real_distance + mid_adf_max,"kpath_real_distance,mid_adf_max","(26, 39)",2,-0.012682288421625443
start_adf_max + start_adf_min,"start_adf_max,start_adf_min","(52, 54)",2,-0.012731821064351445
E_pfrac_relevant + start_adf_n_triplets,"E_pfrac_relevant,start_adf_n_triplets","(2, 55)",2,-0.012909658049523065
E_pfrac_relevant + mid_adf_n_triplets,"E_pfrac_relevant,mid_adf_n_triplets","(2, 42)",2,-0.012909658049523065
E_pfrac_relevant + end_adf_n_triplets,"E_pfrac_relevant,end_adf_n_triplets","(2, 11)",2,-0.012909658049523065
kend_degeneracy + mid_adf_std,"kend_degeneracy,mid_adf_std","(17, 43)",2,-0.01322730601831774
X_diff + start_adf_std,"X_diff,start_adf_std","(3, 56)",2,-0.013393510651868801
start_adf_min + sum_Z4,"start_adf_min,sum_Z4","(54, 61)",2,-0.013491813406449605
radius_diff + start_adf_mean,"radius_diff,start_adf_mean","(50, 53)",2,-0.013587445726740643
kpath_angle_deg + start_adf_std,"kpath_angle_deg,start_adf_std","(24, 56)",2,-0.013703657719430096
end_adf_min + start_adf_mean,"end_adf_min,start_adf_mean","(10, 53)",2,-0.013791214787494987
mid_adf_std + start_adf_min,"mid_adf_std,start_adf_min","(43, 54)",2,-0.015300250875613241
E_pfrac_relevant + mid_nearest_mass,"E_pfrac_relevant,mid_nearest_mass","(2, 47)",2,-0.015954302162280776
E_pfrac_relevant + mid_nearest_Z,"E_pfrac_relevant,mid_nearest_Z","(2, 44)",2,-0.015954302162280776
E_pfrac_relevant + mid_nearest_Z4,"E_pfrac_relevant,mid_nearest_Z4","(2, 45)",2,-0.015954302162280776
end_adf_max + start_adf_std,"end_adf_max,start_adf_std","(8, 56)",2,-0.016099691449899933
end_adf_max + max_Z4,"end_adf_max,max_Z4","(8, 36)",2,-0.016279962754340026
end_adf_max + max_Z,"end_adf_max,max_Z","(8, 35)",2,-0.016279962754340026
kpath_angle_deg + kpath_interior_degeneracy,"kpath_angle_deg,kpath_interior_degeneracy","(24, 25)",2,-0.01690346465476409
kpath_total_weight + mid_adf_mean,"kpath_total_weight,mid_adf_mean","(27, 40)",2,-0.017146121990714903
kend_frac_x + start_adf_std,"kend_frac_x,start_adf_std","(18, 56)",2,-0.017524075222658798
end_adf_max + mean_Z,"end_adf_max,mean_Z","(8, 38)",2,-0.01787501994407705
start_adf_mean + start_adf_std,"start_adf_mean,start_adf_std","(53, 56)",2,-0.018421862168223214
E_pfrac_relevant + kmid_frac_z,"E_pfrac_relevant,kmid_frac_z","(2, 23)",2,-0.019026748953724183
kpath_real_distance + start_adf_mean,"kpath_real_distance,start_adf_mean","(26, 53)",2,-0.01910822562079175
end_adf_std + kpath_real_distance,"end_adf_std,kpath_real_distance","(12, 26)",2,-0.019261662424699642
start_adf_max + start_adf_std,"start_adf_max,start_adf_std","(52, 56)",2,-0.019410728593332215
end_nearest_mass + start_adf_mean,"end_nearest_mass,start_adf_mean","(16, 53)",2,-0.020429071481709072
end_nearest_Z4 + start_adf_mean,"end_nearest_Z4,start_adf_mean","(14, 53)",2,-0.020429071481709072
end_nearest_Z + start_adf_mean,"end_nearest_Z,start_adf_mean","(13, 53)",2,-0.020429071481709072
kpath_angle_deg + kpath_total_weight,"kpath_angle_deg,kpath_total_weight","(24, 27)",2,-0.02044112288518656
end_adf_max + mid_adf_mean,"end_adf_max,mid_adf_mean","(8, 40)",2,-0.021028058694411
end_adf_std + mid_adf_max,"end_adf_std,mid_adf_max","(12, 39)",2,-0.02179838725593024
mid_nearest_mass + start_adf_max,"mid_nearest_mass,start_adf_max","(47, 52)",2,-0.021836211372867554
mid_nearest_Z + start_adf_max,"mid_nearest_Z,start_adf_max","(44, 52)",2,-0.021836211372867554
mid_nearest_Z4 + start_adf_max,"mid_nearest_Z4,start_adf_max","(45, 52)",2,-0.021836211372867554
kend_frac_y + start_adf_std,"kend_frac_y,start_adf_std","(19, 56)",2,-0.0220406715773533
start_adf_max + sum_Z4,"start_adf_max,sum_Z4","(52, 61)",2,-0.022132577401701735
kpath_real_distance + start_adf_max,"kpath_real_distance,start_adf_max","(26, 52)",2,-0.022246064712457114
E_pfrac_relevant + kstart_frac_x,"E_pfrac_relevant,kstart_frac_x","(2, 29)",2,-0.022442636236340997
kend_degeneracy + kend_frac_y,"kend_degeneracy,kend_frac_y","(17, 19)",2,-0.02257847685291179
E_pfrac_relevant + mean_Z,"E_pfrac_relevant,mean_Z","(2, 38)",2,-0.022592328932088623
kpath_angle_deg + n_elements,"kpath_angle_deg,n_elements","(24, 49)",2,-0.02364532860890074
end_adf_mean + kend_frac_y,"end_adf_mean,kend_frac_y","(9, 19)",2,-0.02371770981563981
mid_adf_std + start_adf_std,"mid_adf_std,start_adf_std","(43, 56)",2,-0.023943252407286876
end_adf_max + end_adf_min,"end_adf_max,end_adf_min","(8, 10)",2,-0.024020219766427164
band_binary + start_adf_std,"band_binary,start_adf_std","(5, 56)",2,-0.02447927880140057
kend_degeneracy + kvec_z,"kend_degeneracy,kvec_z","(17, 34)",2,-0.025421607069008246
end_adf_mean + kend_frac_x,"end_adf_mean,kend_frac_x","(9, 18)",2,-0.025959202333632046
mid_adf_max + mid_nearest_dist,"mid_adf_max,mid_nearest_dist","(39, 46)",2,-0.026218582359260535
kpath_interior_degeneracy + mid_adf_mean,"kpath_interior_degeneracy,mid_adf_mean","(25, 40)",2,-0.02628216103947787
E_pfrac_relevant + end_adf_std,"E_pfrac_relevant,end_adf_std","(2, 12)",2,-0.026713516732541253
E_pfrac_VBM + E_pfrac_relevant,"E_pfrac_VBM,E_pfrac_relevant","(1, 2)",2,-0.027403800009753353
end_adf_max + max_mass,"end_adf_max,max_mass","(8, 37)",2,-0.02830237994578364
start_adf_max + start_nearest_mass,"start_adf_max,start_nearest_mass","(52, 60)",2,-0.029649827961854735
start_adf_max + start_nearest_Z4,"start_adf_max,start_nearest_Z4","(52, 58)",2,-0.029649827961854735
start_adf_max + start_nearest_Z,"start_adf_max,start_nearest_Z","(52, 57)",2,-0.029649827961854735
mean_Z + start_adf_max,"mean_Z,start_adf_max","(38, 52)",2,-0.030668538742940066
kvec_z + mid_adf_std,"kvec_z,mid_adf_std","(34, 43)",2,-0.03139546902389363
kend_frac_x + start_adf_min,"kend_frac_x,start_adf_min","(18, 54)",2,-0.03172378394916113
kend_frac_y + mid_adf_mean,"kend_frac_y,mid_adf_mean","(19, 40)",2,-0.03180983166445737
kvec_x + start_adf_min,"kvec_x,start_adf_min","(32, 54)",2,-0.032329804623962954
E_pfrac_relevant + radius_mean,"E_pfrac_relevant,radius_mean","(2, 51)",2,-0.032442432235237684
end_adf_max + mid_adf_std,"end_adf_max,mid_adf_std","(8, 43)",2,-0.03306160152382651
end_adf_std + kpath_angle_deg,"end_adf_std,kpath_angle_deg","(12, 24)",2,-0.03326910141359396
end_adf_mean + kmid_frac_x,"end_adf_mean,kmid_frac_x","(9, 21)",2,-0.03334712208551462
kend_frac_x + mid_adf_mean,"kend_frac_x,mid_adf_mean","(18, 40)",2,-0.03482489397865522
E_pfrac_relevant + X_diff,"E_pfrac_relevant,X_diff","(2, 3)",2,-0.035217024918493635
ehull + mid_adf_max,"ehull,mid_adf_max","(7, 39)",2,-0.03562328606926442
end_adf_max + end_adf_std,"end_adf_max,end_adf_std","(8, 12)",2,-0.03593990640980142
kmid_frac_x + mid_adf_mean,"kmid_frac_x,mid_adf_mean","(21, 40)",2,-0.03662931538313681
X_mean + start_adf_mean,"X_mean,start_adf_mean","(4, 53)",2,-0.03742342382451365
kend_frac_x + kpath_angle_deg,"kend_frac_x,kpath_angle_deg","(18, 24)",2,-0.03757121457065813
kmid_frac_x + start_adf_min,"kmid_frac_x,start_adf_min","(21, 54)",2,-0.03845951202878752
kend_frac_y + kmid_frac_x,"kend_frac_y,kmid_frac_x","(19, 21)",2,-0.03860539860390648
E_pfrac_VBM + kpath_angle_deg,"E_pfrac_VBM,kpath_angle_deg","(1, 24)",2,-0.038663198727408886
kend_degeneracy + start_adf_std,"kend_degeneracy,start_adf_std","(17, 56)",2,-0.0387001796837785
kmid_frac_y + kpath_angle_deg,"kmid_frac_y,kpath_angle_deg","(22, 24)",2,-0.038742896033237974
E_pfrac_relevant + mid_adf_min,"E_pfrac_relevant,mid_adf_min","(2, 41)",2,-0.03940713976397956
end_adf_max + end_adf_mean,"end_adf_max,end_adf_mean","(8, 9)",2,-0.03956513669905746
kend_frac_y + mid_adf_std,"kend_frac_y,mid_adf_std","(19, 43)",2,-0.03962780333461047
band_binary + kend_degeneracy,"band_binary,kend_degeneracy","(5, 17)",2,-0.040047040757188054
kend_degeneracy + kpath_angle_deg,"kend_degeneracy,kpath_angle_deg","(17, 24)",2,-0.04031234504409335
mid_adf_max + mid_adf_min,"mid_adf_max,mid_adf_min","(39, 41)",2,-0.040735397804445815
kmid_frac_y + start_adf_std,"kmid_frac_y,start_adf_std","(22, 56)",2,-0.040740917627623885
kmid_frac_x + kpath_angle_deg,"kmid_frac_x,kpath_angle_deg","(21, 24)",2,-0.04096099329147429
kpath_angle_deg + kstart_frac_x,"kpath_angle_deg,kstart_frac_x","(24, 29)",2,-0.04114974681894399
kpath_angle_deg + kstart_frac_y,"kpath_angle_deg,kstart_frac_y","(24, 30)",2,-0.041204882128504663
E_pfrac_relevant + radius_diff,"E_pfrac_relevant,radius_diff","(2, 50)",2,-0.04171235045633641
end_adf_std + kend_degeneracy,"end_adf_std,kend_degeneracy","(12, 17)",2,-0.04175937992779719
kmid_frac_z + kpath_angle_deg,"kmid_frac_z,kpath_angle_deg","(23, 24)",2,-0.04176799937675542
kend_frac_z + kpath_angle_deg,"kend_frac_z,kpath_angle_deg","(20, 24)",2,-0.04275270830774349
E_pfrac_relevant + band_binary,"E_pfrac_relevant,band_binary","(2, 5)",2,-0.04318106595381301
kpath_angle_deg + kstart_degeneracy,"kpath_angle_deg,kstart_degeneracy","(24, 28)",2,-0.04323439918016716
kvec_x + start_adf_std,"kvec_x,start_adf_std","(32, 56)",2,-0.04368708686272216
end_adf_mean + kstart_frac_x,"end_adf_mean,kstart_frac_x","(9, 29)",2,-0.044365416833809526
E_pfrac_relevant + end_nearest_dist,"E_pfrac_relevant,end_nearest_dist","(2, 15)",2,-0.04492837438774244
kpath_angle_deg + kstart_frac_z,"kpath_angle_deg,kstart_frac_z","(24, 31)",2,-0.045050301836196426
mid_nearest_dist + start_adf_max,"mid_nearest_dist,start_adf_max","(46, 52)",2,-0.04509656552536221
mid_adf_max + sum_Z4,"mid_adf_max,sum_Z4","(39, 61)",2,-0.04572904114812568
mid_adf_min + start_adf_std,"mid_adf_min,start_adf_std","(41, 56)",2,-0.046772531477299005
end_adf_mean + kmid_frac_y,"end_adf_mean,kmid_frac_y","(9, 22)",2,-0.04718570987922906
end_nearest_dist + start_adf_mean,"end_nearest_dist,start_adf_mean","(15, 53)",2,-0.04725454418281829
E_pfrac_CBM + end_adf_std,"E_pfrac_CBM,end_adf_std","(0, 12)",2,-0.04726934870295452
end_adf_mean + kstart_frac_z,"end_adf_mean,kstart_frac_z","(9, 31)",2,-0.047490684382682044
kmid_frac_x + start_adf_std,"kmid_frac_x,start_adf_std","(21, 56)",2,-0.04757809281199514
kend_frac_y + kpath_angle_deg,"kend_frac_y,kpath_angle_deg","(19, 24)",2,-0.04811424764859007
end_adf_mean + kstart_degeneracy,"end_adf_mean,kstart_degeneracy","(9, 28)",2,-0.048752826073951504
mid_adf_max + radius_diff,"mid_adf_max,radius_diff","(39, 50)",2,-0.0501189452510026
kvec_y + start_adf_mean,"kvec_y,start_adf_mean","(33, 53)",2,-0.05058086241936348
end_adf_mean + kpath_interior_degeneracy,"end_adf_mean,kpath_interior_degeneracy","(9, 25)",2,-0.05074223925381342
band_binary + kend_frac_y,"band_binary,kend_frac_y","(5, 19)",2,-0.05078528584853852
end_adf_mean + kpath_total_weight,"end_adf_mean,kpath_total_weight","(9, 27)",2,-0.050809112368768304
kpath_total_weight + start_adf_std,"kpath_total_weight,start_adf_std","(27, 56)",2,-0.05083344312145495
kpath_interior_degeneracy + start_adf_std,"kpath_interior_degeneracy,start_adf_std","(25, 56)",2,-0.051333155176400934
band_binary + kpath_total_weight,"band_binary,kpath_total_weight","(5, 27)",2,-0.0516022333565306
start_adf_mean + start_nearest_mass,"start_adf_mean,start_nearest_mass","(53, 60)",2,-0.05195816513347418
start_adf_mean + start_nearest_Z,"start_adf_mean,start_nearest_Z","(53, 57)",2,-0.05195816513347418
start_adf_mean + start_nearest_Z4,"start_adf_mean,start_nearest_Z4","(53, 58)",2,-0.05195816513347418
kend_degeneracy + kmid_frac_y,"kend_degeneracy,kmid_frac_y","(17, 22)",2,-0.05201818803158387
mid_adf_mean + start_adf_std,"mid_adf_mean,start_adf_std","(40, 56)",2,-0.05253637197341963
E_pfrac_relevant + ehull,"E_pfrac_relevant,ehull","(2, 7)",2,-0.052601999619578343
end_adf_mean + end_adf_std,"end_adf_mean,end_adf_std","(9, 12)",2,-0.05289106820103482
end_adf_std + end_nearest_mass,"end_adf_std,end_nearest_mass","(12, 16)",2,-0.05321445660865294
end_adf_std + end_nearest_Z,"end_adf_std,end_nearest_Z","(12, 13)",2,-0.05321445660865294
end_adf_std + end_nearest_Z4,"end_adf_std,end_nearest_Z4","(12, 14)",2,-0.05321445660865294
X_diff + mid_adf_max,"X_diff,mid_adf_max","(3, 39)",2,-0.05334931716531337
kend_degeneracy + kmid_frac_x,"kend_degeneracy,kmid_frac_x","(17, 21)",2,-0.0534451746933454
end_adf_std + sum_Z4,"end_adf_std,sum_Z4","(12, 61)",2,-0.0538189462968226
kend_frac_y + kvec_z,"kend_frac_y,kvec_z","(19, 34)",2,-0.05388199796226141
mid_nearest_mass + start_adf_std,"mid_nearest_mass,start_adf_std","(47, 56)",2,-0.054010893054891373
mid_nearest_Z + start_adf_std,"mid_nearest_Z,start_adf_std","(44, 56)",2,-0.054010893054891373
mid_nearest_Z4 + start_adf_std,"mid_nearest_Z4,start_adf_std","(45, 56)",2,-0.054010893054891373
kend_degeneracy + kpath_interior_degeneracy,"kend_degeneracy,kpath_interior_degeneracy","(17, 25)",2,-0.054093037131802246
end_adf_max + end_nearest_dist,"end_adf_max,end_nearest_dist","(8, 15)",2,-0.05418524831516906
kpath_angle_deg + mid_adf_std,"kpath_angle_deg,mid_adf_std","(24, 43)",2,-0.05502711048371713
kpath_real_distance + start_adf_std,"kpath_real_distance,start_adf_std","(26, 56)",2,-0.055486221689720304
radius_diff + start_adf_max,"radius_diff,start_adf_max","(50, 52)",2,-0.05550601749898474
kend_degeneracy + start_adf_min,"kend_degeneracy,start_adf_min","(17, 54)",2,-0.05554609118297058
max_Z4 + start_adf_std,"max_Z4,start_adf_std","(36, 56)",2,-0.05559154951818381
max_Z + start_adf_std,"max_Z,start_adf_std","(35, 56)",2,-0.05559154951818381
E_pfrac_relevant + kvec_x,"E_pfrac_relevant,kvec_x","(2, 32)",2,-0.05561917105023306
min_mass + start_adf_std,"min_mass,start_adf_std","(48, 56)",2,-0.05631141549500125
kend_degeneracy + kstart_frac_z,"kend_degeneracy,kstart_frac_z","(17, 31)",2,-0.05641643488446781
end_adf_n_triplets + mid_adf_max,"end_adf_n_triplets,mid_adf_max","(11, 39)",2,-0.05709045170699467
X_mean + start_adf_std,"X_mean,start_adf_std","(4, 56)",2,-0.05713883331156631
mid_adf_std + sum_Z4,"mid_adf_std,sum_Z4","(43, 61)",2,-0.057294755400031726
end_adf_mean + kvec_z,"end_adf_mean,kvec_z","(9, 34)",2,-0.05749706730134711
band_binary + mid_adf_mean,"band_binary,mid_adf_mean","(5, 40)",2,-0.057911871627226996
X_mean + start_adf_max,"X_mean,start_adf_max","(4, 52)",2,-0.05810135307841502
X_mean + end_adf_max,"X_mean,end_adf_max","(4, 8)",2,-0.05892013338868422
kpath_interior_degeneracy + kvec_z,"kpath_interior_degeneracy,kvec_z","(25, 34)",2,-0.05892771605687195
band_binary + kpath_interior_degeneracy,"band_binary,kpath_interior_degeneracy","(5, 25)",2,-0.05902486559161226
X_mean + mid_adf_max,"X_mean,mid_adf_max","(4, 39)",2,-0.05929405235124015
kend_degeneracy + kstart_degeneracy,"kend_degeneracy,kstart_degeneracy","(17, 28)",2,-0.06000969513438337
end_nearest_mass + kpath_angle_deg,"end_nearest_mass,kpath_angle_deg","(16, 24)",2,-0.06008092954837223
end_nearest_Z + kpath_angle_deg,"end_nearest_Z,kpath_angle_deg","(13, 24)",2,-0.06008092954837223
end_nearest_Z4 + kpath_angle_deg,"end_nearest_Z4,kpath_angle_deg","(14, 24)",2,-0.06008092954837223
kend_degeneracy + kpath_total_weight,"kend_degeneracy,kpath_total_weight","(17, 27)",2,-0.06013411291949071
kpath_total_weight + kvec_z,"kpath_total_weight,kvec_z","(27, 34)",2,-0.06017530472416901
kend_degeneracy + kend_frac_z,"kend_degeneracy,kend_frac_z","(17, 20)",2,-0.06030338971152853
kend_degeneracy + kstart_frac_y,"kend_degeneracy,kstart_frac_y","(17, 30)",2,-0.061130686269603385
end_adf_mean + kstart_frac_y,"end_adf_mean,kstart_frac_y","(9, 30)",2,-0.061134793250274336
kmid_frac_x + kvec_z,"kmid_frac_x,kvec_z","(21, 34)",2,-0.061176405785852817
kpath_interior_degeneracy + mid_adf_std,"kpath_interior_degeneracy,mid_adf_std","(25, 43)",2,-0.061318712805853035
end_adf_mean + kpath_real_distance,"end_adf_mean,kpath_real_distance","(9, 26)",2,-0.06140326751425902
kend_degeneracy + kmid_frac_z,"kend_degeneracy,kmid_frac_z","(17, 23)",2,-0.061792868055486894
kend_frac_x + mid_adf_std,"kend_frac_x,mid_adf_std","(18, 43)",2,-0.062318401750166605
end_adf_mean + n_elements,"end_adf_mean,n_elements","(9, 49)",2,-0.06254417865230874
mean_Z + start_adf_std,"mean_Z,start_adf_std","(38, 56)",2,-0.06291295014105439
n_elements + start_adf_std,"n_elements,start_adf_std","(49, 56)",2,-0.06316874247898523
kvec_z + start_adf_std,"kvec_z,start_adf_std","(34, 56)",2,-0.06349398245968685
band_binary + mid_adf_std,"band_binary,mid_adf_std","(5, 43)",2,-0.06349558881109925
end_adf_mean + max_Z4,"end_adf_mean,max_Z4","(9, 36)",2,-0.06442167354133929
end_adf_mean + max_Z,"end_adf_mean,max_Z","(9, 35)",2,-0.06442167354133929
kend_frac_x + kvec_z,"kend_frac_x,kvec_z","(18, 34)",2,-0.06469683861158819
kmid_frac_y + kvec_z,"kmid_frac_y,kvec_z","(22, 34)",2,-0.06526966329172715
kvec_z + mid_adf_mean,"kvec_z,mid_adf_mean","(34, 40)",2,-0.0652841947364831
end_adf_mean + end_adf_min,"end_adf_mean,end_adf_min","(9, 10)",2,-0.06552064433653466
E_pfrac_CBM + end_adf_min,"E_pfrac_CBM,end_adf_min","(0, 10)",2,-0.06562696793816039
mid_adf_max + min_mass,"mid_adf_max,min_mass","(39, 48)",2,-0.06592596543451501
end_adf_std + kpath_total_weight,"end_adf_std,kpath_total_weight","(12, 27)",2,-0.06615786031731283
end_adf_mean + kvec_x,"end_adf_mean,kvec_x","(9, 32)",2,-0.06626149466540276
E_pfrac_CBM + start_adf_min,"E_pfrac_CBM,start_adf_min","(0, 54)",2,-0.06653074167609514
end_adf_mean + mean_Z,"end_adf_mean,mean_Z","(9, 38)",2,-0.06654812845125604
end_adf_min + start_adf_std,"end_adf_min,start_adf_std","(10, 56)",2,-0.06659793586275338
kend_frac_x + kpath_interior_degeneracy,"kend_frac_x,kpath_interior_degeneracy","(18, 25)",2,-0.0672404045284916
ehull + start_adf_mean,"ehull,start_adf_mean","(7, 53)",2,-0.06732885111101312
end_adf_mean + kmid_frac_z,"end_adf_mean,kmid_frac_z","(9, 23)",2,-0.06741221784549807
end_adf_mean + mid_adf_mean,"end_adf_mean,mid_adf_mean","(9, 40)",2,-0.06795131383962986
max_mass + start_adf_std,"max_mass,start_adf_std","(37, 56)",2,-0.06796583690777025
end_adf_max + start_adf_min,"end_adf_max,start_adf_min","(8, 54)",2,-0.06817702633704832
kend_degeneracy + n_elements,"kend_degeneracy,n_elements","(17, 49)",2,-0.06821120427171704
kstart_frac_z + start_adf_std,"kstart_frac_z,start_adf_std","(31, 56)",2,-0.06910956312888497
min_mass + start_adf_min,"min_mass,start_adf_min","(48, 54)",2,-0.06980729276410913
kmid_frac_y + mid_adf_mean,"kmid_frac_y,mid_adf_mean","(22, 40)",2,-0.06993657207765554
kstart_degeneracy + start_adf_std,"kstart_degeneracy,start_adf_std","(28, 56)",2,-0.06997570897068901
end_adf_max + radius_diff,"end_adf_max,radius_diff","(8, 50)",2,-0.07023307918382542
band_binary + kmid_frac_x,"band_binary,kmid_frac_x","(5, 21)",2,-0.07097705578877292
mid_adf_mean + sum_Z4,"mid_adf_mean,sum_Z4","(40, 61)",2,-0.07199350917642273
mid_adf_min + mid_adf_std,"mid_adf_min,mid_adf_std","(41, 43)",2,-0.07215128550658234
kstart_frac_y + start_adf_std,"kstart_frac_y,start_adf_std","(30, 56)",2,-0.07227030378722862
kend_frac_y + kstart_frac_z,"kend_frac_y,kstart_frac_z","(19, 31)",2,-0.07304274433959483
E_pfrac_CBM + end_adf_mean,"E_pfrac_CBM,end_adf_mean","(0, 9)",2,-0.07346550036884056
mean_Z + mid_adf_min,"mean_Z,mid_adf_min","(38, 41)",2,-0.07349058470922912
kend_degeneracy + mid_adf_min,"kend_degeneracy,mid_adf_min","(17, 41)",2,-0.07403730207668532
band_binary + start_adf_min,"band_binary,start_adf_min","(5, 54)",2,-0.07423097515577234
E_pfrac_VBM + start_adf_min,"E_pfrac_VBM,start_adf_min","(1, 54)",2,-0.0743896384188402
E_pfrac_VBM + kpath_real_distance,"E_pfrac_VBM,kpath_real_distance","(1, 26)",2,-0.07466239789413194
end_adf_std + kvec_z,"end_adf_std,kvec_z","(12, 34)",2,-0.07470287495029622
kend_frac_x + kend_frac_y,"kend_frac_x,kend_frac_y","(18, 19)",2,-0.07490156321675097
kend_frac_x + kpath_total_weight,"kend_frac_x,kpath_total_weight","(18, 27)",2,-0.07490360261112587
E_pfrac_CBM + E_pfrac_VBM,"E_pfrac_CBM,E_pfrac_VBM","(0, 1)",2,-0.07495054727345021
kend_degeneracy + kstart_frac_x,"kend_degeneracy,kstart_frac_x","(17, 29)",2,-0.07498984437659402
kmid_frac_y + mid_adf_std,"kmid_frac_y,mid_adf_std","(22, 43)",2,-0.07605985947757347
end_adf_mean + kend_frac_z,"end_adf_mean,kend_frac_z","(9, 20)",2,-0.07614024156850599
kend_frac_y + kstart_frac_y,"kend_frac_y,kstart_frac_y","(19, 30)",2,-0.07614853425285832
kstart_degeneracy + start_adf_min,"kstart_degeneracy,start_adf_min","(28, 54)",2,-0.07624072239881474
end_adf_max + kvec_x,"end_adf_max,kvec_x","(8, 32)",2,-0.07654573627480787
end_adf_std + kpath_interior_degeneracy,"end_adf_std,kpath_interior_degeneracy","(12, 25)",2,-0.0772517420450527
E_pfrac_VBM + end_adf_max,"E_pfrac_VBM,end_adf_max","(1, 8)",2,-0.07800219137297659
end_adf_std + kmid_frac_x,"end_adf_std,kmid_frac_x","(12, 21)",2,-0.07802756342792976
end_adf_mean + mid_adf_std,"end_adf_mean,mid_adf_std","(9, 43)",2,-0.07841627222255984
kend_frac_y + kend_frac_z,"kend_frac_y,kend_frac_z","(19, 20)",2,-0.07878205488202401
kend_frac_y + n_elements,"kend_frac_y,n_elements","(19, 49)",2,-0.07879030173238585
kstart_degeneracy + mid_adf_mean,"kstart_degeneracy,mid_adf_mean","(28, 40)",2,-0.0790043003239741
kmid_frac_x + n_elements,"kmid_frac_x,n_elements","(21, 49)",2,-0.0790129094768861
kend_frac_z + start_adf_std,"kend_frac_z,start_adf_std","(20, 56)",2,-0.07906815545797583
end_nearest_Z4 + mid_adf_max,"end_nearest_Z4,mid_adf_max","(14, 39)",2,-0.07921861805823163
end_nearest_Z + mid_adf_max,"end_nearest_Z,mid_adf_max","(13, 39)",2,-0.07921861805823163
end_nearest_mass + mid_adf_max,"end_nearest_mass,mid_adf_max","(16, 39)",2,-0.07921861805823163
bandgap + start_adf_mean,"bandgap,start_adf_mean","(6, 53)",2,-0.07960686890065678
end_adf_mean + min_mass,"end_adf_mean,min_mass","(9, 48)",2,-0.07966301325650711
kpath_angle_deg + kpath_real_distance,"kpath_angle_deg,kpath_real_distance","(24, 26)",2,-0.07992368884075554
end_adf_std + kend_frac_y,"end_adf_std,kend_frac_y","(12, 19)",2,-0.07993891340936095
kstart_frac_x + mid_adf_mean,"kstart_frac_x,mid_adf_mean","(29, 40)",2,-0.08008837180279796
kend_frac_x + kmid_frac_y,"kend_frac_x,kmid_frac_y","(18, 22)",2,-0.08033731416574055
kpath_real_distance + mid_adf_std,"kpath_real_distance,mid_adf_std","(26, 43)",2,-0.08073646546187119
end_adf_mean + start_adf_min,"end_adf_mean,start_adf_min","(9, 54)",2,-0.0812780114259124
end_adf_std + min_mass,"end_adf_std,min_mass","(12, 48)",2,-0.08162674658055105
kmid_frac_z + start_adf_std,"kmid_frac_z,start_adf_std","(23, 56)",2,-0.08196700899308618
kmid_frac_x + kmid_frac_y,"kmid_frac_x,kmid_frac_y","(21, 22)",2,-0.08202228770081454
end_nearest_mass + start_adf_std,"end_nearest_mass,start_adf_std","(16, 56)",2,-0.08205699500008015
end_nearest_Z4 + start_adf_std,"end_nearest_Z4,start_adf_std","(14, 56)",2,-0.08205699500008015
end_nearest_Z + start_adf_std,"end_nearest_Z,start_adf_std","(13, 56)",2,-0.08205699500008015
kstart_frac_z + mid_adf_mean,"kstart_frac_z,mid_adf_mean","(31, 40)",2,-0.08223321088805235
kend_frac_x + kstart_frac_x,"kend_frac_x,kstart_frac_x","(18, 29)",2,-0.08232715051707717
kend_frac_x + kmid_frac_x,"kend_frac_x,kmid_frac_x","(18, 21)",2,-0.08247661024360345
kpath_angle_deg + mid_nearest_Z,"kpath_angle_deg,mid_nearest_Z","(24, 44)",2,-0.08255872763812067
kpath_angle_deg + mid_nearest_Z4,"kpath_angle_deg,mid_nearest_Z4","(24, 45)",2,-0.08255872763812067
kpath_angle_deg + mid_nearest_mass,"kpath_angle_deg,mid_nearest_mass","(24, 47)",2,-0.08255872763812067
