Formula,uid,kpath,Rashba_parameter,band_binary,bandgap,ehull,kpath_real_distance,kpath_angle_deg,kvec_x,kvec_y,kvec_z,kstart_frac_x,kstart_frac_y,kstart_frac_z,kend_frac_x,kend_frac_y,kend_frac_z,kmid_frac_x,kmid_frac_y,kmid_frac_z,kstart_degeneracy,kend_degeneracy,kpath_interior_degeneracy,kpath_total_weight,start_nearest_dist,start_nearest_Z,start_nearest_mass,start_nearest_Z4,start_coord_2A,start_rdf_sum_2A,start_rdf_Z_2A,start_rdf_Z4_2A,start_rdf_mass_2A,start_mean_Z_2A,start_max_Z_2A,start_coord_4A,start_rdf_sum_4A,start_rdf_Z_4A,start_rdf_Z4_4A,start_rdf_mass_4A,start_mean_Z_4A,start_max_Z_4A,start_adf_mean,start_adf_std,start_adf_min,start_adf_max,start_adf_n_triplets,mid_nearest_dist,mid_nearest_Z,mid_nearest_mass,mid_nearest_Z4,mid_coord_2A,mid_rdf_sum_2A,mid_rdf_Z_2A,mid_rdf_Z4_2A,mid_rdf_mass_2A,mid_mean_Z_2A,mid_max_Z_2A,mid_coord_4A,mid_rdf_sum_4A,mid_rdf_Z_4A,mid_rdf_Z4_4A,mid_rdf_mass_4A,mid_mean_Z_4A,mid_max_Z_4A,mid_adf_mean,mid_adf_std,mid_adf_min,mid_adf_max,mid_adf_n_triplets,end_nearest_dist,end_nearest_Z,end_nearest_mass,end_nearest_Z4,end_coord_2A,end_rdf_sum_2A,end_rdf_Z_2A,end_rdf_Z4_2A,end_rdf_mass_2A,end_mean_Z_2A,end_max_Z_2A,end_coord_4A,end_rdf_sum_4A,end_rdf_Z_4A,end_rdf_Z4_4A,end_rdf_mass_4A,end_mean_Z_4A,end_max_Z_4A,end_adf_mean,end_adf_std,end_adf_min,end_adf_max,end_adf_n_triplets,max_Z,max_Z4,max_mass,min_mass,radius_mean,radius_diff,X_mean,X_diff,n_elements,mean_Z,sum_Z4,E_pfrac_VBM,E_pfrac_CBM,E_pfrac_relevant
BiBrS,49b7be14f786,G->M,1.271,1,1.227,0.0,0.8832113917610596,30.0000000011179,0.7648835021682714,0.4416056958954534,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1,3,6,10,8.325128457462187,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.132938090520632,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.067857297187375,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8440266668986302,0.9145043455561068,0.9145043455561068
BiBrS,49b7be14f786,G->K,1.293,1,1.227,0.0,1.01984466959216,60.00000000111791,0.5099223347788475,0.8832113917909068,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,1,6,12,19,8.325128457462187,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.1831986558638,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.096846675478488,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8440266668986302,0.9145043455561068,0.9145043455561068
AsClTe,fba4cc0df459,G->K,0.634,1,1.316,0.194,1.0958219733293904,59.99999995613801,0.5479109873911965,0.9490096665089999,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,1,6,12,19,7.680317340217694,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.547044998349506,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.465939757772783,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.9271260695172412,0.9136992993085054,0.9136992993085054
ClSbTe,04fdd7d1ec5c,M->K,1.018,0,1.439,0.153,0.5143363844425337,120.00000002401246,-0.2571681924079444,0.44542837491009524,-1.4104943912088812e-18,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.41666666666666663,0.16666666666666666,0.0,3,6,12,21,7.353018642959928,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.313763605338006,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.3842724246582,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8840911585585108,0.92019295831051,0.8840911585585108
ClSbTe,04fdd7d1ec5c,M->G,0.711,1,1.439,0.153,0.8908567504668605,-150.00000002401245,-0.7715045772238333,-0.44542837491009535,-4.231483173626643e-18,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,3,1,6,10,7.353018642959928,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.423154607528212,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.629695132698325,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8840911585585108,0.92019295831051,0.92019295831051
BiBrSe,de5756e4fbfa,G->M,2.784,0,1.03,0.0,0.8660743858015657,29.999999951474244,0.7500424200379147,0.43303719226554627,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1,3,6,10,8.318336031089268,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.118202899106832,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.05038630373616,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8708858861095728,0.9086603729103896,0.8708858861095728
BiBrSe,de5756e4fbfa,G->K,2.634,0,1.03,0.0,1.0000565585835368,59.999999951474244,0.5000282800252764,0.8660743845310925,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,1,6,12,19,8.318336031089268,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.170559994175056,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.080597278812583,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8708858861095728,0.9086603729103896,0.8708858861095728
BiBrSe,de5756e4fbfa,G->M,1.366,1,1.03,0.0,0.8660743858015657,29.999999951474244,0.7500424200379147,0.43303719226554627,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1,3,6,10,8.318336031089268,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.118202899106832,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.05038630373616,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8708858861095728,0.9086603729103896,0.9086603729103896
BiBrSe,de5756e4fbfa,G->K,1.417,1,1.03,0.0,1.0000565585835368,59.999999951474244,0.5000282800252764,0.8660743845310925,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,1,6,12,19,8.318336031089268,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.170559994175056,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.080597278812583,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8708858861095728,0.9086603729103896,0.9086603729103896
Bi2P2S6,287dcf4f1a19,G->Y,0.795,1,0.953,0.053,0.5020978109199927,90.00000000000001,-3.732315204151223e-17,0.5020978109199927,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,1,1,2,4,7.828872187682228,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.597832466993278,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.6010478656819735,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8599441662300487,0.9027750754848928,0.9027750754848928
Bi2P2S6,287dcf4f1a19,Y->G,1.406,1,0.953,0.053,0.5020978109199927,-90.0,3.732315204151223e-17,-0.5020978109199927,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1,1,2,4,7.6010478656819735,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.597832466993278,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.828872187682228,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8599441662300487,0.9027750754848928,0.9027750754848928
Bi2P2S6,287dcf4f1a19,Y->H,1.248,1,0.953,0.053,0.35580518640828157,0.0,0.31137131109331123,0.0,0.17217792339049864,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.41666666666666663,0.25,1,1,2,4,7.6010478656819735,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3.1385972720811908,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3186136714306465,0.9558410142919396,25.807707385882367,2.2114974934001173,3.0,3.0,,,,,0,1.5871286600682697,3,6.941,81,1,0.6300686422970809,1.8902059268912428,51.03556002606356,4.3733064461840385,3.0,3.0,10,3.774599271906802,8.886639468553907,188.5299560591431,18.991787750499064,2.4,3.0,83.14694257387315,34.02401954632091,12.241192684059497,149.4255597740198,45,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8599441662300487,0.9027750754848928,0.9027750754848928
Bi2P2S6,287dcf4f1a19,C->H,0.491,1,0.953,0.053,0.3419193085783816,-121.80473747817501,-0.1556856555466556,-0.25104890545999636,0.17217792339049864,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,0.41666666666666663,0.41666666666666663,0.25,1,1,2,4,7.60260994760374,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3.4535144071869,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.8087333372152189,2.1599494830589916,48.2011159562995,4.831068072912835,2.6666666666666665,3.0,34.105522388743616,9.900373204522696,21.66548519654845,45.88972918940862,3,1.5871286600682697,3,6.941,81,1,0.6300686422970809,1.8902059268912428,51.03556002606356,4.3733064461840385,3.0,3.0,10,3.774599271906802,8.886639468553907,188.5299560591431,18.991787750499064,2.4,3.0,83.14694257387315,34.02401954632091,12.241192684059497,149.4255597740198,45,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8599441662300487,0.9027750754848928,0.9027750754848928
Bi2P2S6,287dcf4f1a19,G->X,0.882,1,0.953,0.053,0.5302525464527156,28.258580294896902,0.4670569666399668,0.25104890545999636,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1,1,2,4,7.828872187682228,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.536294137595693,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.584503175711788,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8599441662300487,0.9027750754848928,0.9027750754848928
BiClS,99fd027b1d0b,M->G,0.461,1,1.841,0.12,0.9191238873945335,-149.99999999570173,-0.7959846356742979,-0.45956194375698095,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,3,1,6,10,7.443568669357299,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.508681091331195,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.700715766576268,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.909282666768928,0.9372956282273632,0.9372956282273632
AsBrS,1dcd471c2288,M->K,3.109,0,1.38,0.034,0.5634008212352033,119.99999998528737,-0.28170041049231187,0.4879194237750374,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.41666666666666663,0.16666666666666666,0.0,3,6,12,21,8.162213215142257,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.273154694930632,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.185694270055226,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.81239137651136,0.8750866369111423,0.81239137651136
STeW,916afba26723,M->G,3.622,1,0.191,0.266,1.0910434248861145,-149.9999999785103,-0.9448713223787474,-0.5455217127974465,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,3,1,6,10,7.979811507263367,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.022987118216053,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.151141887613718,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.2260818398707595,0.3590873032806925,0.3590873032806925
STeW,916afba26723,M->K,3.414,1,0.191,0.266,0.6299142134338368,120.00000007800152,-0.3149571074595825,0.5455217106098182,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.41666666666666663,0.16666666666666666,0.0,3,6,12,21,7.979811507263367,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.070689125968707,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.999029438373089,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.2260818398707595,0.3590873032806925,0.3590873032806925
STeW,916afba26723,G->K,0.533,1,0.191,0.266,1.2598284287622152,59.9999999717441,0.6299142149191649,1.0910434234072648,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,1,6,12,19,8.151141887613718,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.056408179911037,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.999029438373089,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.2260818398707595,0.3590873032806925,0.3590873032806925
BiClTe,968a6902b7f5,M->K,1.175,0,0.938,0.0,0.4866569930768196,119.99999995915002,-0.24332849623792463,0.4214573191073586,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.41666666666666663,0.16666666666666666,0.0,3,6,12,21,8.13059649021044,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.09095166469816,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.162173706214801,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.901195181671016,0.9106283567992832,0.901195181671016
BiClTe,968a6902b7f5,M->K,0.992,1,0.938,0.0,0.4866569930768196,119.99999995915002,-0.24332849623792463,0.4214573191073586,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.41666666666666663,0.16666666666666666,0.0,3,6,12,21,8.13059649021044,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.09095166469816,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.162173706214801,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.901195181671016,0.9106283567992832,0.9106283567992832
AsBrTe,671e6de2497a,G->M,0.694,1,1.098,0.163,0.9379071669776948,29.999999954309573,0.8122514333681433,0.4689535828411188,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1,3,6,10,7.626501235015113,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.4403362762402,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.377237390464339,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.927546211775732,0.909375314729425,0.909375314729425
AsBrTe,671e6de2497a,G->K,0.618,1,1.098,0.163,1.0830019110616975,59.99999999707302,0.5415009555787622,0.9379071672988624,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,1,6,12,19,7.626501235015113,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.489045643454719,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.405347715529844,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.927546211775732,0.909375314729425,0.909375314729425
AsISe,5d829e480507,M->K,1.626,0,1.164,0.0,0.5323511028510831,120.00000000009142,-0.26617555142627713,0.4610295788012759,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.41666666666666663,0.16666666666666666,0.0,3,6,12,21,8.053917220580491,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.179721709807136,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.080565143985774,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8922939066570377,0.8797309545139917,0.8922939066570377
AsISe,5d829e480507,G->M,1.583,1,1.164,0.0,0.9220591583863262,30.00000008399031,0.7985266542788312,0.46102958036372926,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1,3,6,10,8.290665633595207,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.113751975735072,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.053917220580491,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8922939066570377,0.8797309545139917,0.8797309545139917
AsISe,5d829e480507,G->K,1.615,1,1.164,0.0,1.0647022070552907,60.00000004194945,0.532351102852554,0.9220591591650051,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,1,6,12,19,8.290665633595207,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.159986789350732,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.080565143985774,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8922939066570377,0.8797309545139917,0.8797309545139917
ClSbSe,0c0fbdaf8f4a,G->M,2.682,0,1.177,0.014,0.8996830159842113,29.99999994307009,0.7791483476426971,0.44984150721793265,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1,3,6,10,8.432142865010176,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.249406780480768,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.187588485811117,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.7943110472668419,0.8322172034831463,0.7943110472668419
ClSbSe,0c0fbdaf8f4a,G->K,2.448,0,1.177,0.014,1.0388644630239674,59.99999998409072,0.5194322317617981,0.8996830159234049,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,1,6,12,19,8.432142865010176,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.297169257394298,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.215120712612187,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.7943110472668419,0.8322172034831463,0.7943110472668419
ClSbTe,da5fd2bb47af,M->G,2.891,0,1.291,0.008,0.864844264440327,-149.99999999664146,-0.7489771032972424,-0.4324221322640668,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,3,1,6,10,8.154188117548681,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.221338332837504,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.419576257842564,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8418724917890628,0.8448925848104843,0.8418724917890628
ClSbTe,da5fd2bb47af,M->K,2.35,0,1.291,0.008,0.49931806891552344,119.99999999664145,-0.24965903443241416,0.4324221322640668,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.41666666666666663,0.16666666666666666,0.0,3,6,12,21,8.154188117548681,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.116642396109999,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,8.18410067832995,2,4.002602,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.8418724917890628,0.8448925848104843,0.8418724917890628
Cr2W2Te8,62bb754c4cb2,G->X,1.535,0,0.512,0.082,0.44638025758002664,0.0,0.44638025758002664,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1,1,2,4,7.759411475942858,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.636559148574193,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,7.758439338920356,3,6.941,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,3,81,6.941,1.00794,0.9,1.2,,,3,2.0,98,0.2157043936857912,0.1016518741458471,0.2157043936857912
